135 	 mountain [noun] 	 832 	 mountain
136 	 mouse or rat [noun] 	 ?	?
137 	 mouth [noun] 	 1121 	 mouth
138 	 nail (fingernail or claw) [noun] 	 399 	 nail (tool)
139 	 name [noun] 	 1123 	 name
140 	 narrow 	 1124 	 narrow
141 	 near 	 1125 	 near
142 	 neck [noun] 	 1126 	 neck
143 	 needle (for sewing) [noun] 	 1127 	 needle
144 	 new 	 1128 	 new
145 	 night [noun] 	 837 	 night
146 	 nine 	 838 	 nine
147 	 nose [noun] 	 1131 	 nose
148 	 not 	 529 	 slanting, not upright
149 	 now 	 842 	 now
150 	 old (of person) 	 1132 	 old man
151 	 one 	 844 	 one
152 	 open [verb] 	 422 	 open (eye)
153 	 other 	 ?	?
154 	 painful 	 ?	?
155 	 person [noun] 	 856 	 person
156 	 plant [verb] 	 442 	 plant
157 	 play [verb] 	 444 	 play
158 	 pull [verb] 	 872 	 pull
159 	 push [verb] 	 874 	 push
160 	 rain [noun] 	 1138 	 rain
161 	 red 	 1142 	 red
162 	 reside (live) [verb] 	 ?	?
163 	 right 	 880 	 right
164 	 river [noun] 	 1145 	 river
165 	 road [noun] 	 488 	 road / way
166 	 roof [noun] 	 ?	?
167 	 root [noun] 	 1146 	 root
168 	 rope [noun] 	 884 	 rope
169 	 rotten (of fruits) 	 ?	?
170 	 round 	 885 	 round
171 	 rub [verb] 	 497 	 rub (to soften animal skin)
172 	 salt [noun] 	 1149 	 salt
173 	 sand [noun] 	 1150 	 sand
174 	 say [verb] 	 502 	 say / speak
175 	 scratch [verb] 	 889 	 scratch
176 	 sea [noun] 	 1153 	 sea
177 	 see [verb] 	 1154 	 see
178 	 seed [noun] 	 1155 	 seed
179 	 seven 	 1157 	 seven
180 	 sew [verb] 	 ?	?
181 	 sharp 	 1162 	 sharp
182 	 shoot (an arrow) [verb] 	 892 	 shoot
183 	 short 	 1165 	 short
184 	 shoulder [noun] 	 1166 	 shoulder
185 	 shy 	 ?	?
186 	 sick 	 316 	 ill / sick
187 	 sing [verb] 	 1169 	 sing
188 	 sit [verb] 	 896 	 sit
189 	 six 	 897 	 six
190 	 skin [noun] 	 1170 	 skin
191 	 sky [noun] 	 1172 	 sky
192 	 sleep [verb] 	 1173 	 sleep
193 	 small 	 1175 	 small
194 	 smell (perceive odor) [transitive] [verb] 	 1176 	 smell
195 	 smoke [noun] 	 1177 	 smoke
196 	 smooth 	 901 	 smooth
197 	 snake [noun] 	 1178 	 snake
198 	 snow [noun] 	 1179 	 snow
199 	 some 	 ?	?
200 	 spider [noun] 	 1186 	 spider
201 	 spit [verb] 	 1187 	 spit
202 	 split [verb] 	 548 	 split open;break
203 	 squeeze [verb] 	 ?	?
204 	 stab [verb] 	 ?	?
205 	 stand [verb] 	 1188 	 stand
206 	 star [noun] 	 1189 	 star
207 	 steal [verb] 	 1190 	 steal
208 	 stick [noun] 	 909 	 stick
209 	 stone (a piece of) [noun] 	 561 	 stone / pit
210 	 straight 	 1191 	 straight
211 	 suck [verb] 	 ?	?
212 	 sun [noun] 	 1194 	 sun
213 	 swell [verb] 	 ?	?
214 	 swim [verb] 	 ?	?
215 	 tail [noun] 	 1200 	 tail
216 	 ten 	 921 	 ten
217 	 that 	 1202 	 that
218 	 there 	 1203 	 there
219 	 they [third person plural] 	 1204 	 they
220 	 thick 	 1206 	 thick
221 	 thin 	 1208 	 thin
222 	 think (reflect) [verb] 	 1210 	 think
223 	 this 	 1211 	 this
224 	 thou [second person singular] 	 856 	 person
225 	 three 	 928 	 three
226 	 throw [verb] 	 929 	 throw
227 	 thunder [noun] 	 1214 	 thunder
228 	 tie (together) [verb] 	 603 	 tie (e.g. firewood)into a bund
229 	 tongue [noun] 	 1219 	 tongue
230 	 tooth (front) [noun] 	 1220 	 tooth
231 	 tree [noun] 	 1221 	 tree
232 	 turn (around) [verb] 	 ?	?
233 	 twenty 	 937 	 twenty
234 	 two 	 1223 	 two
235 	 vomit [verb] 	 941 	 vomit
236 	 walk [verb] 	 1232 	 walk
237 	 warm (hot) 	 944 	 warm
238 	 wash [verb] 	 635 	 wash (hand)
239 	 water [noun] 	 1235 	 water
240 	 we [first person plural] 	 945 	 we
241 	 wet 	 1238 	 wet
242 	 what 	 950 	 what
243 	 when 	 ?	?
244 	 where 	 952 	 where
245 	 white 	 1239 	 white
246 	 who 	 954 	 who
247 	 wide 	 955 	 wide
248 	 wife [noun] 	 1240 	 wife
249 	 wind [noun] 	 1241 	 wind
250 	 wing [noun] 	 1243 	 wing
251 	 wipe 	 959 	 wipe
252 	 with 	 78 	 blow with mouth
253 	 woman [noun] 	 1246 	 woman
254 	 wood (material) [noun] 	 648 	 wood
255 	 work [noun] 	 961 	 work / labor
256 	 worm [noun] 	 796 	 insect / worm
257 	 yawn [verb] 	 ?	?
258 	 year [noun] 	 1249 	 year
259 	 yellow 	 1250 	 yellow
260 	 you [second person plural] 	 1253 	 you two
