178 	 cotton 	 135 	 cotton // raw cotton
179 	 cucumber 	 155 	 cucumber
180 	 dance 	 ?	?
181 	 dark 	 719 	 dark
182 	 daughter 	 457 	 daughter
183 	 deep 	 702 	 deep
184 	 dew 	 6 	 dew
185 	 difficult 	 751 	 difficult
186 	 door 	 ?	?
187 	 drum 	 ?	?
188 	 duck 	 96 	 duck
189 	 early 	 746 	 early
190 	 east 	 ?	?
191 	 easy 	 752 	 easy
192 	 eighteen 	 ?	?
193 	 eighty 	 ?	?
194 	 elbow 	 ?	?
195 	 elephant 	 ?	?
196 	 eleven 	 ?	?
197 	 face 	 411 	 person with a pockmarked face
198 	 false 	 ?	?
199 	 fifteen 	 ?	?
200 	 fifty 	 ?	?
201 	 finger 	 394 	 little finger
202 	 first 	 ?	?
203 	 flea 	 ?	?
204 	 flour 	 140 	 flour
205 	 forehead 	 381 	 forehead
206 	 forget 	 677 	 forget
207 	 forty 	 ?	?
208 	 fourteen 	 ?	?
209 	 friend 	 ?	?
210 	 frog 	 104 	 frog
211 	 garlic 	 161 	 garlic
212 	 ginger 	 ?	?
213 	 goat 	 90 	 sheep // goat
214 	 gold 	 48 	 gold
215 	 grandfather 	 421 	 grandfather
216 	 grandmother 	 422 	 grandmother
217 	 half 	 ?	?
218 	 hard 	 728 	 hard // firm
219 	 hate 	 667 	 hate
220 	 help 	 ?	?
221 	 hen 	 94 	 chicken // hen
222 	 hoe 	 329 	 hoe (tool)
223 	 hoof 	 125 	 hoof // leg of pork
224 	 horse 	 ?	?
225 	 hot 	 755 	 hot
226 	 iron 	 51 	 iron
227 	 jump 	 567 	 jump
228 	 key 	 296 	 key
229 	 kick 	 ?	?
230 	 kidney 	 ?	?
231 	 ladder 	 328 	 stairs // ladder
232 	 late 	 747 	 late
233 	 lazy 	 792 	 lazy
234 	 learn 	 641 	 learn
235 	 leech 	 ?	?
236 	 letter 	 365 	 letter
237 	 lip 	 ?	?
238 	 listen 	 ?	?
239 	 loom 	 ?	?
240 	 mat 	 274 	 mat
241 	 middle 	 471 	 centre // in the middle of
242 	 milk 	 ?	?
243 	 money 	 341 	 money
244 	 morning 	 37 	 morning
245 	 mud 	 59 	 mud // earth // clay
246 	 noon 	 39 	 noon // midday
247 	 north 	 ?	?
248 	 otter 	 ?	?
249 	 outside 	 468 	 out // outside
250 	 pillow 	 273 	 pillow
251 	 poor 	 ?	?
252 	 pumpkin 	 153 	 pumpkin
253 	 rainbow 	 13 	 rainbow
254 	 rake 	 ?	?
255 	 read 	 ?	?
256 	 rice (cooked) 	 137 	 rice
257 	 rich 	 ?	?
258 	 run 	 566 	 run
259 	 rust 	 ?	?
260 	 saw 	 320 	 saw (tool)
261 	 scissors 	 314 	 scissors
262 	 sell 	 ?	?
263 	 seventeen 	 ?	?
264 	 seventy 	 ?	?
265 	 shadow 	 ?	?
266 	 shallow 	 703 	 shallow
267 	 sheep 	 90 	 sheep // goat
268 	 shoe 	 ?	?
269 	 sickle 	 330 	 sickle (tool)
270 	 silver 	 49 	 silver
271 	 skirt 	 225 	 skirt
272 	 slow 	 ?	?
273 	 soft 	 729 	 soft // flexible
274 	 son 	 455 	 son
275 	 song 	 ?	?
276 	 sour 	 763 	 rotten // sour
277 	 south 	 ?	?
278 	 sparrow 	 76 	 sparrow
279 	 sugar 	 209 	 sugar //  sweets
280 	 summer 	 ?	?
281 	 swallow 	 73 	 swallow
282 	 sweat 	 ?	?
283 	 sweep 	 601 	 sweep
284 	 sweet 	 149 	 sweet potato
285 	 table 	 260 	 table
286 	 teach 	 640 	 teach
287 	 thigh 	 397 	 thigh (upper leg)
288 	 thing 	 476 	 thing
289 	 thread 	 293 	 thread // wire
290 	 throat 	 ?	?
291 	 tiger 	 62 	 tiger
292 	 time 	 863 	 time (this time)
293 	 today 	 28 	 today
294 	 tomorrow 	 29 	 tomorrow
295 	 true 	 ?	?
296 	 ugly 	 779 	 ugly
297 	 understand 	 ?	?
298 	 urine 	 ?	?
299 	 use 	 ?	?
300 	 vegetable 	 151 	 vegetable
301 	 village 	 ?	?
302 	 waist 	 ?	?
303 	 wait 	 ?	?
304 	 wall 	 249 	 wall
305 	 well 	 258 	 well
306 	 west 	 ?	?
307 	 window 	 250 	 window
308 	 winter 	 ?	?
309 	 wolf 	 65 	 wolf
310 	 wrap 	 548 	 wrap // spin
311 	 write 	 ?	?
312 	 yesterday 	 32 	 yesterday
313 	 yoke 	 ?	?
314 	 young 	 731 	 young
