# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
7573	rain (133)	-			雨	0	the rain	Guiqiong		-	-	-	rain (121)	-		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	-	rain(45)	1.75
7574	rain (133)	-			雨	429	the rain	Japhug		tɯrme	person	人	rain (121)	tɯrme		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	t ɯ r m e	rain(45)	1.75
7575	rain (133)	-			雨	0	the rain	Khroskyabs_Wobzi		-	-	-	rain (121)	-		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	-	rain(45)	1.75
7576	rain (133)	-			雨	0	the rain	Muya		-	-	-	rain (121)	-		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	-	rain(45)	1.75
7577	rain (133)	-			雨	0	the rain	Stau		-	-	-	rain (121)	-		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	-	rain(45)	1.75
7578	rain (133)	-			雨	430	the rain	Tangut		dzjwo²	person	人	rain (121)	dzjwo²		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	d z j w o ²	rain(45)	1.75
7579	rain (133)	-			雨	0	the rain	Zbu		-	-	-	rain (121)	-		-	3100					Noun	0	-	rGyalrongic	-	rain(65)	-	rain(45)	1.75
13121						0	the rain	Guzhang			雨	雨		va²⁵			3100						0							
13360						0	the rain	Ganzhou		y3	rain [nn] (120)			y⁴			3100						0					y ⁴		
13608						0	the rain	Caijia									3100						0							
13868						0	the rain	Jixi				雨		y²¹³			3100						0							
14128						0	the rain	Changshan									3100						0							
14388						0	the rain	Qimen			下雨	雨		y⁴²		extracted from a compound	3100						0							
14648						0	the rain	Dancun								none	3100						0							
#
7792	-	k õ ∼ ³⁵ - - -			江	435	the river	Dashi		kõ35	river	-	river (125)	kõ₃₅		-	3253					Noun	930	Wang2006a, 30	Bai	river(119)	-	k õ ∼ ³⁵	-	1.36
7793	-	-			江	0	the river	Zhaozhuang		-	-	-	river (125)	kʋ³⁵		-	3253					Noun	0	-	Bai	river(119)	-	k ʋ ³⁵	-	1.36
7794	-	q u - ⁵⁵ - - -			江	435	the river	Ega		qu55/tɕo21	river	-	river (125)	qu₅₅		-	3253					Noun	930	Wang2006a, 30	Bai	river(119)	-	q u ⁵⁵	-	1.36
7795	-	q o - ²⁴ - - -			江	435	the river	Enqi		qo24/tio21	river	-	river (125)	qo₂₄		-	3253					Noun	930	Wang2006a, 30	Bai	river(119)	-	q o ²⁴	-	1.36
7796	-	k ɤ - ³⁵ - - -			江	435	the river	Eryuan		kɤ35	river / 河	-	river (125)	kɤ₃₅		-	3253					Noun	930	Allen2007, 15	Bai	river(119)	-	k ɤ ³⁵	-	1.36
7797	-	q o ŋ ⁵⁵ - - -			江	435	the river	Gongxing		qoŋ55	river	-	river (125)	qoŋ₅₅		-	3253					Noun	934	Wang2006a, 30	Bai	river(119)	-	q o ŋ ⁵⁵	-	1.36
7798	-	k ɔ̃ ∼ ⁵⁵ - - -			江	435	the river	Heqi		kɔ̃55	river / 河	-	river (125)	kɔ̃₅₅		-	3253					Noun	930	Allen2007, 15	Bai	river(119)	-	k ɔ̃ ∼ ⁵⁵	-	1.36
7799	-	k ɤ̃ ∼ ⁵⁵ - - -			江	435	the river	Jianchuan		kɤ̃55	river / 河	-	river (125)	kɤ̃₅₅		-	3253					Noun	930	Allen2007, 15	Bai	river(119)	-	k ɤ̃ ∼ ⁵⁵	-	1.36
7800	-	q õ ∼ ⁵⁵ - - -			江	435	the river	Jinman		qõ55/ʈo21	river	-	river (125)	qõ₅₅		-	3253					Noun	930	Wang2006a, 30	Bai	river(119)	-	q õ ∼ ⁵⁵	-	1.36
7801	-	k ɤ ŋ ⁵⁵ - - -			江	435	the river	Jinxing		kvŋ55	river	-	river (125)	kɤŋ₅₅		-	3253					Noun	934	Wang2006a, 30	Bai	river(119)	-	k ɤ ŋ ⁵⁵	-	1.36
7802	-	ʈ õ ∼ ²¹ - - -			江	435	the river	Luobenzhuo		ʈõ21	river / 河	-	river (125)	ʈõ₂₁		-	3253					Noun	940	Allen2007, 15	Bai	river(119)	-	ʈ õ ∼ ²¹	-	1.36
7803	-	k o ŋ ⁵⁵ - - -			江	435	the river	Mazhelong		koŋ55	river	-	river (125)	koŋ₅₅		-	3253					Noun	934	Wang2006a, 30	Bai	river(119)	-	k o ŋ ⁵⁵	-	1.36
7804	-	k ɤ - ³⁵ - - -			江	435	the river	Qiliqiao		kɤ35	river / 河	-	river (125)	kɤ₃₅		-	3253					Noun	930	Allen2007, 15	Bai	river(119)	-	k ɤ ³⁵	-	1.36
7805	-	kʲ ɛ - ³⁵ t͡s ɔ ⁴²			江	435	the river	Xiangyun		kʲɛ35tsɔ42	river / 河	-	river (125)	kʲɛ₃₅t͡sɔ₄₂		-	3253					Noun	944	Allen2007, 15	Bai	river(119)	-	kʲ ɛ ³⁵ t͡s ɔ ⁴²	-	1.36
7806	-	k ɯ - ³⁵ k ɯ ³³			江	435	the river	Yunlong		kɯ35kɯ33	river / 河	-	river (125)	kɯ₃₅kɯ₃₃		-	3253					Noun	944	Allen2007, 15	Bai	river(119)	-	k ɯ ³⁵ k ɯ ³³	-	1.36
7807	-	k ɤ - ³⁵ - - -			江	435	the river	Zhoucheng		kv35	river	-	river (125)	kɤ₃₅		-	3253					Noun	930	Wang2006a, 30	Bai	river(119)	-	k ɤ ³⁵	-	1.36
7808	-	-			江	0	the river	Cone_Tibetan		-	-	-	river (125)	-		-	3253					Noun	0	-	Bodic	river(119)	-	-	-	1.36
7809	-	-			江	0	the river	Lhasa_Tibetan		-	-	-	river (125)	-		-	3253					Noun	0	-	Bodic	river(119)	-	-	-	1.36
7810	-	-			江	0	the river	Old_Tibetan		-	-	-	river (125)	gtsaŋ.po		-	3253					Noun	0	-	Bodic	river(119)	-	-	-	1.36
7811	-	-			江	0	the river	Achang_Lianghe		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7812	-	-			江	0	the river	Achang_Longchuan		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7813	-	-			江	0	the river	Achang_Luxi		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7814	-	-			江	0	the river	Atsi		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7815	-	-			江	0	the river	Bola		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7816	-	-			江	0	the river	Burmese		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7817	-	-			江	0	the river	Hpun		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7818	-	-			江	0	the river	Lashi		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7819	-	-			江	0	the river	Maru		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7820	-	-			江	0	the river	Old_Burmese		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7821	-	-			江	0	the river	Xiandau		-	-	-	river (125)	-		-	3253					Noun	0	-	Burmish	river(119)	-	-	-	1.36
7822	-	-			江	0	the river	Dumi		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7823	-	-			江	0	the river	Khaling		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7824	-	-			江	0	the river	Limbu		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7825	-	-			江	0	the river	Wambule		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7826	-	-			江	0	the river	Yakkha		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7827	-	-			江	0	the river	Yamphu		-	-	-	river (125)	-		-	3253					Noun	0	-	Kiranti	river(119)	-	-	-	1.36
7828	-	-			江	0	the river	Dulong		-	-	-	river (125)	-		-	3253					Noun	0	-	Nungish	river(119)	-	-	-	1.36
7829	-	-			江	0	the river	Jingpo		-	-	-	river (125)	-		-	3253					Noun	0	-	SAL	river(119)	-	-	-	1.36
7830	-	-			江	0	the river	Beijing		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7831	-	-			江	0	the river	Caijia		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7832	-	-			江	0	the river	Changsha		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7834	-	-			江	0	the river	Guangzhou		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7835	-	-			江	0	the river	Meixian		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7836	-	-			江	435	the river	Old_Chinese	12500 (the work)	-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	◦	-	1.36
7837	-	-			江	0	the river	Xiamen		-	-	-	river (125)	-		-	3253					Noun	0	-	Sinitic	river(119)	-	-	-	1.36
7838	-	-			江	0	the river	Guiqiong		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
7839	-	-			江	434	the river	Japhug		smar	-	-	river (125)	smar		-	3253					Noun	0	-	rGyalrongic	river(119)	-	s m a r	-	1.36
7840	-	-			江	0	the river	Khroskyabs_Wobzi		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
7841	-	-			江	0	the river	Muya		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
7842	-	-			江	0	the river	Stau		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
7843	-	-			江	0	the river	Tangut		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
7844	-	-			江	0	the river	Zbu		-	-	-	river (125)	-		-	3253					Noun	0	-	rGyalrongic	river(119)	-	-	-	1.36
13122						0	the river	Guzhang			河	河		vu¹³			3253						0							
13363						0	the river	Ganzhou		tsjã1	river (123)			tsjã²			3253						0					t s j ã ∼ ²		
13609						0	the river	Caijia									3253						0							
13869						0	the river	Jixi				河X		xɵ⁴⁴ tˈɔʔ³²			3253						0							
14129						0	the river	Changshan									3253						0							
14649						0	the river	Dancun				海		hoi⁵⁵		large river	3253						0							
#
7845	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Dashi		tʰu33	path; road	-	road (126)	tʰu₃₃		-	3258					Noun	838	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7846	road/path (6)	-			路	0	the road	Zhaozhuang		-	-	-	road (126)	thu⁴⁴		-	3258					Noun	0	-	Bai	road (or trail)(120)	road(67)	tʰ u ⁴⁴	road(64)	10.71
7847	road/path (6)	t͡ɕ i u ²² - - -			路	436	the road	Ega		tɕiu22	path; road	-	road (126)	t͡ɕiu₂₂		-	3258					Noun	839	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	t͡ɕ i u ²²	road(64)	10.71
7848	road/path (6)	tʰ i u ²² - - -			路	436	the road	Enqi		tʰiu22	path; road	-	road (126)	tʰiu₂₂		-	3258					Noun	839	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ i u ²²	road(64)	10.71
7849	road/path (6)	tʰ ɔ - ³³ - - -			路	436	the road	Eryuan		tʰɔ33	road / 路	-	road (126)	tʰɔ₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ ɔ ³³	road(64)	10.71
7850	road/path (6)	tʰ y - ²² - - -			路	436	the road	Gongxing		tʰy22	path; road	-	road (126)	tʰy₂₂		-	3258					Noun	838	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ y ²²	road(64)	10.71
7851	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Heqi		tʰu33	road / 路	-	road (126)	tʰu₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7852	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Jianchuan		tʰu33	road / 路	-	road (126)	tʰu₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7853	road/path (6)	ʈʰ u - ²² - - -			路	436	the road	Jinman		ʈʰu22	path; road	-	road (126)	ʈʰu₂₂		-	3258					Noun	838	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	ʈʰ u ²²	road(64)	10.71
7854	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Jinxing		tʰu33	path; road	-	road (126)	tʰu₃₃		-	3258					Noun	838	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7855	road/path (6)	t a o ⁴² cʰ ɤ ³³			路	436	the road	Luobenzhuo		tao42cʰɤ33	road / 路	-	road (126)	tao₄₂cʰɤ₃₃		-	3258					Noun	848	Allen2007, 171	Bai	road (or trail)(120)	road(67)	t a o ⁴² cʰ ɤ ³³	road(64)	10.71
7856	road/path (6)	tʰ ǝ ɯ ³³ - - -			路	436	the road	Mazhelong		tʰǝɯ33	path; road	-	road (126)	tʰǝɯ₃₃		-	3258					Noun	839	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ ǝ ɯ ³³	road(64)	10.71
7857	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Qiliqiao		tʰu33	road / 路	-	road (126)	tʰu₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7858	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Xiangyun		tʰu33	road / 路	-	road (126)	tʰu₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7859	road/path (6)	tʰ u - ³³ - - -			路	436	the road	Yunlong		tʰu33	road / 路	-	road (126)	tʰu₃₃		-	3258					Noun	838	Allen2007, 171	Bai	road (or trail)(120)	road(67)	tʰ u ³³	road(64)	10.71
7860	road/path (6)	tʰ o - ³³ - - -			路	436	the road	Zhoucheng		tʰo33	path; road	-	road (126)	tʰo₃₃		-	3258					Noun	838	Wang2006a, 38	Bai	road (or trail)(120)	road(67)	tʰ o ³³	road(64)	10.71
7861	road/path (6)	-			路	0	the road	Cone_Tibetan		-	-	-	road (126)	-		-	3258					Noun	0	-	Bodic	road (or trail)(120)	road(67)	-	road(64)	10.71
7862	road/path (6)	-			路	0	the road	Lhasa_Tibetan		-	-	-	road (126)	-		-	3258					Noun	0	-	Bodic	road (or trail)(120)	road(67)	-	road(64)	10.71
7863	road/path (6)	-			路	439	the road	Old_Tibetan		lam	path	路	road (126)	lam		-	3258					Noun	0	-	Bodic	road (or trail)(120)	road(67)	l a m	road(64)	10.71
7864	road/path (6)	-			路	0	the road	Achang_Lianghe		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7865	road/path (6)	-			路	0	the road	Achang_Longchuan		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7866	road/path (6)	-			路	0	the road	Achang_Luxi		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7867	road/path (6)	-			路	0	the road	Atsi		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7868	road/path (6)	-			路	0	the road	Bola		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7869	road/path (6)	-			路	439	the road	Burmese		lam²	path	路	road (126)	lam²		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	l a m ²	road(64)	10.71
7870	road/path (6)	-			路	0	the road	Hpun		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7871	road/path (6)	-			路	0	the road	Lashi		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7872	road/path (6)	-			路	0	the road	Maru		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7873	road/path (6)	-			路	0	the road	Old_Burmese		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7874	road/path (6)	-			路	0	the road	Xiandau		-	-	-	road (126)	-		-	3258					Noun	0	-	Burmish	road (or trail)(120)	road(67)	-	road(64)	10.71
7875	road/path (6)	-			路	0	the road	Dumi		-	-	-	road (126)	-		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	-	road(64)	10.71
7876	road/path (6)	-			路	439	the road	Khaling		lɛ̄m	path	路	road (126)	lɛ̄m		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	l ɛ̄ m	road(64)	10.71
7877	road/path (6)	-			路	439	the road	Limbu		lam	path	路	road (126)	lam		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	l a m	road(64)	10.71
7878	road/path (6)	-			路	0	the road	Wambule		-	-	-	road (126)	-		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	-	road(64)	10.71
7879	road/path (6)	-			路	0	the road	Yakkha		-	-	-	road (126)	-		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	-	road(64)	10.71
7880	road/path (6)	-			路	0	the road	Yamphu		-	-	-	road (126)	-		-	3258					Noun	0	-	Kiranti	road (or trail)(120)	road(67)	-	road(64)	10.71
7881	road/path (6)	-			路	0	the road	Dulong		-	-	-	road (126)	-		-	3258					Noun	0	-	Nungish	road (or trail)(120)	road(67)	-	road(64)	10.71
7882	road/path (6)	-			路	0	the road	Jingpo		-	-	-	road (126)	-		-	3258					Noun	0	-	SAL	road (or trail)(120)	road(67)	-	road(64)	10.71
7883	road/path (6)	-			路	0	the road	Beijing		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7884	road/path (6)	-			路	0	the road	Caijia		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7885	road/path (6)	-			路	0	the road	Changsha		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7887	road/path (6)	-			路	0	the road	Guangzhou		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7888	road/path (6)	-			路	0	the road	Meixian		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7889	road/path (6)	-			路	440	the road	Old_Chinese		*Cə.rˤak-s	road/path	路	road (126)	*Cə.rˤak-s		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	C ə rˤ a k ◦ s	road(64)	10.71
7890	road/path (6)	-			路	0	the road	Xiamen		-	-	-	road (126)	-		-	3258					Noun	0	-	Sinitic	road (or trail)(120)	road(67)	-	road(64)	10.71
7891	road/path (6)	-			路	0	the road	Guiqiong		-	-	-	road (126)	-		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	-	road(64)	10.71
7892	road/path (6)	-			路	437	the road	Japhug		tʂu	path	路	road (126)	tʂu		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	tʂ u	road(64)	10.71
7893	road/path (6)	-			路	0	the road	Khroskyabs_Wobzi		-	-	-	road (126)	-		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	-	road(64)	10.71
7894	road/path (6)	-			路	0	the road	Muya		-	-	-	road (126)	-		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	-	road(64)	10.71
7895	road/path (6)	-			路	0	the road	Stau		-	-	-	road (126)	-		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	-	road(64)	10.71
7896	road/path (6)	-			路	438	the road	Tangut		tɕja¹	path	路	road (126)	tɕja¹		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	tɕ j a ¹	road(64)	10.71
7897	road/path (6)	-			路	0	the road	Zbu		-	-	-	road (126)	-		-	3258					Noun	0	-	rGyalrongic	road (or trail)(120)	road(67)	-	road(64)	10.71
13123						0	the road	Guzhang			路	道？		sau²⁵			3258						0							
13356						0	the road	Ganzhou		lu4	path (116)			lu⁵			3258						0					l u ⁵		
13610						0	the road	Caijia									3258						0							
13870						0	the road	Jixi				大路		tˈɵ²² nu²³			3258						0							
14130						0	the road	Changshan									3258						0							
14650						0	the road	Dancun				路		lu³²			3258						0							
#
7898	thatch/roof (62)	-			-	0	the roof	Dashi		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7899	thatch/roof (62)	-			-	0	the roof	Zhaozhuang		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7900	thatch/roof (62)	-			-	0	the roof	Ega		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7901	thatch/roof (62)	-			-	0	the roof	Enqi		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7902	thatch/roof (62)	-			-	0	the roof	Eryuan		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7903	thatch/roof (62)	-			-	0	the roof	Gongxing		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7904	thatch/roof (62)	-			-	0	the roof	Heqi		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7905	thatch/roof (62)	-			-	0	the roof	Jianchuan		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7906	thatch/roof (62)	-			-	0	the roof	Jinman		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7907	thatch/roof (62)	-			-	0	the roof	Jinxing		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7908	thatch/roof (62)	-			-	0	the roof	Luobenzhuo		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7909	thatch/roof (62)	-			-	0	the roof	Mazhelong		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7910	thatch/roof (62)	-			-	0	the roof	Qiliqiao		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7911	thatch/roof (62)	-			-	0	the roof	Xiangyun		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7912	thatch/roof (62)	-			-	0	the roof	Yunlong		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7913	thatch/roof (62)	-			-	0	the roof	Zhoucheng		-	-	-	-	-		-	344031					Noun	0	-	Bai	-	-	-	-	7.51
7914	thatch/roof (62)	-			-	0	the roof	Cone_Tibetan		-	-	-	-	-		-	344031					Noun	0	-	Bodic	-	-	-	-	7.51
7915	thatch/roof (62)	-			-	0	the roof	Lhasa_Tibetan		-	-	-	-	-		-	344031					Noun	0	-	Bodic	-	-	-	-	7.51
7916	thatch/roof (62)	-			-	0	the roof	Old_Tibetan		-	-	-	-	tʰog		-	344031					Noun	0	-	Bodic	-	-	-	-	7.51
7917	thatch/roof (62)	-			-	0	the roof	Achang_Lianghe		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7918	thatch/roof (62)	-			-	0	the roof	Achang_Longchuan		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7919	thatch/roof (62)	-			-	0	the roof	Achang_Luxi		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7920	thatch/roof (62)	-			-	0	the roof	Atsi		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7921	thatch/roof (62)	-			-	0	the roof	Bola		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7922	thatch/roof (62)	-			-	0	the roof	Burmese		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7923	thatch/roof (62)	-			-	0	the roof	Hpun		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7924	thatch/roof (62)	-			-	0	the roof	Lashi		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7925	thatch/roof (62)	-			-	0	the roof	Maru		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7926	thatch/roof (62)	-			-	0	the roof	Old_Burmese		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7927	thatch/roof (62)	-			-	0	the roof	Xiandau		-	-	-	-	-		-	344031					Noun	0	-	Burmish	-	-	-	-	7.51
7928	thatch/roof (62)	-			-	0	the roof	Dumi		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7929	thatch/roof (62)	-			-	0	the roof	Khaling		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7930	thatch/roof (62)	-			-	0	the roof	Limbu		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7931	thatch/roof (62)	-			-	0	the roof	Wambule		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7932	thatch/roof (62)	-			-	0	the roof	Yakkha		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7933	thatch/roof (62)	-			-	0	the roof	Yamphu		-	-	-	-	-		-	344031					Noun	0	-	Kiranti	-	-	-	-	7.51
7934	thatch/roof (62)	-			-	0	the roof	Dulong		-	-	-	-	-		-	344031					Noun	0	-	Nungish	-	-	-	-	7.51
7935	thatch/roof (62)	-			-	0	the roof	Jingpo		-	-	-	-	-		-	344031					Noun	0	-	SAL	-	-	-	-	7.51
7936	thatch/roof (62)	-			-	0	the roof	Beijing		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
7937	thatch/roof (62)	-			-	0	the roof	Caijia		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
7938	thatch/roof (62)	-			-	0	the roof	Changsha		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
7940	thatch/roof (62)	-			-	0	the roof	Guangzhou		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
7941	thatch/roof (62)	-			-	0	the roof	Meixian		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
7942	thatch/roof (62)	-			-	442	the roof	Old_Chinese	12500 (the work)	-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	◦	-	7.51
7943	thatch/roof (62)	-			-	0	the roof	Xiamen		-	-	-	-	-		-	344031					Noun	0	-	Sinitic	-	-	-	-	7.51
