# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD
7944	thatch/roof (62)	-			-	0	the roof	Guiqiong		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
7945	thatch/roof (62)	-			-	441	the roof	Japhug		khɤxtɤmbro	-	-	-	khɤxtɤmbro		-	344031					Noun	0	-	rGyalrongic	-	-	kʰ ɤ x t ɤ m b r o	-	7.51
7946	thatch/roof (62)	-			-	0	the roof	Khroskyabs_Wobzi		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
7947	thatch/roof (62)	-			-	0	the roof	Muya		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
7948	thatch/roof (62)	-			-	0	the roof	Stau		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
7949	thatch/roof (62)	-			-	0	the roof	Tangut		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
7950	thatch/roof (62)	-			-	0	the roof	Zbu		-	-	-	-	-		-	344031					Noun	0	-	rGyalrongic	-	-	-	-	7.51
13124						0	the roof	Guzhang								none	344031						0							
13611						0	the roof	Caijia									344031						0							
13871						0	the roof	Jixi				屋頂		vɤʔ³² tiɑ̃²¹³			344031						0							
14131						0	the roof	Changshan									344031						0							
14651						0	the roof	Dancun				瓦面		ŋa⁵⁵ meiŋ³⁵			344031						0							
#
7951	root (115)	- - - t e ⁴⁴ - - -			根	443	the root	Dashi		te44	root	-	root (127)	te₄₄		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t e ⁴⁴	root(55)	8.54
7952	root (115)	-			根	0	the root	Zhaozhuang		-	-	-	root (127)	-		-	3269					Noun	0	-	Bai	root(121)	root(68)	-	root(55)	8.54
7953	root (115)	- - - t ɛ ⁴² - - -			根	443	the root	Ega		tɛ42	root	-	root (127)	tɛ₄₂		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t ɛ ⁴²	root(55)	8.54
7954	root (115)	- - - t ɛ ⁵⁵ - - -			根	443	the root	Enqi		tE55	root	-	root (127)	tɛ₅₅		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t ɛ ⁵⁵	root(55)	8.54
7955	root (115)	- - - m e ⁴² - - -			根	443	the root	Eryuan		me42	root / 根	-	root (127)	me₄₂		-	3269					Noun	948	Allen2007, 115	Bai	root(121)	root(68)	m e ⁴²	root(55)	8.54
7956	root (115)	- - - t e ²⁴ - - -			根	443	the root	Gongxing		te24	root	-	root (127)	te₂₄		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t e ²⁴	root(55)	8.54
7957	root (115)	- - - m i ⁴⁴ - - -			根	443	the root	Heqi		mi44	root / 根	-	root (127)	mi₄₄		-	3269					Noun	948	Allen2007, 115	Bai	root(121)	root(68)	m i ⁴⁴	root(55)	8.54
7958	root (115)	- - - m i ⁴⁴ - - -			根	443	the root	Jianchuan		mi44	root / 根	-	root (127)	mi₄₄		-	3269					Noun	948	Allen2007, 115	Bai	root(121)	root(68)	m i ⁴⁴	root(55)	8.54
7959	root (115)	- - - t e ⁴² - - -			根	443	the root	Jinman		te42	root	-	root (127)	te₄₂		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t e ⁴²	root(55)	8.54
7960	root (115)	- - - t e ⁴⁴ - - -			根	443	the root	Jinxing		te44	root	-	root (127)	te₄₄		-	3269					Noun	945	Wang2006a, 375	Bai	root(121)	root(68)	t e ⁴⁴	root(55)	8.54
7961	root (115)	b o ⁵⁵ m ɛ ⁴⁴ - - -			根	443	the root	Luobenzhuo		bo55mɛ44	root / 根	-	root (127)	bo₅₅mɛ₄₄		-	3269					Noun	955	Allen2007, 115	Bai	root(121)	root(68)	b o ⁵⁵ m ɛ ⁴⁴	root(55)	8.54
7962	root (115)	- - - t͡s o ³³ - - -			根	443	the root	Mazhelong		(tso33)	root	-	root (127)	t͡so₃₃		-	3269					Noun	956	Wang2006a, 375	Bai	root(121)	root(68)	t͡s o ³³	root(55)	8.54
7963	root (115)	- - - m i ⁴⁴ - - -			根	443	the root	Qiliqiao		mi44	root / 根	-	root (127)	mi₄₄		-	3269					Noun	948	Allen2007, 115	Bai	root(121)	root(68)	m i ⁴⁴	root(55)	8.54
7964	root (115)	- - - m e ³¹ m e ³¹			根	443	the root	Xiangyun		me31me31	root / 根	-	root (127)	me₃₁me₃₁		-	3269					Noun	959	Allen2007, 115	Bai	root(121)	root(68)	m e ³¹ m e ³¹	root(55)	8.54
7965	root (115)	- - - d ɛ ³³ - - -			根	443	the root	Yunlong		dɛ33	root / 根	-	root (127)	dɛ₃₃		-	3269					Noun	945	Allen2007, 115	Bai	root(121)	root(68)	d ɛ ³³	root(55)	8.54
7966	root (115)	- - - m i ⁴⁴ - - -			根	443	the root	Zhoucheng		mi44	root	-	root (127)	mi₄₄		-	3269					Noun	948	Wang2006a, 375	Bai	root(121)	root(68)	m i ⁴⁴	root(55)	8.54
7967	root (115)	-			根	0	the root	Cone_Tibetan		-	-	-	root (127)	-		-	3269					Noun	0	-	Bodic	root(121)	root(68)	-	root(55)	8.54
7968	root (115)	-			根	0	the root	Lhasa_Tibetan		-	-	-	root (127)	-		-	3269					Noun	0	-	Bodic	root(121)	root(68)	-	root(55)	8.54
7969	root (115)	-			根	447	the root	Old_Tibetan		rtsa.ba	root	根	root (127)	rtsa.ba		-	3269					Noun	0	-	Bodic	root(121)	root(68)	r ts a b a	root(55)	8.54
7970	root (115)	-			根	0	the root	Achang_Lianghe		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7971	root (115)	-			根	0	the root	Achang_Longchuan		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7972	root (115)	-			根	0	the root	Achang_Luxi		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7973	root (115)	-			根	0	the root	Atsi		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7974	root (115)	-			根	0	the root	Bola		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7975	root (115)	-			根	446	the root	Burmese		mrac	root	根	root (127)	mrac		-	3269					Noun	0	-	Burmish	root(121)	root(68)	m r a c	root(55)	8.54
7976	root (115)	-			根	0	the root	Hpun		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7977	root (115)	-			根	0	the root	Lashi		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7978	root (115)	-			根	0	the root	Maru		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7979	root (115)	-			根	0	the root	Old_Burmese		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7980	root (115)	-			根	0	the root	Xiandau		-	-	-	root (127)	-		-	3269					Noun	0	-	Burmish	root(121)	root(68)	-	root(55)	8.54
7981	root (115)	-			根	0	the root	Dumi		-	-	-	root (127)	-		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	-	root(55)	8.54
7982	root (115)	-			根	444	the root	Khaling		sɛ̄m	root	根	root (127)	sɛ̄m		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	s ɛ̄ m	root(55)	8.54
7983	root (115)	-			根	444	the root	Limbu		sa:p	root	根	root (127)	sa:p		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	s a: p	root(55)	8.54
7984	root (115)	-			根	0	the root	Wambule		-	-	-	root (127)	-		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	-	root(55)	8.54
7985	root (115)	-			根	0	the root	Yakkha		-	-	-	root (127)	-		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	-	root(55)	8.54
7986	root (115)	-			根	0	the root	Yamphu		-	-	-	root (127)	-		-	3269					Noun	0	-	Kiranti	root(121)	root(68)	-	root(55)	8.54
7987	root (115)	-			根	0	the root	Dulong		-	-	-	root (127)	-		-	3269					Noun	0	-	Nungish	root(121)	root(68)	-	root(55)	8.54
7988	root (115)	-			根	0	the root	Jingpo		-	-	-	root (127)	-		-	3269					Noun	0	-	SAL	root(121)	root(68)	-	root(55)	8.54
7989	root (115)	-			根	0	the root	Beijing		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7990	root (115)	-			根	0	the root	Caijia		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7991	root (115)	-			根	0	the root	Changsha		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7993	root (115)	-			根	0	the root	Guangzhou		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7994	root (115)	-			根	0	the root	Meixian		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7995	root (115)	-			根	448	the root	Old_Chinese		*[k]ˤə[n]	root	根	root (127)	*[k]ˤə[n]		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	kˤ ə n	root(55)	8.54
7996	root (115)	-			根	0	the root	Xiamen		-	-	-	root (127)	-		-	3269					Noun	0	-	Sinitic	root(121)	root(68)	-	root(55)	8.54
7997	root (115)	-			根	0	the root	Guiqiong		-	-	-	root (127)	-		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	-	root(55)	8.54
7998	root (115)	-			根	444	the root	Japhug		tɤ-zrɤm	root	根	root (127)	tɤ-zrɤm		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	t ɤ ◦ z r ɤ m	root(55)	8.54
7999	root (115)	-			根	0	the root	Khroskyabs_Wobzi		-	-	-	root (127)	-		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	-	root(55)	8.54
8000	root (115)	-			根	0	the root	Muya		-	-	-	root (127)	-		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	-	root(55)	8.54
8001	root (115)	-			根	0	the root	Stau		-	-	-	root (127)	-		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	-	root(55)	8.54
8002	root (115)	-			根	445	the root	Tangut		dʑju²	root	根	root (127)	dʑju²		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	dʑ j u ²	root(55)	8.54
8003	root (115)	-			根	0	the root	Zbu		-	-	-	root (127)	-		-	3269					Noun	0	-	rGyalrongic	root(121)	root(68)	-	root(55)	8.54
13125						0	the root	Guzhang								none	3269						0							
13364						0	the root	Ganzhou		kə̃1	root (124)			kə̃²			3269						0					k ə̃ ∼ ²		
13612						0	the root	Caijia									3269						0							
13872						0	the root	Jixi				樹根		ɕy²² kɑ̃³¹		tree root	3269						0							
14132						0	the root	Changshan									3269						0							
14652						0	the root	Dancun				樹根		çi³² kin³³			3269						0							
#
8004	rope (65)	sʰ o u ⁴⁴			绳子	450	the rope	Dashi		sʰou44	rope	-	rope (128)	sʰou₄₄		-	5465					Noun	960	Wang2006a, 619	Bai	rope(122)	-	sʰ o u ⁴⁴	-	9.19
8005	rope (65)	-			绳子	0	the rope	Zhaozhuang		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8006	rope (65)	s u - ⁴⁴			绳子	450	the rope	Ega		su44	rope	-	rope (128)	su₄₄		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s u ⁴⁴	-	9.19
8007	rope (65)	s u - ⁵⁵			绳子	450	the rope	Enqi		su55	rope	-	rope (128)	su₅₅		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s u ⁵⁵	-	9.19
8008	rope (65)	-			绳子	0	the rope	Eryuan		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8009	rope (65)	s u - ²⁴			绳子	450	the rope	Gongxing		su24	rope	-	rope (128)	su₂₄		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s u ²⁴	-	9.19
8010	rope (65)	-			绳子	0	the rope	Heqi		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8011	rope (65)	-			绳子	0	the rope	Jianchuan		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8012	rope (65)	s o - ⁵⁵			绳子	450	the rope	Jinman		so55	rope	-	rope (128)	so₅₅		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s o ⁵⁵	-	9.19
8013	rope (65)	s o u ⁴⁴			绳子	450	the rope	Jinxing		sou44	rope	-	rope (128)	sou₄₄		-	5465					Noun	960	Wang2006a, 619	Bai	rope(122)	-	s o u ⁴⁴	-	9.19
8014	rope (65)	-			绳子	0	the rope	Luobenzhuo		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8015	rope (65)	s o - ⁴⁴			绳子	450	the rope	Mazhelong		so44	rope	-	rope (128)	so₄₄		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s o ⁴⁴	-	9.19
8016	rope (65)	-			绳子	0	the rope	Qiliqiao		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8017	rope (65)	-			绳子	0	the rope	Xiangyun		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8018	rope (65)	-			绳子	0	the rope	Yunlong		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bai	rope(122)	-	-	-	9.19
8019	rope (65)	s o - ⁴⁴			绳子	450	the rope	Zhoucheng		so44	rope	-	rope (128)	so₄₄		-	5465					Noun	961	Wang2006a, 619	Bai	rope(122)	-	s o ⁴⁴	-	9.19
8020	rope (65)	-			绳子	0	the rope	Cone_Tibetan		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bodic	rope(122)	-	-	-	9.19
8021	rope (65)	-			绳子	0	the rope	Lhasa_Tibetan		-	-	-	rope (128)	-		-	5465					Noun	0	-	Bodic	rope(122)	-	-	-	9.19
8022	rope (65)	-			绳子	0	the rope	Old_Tibetan		-	-	-	rope (128)	tʰag.pa		-	5465					Noun	0	-	Bodic	rope(122)	-	-	-	9.19
8023	rope (65)	-			绳子	0	the rope	Achang_Lianghe		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8024	rope (65)	-			绳子	0	the rope	Achang_Longchuan		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8025	rope (65)	-			绳子	0	the rope	Achang_Luxi		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8026	rope (65)	-			绳子	0	the rope	Atsi		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8027	rope (65)	-			绳子	0	the rope	Bola		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8028	rope (65)	-			绳子	0	the rope	Burmese		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8029	rope (65)	-			绳子	0	the rope	Hpun		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8030	rope (65)	-			绳子	0	the rope	Lashi		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8031	rope (65)	-			绳子	0	the rope	Maru		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8032	rope (65)	-			绳子	0	the rope	Old_Burmese		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8033	rope (65)	-			绳子	0	the rope	Xiandau		-	-	-	rope (128)	-		-	5465					Noun	0	-	Burmish	rope(122)	-	-	-	9.19
8034	rope (65)	-			绳子	0	the rope	Dumi		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8035	rope (65)	-			绳子	0	the rope	Khaling		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8036	rope (65)	-			绳子	0	the rope	Limbu		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8037	rope (65)	-			绳子	0	the rope	Wambule		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8038	rope (65)	-			绳子	0	the rope	Yakkha		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8039	rope (65)	-			绳子	0	the rope	Yamphu		-	-	-	rope (128)	-		-	5465					Noun	0	-	Kiranti	rope(122)	-	-	-	9.19
8040	rope (65)	-			绳子	0	the rope	Dulong		-	-	-	rope (128)	-		-	5465					Noun	0	-	Nungish	rope(122)	-	-	-	9.19
8041	rope (65)	-			绳子	0	the rope	Jingpo		-	-	-	rope (128)	-		-	5465					Noun	0	-	SAL	rope(122)	-	-	-	9.19
8042	rope (65)	-			绳子	0	the rope	Beijing		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8043	rope (65)	-			绳子	0	the rope	Caijia		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8044	rope (65)	-			绳子	0	the rope	Changsha		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8046	rope (65)	-			绳子	0	the rope	Guangzhou		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8047	rope (65)	-			绳子	0	the rope	Meixian		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8048	rope (65)	-			绳子	450	the rope	Old_Chinese			rope	繩	rope (128)			-	5465					Noun	0	-	Sinitic	rope(122)	-		-	9.19
8049	rope (65)	-			绳子	0	the rope	Xiamen		-	-	-	rope (128)	-		-	5465					Noun	0	-	Sinitic	rope(122)	-	-	-	9.19
8050	rope (65)	-			绳子	0	the rope	Guiqiong		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
8051	rope (65)	-			绳子	449	the rope	Japhug		tɯmbri	-	-	rope (128)	tɯmbri		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	t ɯ m b r i	-	9.19
8052	rope (65)	-			绳子	0	the rope	Khroskyabs_Wobzi		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
8053	rope (65)	-			绳子	0	the rope	Muya		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
8054	rope (65)	-			绳子	0	the rope	Stau		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
8055	rope (65)	-			绳子	0	the rope	Tangut		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
8056	rope (65)	-			绳子	0	the rope	Zbu		-	-	-	rope (128)	-		-	5465					Noun	0	-	rGyalrongic	rope(122)	-	-	-	9.19
13126						0	the rope	Guzhang			繩子	索子		su⁴¹ tsa			5465						0							
13613						0	the rope	Caijia									5465						0							
14133						0	the rope	Changshan									5465						0							
14393						0	the rope	Qimen			绳	索儿		sɔn⁴³⁵			5465						0							
14653						0	the rope	Dancun				麻省		ma²² çeiŋ²²			5465						0							
#
8216	salt (125)	p i - ẽ ∼ ³⁵			盐	452	the salt	Dashi		piẽ35	salt	-	salt (132)	piẽ₃₅		-	5599					Noun	969	Wang2006a, 61	Bai	salt(125)	-	p i ẽ ∼ ³⁵	salt(66)	5.81
8217	salt (125)	-			盐	0	the salt	Zhaozhuang		-	-	-	salt (132)	-		-	5599					Noun	0	-	Bai	salt(125)	-	-	salt(66)	5.81
8218	salt (125)	t͡s u - ɛ - ⁵⁵			盐	452	the salt	Ega		tsuɛ55	salt	-	salt (132)	t͡suɛ₅₅		-	5599					Noun	970	Wang2006a, 61	Bai	salt(125)	-	t͡s u ɛ ⁵⁵	salt(66)	5.81
8219	salt (125)	t͡s u - ɛ - ²⁴			盐	452	the salt	Enqi		tsuE24	salt	-	salt (132)	t͡suɛ₂₄		-	5599					Noun	970	Wang2006a, 61	Bai	salt(125)	-	t͡s u ɛ ²⁴	salt(66)	5.81
8220	salt (125)	p i - - - ³⁵			盐	452	the salt	Eryuan		pi35	salt / 盐	-	salt (132)	pi₃₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p i ³⁵	salt(66)	5.81
8221	salt (125)	t͡ɕ y - e n ⁵⁵			盐	452	the salt	Gongxing		tɕyen55	salt	-	salt (132)	t͡ɕyen₅₅		-	5599					Noun	970	Wang2006a, 61	Bai	salt(125)	-	t͡ɕ y e n ⁵⁵	salt(66)	5.81
8222	salt (125)	p ĩ - ∼ - ³⁵			盐	452	the salt	Heqi		pĩ35	salt / 盐	-	salt (132)	pĩ₃₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p ĩ ∼ ³⁵	salt(66)	5.81
8223	salt (125)	p ĩ - ∼ - ⁵⁵			盐	452	the salt	Jianchuan		pĩ55	salt / 盐	-	salt (132)	pĩ₅₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p ĩ ∼ ⁵⁵	salt(66)	5.81
8224	salt (125)	t͡s u - ẽ ∼ ⁵⁵			盐	452	the salt	Jinman		tsuẽ55	salt	-	salt (132)	t͡suẽ₅₅		-	5599					Noun	970	Wang2006a, 61	Bai	salt(125)	-	t͡s u ẽ ∼ ⁵⁵	salt(66)	5.81
8225	salt (125)	p i - e n ⁵⁵			盐	452	the salt	Jinxing		pien55	salt	-	salt (132)	pien₅₅		-	5599					Noun	969	Wang2006a, 61	Bai	salt(125)	-	p i e n ⁵⁵	salt(66)	5.81
8226	salt (125)	t͡s ũ ∼ ɛ̃ ∼ ⁵⁵			盐	452	the salt	Luobenzhuo		tsũɛ̃55	salt / 盐	-	salt (132)	t͡sũɛ̃₅₅		-	5599					Noun	970	Allen2007, 200	Bai	salt(125)	-	t͡s ũ ∼ ɛ̃ ∼ ⁵⁵	salt(66)	5.81
8227	salt (125)	-			盐	0	the salt	Mazhelong		-	-	-	salt (132)	-		-	5599					Noun	0	-	Bai	salt(125)	-	-	salt(66)	5.81
8228	salt (125)	p i - - - ³⁵			盐	452	the salt	Qiliqiao		pi35	salt / 盐	-	salt (132)	pi₃₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p i ³⁵	salt(66)	5.81
8229	salt (125)	p ĩ - ∼ - ³⁵			盐	452	the salt	Xiangyun		pĩ35	salt / 盐	-	salt (132)	pĩ₃₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p ĩ ∼ ³⁵	salt(66)	5.81
8230	salt (125)	p i - - - ³⁵			盐	452	the salt	Yunlong		pi35	salt / 盐	-	salt (132)	pi₃₅		-	5599					Noun	972	Allen2007, 200	Bai	salt(125)	-	p i ³⁵	salt(66)	5.81
8231	salt (125)	p i - - - ³⁵			盐	452	the salt	Zhoucheng		pi35	salt	-	salt (132)	pi₃₅		-	5599					Noun	972	Wang2006a, 61	Bai	salt(125)	-	p i ³⁵	salt(66)	5.81
8232	salt (125)	-			盐	0	the salt	Cone_Tibetan		-	-	-	salt (132)	-		-	5599					Noun	0	-	Bodic	salt(125)	-	-	salt(66)	5.81
8233	salt (125)	-			盐	0	the salt	Lhasa_Tibetan		-	-	-	salt (132)	-		-	5599					Noun	0	-	Bodic	salt(125)	-	-	salt(66)	5.81
8234	salt (125)	-			盐	0	the salt	Old_Tibetan		-	-	-	salt (132)	tsʰʷa		-	5599					Noun	0	-	Bodic	salt(125)	-	-	salt(66)	5.81
8235	salt (125)	-			盐	0	the salt	Achang_Lianghe		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8236	salt (125)	-			盐	0	the salt	Achang_Longchuan		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8237	salt (125)	-			盐	0	the salt	Achang_Luxi		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8238	salt (125)	-			盐	0	the salt	Atsi		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8239	salt (125)	-			盐	0	the salt	Bola		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8240	salt (125)	-			盐	0	the salt	Burmese		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8241	salt (125)	-			盐	0	the salt	Hpun		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8242	salt (125)	-			盐	0	the salt	Lashi		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8243	salt (125)	-			盐	0	the salt	Maru		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8244	salt (125)	-			盐	0	the salt	Old_Burmese		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8245	salt (125)	-			盐	0	the salt	Xiandau		-	-	-	salt (132)	-		-	5599					Noun	0	-	Burmish	salt(125)	-	-	salt(66)	5.81
8246	salt (125)	-			盐	0	the salt	Dumi		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8247	salt (125)	-			盐	0	the salt	Khaling		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8248	salt (125)	-			盐	0	the salt	Limbu		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8249	salt (125)	-			盐	0	the salt	Wambule		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8250	salt (125)	-			盐	0	the salt	Yakkha		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8251	salt (125)	-			盐	0	the salt	Yamphu		-	-	-	salt (132)	-		-	5599					Noun	0	-	Kiranti	salt(125)	-	-	salt(66)	5.81
8252	salt (125)	-			盐	0	the salt	Dulong		-	-	-	salt (132)	-		-	5599					Noun	0	-	Nungish	salt(125)	-	-	salt(66)	5.81
8253	salt (125)	-			盐	0	the salt	Jingpo		-	-	-	salt (132)	-		-	5599					Noun	0	-	SAL	salt(125)	-	-	salt(66)	5.81
8254	salt (125)	-			盐	0	the salt	Beijing		-	-	-	salt (132)	-		-	5599					Noun	0	-	Sinitic	salt(125)	-	-	salt(66)	5.81
