# EDICTOR
@modified: 2015-01-20 10:39
#
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
3545	Luobenzhuo	tree	ɖɯ₃₁	ɖ ɯ ₃₁	ɖ - ɯ ₃₁	ɖɯ31	tree	Allen2007	89	116	树	CVT	?
#
3546	Tuoluo	turtle-dove	t͡ɕɯ₅₅kɯ̄̄	t͡ɕ ɯ ₅₅ k ɯ̄̄	- - - - - t͡ɕ ɯ ₅₅ k ɯ̄̄ -	tɕɯ55kɯ̄̄	turtledove	Wang2006a	342	105	?	CVTCV	?
3547	Gongxing	turtle-dove	t͡ɕi₂₂kɯ₁₂	t͡ɕ i ₂₂ k ɯ ₁₂	- - - - - t͡ɕ i ₂₂ k ɯ ₁₂	tɕi22kɯ12	turtledove	Wang2006a	342	105	?	CVTCVT	?
3548	Enqi	turtle-dove	t͡ɕi₂₄kɯ₂₄	t͡ɕ i ₂₄ k ɯ ₂₄	- - - - - t͡ɕ i ₂₄ k ɯ ₂₄	tɕi24kɯ24	turtledove	Wang2006a	342	105	?	CVTCVT	?
3549	Jinman	turtle-dove	t͡ɕi₅₅kɯ₅₅	t͡ɕ i ₅₅ k ɯ ₅₅	- - - - - t͡ɕ i ₅₅ k ɯ ₅₅	tɕi55kɯ55	turtledove	Wang2006a	342	105	?	CVTCVT	?
3550	Zhoucheng	turtle-dove	ku₃₁ku₅₅ku₃₃	k u ₃₁ k u ₅₅ k u ₃₃	- - k u ₃₁ k u ₅₅ k u ₃₃	(ku31ku55ku33)	turtledove	Wang2006a	342	105	?	CVTCVTCVT	?
3551	Mazhelong	turtle-dove	t͡ɕi₅₅kǝɯ₅₅	t͡ɕ i ₅₅ k ǝɯ ₅₅	- - - - - t͡ɕ i ₅₅ k ǝɯ ₅₅	tɕi55kǝɯ55	turtledove	Wang2006a	342	105	?	CVTCVT	?
3552	Jianchuan	turtle-dove	t͡ɕi₅₅kɯ₅₅	t͡ɕ i ₅₅ k ɯ ₅₅	- - - - - t͡ɕ i ₅₅ k ɯ ₅₅	tɕi55kɯ55	turtledove	Allen2007	60	105	斑鸠	CVTCVT	?
3553	Eryuan	turtle-dove	fɛ₃₅t͡ɕɯ₅₅kɯ₅₅	f ɛ ₃₅ t͡ɕ ɯ ₅₅ k ɯ ₅₅	- - f ɛ ₃₅ t͡ɕ ɯ ₅₅ k ɯ ₅₅	fɛ35tɕɯ55kɯ55	turtledove	Allen2007	60	105	斑鸠	CVTCVTCVT	?
3554	Heqi	turtle-dove	xo₄₄ku₅₅ku₃₃	x o ₄₄ k u ₅₅ k u ₃₃	- - x o ₄₄ k u ₅₅ k u ₃₃	xo44ku55ku33	turtledove	Allen2007	60	105	斑鸠	CVTCVTCVT	?
3555	Lanping	turtle-dove	t͡ɕɯ₅₅kɯ₅₅	t͡ɕ ɯ ₅₅ k ɯ ₅₅	- - - - - t͡ɕ ɯ ₅₅ k ɯ ₅₅	tɕɯ55kɯ55	turtledove	Allen2007	60	105	斑鸠	CVTCVT	?
3556	Qiliqiao	turtle-dove	ku₅₅ku₃₃	k u ₅₅ k u ₃₃	- - - - - k u ₅₅ k u ₃₃	ku55ku33	turtledove	Allen2007	60	105	斑鸠	CVTCVT	?
3557	Yunlong	turtle-dove	ɛ₃₃tʰu₄₄t͡ɕi₅₅kɯ₅₅	ɛ ₃₃ tʰ u ₄₄ t͡ɕ i ₅₅ k ɯ ₅₅	ɛ ₃₃ tʰ u ₄₄ t͡ɕ i ₅₅ k ɯ ₅₅	ɛ33tʰu44tɕi55kɯ55	turtledove	Allen2007	60	105	斑鸠	VTCVTCVTCVT	?
3558	Xiangyun	turtle-dove	t͡ɕi₅₅kɯ₅₅	t͡ɕ i ₅₅ k ɯ ₅₅	- - - - - t͡ɕ i ₅₅ k ɯ ₅₅	tɕi55kɯ55	turtledove	Allen2007	60	105	斑鸠	CVTCVT	?
3559	Luobenzhuo	turtle-dove	t͡ɕi₅₅kɯ₅₅	t͡ɕ i ₅₅ k ɯ ₅₅	- - - - - t͡ɕ i ₅₅ k ɯ ₅₅	tɕi55kɯ55	turtledove	Allen2007	60	105	斑鸠	CVTCVT	?
#
3560	Tuoluo	two	kpŋ₃₃	k p ŋ ₃₃	k - p ŋ ₃₃	kpŋ33	two	Wang2006a	798	218	?	cCcT	?
3561	Gongxing	two	koŋ₃₃	k o ŋ ₃₃	k o - ŋ ₃₃	koŋ33	two	Wang2006a	798	218	?	CVcT	?
3562	Enqi	two	ku₂₂	k u ₂₂	k u - - ₂₂	ku22	two	Wang2006a	798	218	?	CVT	?
3563	Ega	two	kɤ₃₃	k ɤ ₃₃	k ɤ - - ₃₃	kv33	two	Wang2006a	798	218	?	CVT	?
3564	Jinman	two	koŋ₃₃	k o ŋ ₃₃	k o - ŋ ₃₃	koŋ33	two	Wang2006a	798	218	?	CVcT	?
3565	Jinxing	two	kõ₃₃	k õ ₃₃	k õ - - ₃₃	kõ33	two	Wang2006a	798	218	?	CVT	?
3566	Dashi	two	koŋ₃₃	k o ŋ ₃₃	k o - ŋ ₃₃	koŋ33	two	Wang2006a	798	218	?	CVcT	?
3567	Zhoucheng	two	kou₃₃	k ou ₃₃	k ou - - ₃₃	kou33	two	Wang2006a	798	218	?	CVT	?
3568	Mazhelong	two	koŋ₃₃	k o ŋ ₃₃	k o - ŋ ₃₃	koŋ33	two	Wang2006a	798	218	?	CVcT	?
3569	Jianchuan	two	kõ₃₃	k õ ₃₃	k õ - - ₃₃	kõ33	two	Allen2007	451	218	二	CVT	?
3570	Eryuan	two	kɔ₃₃	k ɔ ₃₃	k ɔ - - ₃₃	kɔ33	two	Allen2007	451	218	二	CVT	?
3571	Heqi	two	kɔ̃u₃₃	k ɔ̃u ₃₃	k ɔ̃u - - ₃₃	kɔ̃u33	two	Allen2007	451	218	二	CVT	?
3572	Lanping	two	kɔ̃₄₄	k ɔ̃ ₄₄	k ɔ̃ - - ₄₄	kɔ̃44	two	Allen2007	451	218	二	CVT	?
3573	Qiliqiao	two	ko₃₃	k o ₃₃	k o - - ₃₃	ko33	two	Allen2007	451	218	二	CVT	?
3574	Yunlong	two	kɔ₃₃	k ɔ ₃₃	k ɔ - - ₃₃	kɔ33	two	Allen2007	451	218	二	CVT	?
3575	Xiangyun	two	kɔu₃₃	k ɔu ₃₃	k ɔu - - ₃₃	kɔu33	two	Allen2007	451	218	二	CVT	?
3576	Luobenzhuo	two	kɤ₃₃	k ɤ ₃₃	k ɤ - - ₃₃	kɤ33	two	Allen2007	451	218	二	CVT	?
#
3577	Tuoluo	upper;ascend	doŋ₃₃	d o ŋ ₃₃	d o ŋ ₃₃ - - -	doŋ33	the upper part; up reaches; above	Wang2006a	722	210	?	CVcT	?
3578	Gongxing	upper;ascend	doŋ₃₃	d o ŋ ₃₃	d o ŋ ₃₃ - - -	doŋ33	the upper part; up reaches; above	Wang2006a	722	210	?	CVcT	?
3579	Enqi	upper;ascend	do₂₂	d o ₂₂	d o - ₂₂ - - -	do22	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3580	Ega	upper;ascend	to₂₂	t o ₂₂	t o - ₂₂ - - -	to22	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3581	Jinman	upper;ascend	ɖɯ₂₂	ɖ ɯ ₂₂	ɖ ɯ - ₂₂ - - -	ɖɯ22	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3582	Jinxing	upper;ascend	tõ₃₃	t õ ₃₃	t õ - ₃₃ - - -	tõ33	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3583	Dashi	upper;ascend	tõ₃₃	t õ ₃₃	t õ - ₃₃ - - -	tõ33	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3584	Zhoucheng	upper;ascend	to₃₃	t o ₃₃	t o - ₃₃ - - -	to33	the upper part; up reaches; above	Wang2006a	722	210	?	CVT	?
3585	Mazhelong	upper;ascend	doŋ₃₃	d o ŋ ₃₃	d o ŋ ₃₃ - - -	doŋ33	the upper part; up reaches; above	Wang2006a	722	210	?	CVcT	?
3586	Jianchuan	upper;ascend	t͡sõ₃₃	t͡s õ ₃₃	t͡s õ - ₃₃ - - -	tsõ33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3587	Eryuan	upper;ascend	t͡ʂɔ₃₃	t͡ʂ ɔ ₃₃	t͡ʂ ɔ - ₃₃ - - -	tʂɔ33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3588	Heqi	upper;ascend	t͡su₃₃	t͡s u ₃₃	t͡s u - ₃₃ - - -	tsu33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3589	Lanping	upper;ascend	t͡sõ₃₃	t͡s õ ₃₃	t͡s õ - ₃₃ - - -	tsõ33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3590	Qiliqiao	upper;ascend	ke₃₁t͡so₃₃	k e ₃₁ t͡s o ₃₃	k e - ₃₁ t͡s o ₃₃	ke31tso33	up(mountain)	Allen2007	367	210	上（山）	CVTCVT	?
3591	Yunlong	upper;ascend	d͡zɔ₃₃	d͡z ɔ ₃₃	d͡z ɔ - ₃₃ - - -	dzɔ33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3592	Xiangyun	upper;ascend	za₃₃	z a ₃₃	z a - ₃₃ - - -	za33	up(mountain)	Allen2007	367	210	上（山）	CVT	?
3593	Luobenzhuo	upper;ascend	ʈɯ₃₃nao₃₁	ʈ ɯ ₃₃ n ao ₃₁	ʈ ɯ - ₃₃ n ao ₃₁	ʈɯ33nao31	up(mountain)	Allen2007	367	210	上（山）	CVTCVT	?
#
3594	Tuoluo	urinate;urine	ʂi₅₅	ʂ i ₅₅	ʂ i ₅₅ - - - - - -	ʂi55	piss; pee	Wang2006a	1596	402	?	CVT	?
3595	Gongxing	urinate;urine	ʂi₂₂	ʂ i ₂₂	ʂ i ₂₂ - - - - - -	ʂi22	piss; pee	Wang2006a	1596	402	?	CVT	?
3596	Enqi	urinate;urine	ɕɯ₂₂	ɕ ɯ ₂₂	ɕ ɯ ₂₂ - - - - - -	ɕɯ22	piss; pee	Wang2006a	1596	402	?	CVT	?
3597	Ega	urinate;urine	sɛ₂₂	s ɛ ₂₂	s ɛ ₂₂ - - - - - -	sɛ22	piss; pee	Wang2006a	1596	402	?	CVT	?
3598	Jinman	urinate;urine	ʂɚ₂₂	ʂ ɚ ₂₂	ʂ ɚ ₂₂ - - - - - -	ʂɚ22	piss; pee	Wang2006a	1596	402	?	CVT	?
3599	Zhoucheng	urinate;urine	si₃₃	s i ₃₃	s i ₃₃ - - - - - -	si33	piss; pee	Wang2006a	1596	402	?	CVT	?
3600	Mazhelong	urinate;urine	ɕɚ̃₅₅	ɕ ɚ̃ ₅₅	ɕ ɚ̃ ₅₅ - - - - - -	ɕɚ̃55	piss; pee	Wang2006a	1596	402	?	CVT	?
3601	Jianchuan	urinate;urine	sou₂₁	s ou ₂₁	s ou ₂₁ - - - - - -	sou21	urine	Allen2007	154	402	尿	CVT	?
3602	Eryuan	urinate;urine	sɿ₅₅kʰɤ₃₁t͡sɿ₄₄	s ɿ ₅₅ kʰ ɤ ₃₁ t͡s ɿ ₄₄	s ɿ ₅₅ kʰ ɤ ₃₁ t͡s ɿ ₄₄	sɿ55kʰɤ31tsɿ44	urine	Allen2007	154	402	尿	CVTCVTCVT	?
3603	Heqi	urinate;urine	sʰɔu₃₁	sʰ ɔu ₃₁	sʰ ɔu ₃₁ - - - - - -	sʰɔu31	urine	Allen2007	154	402	尿	CVT	?
3604	Lanping	urinate;urine	so₃₁	s o ₃₁	s o ₃₁ - - - - - -	so31	urine	Allen2007	154	402	尿	CVT	?
3605	Qiliqiao	urinate;urine	a₅₅sɿ₃₃	a ₅₅ s ɿ ₃₃	- a ₅₅ - - - s ɿ ₃₃	a55sɿ33	urine	Allen2007	154	402	尿	VTCVT	?
3606	Yunlong	urinate;urine	sɿ₃₁	s ɿ ₃₁	s ɿ ₃₁ - - - - - -	sɿ31	urine	Allen2007	154	402	尿	CVT	?
3607	Xiangyun	urinate;urine	sɿ₅₅sɿ₃₁	s ɿ ₅₅ s ɿ ₃₁	s ɿ ₅₅ - - - s ɿ ₃₁	sɿ55sɿ31	urine	Allen2007	154	402	尿	CVTCVT	?
3608	Luobenzhuo	urinate;urine	a₅₅ʂæ₃₃t͡ʂæ₅₅	a ₅₅ ʂ æ ₃₃ t͡ʂ æ ₅₅	- a ₅₅ ʂ æ ₃₃ t͡ʂ æ ₅₅	a55ʂæ33tʂæ55	urine	Allen2007	154	402	尿	VTCVTCVT	?
#
3609	Tuoluo	vegetable	t͡sʰi₂₁	t͡sʰ i ₂₁	t͡sʰ i ₂₁	tsʰi21	vegetable	Wang2006a	420	140	?	CVT	?
3610	Gongxing	vegetable	t͡sʰe₄₂	t͡sʰ e ₄₂	t͡sʰ e ₄₂	tsʰe42	vegetable	Wang2006a	420	140	?	CVT	?
3611	Enqi	vegetable	t͡sʰɿ₄₃	t͡sʰ ɿ ₄₃	t͡sʰ ɿ ₄₃	tsʰɿ43	vegetable	Wang2006a	420	140	?	CVT	?
3612	Ega	vegetable	t͡sʰi₄₂	t͡sʰ i ₄₂	t͡sʰ i ₄₂	tsʰi42	vegetable	Wang2006a	420	140	?	CVT	?
3613	Jinman	vegetable	t͡sʰɯ₄₂	t͡sʰ ɯ ₄₂	t͡sʰ ɯ ₄₂	tsʰɯ42	vegetable	Wang2006a	420	140	?	CVT	?
3614	Jinxing	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Wang2006a	420	140	?	CVT	?
3615	Dashi	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Wang2006a	420	140	?	CVT	?
3616	Zhoucheng	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Wang2006a	420	140	?	CVT	?
3617	Mazhelong	vegetable	t͡sʰǝɯ₂₁	t͡sʰ ǝɯ ₂₁	t͡sʰ ǝɯ ₂₁	tsʰǝɯ21	vegetable	Wang2006a	420	140	?	CVT	?
3618	Jianchuan	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3619	Eryuan	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3620	Heqi	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3621	Lanping	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3622	Qiliqiao	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3623	Yunlong	vegetable	t͡sʰɯ₃₁	t͡sʰ ɯ ₃₁	t͡sʰ ɯ ₃₁	tsʰɯ31	vegetable	Allen2007	105	140	菜	CVT	?
3624	Xiangyun	vegetable	t͡sʰou₃₁	t͡sʰ ou ₃₁	t͡sʰ ou ₃₁	tsʰou31	vegetable	Allen2007	105	140	菜	CVT	?
3625	Luobenzhuo	vegetable	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	t͡sʰ ɿ ₅₅	tsʰɿ55	vegetable	Allen2007	105	140	菜	CVT	?
#
3626	Tuoluo	vegetable oil	jɯ₃₅	j ɯ ₃₅	j ɯ ₃₅	jɯ35	vegetable oil	Wang2006a	446	149	?	CVT	?
3627	Gongxing	vegetable oil	ji₁₂	j i ₁₂	j i ₁₂	ji12	vegetable oil	Wang2006a	446	149	?	CVT	?
3628	Enqi	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Wang2006a	446	149	?	CVT	?
3629	Ega	vegetable oil	ji₂₁	j i ₂₁	j i ₂₁	ji21	vegetable oil	Wang2006a	446	149	?	CVT	?
3630	Jinman	vegetable oil	t͡ʂɚ₅₅	t͡ʂ ɚ ₅₅	t͡ʂ ɚ ₅₅	(tʂɚ55)	vegetable oil	Wang2006a	446	149	?	CVT	?
3631	Jinxing	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Wang2006a	446	149	?	CVT	?
3632	Dashi	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Wang2006a	446	149	?	CVT	?
3633	Zhoucheng	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Wang2006a	446	149	?	CVT	?
3634	Mazhelong	vegetable oil	jou₂₁	j ou ₂₁	j ou ₂₁	jou21	vegetable oil	Wang2006a	446	149	?	CVT	?
3635	Jianchuan	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3636	Eryuan	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3637	Heqi	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3638	Lanping	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3639	Qiliqiao	vegetable oil	ɣɯ₂₁	ɣ ɯ ₂₁	ɣ ɯ ₂₁	ɣɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3640	Yunlong	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3641	Xiangyun	vegetable oil	jɯ₂₁	j ɯ ₂₁	j ɯ ₂₁	jɯ21	vegetable oil	Allen2007	199	149	植物油	CVT	?
3642	Luobenzhuo	vegetable oil	ʑi₂₁	ʑ i ₂₁	ʑ i ₂₁	ʑi21	vegetable oil	Allen2007	199	149	植物油	CVT	?
#
3643	Tuoluo	village	ju₄₂	j u ₄₂	j u ₄₂ - - -	ju42	village	Wang2006a	66	32	?	CVT	?
3644	Gongxing	village	ju₂₄	j u ₂₄	j u ₂₄ - - -	ju24	village	Wang2006a	66	32	?	CVT	?
3645	Enqi	village	I₂₂	I ₂₂	- I ₂₂ - - -	(I22)	village	Wang2006a	66	32	?	cT	?
3646	Ega	village	ɣo₂₂ji₂₂	ɣ o ₂₂ j i ₂₂	ɣ o ₂₂ j i ₂₂	(ɣo22ji22)	village	Wang2006a	66	32	?	CVTCVT	?
3647	Jinman	village	ɣo₂₂lĩ₂₂	ɣ o ₂₂ l ĩ ₂₂	ɣ o ₂₂ l ĩ ₂₂	(ɣo22lĩ22)	village	Wang2006a	66	32	?	CVTCVT	?
3648	Jinxing	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Wang2006a	66	32	?	CVT	?
3649	Dashi	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Wang2006a	66	32	?	CVT	?
3650	Zhoucheng	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Wang2006a	66	32	?	CVT	?
3651	Mazhelong	village	ji₄₂	j i ₄₂	j i ₄₂ - - -	ji42	village	Wang2006a	66	32	?	CVT	?
3652	Jianchuan	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Allen2007	169	32	村子	CVT	?
3653	Eryuan	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Allen2007	169	32	村子	CVT	?
3654	Heqi	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Allen2007	169	32	村子	CVT	?
3655	Lanping	village	jɯ₄₄jɯ₄₄	j ɯ ₄₄ j ɯ ₄₄	j ɯ ₄₄ j ɯ ₄₄	jɯ44jɯ44	village	Allen2007	169	32	村子	CVTCVT	?
3656	Qiliqiao	village	ɣɯ₄₄	ɣ ɯ ₄₄	ɣ ɯ ₄₄ - - -	ɣɯ44	village	Allen2007	169	32	村子	CVT	?
3657	Yunlong	village	jɯ₄₄	j ɯ ₄₄	j ɯ ₄₄ - - -	jɯ44	village	Allen2007	169	32	村子	CVT	?
3658	Xiangyun	village	jou₄₄	j ou ₄₄	j ou ₄₄ - - -	jou44	village	Allen2007	169	32	村子	CVT	?
3659	Luobenzhuo	village	jɔ₃₁ʔẽ₃₃	j ɔ ₃₁ ʔ ẽ ₃₃	j ɔ ₃₁ ʔ ẽ ₃₃	jɔ31ʔẽ33	village	Allen2007	169	32	村子	CVTCVT	?
#
3660	Tuoluo	vomit	kʰuɛ₃₃	kʰ uɛ ₃₃	- - kʰ uɛ ₃₃	kʰuɛ33	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3661	Gongxing	vomit	qʰuɛ₂₂	qʰ uɛ ₂₂	- - qʰ uɛ ₂₂	qʰuɛ22	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3662	Enqi	vomit	qʰuɛ₂₂	qʰ uɛ ₂₂	- - qʰ uɛ ₂₂	qʰuE22	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3663	Ega	vomit	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	- - t͡ɕʰ a ₄₄	(tɕʰa44)	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3664	Jinman	vomit	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	- - t͡ɕʰ a ₄₄	(tɕʰa44)	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3665	Jinxing	vomit	t͡ɕʰia₄₄	t͡ɕʰ ia ₄₄	- - t͡ɕʰ ia ₄₄	(tɕʰia44)	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3666	Dashi	vomit	tã₄₂	t ã ₄₂	- - t ã ₄₂	(tã42)	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3667	Zhoucheng	vomit	kʰui₄₄	kʰ ui ₄₄	- - kʰ ui ₄₄	kʰui44	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3668	Mazhelong	vomit	kʰui₃₃	kʰ ui ₃₃	- - kʰ ui ₃₃	kʰui33	vomit/throw up	Wang2006a	1535	389	?	CVT	verb
3669	Jianchuan	vomit	t͡ɕʰɛ₄₄	t͡ɕʰ ɛ ₄₄	- - t͡ɕʰ ɛ ₄₄	tɕʰɛ44	vomit	Allen2007	265	389	呕吐	CVT	verb
3670	Eryuan	vomit	e₄₄ta₄₂	e ₄₄ t a ₄₂	e ₄₄ t a ₄₂	e44ta42	vomit	Allen2007	265	389	呕吐	VTCVT	verb
3671	Heqi	vomit	tã₄₂	t ã ₄₂	- - t ã ₄₂	tã42	vomit	Allen2007	265	389	呕吐	CVT	verb
3672	Lanping	vomit	xue₄₄	x ue ₄₄	- - x ue ₄₄	xue44	vomit	Allen2007	265	389	呕吐	CVT	verb
3673	Qiliqiao	vomit	ta₃₂	t a ₃₂	- - t a ₃₂	ta32	vomit	Allen2007	265	389	呕吐	CVT	verb
3674	Yunlong	vomit	ta₄₂	t a ₄₂	- - t a ₄₂	ta42	vomit	Allen2007	265	389	呕吐	CVT	verb
3675	Xiangyun	vomit	kʰue₃₁	kʰ ue ₃₁	- - kʰ ue ₃₁	kʰue31	vomit	Allen2007	265	389	呕吐	CVT	verb
3676	Luobenzhuo	vomit	t͡ɕʰa₅₅	t͡ɕʰ a ₅₅	- - t͡ɕʰ a ₅₅	tɕʰa55	vomit	Allen2007	265	389	呕吐	CVT	verb
#
3677	Tuoluo	want	jɤŋ₄₂	j ɤ ŋ ₄₂	j ɤ ŋ ₄₂	jvŋ42	want; need	Wang2006a	1755	433	?	CVcT	verb
3678	Gongxing	want	t͡sao₂₁	t͡s ao ₂₁	t͡s ao - ₂₁	(tsao21)	want; need	Wang2006a	1755	433	?	CVT	verb
3679	Enqi	want	t͡sa₂₁	t͡s a ₂₁	t͡s a - ₂₁	(tsa21)	want; need	Wang2006a	1755	433	?	CVT	verb
3680	Ega	want	t͡so₄₂	t͡s o ₄₂	t͡s o - ₄₂	(tso42)	want; need	Wang2006a	1755	433	?	CVT	verb
3681	Jinman	want	ɲu₄₂	ɲ u ₄₂	ɲ u - ₄₂	ɲu42	want; need	Wang2006a	1755	433	?	CVT	verb
3682	Jinxing	want	jõ₄₄	j õ ₄₄	j õ - ₄₄	jõ44	want; need	Wang2006a	1755	433	?	CVT	verb
3683	Dashi	want	jŋ₄₄	j ŋ ₄₄	j - ŋ ₄₄	jŋ44	want; need	Wang2006a	1755	433	?	ccT	verb
3684	Zhoucheng	want	ɲiou₄₄	ɲ iou ₄₄	ɲ iou - ₄₄	ɲiou44	want; need	Wang2006a	1755	433	?	CVT	verb
3685	Mazhelong	want	ɲioŋ₅₅	ɲ io ŋ ₅₅	ɲ io ŋ ₅₅	ɲioŋ55	want; need	Wang2006a	1755	433	?	CVcT	verb
3686	Jianchuan	want	jõ₄₄	j õ ₄₄	j õ - ₄₄	jõ44	want	Allen2007	358	433	要	CVT	verb
3687	Eryuan	want	ɲɔ₄₄	ɲ ɔ ₄₄	ɲ ɔ - ₄₄	ɲɔ44	want	Allen2007	358	433	要	CVT	verb
3688	Heqi	want	jɔ̃u₄₄	j ɔ̃u ₄₄	j ɔ̃u - ₄₄	jɔ̃u44	want	Allen2007	358	433	要	CVT	verb
3689	Lanping	want	jɔ̃₄₄	j ɔ̃ ₄₄	j ɔ̃ - ₄₄	jɔ̃44	want	Allen2007	358	433	要	CVT	verb
3690	Qiliqiao	want	ɲiɔ₄₄	ɲ iɔ ₄₄	ɲ iɔ - ₄₄	ɲiɔ44	want	Allen2007	358	433	要	CVT	verb
3691	Yunlong	want	ɲɔ₄₄	ɲ ɔ ₄₄	ɲ ɔ - ₄₄	ɲɔ44	want	Allen2007	358	433	要	CVT	verb
3692	Xiangyun	want	niɔ₄₄	n iɔ ₄₄	n iɔ - ₄₄	niɔ44	want	Allen2007	358	433	要	CVT	verb
3693	Luobenzhuo	want	ɲo₅₅	ɲ o ₅₅	ɲ o - ₅₅	ɲo55	want	Allen2007	358	433	要	CVT	verb
#
3694	Tuoluo	warm	uen₅₅	ue n ₅₅	- ue n ₅₅ - - - -	uen55	lukewarm	Wang2006a	1064	291	?	VcT	?
3695	Gongxing	warm	uen₂₂	ue n ₂₂	- ue n ₂₂ - - - -	uen22	lukewarm	Wang2006a	1064	291	?	VcT	?
3696	Enqi	warm	ʔuɛ₂₄	ʔ uɛ ₂₄	ʔ uɛ - ₂₄ - - - -	ʔuE24	lukewarm	Wang2006a	1064	291	?	CVT	?
3697	Ega	warm	ʔuɛ̃₅₅	ʔ uɛ̃ ₅₅	ʔ uɛ̃ - ₅₅ - - - -	ʔuɛ̃55	lukewarm	Wang2006a	1064	291	?	CVT	?
3698	Jinman	warm	uẽ₂₂	uẽ ₂₂	- uẽ - ₂₂ - - - -	uẽ22	lukewarm	Wang2006a	1064	291	?	VT	?
3699	Jinxing	warm	ʔuen₅₅	ʔ ue n ₅₅	ʔ ue n ₅₅ - - - -	ʔuen55	lukewarm	Wang2006a	1064	291	?	CVcT	?
