# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	IPA	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	POS	DOCULECT	CONCEPT	OMEGAWIKI	CHINESE_GLOSS
6834	pʰa₅₅	Allen2007, 276	push / 推	pʰa55	verb	Luobenzhuo	push	6068	推
#
5759	vɤ₃₃ɕi₃₃	Allen2007, 7	rain / 雨	vɤ33ɕi33	?	Qiliqiao	rain	3100	雨
5755	vɤ₃₃	Allen2007, 7	rain / 雨	vɤ33	?	Jianchuan	rain	3100	雨
5756	vɤ₃₃ɕi₃₃	Allen2007, 7	rain / 雨	vɤ33ɕi33	?	Eryuan	rain	3100	雨
5757	vɤ₃₃	Allen2007, 7	rain / 雨	vɤ33	?	Heqi	rain	3100	雨
5758	ʐɯ₃₃	Allen2007, 7	rain / 雨	ʐɯ33	?	Lanping	rain	3100	雨
5760	vɤ₃₃ɕi₃₃	Allen2007, 7	rain / 雨	vɤ33ɕi33	?	Yunlong	rain	3100	雨
5761	jɛ₃₃	Allen2007, 7	rain / 雨	jɛ33	?	Xiangyun	rain	3100	雨
5762	dʐʅ₃₃	Allen2007, 7	rain / 雨	dʐʅ33	?	Luobenzhuo	rain	3100	雨
2511	ʐi₃₃luo₄₂	Wang2006a, 1719	(rain) fall	(ʐi33)luo42	?	Tuoluo	rain	3100	?
2512	ʐi₂₂w₂₁	Wang2006a, 1719	(rain) fall	(ʐi22)w21	?	Gongxing	rain	3100	?
2513	u₂₁	Wang2006a, 1719	(rain) fall	u21	?	Enqi	rain	3100	?
2514	u₄₂	Wang2006a, 1719	(rain) fall	u42	?	Ega	rain	3100	?
2515	u₄₂	Wang2006a, 1719	(rain) fall	u42	?	Jinman	rain	3100	?
2516	ɣou₄₂	Wang2006a, 1719	(rain) fall	ɣou42	?	Jinxing	rain	3100	?
2517	ɣou₄₂	Wang2006a, 1719	(rain) fall	ɣou42	?	Dashi	rain	3100	?
2518	ou₄₂ɤu₃₃ɕi₄₄	Wang2006a, 1719	(rain) fall	ou42(vu33ɕi44)	?	Zhoucheng	rain	3100	?
2519	ɣo₄₂	Wang2006a, 1719	(rain) fall	ɣo42	?	Mazhelong	rain	3100	?
#
2554	tʰa₄₂	Wang2006a, 1007	red	tʰa42	?	Tuoluo	red	1333710	?
2555	tʰæ₄₂	Wang2006a, 1007	red	tʰæ42	?	Gongxing	red	1333710	?
2556	tʰiæ₅₅	Wang2006a, 1007	red	tʰiæ55	?	Enqi	red	1333710	?
2557	t͡ɕʰa₄₄	Wang2006a, 1007	red	tɕʰa44	?	Ega	red	1333710	?
2558	ʈʰa₅₅	Wang2006a, 1007	red	ʈʰa55	?	Jinman	red	1333710	?
2559	t͡sʰa₄₄	Wang2006a, 1007	red	tsʰa44	?	Jinxing	red	1333710	?
2560	t͡ʂʰɚ₄₄	Wang2006a, 1007	red	tʂʰɚ44	?	Dashi	red	1333710	?
2561	t͡sʰɛ₄₄	Wang2006a, 1007	red	tsʰɛ44	?	Zhoucheng	red	1333710	?
2562	xoŋ₃₃	Wang2006a, 1007	red	[xoŋ33]	?	Mazhelong	red	1333710	?
2563	t͡sʰɛ₄₄	Allen2007, 406	red / 红	tsʰɛ44	?	Jianchuan	red	1333710	红
2564	xɔ₃₅	Allen2007, 406	red / 红	xɔ35	?	Eryuan	red	1333710	红
2565	t͡sʰɛ₄₄	Allen2007, 406	red / 红	tsʰɛ44	?	Heqi	red	1333710	红
2566	t͡sʰɛ₄₄	Allen2007, 406	red / 红	tsʰɛ44	?	Lanping	red	1333710	红
2567	t͡sʰɛ₄₄	Allen2007, 406	red / 红	tsʰɛ44/xuɔ35	?	Qiliqiao	red	1333710	红
2568	t͡sʰɛ₃₃	Allen2007, 406	red / 红	tsʰɛ33	?	Yunlong	red	1333710	红
2569	t͡sʰɛ₄₄	Allen2007, 406	red / 红	tsʰɛ44	?	Xiangyun	red	1333710	红
2570	ʈʰa₅₅	Allen2007, 406	red / 红	ʈʰa55	?	Luobenzhuo	red	1333710	红
#
5832	t͡sɛ₃₁	Allen2007, 28	right(side) / 右边	tsɛ31	?	Yunlong	right side	436024	右边
5827	t͡sɛ₄₂fɤ₃₃	Allen2007, 28	right(side) / 右边	tsɛ42fɤ33	?	Jianchuan	right side	436024	右边
5828	t͡ʂɛ₄₂pɔ₃₁	Allen2007, 28	right(side) / 右边	tʂɛ42pɔ31	?	Eryuan	right side	436024	右边
5829	t͡sɛ̃₄₂fɤ₃₃	Allen2007, 28	right(side) / 右边	tsɛ̃42fɤ33	?	Heqi	right side	436024	右边
5830	t͡sɛ̃₄₄pĩɛ̃₅₅pʰao₄₄	Allen2007, 28	right(side) / 右边	tsɛ̃44pĩɛ̃55pʰao44	?	Lanping	right side	436024	右边
5831	t͡sɛ̃₄₄pɔ₂₁	Allen2007, 28	right(side) / 右边	tsɛ̃44pɔ21	?	Qiliqiao	right side	436024	右边
5833	t͡sɛ̃₄₂sɛ̃₂₁	Allen2007, 28	right(side) / 右边	tsɛ̃42sɛ̃21	?	Xiangyun	right side	436024	右边
5834	cã₄₄ɕi₃₃	Allen2007, 28	right(side) / 右边	cã44ɕi33	?	Luobenzhuo	right side	436024	右边
#
2638	qoŋ₅₅	Wang2006a, 30	river	qoŋ55	?	Tuoluo	river	3253	?
2639	qoŋ₅₅	Wang2006a, 30	river	qoŋ55	?	Gongxing	river	3253	?
2640	qo₂₄	Wang2006a, 30	river	qo24/tio21	?	Enqi	river	3253	?
2641	qu₅₅	Wang2006a, 30	river	qu55/tɕo21	?	Ega	river	3253	?
2642	qõ₅₅	Wang2006a, 30	river	qõ55/ʈo21	?	Jinman	river	3253	?
2643	kɤŋ₅₅	Wang2006a, 30	river	kvŋ55	?	Jinxing	river	3253	?
2644	kõ₃₅	Wang2006a, 30	river	kõ35	?	Dashi	river	3253	?
2645	kɤ₃₅	Wang2006a, 30	river	kv35	?	Zhoucheng	river	3253	?
2646	koŋ₅₅	Wang2006a, 30	river	koŋ55	?	Mazhelong	river	3253	?
2647	kɤ̃₅₅	Allen2007, 15	river / 河	kɤ̃55	?	Jianchuan	river	3253	河
2648	kɤ₃₅	Allen2007, 15	river / 河	kɤ35	?	Eryuan	river	3253	河
2649	kɔ̃₅₅	Allen2007, 15	river / 河	kɔ̃55	?	Heqi	river	3253	河
2650	kõ₅₅	Allen2007, 15	river / 河	kõ55	?	Lanping	river	3253	河
2651	kɤ₃₅	Allen2007, 15	river / 河	kɤ35	?	Qiliqiao	river	3253	河
2652	kɯ₃₅kɯ₃₃	Allen2007, 15	river / 河	kɯ35kɯ33	?	Yunlong	river	3253	河
2653	kʲɛ₃₅t͡sɔ₄₂	Allen2007, 15	river / 河	kʲɛ35tsɔ42	?	Xiangyun	river	3253	河
2654	ʈõ₂₁	Allen2007, 15	river / 河	ʈõ21	?	Luobenzhuo	river	3253	河
#
2655	mɛ₂₁	Wang2006a, 375	root	mɛ21	?	Tuoluo	root	3269	?
2656	te₂₄	Wang2006a, 375	root	te24	?	Gongxing	root	3269	?
2657	tɛ₅₅	Wang2006a, 375	root	tE55	?	Enqi	root	3269	?
2658	tɛ₄₂	Wang2006a, 375	root	tɛ42	?	Ega	root	3269	?
2659	te₄₂	Wang2006a, 375	root	te42	?	Jinman	root	3269	?
2660	te₄₄	Wang2006a, 375	root	te44	?	Jinxing	root	3269	?
2661	te₄₄	Wang2006a, 375	root	te44	?	Dashi	root	3269	?
2662	mi₄₄	Wang2006a, 375	root	mi44	?	Zhoucheng	root	3269	?
2663	t͡so₃₃	Wang2006a, 375	root	(tso33)	?	Mazhelong	root	3269	?
2664	mi₄₄	Allen2007, 115	root / 根	mi44	?	Jianchuan	root	3269	根
2665	me₄₂	Allen2007, 115	root / 根	me42	?	Eryuan	root	3269	根
2666	mi₄₄	Allen2007, 115	root / 根	mi44	?	Heqi	root	3269	根
2667	te₄₄	Allen2007, 115	root / 根	te44/mi55	?	Lanping	root	3269	根
2668	mi₄₄	Allen2007, 115	root / 根	mi44	?	Qiliqiao	root	3269	根
2669	dɛ₃₃	Allen2007, 115	root / 根	dɛ33	?	Yunlong	root	3269	根
2670	me₃₁me₃₁	Allen2007, 115	root / 根	me31me31	?	Xiangyun	root	3269	根
2671	bo₅₅mɛ₄₄	Allen2007, 115	root / 根	bo55mɛ44	?	Luobenzhuo	root	3269	根
#
4582	su₄₂	Wang2006a, 619	rope	su42	?	Tuoluo	rope	5465	?
4583	su₂₄	Wang2006a, 619	rope	su24	?	Gongxing	rope	5465	?
4584	su₅₅	Wang2006a, 619	rope	su55	?	Enqi	rope	5465	?
4585	su₄₄	Wang2006a, 619	rope	su44	?	Ega	rope	5465	?
4586	so₅₅	Wang2006a, 619	rope	so55	?	Jinman	rope	5465	?
4587	sou₄₄	Wang2006a, 619	rope	sou44	?	Jinxing	rope	5465	?
4588	sʰou₄₄	Wang2006a, 619	rope	sʰou44	?	Dashi	rope	5465	?
4589	so₄₄	Wang2006a, 619	rope	so44	?	Zhoucheng	rope	5465	?
4590	so₄₄	Wang2006a, 619	rope	so44	?	Mazhelong	rope	5465	?
#
4830	uen₁₂	Wang2006a, 990	round	uen12	?	Gongxing	round	5984	?
4829	ueŋ₃₅	Wang2006a, 990	round	ueŋ35	?	Tuoluo	round	5984	?
4835	uẽ₃₁	Wang2006a, 990	round	uẽ31	?	Dashi	round	5984	?
4836	ue₂₁	Wang2006a, 990	round	ue21	?	Zhoucheng	round	5984	?
4837	ven₂₁	Wang2006a, 990	round	ven21	?	Mazhelong	round	5984	?
4834	uẽ₂₁	Wang2006a, 990	round	uẽ21	?	Jinxing	round	5984	?
4831	ʁuɛ₂₁	Wang2006a, 990	round	ʁuE21	?	Enqi	round	5984	?
4832	kʰuɛ₄₄	Wang2006a, 990	round	kʰuɛ44	?	Ega	round	5984	?
4833	ŋue₂₁	Wang2006a, 990	round	ŋue21	?	Jinman	round	5984	?
#
2672	t͡ɕyen₅₅	Wang2006a, 61	salt	tɕyen55	?	Tuoluo	salt	5599	?
2673	t͡ɕyen₅₅	Wang2006a, 61	salt	tɕyen55	?	Gongxing	salt	5599	?
2674	t͡suɛ₂₄	Wang2006a, 61	salt	tsuE24	?	Enqi	salt	5599	?
2675	t͡suɛ₅₅	Wang2006a, 61	salt	tsuɛ55	?	Ega	salt	5599	?
2676	t͡suẽ₅₅	Wang2006a, 61	salt	tsuẽ55	?	Jinman	salt	5599	?
2677	pien₅₅	Wang2006a, 61	salt	pien55	?	Jinxing	salt	5599	?
2678	piẽ₃₅	Wang2006a, 61	salt	piẽ35	?	Dashi	salt	5599	?
2679	pi₃₅	Wang2006a, 61	salt	pi35	?	Zhoucheng	salt	5599	?
2680	pĩ₅₅	Allen2007, 200	salt / 盐	pĩ55	?	Jianchuan	salt	5599	盐
2681	pi₃₅	Allen2007, 200	salt / 盐	pi35	?	Eryuan	salt	5599	盐
2682	pĩ₃₅	Allen2007, 200	salt / 盐	pĩ35	?	Heqi	salt	5599	盐
2683	pĩ₅₅	Allen2007, 200	salt / 盐	pĩ55	?	Lanping	salt	5599	盐
2684	pi₃₅	Allen2007, 200	salt / 盐	pi35	?	Qiliqiao	salt	5599	盐
2685	pi₃₅	Allen2007, 200	salt / 盐	pi35	?	Yunlong	salt	5599	盐
2686	pĩ₃₅	Allen2007, 200	salt / 盐	pĩ35	?	Xiangyun	salt	5599	盐
2687	t͡sũɛ̃₅₅	Allen2007, 200	salt / 盐	tsũɛ̃55	?	Luobenzhuo	salt	5599	盐
#
3926	ɕɨo₅₅	Wang2006a, 44	sand	ɕɨo55	?	Tuoluo	sand	3305	?
3927	sao₅₅	Wang2006a, 44	sand	sao55	?	Gongxing	sand	3305	?
3928	ɕio₂₄	Wang2006a, 44	sand	ɕio24	?	Enqi	sand	3305	?
3929	ɕio₅₅mi₂₂	Wang2006a, 44	sand	ɕio55mi22	?	Ega	sand	3305	?
3930	ɕio₅₅	Wang2006a, 44	sand	ɕio55	?	Jinman	sand	3305	?
3931	sou₅₅	Wang2006a, 44	sand	sou55	?	Jinxing	sand	3305	?
3932	so₅₅	Wang2006a, 44	sand	so55	?	Zhoucheng	sand	3305	?
3933	sa₅₅	Wang2006a, 44	sand	sa55	?	Mazhelong	sand	3305	?
#
6776	tɯ₃₃	Allen2007, 256	see / 见	tɯ33	verb	Yunlong	see	6003	见
6771	kẽ₄₂	Allen2007, 256	see / 见	kẽ42	verb	Jianchuan	see	6003	见
6772	kʲe₄₂	Allen2007, 256	see / 见	kʲe42	verb	Eryuan	see	6003	见
6773	kẽ₄₂	Allen2007, 256	see / 见	kẽ42	verb	Heqi	see	6003	见
6777	kʲẽ₄₂	Allen2007, 256	see / 见	kʲẽ42	verb	Xiangyun	see	6003	见
6778	tɯ₅₅	Allen2007, 256	see / 见	tɯ55	verb	Luobenzhuo	see	6003	见
6774	kɛ̃₄₂	Allen2007, 256	see / 见	kɛ̃42	verb	Lanping	see	6003	见
6775	ke₄₂	Allen2007, 256	see / 见	ke42	verb	Qiliqiao	see	6003	见
#
2752	t͡ʂɤŋ₃₃	Wang2006a, 405	seed	tʂvŋ33	?	Tuoluo	seed	3361	?
2753	t͡soŋ₂₂	Wang2006a, 405	seed	tsoŋ22	?	Gongxing	seed	3361	?
2754	t͡ɕo₂₂	Wang2006a, 405	seed	tɕo22	?	Enqi	seed	3361	?
2755	t͡ɕu₂₂	Wang2006a, 405	seed	tɕu22	?	Ega	seed	3361	?
2756	t͡ɕõ₂₂	Wang2006a, 405	seed	tɕõ22	?	Jinman	seed	3361	?
2757	t͡sɤ̃₃₃	Wang2006a, 405	seed	tsṽ33	?	Jinxing	seed	3361	?
2758	t͡ʂoŋ₃₃	Wang2006a, 405	seed	tʂoŋ33	?	Dashi	seed	3361	?
2759	t͡sɤ₃₃	Wang2006a, 405	seed	tsv33	?	Zhoucheng	seed	3361	?
2760	t͡soŋ₃₃	Wang2006a, 405	seed	tsoŋ33	?	Mazhelong	seed	3361	?
2761	t͡sɤ̃₃₃	Allen2007, 114	seed / 种子	tsɤ̃33	?	Jianchuan	seed	3361	种子
2762	t͡sɤ₃₃	Allen2007, 114	seed / 种子	tsɤ33	?	Eryuan	seed	3361	种子
2763	t͡sũɔ̃₃₃	Allen2007, 114	seed / 种子	tsũɔ̃33	?	Heqi	seed	3361	种子
2764	t͡sõ₄₄	Allen2007, 114	seed / 种子	tsõ44	?	Lanping	seed	3361	种子
2765	t͡sɤ₃₃	Allen2007, 114	seed / 种子	tsɤ33	?	Qiliqiao	seed	3361	种子
2766	d͡zɯ₃₃	Allen2007, 114	seed / 种子	dzɯ33	?	Yunlong	seed	3361	种子
2767	jɛ̃₃₃t͡sʰu₃₃	Allen2007, 114	seed / 种子	jɛ̃33tsʰu33	?	Xiangyun	seed	3361	种子
2768	bo₅₅t͡ɕɔ̃₃₁	Allen2007, 114	seed / 种子	bo55tɕɔ̃31	?	Luobenzhuo	seed	3361	种子
#
2786	t͡ɕʰi₄₂	Wang2006a, 803	seven	tɕʰi42	?	Tuoluo	seven	7004	?
2787	t͡ɕʰi₂₄	Wang2006a, 803	seven	tɕʰi24	?	Gongxing	seven	7004	?
2788	t͡sʰi₅₅	Wang2006a, 803	seven	tsʰi55	?	Enqi	seven	7004	?
2789	t͡sʰi₄₄	Wang2006a, 803	seven	tsʰi44	?	Ega	seven	7004	?
2790	t͡sʰi₅₅	Wang2006a, 803	seven	tsʰi55	?	Jinman	seven	7004	?
2791	t͡ɕʰi₄₄	Wang2006a, 803	seven	tɕʰi44	?	Jinxing	seven	7004	?
2792	t͡ɕʰi₄₄	Wang2006a, 803	seven	tɕʰi44	?	Dashi	seven	7004	?
2793	t͡ɕʰi₄₄	Wang2006a, 803	seven	tɕʰi44	?	Zhoucheng	seven	7004	?
2794	t͡ɕʰi₄₄	Wang2006a, 803	seven	tɕʰi44	?	Mazhelong	seven	7004	?
2795	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Jianchuan	seven	7004	七
2796	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Eryuan	seven	7004	七
2797	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Heqi	seven	7004	七
2798	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Lanping	seven	7004	七
2799	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Qiliqiao	seven	7004	七
2800	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Yunlong	seven	7004	七
2801	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Xiangyun	seven	7004	七
2802	t͡ɕʰi₄₄	Allen2007, 456	seven / 七	tɕʰi44	?	Luobenzhuo	seven	7004	七
#
2803	ji₂₁	Wang2006a, 1020	sharp	ji21	?	Tuoluo	sharp	5987	?
2804	ʑi₄₂	Wang2006a, 1020	sharp	ʑi42	?	Gongxing	sharp	5987	?
2805	ɲi₄₃	Wang2006a, 1020	sharp	ɲi43	?	Enqi	sharp	5987	?
2806	ɲi₄₄	Wang2006a, 1020	sharp	ɲi44	?	Ega	sharp	5987	?
2807	ji₄₂	Wang2006a, 1020	sharp	ji42	?	Jinman	sharp	5987	?
2808	ji₃₁	Wang2006a, 1020	sharp	ji31	?	Jinxing	sharp	5987	?
2809	ji₂₁	Wang2006a, 1020	sharp	ji21	?	Dashi	sharp	5987	?
2810	ji₃₁	Wang2006a, 1020	sharp	ji31	?	Zhoucheng	sharp	5987	?
2811	t͡ɕiǝɯ₄₂	Wang2006a, 1020	sharp	tɕiǝɯ42	?	Mazhelong	sharp	5987	?
2812	ji₃₁	Allen2007, 425	sharp(knife) / 快(刀)	ji31	?	Jianchuan	sharp	5987	快(刀)
2813	ji₃₁	Allen2007, 425	sharp(knife) / 快(刀)	ji31	?	Eryuan	sharp	5987	快(刀)
2814	ji₃₁	Allen2007, 425	sharp(knife) / 快(刀)	ji31	?	Heqi	sharp	5987	快(刀)
2815	ji₃₁	Allen2007, 425	sharp(knife) / 快(刀)	ji31	?	Lanping	sharp	5987	快(刀)
2816	ji₃₃	Allen2007, 425	sharp(knife) / 快(刀)	ji33	?	Qiliqiao	sharp	5987	快(刀)
2817	jɛ₃₁	Allen2007, 425	sharp(knife) / 快(刀)	jɛ31	?	Yunlong	sharp	5987	快(刀)
2818	ji₃₁	Allen2007, 425	sharp(knife) / 快(刀)	ji31	?	Xiangyun	sharp	5987	快(刀)
2819	ʑi₄₄	Allen2007, 425	sharp(knife) / 快(刀)	ʑi44	?	Luobenzhuo	sharp	5987	快(刀)
#
6187	ŋɛ₂₁	Allen2007, 117	shoot,sprout / 芽	ŋɛ21	?	Jianchuan	shoot,sprout	522875	芽
6188	ŋɛ₂₁	Allen2007, 117	shoot,sprout / 芽	ŋɛ21	?	Eryuan	shoot,sprout	522875	芽
6189	ŋɛ₂₁	Allen2007, 117	shoot,sprout / 芽	ŋɛ21	?	Heqi	shoot,sprout	522875	芽
6190	ŋɛ₂₁	Allen2007, 117	shoot,sprout / 芽	ŋɛ21	?	Lanping	shoot,sprout	522875	芽
6192	ŋɛ₂₁	Allen2007, 117	shoot,sprout / 芽	ŋɛ21	?	Yunlong	shoot,sprout	522875	芽
6193	jɛ̃₂₁	Allen2007, 117	shoot,sprout / 芽	jɛ̃21	?	Xiangyun	shoot,sprout	522875	芽
6194	bo₅₅ni₃₁	Allen2007, 117	shoot,sprout / 芽	bo55ni31	?	Luobenzhuo	shoot,sprout	522875	芽
6191	pi₂₁	Allen2007, 117	shoot,sprout / 芽	pi21	?	Qiliqiao	shoot,sprout	522875	芽
#
7404	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Eryuan	short	6746	短
7405	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Heqi	short	6746	短
7406	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Lanping	short	6746	短
7408	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Yunlong	short	6746	短
7403	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Jianchuan	short	6746	短
7407	t͡sʰɯ₅₅	Allen2007, 391	short / 短	tsʰɯ55	?	Qiliqiao	short	6746	短
7409	t͡sʰo₅₅	Allen2007, 391	short / 短	tsʰo55	?	Xiangyun	short	6746	短
7410	t͡ɕʰĩ₅₅	Allen2007, 391	short / 短	tɕʰĩ55	?	Luobenzhuo	short	6746	短
#
2854	kɤ₂₁	Wang2006a, 1819	sit	kv21	verb	Tuoluo	sit	6022	?
2855	kao₄₂	Wang2006a, 1819	sit	kao42	verb	Gongxing	sit	6022	?
2856	ku₄₃	Wang2006a, 1819	sit	ku43	verb	Enqi	sit	6022	?
2857	kɤ₄₂	Wang2006a, 1819	sit	kv42	verb	Ega	sit	6022	?
2858	kɤ₄₂	Wang2006a, 1819	sit	kv42	verb	Jinman	sit	6022	?
2859	kɤ₄₂	Wang2006a, 1819	sit	kv42	verb	Jinxing	sit	6022	?
2860	ko₄₂	Wang2006a, 1819	sit	ko42	verb	Dashi	sit	6022	?
2861	kɤ₄₂	Wang2006a, 1819	sit	kv42	verb	Zhoucheng	sit	6022	?
2862	kɤ₄₂	Wang2006a, 1819	sit	kv42	verb	Mazhelong	sit	6022	?
2863	kɤ₄₂	Allen2007, 282	sit / 坐	kɤ42	verb	Jianchuan	sit	6022	坐
2864	kɤ₄₂	Allen2007, 282	sit / 坐	kɤ42	verb	Eryuan	sit	6022	坐
2865	kuɔ₄₂	Allen2007, 282	sit / 坐	kuɔ42	verb	Heqi	sit	6022	坐
2866	t͡sʰao₄₄	Allen2007, 282	sit / 坐	tsʰao44	verb	Lanping	sit	6022	坐
2867	kɤ₃₂	Allen2007, 282	sit / 坐	kɤ32	verb	Qiliqiao	sit	6022	坐
2868	kɤ₄₂	Allen2007, 282	sit / 坐	kɤ42	verb	Yunlong	sit	6022	坐
2869	kɯ₄₂	Allen2007, 282	sit / 坐	kɯ42	verb	Xiangyun	sit	6022	坐
2870	kɤ₄₄	Allen2007, 282	sit / 坐	kɤ44	verb	Luobenzhuo	sit	6022	坐
#
2871	fo₄₂	Wang2006a, 802	six	fo42	?	Tuoluo	six	7003	?
2872	pfu₂₄	Wang2006a, 802	six	pfu24	?	Gongxing	six	7003	?
2873	fo₅₅	Wang2006a, 802	six	fo55	?	Enqi	six	7003	?
2874	xo₄₄	Wang2006a, 802	six	xo44	?	Ega	six	7003	?
2875	xo₅₅	Wang2006a, 802	six	xo55	?	Jinman	six	7003	?
2876	fɤ₄₄	Wang2006a, 802	six	fv44	?	Jinxing	six	7003	?
2877	fo₄₄	Wang2006a, 802	six	fo44	?	Dashi	six	7003	?
2878	fɤ₄₄	Wang2006a, 802	six	fv44	?	Zhoucheng	six	7003	?
2879	fɤ₄₄	Wang2006a, 802	six	fv44	?	Mazhelong	six	7003	?
2880	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Jianchuan	six	7003	六
2881	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Eryuan	six	7003	六
2882	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Heqi	six	7003	六
2883	fɔ₄₄	Allen2007, 455	six / 六	fɔ44	?	Lanping	six	7003	六
2884	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Qiliqiao	six	7003	六
2885	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Yunlong	six	7003	六
2886	fɤ₄₄	Allen2007, 455	six / 六	fɤ44	?	Xiangyun	six	7003	六
2887	fɔ₄₄	Allen2007, 455	six / 六	fɔ44	?	Luobenzhuo	six	7003	六
#
3995	bi₂₅	Wang2006a, 120	skin	bi25	?	Tuoluo	skin	3430	?
3996	bi₁₂	Wang2006a, 120	skin	bi12	?	Gongxing	skin	3430	?
3997	pi₂₁	Wang2006a, 120	skin	pi21	?	Enqi	skin	3430	?
3998	t͡ɕyi₂₁qa₅₅	Wang2006a, 120	skin	tɕyi21qa55	?	Ega	skin	3430	?
3999	t͡ɕyi₂₁	Wang2006a, 120	skin	tɕyi21	?	Jinman	skin	3430	?
4000	pe₂₁	Wang2006a, 120	skin	pe21	?	Jinxing	skin	3430	?
4001	pe₂₁	Wang2006a, 120	skin	pe21	?	Dashi	skin	3430	?
4002	pe₂₁	Wang2006a, 120	skin	pe21	?	Zhoucheng	skin	3430	?
4003	pe₂₁	Wang2006a, 120	skin	pe21	?	Mazhelong	skin	3430	?
#
2888	xen₅₅	Wang2006a, 1	sky	xen55	?	Tuoluo	sky	7039	?
2889	hen₅₅	Wang2006a, 1	sky	hen55	?	Gongxing	sky	7039	?
2890	xɛ₂₄	Wang2006a, 1	sky	xE24	?	Enqi	sky	7039	?
2891	xɛ̃₅₅	Wang2006a, 1	sky	xɛ̃55	?	Ega	sky	7039	?
2892	xɛ̃₅₅	Wang2006a, 1	sky	xɛ̃55	?	Jinman	sky	7039	?
2893	xen₅₅	Wang2006a, 1	sky	xen55	?	Jinxing	sky	7039	?
2894	xen₅₅	Wang2006a, 1	sky	xen55	?	Dashi	sky	7039	?
2895	xe₅₅	Wang2006a, 1	sky	xe55	?	Zhoucheng	sky	7039	?
2896	xen₅₅	Wang2006a, 1	sky	xen55	?	Mazhelong	sky	7039	?
2897	xẽ₅₅	Allen2007, 1	sky / 天	xẽ55	?	Jianchuan	sky	7039	天
2898	xe₅₅	Allen2007, 1	sky / 天	xe55	?	Eryuan	sky	7039	天
2899	xʰẽ₅₅	Allen2007, 1	sky / 天	xʰẽ55	?	Heqi	sky	7039	天
2900	xẽ₅₅kʰao₃₁	Allen2007, 1	sky / 天	xẽ55kʰao31	?	Lanping	sky	7039	天
2901	xe₅₅	Allen2007, 1	sky / 天	xe55	?	Qiliqiao	sky	7039	天
2902	xe₅₅	Allen2007, 1	sky / 天	xe55	?	Yunlong	sky	7039	天
2903	xẽ₅₅	Allen2007, 1	sky / 天	xẽ55	?	Xiangyun	sky	7039	天
2904	xẽ₅₅	Allen2007, 1	sky / 天	xẽ55	?	Luobenzhuo	sky	7039	天
#
6874	ɴ̣₃₃ti₃₁	Allen2007, 288	sleep / 睡	ɴ̣33ti31	verb	Luobenzhuo	sleep	6519	睡
6867	t͡sʰɛ̃₃₃	Allen2007, 288	sleep / 睡	tsʰɛ̃33	verb	Jianchuan	sleep	6519	睡
6868	t͡ʂʰɛ₃₃	Allen2007, 288	sleep / 睡	tʂʰɛ33	verb	Eryuan	sleep	6519	睡
6869	t͡sʰɛ̃₃₃	Allen2007, 288	sleep / 睡	tsʰɛ̃33	verb	Heqi	sleep	6519	睡
6870	t͡sʰɛ̃₄₄	Allen2007, 288	sleep / 睡	tsʰɛ̃44	verb	Lanping	sleep	6519	睡
6871	t͡sʰɛ₃₃	Allen2007, 288	sleep / 睡	tsʰɛ33	verb	Qiliqiao	sleep	6519	睡
6872	t͡sʰɛ₃₃	Allen2007, 288	sleep / 睡	tsʰɛ33	verb	Yunlong	sleep	6519	睡
6873	t͡sʰɛ̃₃₃	Allen2007, 288	sleep / 睡	tsʰɛ̃33	verb	Xiangyun	sleep	6519	睡
#
7395	se₃₁	Allen2007, 387	small / 小	se31	?	Jianchuan	small/little	5509	小
7400	se₃₁	Allen2007, 387	small / 小	se31	?	Yunlong	small/little	5509	小
7396	se₃₁	Allen2007, 387	small / 小	se31	?	Eryuan	small/little	5509	小
7401	se₂₁	Allen2007, 387	small / 小	se21	?	Xiangyun	small/little	5509	小
7402	sæ̃₄₂	Allen2007, 387	small / 小	sæ̃42	?	Luobenzhuo	small/little	5509	小
7398	se₃₁	Allen2007, 387	small / 小	se31	?	Lanping	small/little	5509	小
