# Wordlist

# DATA
ID	SRCABBR	STEDT_GLOSS	CONCEPT	RN	GFN	SRCID	LGID	DOCULECT	REFLEX
27086	ZMYYC	others	others	229961		980.45	1215	Nusu (Bijiang)	ɑ³¹i⁵⁵tɔ̃³⁵
28090	ZMYYC	others	others	229945		980.11	1306	Pumi (Qinghua)	mi⁵⁵ʐə⁵⁵
29094	ZMYYC	others	others	229969		980.10	1309	Pumi (Taoba)	mə⁵⁵rə⁵³
30098	ZMYYC	others	others	229968		980.8	1320	Qiang (Mawo)	jika thə
31102	ZMYYC	others	others	229944		980.9	1323	Qiang (Taoping)	mə³³
32106	ZMYYC	others	others	229970		980.12	1340	rGyalrong	jɐn ngɐr
33110	ZMYYC	others	others	229941		980.3	1380	Tibetan (Khams:Dege)	ʑen¹³da⁵³
34114	ZMYYC	others	others	229974		980.20	1409	Xumi	hĩ⁵⁵rɿ³³mi³³
35118	ZMYYC	others	others	229980		980.32	1416	Hani (Shuikui)	sɔ⁵⁵tʃhv̩³¹
36122	ZMYYC	others	others	229984		980.40	1428	Burmese (Spoken Rangoon)	tθu²²mjɑ⁵⁵
37126	ZMYYC	others	others	229990		980.52	1431	Sulung [Puroik]	a³³jo³³bi³³
38134	ZMYYC	others	others	232198		980.13	1496	Tangut [Xixia]	--
39134	ZMYYC	others	others	229966		980.4	1550	Tibetan (Amdo:Bla-brang)	hde
40138	ZMYYC	others	others	229965		980.2	1557	Tibetan (Lhasa)	mi¹³ɕã¹⁵taʔ¹³
41142	ZMYYC	others	others	229940		980.1	1582	Tibetan (Written)	mi gʑandag
42146	ZMYYC	others	others	229942		980.5	1585	Tibetan (Amdo:Zeku)	ɣȵən ɣdək
43150	ZMYYC	others	others	229983		980.38	1615	Tujia	lo⁵⁵tie⁵⁵
44154	ZMYYC	others	others	229975		980.22	1658	Yi (Dafang)	so²¹
45159	ZMYYC	others	others	229951		980.25	1662	Yi (Mile)	so³³tshu³³
46164	ZMYYC	others	others	229977		980.26	1663	Yi (Mojiang)	phɛ²¹dzo⁵⁵
47169	ZMYYC	others	others	229976		980.24	1664	Yi (Nanhua)	su³³
48173	ZMYYC	others	others	229950		980.23	1666	Yi (Nanjian)	sɿ⁵⁵
49177	ZMYYC	others	others	229949		980.21	1670	Yi (Xide)	su⁵⁵tsho³³; su³³
50181	ZMYYC	others	others	229953		980.29	1676	Naxi (Yongning)	*
51185	ZMYYC	others	others	229985		980.42	1693	Atsi [Zaiwa]	să⁵⁵pe̱⁵⁵
52190	ZMYYC	others	others	229972		980.16	1699	Queyu (Yajiang) [Zhaba]	m̥a⁵⁵
#
133	ZMYYC	otter	otter	186762		133.41	200	Achang (Longchuan)	sam⁵⁵
1137	ZMYYC	otter	otter	186789		133.44	269	Anong	ŋuɑ⁵⁵lɑ³¹
2141	ZMYYC	otter	otter	186760		133.37	311	Bai (Bijiang)	ɕui³³tɕhɑ⁴⁴
3145	ZMYYC	otter	otter	186759		133.35	314	Bai (Dali)	ɕui³¹thɑ³⁵
4149	ZMYYC	otter	otter	186785		133.36	317	Bai (Jianchuan)	ɕui³³tɕhɑ⁴⁴
5153	ZMYYC	otter	otter	186767		133.51	368	Bokar Lhoba	ɕə ram
6157	ZMYYC	otter	otter	186761		133.39	411	Burmese (Written)	phjɑṁ²
7161	ZMYYC	otter	otter	186782		133.30	418	Hani (Caiyuan)	ɤ⁵⁵se⁵⁵
8165	ZMYYC	otter	otter	186766		133.49	509	Darang [Taraon]	xɑ³¹ɹɯŋ³⁵
9169	ZMYYC	otter	otter	186757		133.31	510	Hani (Dazhai)	ɯ⁵⁵sɔ⁵⁵
10173	ZMYYC	otter	otter	186790		133.46	537	Trung [Dulong]	sɯ³¹|ɹăm⁵³
11177	ZMYYC	otter	otter	186774		133.14	557	Ergong (Danba)	sʐɛm
12181	ZMYYC	otter	otter	186776		133.18	561	Ersu	ʂɿ⁵⁵ji⁵⁵
13186	ZMYYC	otter	otter	186791		133.48	592	Kaman [Miju]	ɹɑm³⁵
14190	ZMYYC	otter	otter	186750		133.17	595	Guiqiong	wi⁵⁵zɿ⁵³
15194	ZMYYC	otter	otter	186792		133.50	662	Idu	ɑ⁵⁵ɹɯ⁵⁵ɹoŋ³⁵
16198	ZMYYC	otter	otter	186765		133.47	690	Jingpho	ʃă³¹|ʒam³³
17202	ZMYYC	otter	otter	186784		133.34	696	Jinuo	ɕɛ⁴²
18206	ZMYYC	otter	otter	186758		133.33	851	Lahu (Black)	ɣɯ³¹phɯ⁵³
19210	ZMYYC	otter	otter	186781		133.28	908	Naxi (Lijiang)	ʂu³¹
20214	ZMYYC	otter	otter	186755		133.27	942	Lisu	ŋuɑ⁵⁵lɑ³¹
21218	ZMYYC	otter	otter	186763		133.43	1034	Maru [Langsu]	xɛ̃³¹
22222	ZMYYC	otter	otter	186746		133.7	1088	Tsangla (Motuo)	sam
23227	ZMYYC	otter	otter	186770		133.6	1092	Tshona (Mama)	tʂᴀm⁵³
24231	ZMYYC	otter	otter	186749		133.15	1136	Muya [Minyak]	dʑyɐ̱³⁵
25235	ZMYYC	otter	otter	186751		133.19	1147	Namuyi	*
26239	ZMYYC	otter	otter	186764		133.45	1215	Nusu (Bijiang)	xɹɑ³⁵
27243	ZMYYC	otter	otter	186748		133.11	1306	Pumi (Qinghua)	skhɛ̃⁵⁵
28247	ZMYYC	otter	otter	186772		133.10	1309	Pumi (Taoba)	xĩ⁵⁵
29251	ZMYYC	otter	otter	186771		133.8	1320	Qiang (Mawo)	ɣdʐi
30255	ZMYYC	otter	otter	186747		133.9	1323	Qiang (Taoping)	tsuə³³ma³¹ȵy³³
31259	ZMYYC	otter	otter	186773		133.12	1340	rGyalrong	tʃə ʃram
32263	ZMYYC	otter	otter	186744		133.3	1380	Tibetan (Khams:Dege)	sɑŋ⁵⁵
33267	ZMYYC	otter	otter	186777		133.20	1409	Xumi	ʂɛ̃⁵⁵
34271	ZMYYC	otter	otter	186783		133.32	1416	Hani (Shuikui)	ɣɯ⁵⁵ʃu⁵⁵
35275	ZMYYC	otter	otter	186787		133.40	1428	Burmese (Spoken Rangoon)	phjɑ̃²²
36279	ZMYYC	otter	otter	186793		133.52	1431	Sulung [Puroik]	kua³³bə³³gæ⁵³
37194	ZMYYC	otter	otter	231258		133.13	1496	Tangut [Xixia]	--
38287	ZMYYC	otter	otter	186769		133.4	1550	Tibetan (Amdo:Bla-brang)	ʂam
39291	ZMYYC	otter	otter	186768		133.2	1557	Tibetan (Lhasa)	tʂam⁵⁵
40295	ZMYYC	otter	otter	186743		133.1	1582	Tibetan (Written)	sram
41299	ZMYYC	otter	otter	186745		133.5	1585	Tibetan (Amdo:Zeku)	ʂam
42303	ZMYYC	otter	otter	186786		133.38	1615	Tujia	sui⁵⁵tha²¹
43307	ZMYYC	otter	otter	186778		133.22	1658	Yi (Dafang)	ʑi²¹sɿ³³
44312	ZMYYC	otter	otter	186754		133.25	1662	Yi (Mile)	ʑi³³mɛ⁵⁵nɛ³³
45317	ZMYYC	otter	otter	186780		133.26	1663	Yi (Mojiang)	ʑi²¹ɕe⁵⁵
46322	ZMYYC	otter	otter	186779		133.24	1664	Yi (Nanhua)	ʑi³³ʂi³³
47326	ZMYYC	otter	otter	186753		133.23	1666	Yi (Nanjian)	ɣɯ⁵⁵ɑ²¹ni⁵⁵
48330	ZMYYC	otter	otter	186752		133.21	1670	Yi (Xide)	ʂo³³
49334	ZMYYC	otter	otter	186756		133.29	1676	Naxi (Yongning)	ʂua³³
50338	ZMYYC	otter	otter	186788		133.42	1693	Atsi [Zaiwa]	xam⁵¹
51343	ZMYYC	otter	otter	186775		133.16	1699	Queyu (Yajiang) [Zhaba]	sõ⁵³
#
60	ZMYYC	outside	outside	183039		60.41	200	Achang (Longchuan)	a³¹nɔk⁵⁵
1064	ZMYYC	outside	outside	183066		60.44	269	Anong	di³¹tɕhiŋ⁵⁵
2068	ZMYYC	outside	outside	183037		60.37	311	Bai (Bijiang)	po⁵⁵ȵeʴ⁴²no³³
3072	ZMYYC	outside	outside	183036		60.35	314	Bai (Dali)	uɑ⁴⁴mi⁴²no³³
4076	ZMYYC	outside	outside	183062		60.36	317	Bai (Jianchuan)	ŋuɑ⁴⁴no³³
5080	ZMYYC	outside	outside	183044		60.51	368	Bokar Lhoba	a ju
6084	ZMYYC	outside	outside	183038		60.39	411	Burmese (Written)	ɑ¹prɑŋ²
7088	ZMYYC	outside	outside	183059		60.30	418	Hani (Caiyuan)	ɔ³¹nv̩⁵⁵le⁵⁵a⁵⁵
8092	ZMYYC	outside	outside	183043		60.49	509	Darang [Taraon]	ɑ³¹bɯŋ⁵⁵
9096	ZMYYC	outside	outside	183034		60.31	510	Hani (Dazhai)	la³¹ȵi⁵⁵
10100	ZMYYC	outside	outside	183067		60.46	537	Trung [Dulong]	tɑl⁵⁵ɔŋ⁵³
11104	ZMYYC	outside	outside	183051		60.14	557	Ergong (Danba)	phiɯ so
12108	ZMYYC	outside	outside	183053		60.18	561	Ersu	ȵo⁵⁵phɛ⁵⁵
13113	ZMYYC	outside	outside	183068		60.48	592	Kaman [Miju]	ɑ³¹mphɑ³⁵xɑi⁵⁵
14117	ZMYYC	outside	outside	183027		60.17	595	Guiqiong	tɕhø⁵⁵mo⁵⁵
15121	ZMYYC	outside	outside	183069		60.50	662	Idu	kɑŋ⁵⁵bɑŋ⁵⁵
16125	ZMYYC	outside	outside	183042		60.47	690	Jingpho	ʃiŋ³¹kan³¹
17129	ZMYYC	outside	outside	183061		60.34	696	Jinuo	a³³tse³³
18133	ZMYYC	outside	outside	183035		60.33	851	Lahu (Black)	ɔ³¹bᴀ³¹phɔ³³
19137	ZMYYC	outside	outside	183058		60.28	908	Naxi (Lijiang)	my³¹ty⁵⁵
20141	ZMYYC	outside	outside	183032		60.27	942	Lisu	e⁵⁵bɑ³¹
21145	ZMYYC	outside	outside	183040		60.43	1034	Maru [Langsu]	və̆³¹kauŋ³⁵
22149	ZMYYC	outside	outside	183023		60.7	1088	Tsangla (Motuo)	tɕhi
23154	ZMYYC	outside	outside	183047		60.6	1092	Tshona (Mama)	tɕhin⁵⁵
24158	ZMYYC	outside	outside	183026		60.15	1136	Muya [Minyak]	le⁵³
25162	ZMYYC	outside	outside	183028		60.19	1147	Namuyi	gu³³nu³³
26166	ZMYYC	outside	outside	183041		60.45	1215	Nusu (Bijiang)	lɔ̃⁵⁵bɑ³⁵
27170	ZMYYC	outside	outside	183025		60.11	1306	Pumi (Qinghua)	no⁵⁵
28174	ZMYYC	outside	outside	183049		60.10	1309	Pumi (Taoba)	nõ⁵⁵
29178	ZMYYC	outside	outside	183048		60.8	1320	Qiang (Mawo)	khu ȵu
30182	ZMYYC	outside	outside	183024		60.9	1323	Qiang (Taoping)	ʐɑ⁵⁵lə⁵⁵
31186	ZMYYC	outside	outside	183050		60.12	1340	rGyalrong	wu phʃi
32190	ZMYYC	outside	outside	183021		60.3	1380	Tibetan (Khams:Dege)	ɕhi⁵³
33194	ZMYYC	outside	outside	183054		60.20	1409	Xumi	bi⁵⁵zi³³
34198	ZMYYC	outside	outside	183060		60.32	1416	Hani (Shuikui)	xu⁵⁵tha³³fɔ³³
35202	ZMYYC	outside	outside	183064		60.40	1428	Burmese (Spoken Rangoon)	ɑ pjɪ̃²²
36206	ZMYYC	outside	outside	183070		60.52	1431	Sulung [Puroik]	tɕok³³θaŋ³³
37712	ZMYYC	outside	outside	231776		60.13	1496	Tangut [Xixia]	--
38214	ZMYYC	outside	outside	183046		60.4	1550	Tibetan (Amdo:Bla-brang)	ɕə tso
39218	ZMYYC	outside	outside	183045		60.2	1557	Tibetan (Lhasa)	tɕhi⁵³loʔ¹³
40222	ZMYYC	outside	outside	183020		60.1	1582	Tibetan (Written)	phji logs
41226	ZMYYC	outside	outside	183022		60.5	1585	Tibetan (Amdo:Zeku)	wɕə
42230	ZMYYC	outside	outside	183063		60.38	1615	Tujia	wo³⁵tha²¹
43234	ZMYYC	outside	outside	183055		60.22	1658	Yi (Dafang)	di⁵⁵bɔ²¹
44239	ZMYYC	outside	outside	183031		60.25	1662	Yi (Mile)	ni³³vu³³
45244	ZMYYC	outside	outside	183057		60.26	1663	Yi (Mojiang)	ᴀ²¹ni⁵⁵
46249	ZMYYC	outside	outside	183056		60.24	1664	Yi (Nanhua)	ȵᴀ⁵⁵bɛ²¹
47253	ZMYYC	outside	outside	183030		60.23	1666	Yi (Nanjian)	i⁵⁵ɕi⁵⁵
48257	ZMYYC	outside	outside	183029		60.21	1670	Yi (Xide)	hi³³tɕo⁴⁴
49261	ZMYYC	outside	outside	183033		60.29	1676	Naxi (Yongning)	ɑ³¹phu¹³
50265	ZMYYC	outside	outside	183065		60.42	1693	Atsi [Zaiwa]	ʃiŋ²¹ka̱n²¹ma⁵⁵
51270	ZMYYC	outside	outside	183052		60.16	1699	Queyu (Yajiang) [Zhaba]	ɣa³⁵hõ⁵⁵
#
757	ZMYYC	overflow	overflow	218586		757.41	200	Achang (Longchuan)	vet³⁵
1761	ZMYYC	overflow	overflow	218613		757.44	269	Anong	ɑ³¹iɯ⁵⁵
2765	ZMYYC	overflow	overflow	218584		757.37	311	Bai (Bijiang)	lui³³
3769	ZMYYC	overflow	overflow	218583		757.35	314	Bai (Dali)	phieʴ⁴⁴
4773	ZMYYC	overflow	overflow	218609		757.36	317	Bai (Jianchuan)	phĩ³³
5777	ZMYYC	overflow	overflow	218591		757.51	368	Bokar Lhoba	ɦuː pit
6781	ZMYYC	overflow	overflow	218585		757.39	411	Burmese (Written)	hljɑṁ²
7785	ZMYYC	overflow	overflow	218606		757.30	418	Hani (Caiyuan)	maŋ⁵⁵tv̱³³
8789	ZMYYC	overflow	overflow	218590		757.49	509	Darang [Taraon]	be⁵⁵
9793	ZMYYC	overflow	overflow	218581		757.31	510	Hani (Dazhai)	bi³¹
10797	ZMYYC	overflow	overflow	218614		757.46	537	Trung [Dulong]	blem⁵⁵; bjɑʔ⁵⁵
11801	ZMYYC	overflow	overflow	218598		757.14	557	Ergong (Danba)	kɛ be
12805	ZMYYC	overflow	overflow	218600		757.18	561	Ersu	bzɿ⁵⁵
13810	ZMYYC	overflow	overflow	218615		757.48	592	Kaman [Miju]	mphlɑt³⁵
14814	ZMYYC	overflow	overflow	218574		757.17	595	Guiqiong	phu³³
15818	ZMYYC	overflow	overflow	218616		757.50	662	Idu	be⁵⁵pɑ⁵⁵
16822	ZMYYC	overflow	overflow	218589		757.47	690	Jingpho	kă³¹pʒat⁵⁵
17826	ZMYYC	overflow	overflow	218608		757.34	696	Jinuo	ʃɐr³¹
18830	ZMYYC	overflow	overflow	218582		757.33	851	Lahu (Black)	bi⁵³
19834	ZMYYC	overflow	overflow	218605		757.28	908	Naxi (Lijiang)	sɑ⁵⁵
20838	ZMYYC	overflow	overflow	218579		757.27	942	Lisu	lo³⁵
21842	ZMYYC	overflow	overflow	218587		757.43	1034	Maru [Langsu]	ʃum³¹
22846	ZMYYC	overflow	overflow	218570		757.7	1088	Tsangla (Motuo)	ɕap
23851	ZMYYC	overflow	overflow	218594		757.6	1092	Tshona (Mama)	ɬᴀp⁵³
24855	ZMYYC	overflow	overflow	218573		757.15	1136	Muya [Minyak]	tɕɔ⁵³
25859	ZMYYC	overflow	overflow	218575		757.19	1147	Namuyi	bzɿ³³ŋgɛ³³
26863	ZMYYC	overflow	overflow	218588		757.45	1215	Nusu (Bijiang)	bə̃ʴ³¹lue⁵⁵
27867	ZMYYC	overflow	overflow	218572		757.11	1306	Pumi (Qinghua)	khə¹³stʃə⁵⁵
28871	ZMYYC	overflow	overflow	218596		757.10	1309	Pumi (Taoba)	nə³⁵dʑy³⁵
29875	ZMYYC	overflow	overflow	218595		757.8	1320	Qiang (Mawo)	χlɑ
30879	ZMYYC	overflow	overflow	218571		757.9	1323	Qiang (Taoping)	bə³³
31883	ZMYYC	overflow	overflow	218597		757.12	1340	rGyalrong	kə mbəm
32887	ZMYYC	overflow	overflow	218568		757.3	1380	Tibetan (Khams:Dege)	luʔ⁵³
33891	ZMYYC	overflow	overflow	218601		757.20	1409	Xumi	dʑɛ⁵⁵bu³³ʂɿ³³ʂɿ⁵⁵
34895	ZMYYC	overflow	overflow	218607		757.32	1416	Hani (Shuikui)	xɔ⁵⁵
35899	ZMYYC	overflow	overflow	218611		757.40	1428	Burmese (Spoken Rangoon)	ɕɑ̃²²
36903	ZMYYC	overflow	overflow	218617		757.52	1431	Sulung [Puroik]	pə³³θyəŋ⁵³
37886	ZMYYC	overflow	overflow	231950		757.13	1496	Tangut [Xixia]	--
38911	ZMYYC	overflow	overflow	218593		757.4	1550	Tibetan (Amdo:Bla-brang)	mel
39915	ZMYYC	overflow	overflow	218592		757.2	1557	Tibetan (Lhasa)	lyʔ¹³
40919	ZMYYC	overflow	overflow	218567		757.1	1582	Tibetan (Written)	lud
41923	ZMYYC	overflow	overflow	218569		757.5	1585	Tibetan (Amdo:Zeku)	ɣmer
42927	ZMYYC	overflow	overflow	218610		757.38	1615	Tujia	phu²¹
43931	ZMYYC	overflow	overflow	218602		757.22	1658	Yi (Dafang)	bu⁵⁵
44936	ZMYYC	overflow	overflow	218578		757.25	1662	Yi (Mile)	lu²¹
45941	ZMYYC	overflow	overflow	218604		757.26	1663	Yi (Mojiang)	mɯ²¹(~du̱³³le³³)
46946	ZMYYC	overflow	overflow	218603		757.24	1664	Yi (Nanhua)	bi³³
47950	ZMYYC	overflow	overflow	218577		757.23	1666	Yi (Nanjian)	pi²¹
48954	ZMYYC	overflow	overflow	218576		757.21	1670	Yi (Xide)	mbɿ⁵⁵
49958	ZMYYC	overflow	overflow	218580		757.29	1676	Naxi (Yongning)	*
50962	ZMYYC	overflow	overflow	218612		757.42	1693	Atsi [Zaiwa]	ʃun²¹
51967	ZMYYC	overflow	overflow	218599		757.16	1699	Queyu (Yajiang) [Zhaba]	tə³⁵xõ⁵⁵
#
704	ZMYYC	owe	owe	215883		704.41	200	Achang (Longchuan)	ʂau⁵⁵
1708	ZMYYC	owe	owe	215910		704.44	269	Anong	hɑŋ⁵³u³¹
2712	ZMYYC	owe	owe	215881		704.37	311	Bai (Bijiang)	ve³³
3716	ZMYYC	owe	owe	215880		704.35	314	Bai (Dali)	ɕou³³
4720	ZMYYC	owe	owe	215906		704.36	317	Bai (Jianchuan)	vu³³
5724	ZMYYC	owe	owe	215888		704.51	368	Bokar Lhoba	*
6728	ZMYYC	owe	owe	215882		704.39	411	Burmese (Written)	krwe³tɑŋ²
7732	ZMYYC	owe	owe	215903		704.30	418	Hani (Caiyuan)	tsha³³
8736	ZMYYC	owe	owe	215887		704.49	509	Darang [Taraon]	bɹɯn⁵³
9740	ZMYYC	owe	owe	215878		704.31	510	Hani (Dazhai)	tsha³³; dzu̱³³
10744	ZMYYC	owe	owe	215911		704.46	537	Trung [Dulong]	tɕɑ̆⁵⁵
11748	ZMYYC	owe	owe	215895		704.14	557	Ergong (Danba)	ɦuɔŋ
12752	ZMYYC	owe	owe	215897		704.18	561	Ersu	zo⁵⁵
13757	ZMYYC	owe	owe	215912		704.48	592	Kaman [Miju]	thɑ̆l⁵⁵
14761	ZMYYC	owe	owe	215871		704.17	595	Guiqiong	tɕhɑ⁵³
15765	ZMYYC	owe	owe	215913		704.50	662	Idu	e⁵⁵diu³⁵
16769	ZMYYC	owe	owe	215886		704.47	690	Jingpho	ka̱p⁵⁵
17773	ZMYYC	owe	owe	215905		704.34	696	Jinuo	tʃha³⁵
18777	ZMYYC	owe	owe	215879		704.33	851	Lahu (Black)	tshᴀ³³
19781	ZMYYC	owe	owe	215902		704.28	908	Naxi (Lijiang)	a³³
20785	ZMYYC	owe	owe	215876		704.27	942	Lisu	bu³³
21789	ZMYYC	owe	owe	215884		704.43	1034	Maru [Langsu]	tɛʔ³¹
22793	ZMYYC	owe	owe	215867		704.7	1088	Tsangla (Motuo)	*
23798	ZMYYC	owe	owe	215891		704.6	1092	Tshona (Mama)	tɕhᴀt⁵³
24802	ZMYYC	owe	owe	215870		704.15	1136	Muya [Minyak]	khe⁵⁵xo³³
25806	ZMYYC	owe	owe	215872		704.19	1147	Namuyi	*
26810	ZMYYC	owe	owe	215885		704.45	1215	Nusu (Bijiang)	bɯ³¹tɑ⁵⁵ɑ³¹
27814	ZMYYC	owe	owe	215869		704.11	1306	Pumi (Qinghua)	də¹³tɕhɛ̃⁵⁵
28818	ZMYYC	owe	owe	215893		704.10	1309	Pumi (Taoba)	xə³⁵rua³⁵
29822	ZMYYC	owe	owe	215892		704.8	1320	Qiang (Mawo)	tɕi
30826	ZMYYC	owe	owe	215868		704.9	1323	Qiang (Taoping)	tɕhi³³
31830	ZMYYC	owe	owe	215894		704.12	1340	rGyalrong	kɐ ŋɐ mə lə
32834	ZMYYC	owe	owe	215865		704.3	1380	Tibetan (Khams:Dege)	tɕha⁵³
33838	ZMYYC	owe	owe	215898		704.20	1409	Xumi	gu⁵⁵sũ³³dzu³⁵
34842	ZMYYC	owe	owe	215904		704.32	1416	Hani (Shuikui)	ʃɔ³¹
35846	ZMYYC	owe	owe	215908		704.40	1428	Burmese (Spoken Rangoon)	tɕwe⁵⁵tĩ²²
36850	ZMYYC	owe	owe	215914		704.52	1431	Sulung [Puroik]	mə³³ɣu⁵³
37828	ZMYYC	owe	owe	231892		704.13	1496	Tangut [Xixia]	--
38858	ZMYYC	owe	owe	215890		704.4	1550	Tibetan (Amdo:Bla-brang)	tɕal
39862	ZMYYC	owe	owe	215889		704.2	1557	Tibetan (Lhasa)	suʔ¹³
40866	ZMYYC	owe	owe	215864		704.1	1582	Tibetan (Written)	tɕhad
41870	ZMYYC	owe	owe	215866		704.5	1585	Tibetan (Amdo:Zeku)	tɕhal kə
42874	ZMYYC	owe	owe	215907		704.38	1615	Tujia	ta⁵³
43878	ZMYYC	owe	owe	215899		704.22	1658	Yi (Dafang)	bu²¹
44883	ZMYYC	owe	owe	215875		704.25	1662	Yi (Mile)	bu²¹
45888	ZMYYC	owe	owe	215901		704.26	1663	Yi (Mojiang)	dʑe²¹
46893	ZMYYC	owe	owe	215900		704.24	1664	Yi (Nanhua)	bɯ³³
47897	ZMYYC	owe	owe	215874		704.23	1666	Yi (Nanjian)	vi³³
48901	ZMYYC	owe	owe	215873		704.21	1670	Yi (Xide)	bu²¹
49905	ZMYYC	owe	owe	215877		704.29	1676	Naxi (Yongning)	*
50909	ZMYYC	owe	owe	215909		704.42	1693	Atsi [Zaiwa]	tap²¹
51914	ZMYYC	owe	owe	215896		704.16	1699	Queyu (Yajiang) [Zhaba]	pə³⁵lɛ⁵⁵
#
901	ZMYYC	pain / ache	pain / ache	225930		901.41	200	Achang (Longchuan)	xə³¹
1905	ZMYYC	pain / ache	pain / ache	225957		901.44	269	Anong	ɑ³¹dzɑ⁵⁵
2909	ZMYYC	pain / ache	pain / ache	225928		901.37	311	Bai (Bijiang)	sõ⁴²
3913	ZMYYC	pain / ache	pain / ache	225927		901.35	314	Bai (Dali)	si³¹
4917	ZMYYC	pain / ache	pain / ache	225953		901.36	317	Bai (Jianchuan)	sṽ³¹
5921	ZMYYC	pain / ache	pain / ache	225935		901.51	368	Bokar Lhoba	a tɕi
6925	ZMYYC	pain / ache	pain / ache	225929		901.39	411	Burmese (Written)	kok
7929	ZMYYC	pain / ache	pain / ache	225950		901.30	418	Hani (Caiyuan)	na⁵⁵
8933	ZMYYC	pain / ache	pain / ache	225934		901.49	509	Darang [Taraon]	ȵɑŋ³⁵
9937	ZMYYC	pain / ache	pain / ache	225925		901.31	510	Hani (Dazhai)	na⁵⁵
10941	ZMYYC	pain / ache	pain / ache	225958		901.46	537	Trung [Dulong]	dzɑ⁵³
11945	ZMYYC	pain / ache	pain / ache	225942		901.14	557	Ergong (Danba)	*
12949	ZMYYC	pain / ache	pain / ache	225944		901.18	561	Ersu	*
13954	ZMYYC	pain / ache	pain / ache	225959		901.48	592	Kaman [Miju]	nɑ̆i⁵³
14958	ZMYYC	pain / ache	pain / ache	225918		901.17	595	Guiqiong	*
15962	ZMYYC	pain / ache	pain / ache	225960		901.50	662	Idu	ȵɑ³⁵
16966	ZMYYC	pain / ache	pain / ache	225933		901.47	690	Jingpho	mă³¹tʃi̱ʔ⁵⁵
17970	ZMYYC	pain / ache	pain / ache	225952		901.34	696	Jinuo	nɔ⁴²
18974	ZMYYC	pain / ache	pain / ache	225926		901.33	851	Lahu (Black)	nᴀ³¹
19978	ZMYYC	pain / ache	pain / ache	225949		901.28	908	Naxi (Lijiang)	ŋgu³¹
20982	ZMYYC	pain / ache	pain / ache	225923		901.27	942	Lisu	nɑ³³
21986	ZMYYC	pain / ache	pain / ache	225931		901.43	1034	Maru [Langsu]	nɔ³¹
22990	ZMYYC	pain / ache (V)	pain / ache	225914		901.7	1088	Tsangla (Motuo)	ŋam
23995	ZMYYC	pain / ache	pain / ache	225938		901.6	1092	Tshona (Mama)	ne¹³
24999	ZMYYC	pain / ache	pain / ache	225917		901.15	1136	Muya [Minyak]	tɯ⁵⁵ŋe⁵⁵
26003	ZMYYC	pain / ache	pain / ache	225919		901.19	1147	Namuyi	*
27007	ZMYYC	pain / ache	pain / ache	225932		901.45	1215	Nusu (Bijiang)	nɑ³⁵
28011	ZMYYC	pain / ache	pain / ache	225916		901.11	1306	Pumi (Qinghua)	ȵɛ⁵⁵
29015	ZMYYC	pain / ache	pain / ache	225940		901.10	1309	Pumi (Taoba)	ȵi⁵⁵mə⁵³
30019	ZMYYC	pain / ache	pain / ache	225939		901.8	1320	Qiang (Mawo)	rdʑi
31023	ZMYYC	pain / ache	pain / ache	225915		901.9	1323	Qiang (Taoping)	ʑe²⁴¹
32027	ZMYYC	pain / ache	pain / ache	225941		901.12	1340	rGyalrong	ta ko kə zor
33031	ZMYYC	pain / ache	pain / ache	225912		901.3	1380	Tibetan (Khams:Dege)	na¹³
34035	ZMYYC	pain / ache	pain / ache	225945		901.20	1409	Xumi	gɔ̃⁵⁵
35039	ZMYYC	pain / ache	pain / ache	225951		901.32	1416	Hani (Shuikui)	nɔ⁵⁵
36043	ZMYYC	pain / ache	pain / ache	225955		901.40	1428	Burmese (Spoken Rangoon)	kɑiʔ⁴⁴
37047	ZMYYC	pain / ache	pain / ache	225961		901.52	1431	Sulung [Puroik]	a³³ɣaŋ³³
38047	ZMYYC	pain / ache	pain / ache	232111		901.13	1496	Tangut [Xixia]	--
39055	ZMYYC	pain / ache	pain / ache	225937		901.4	1550	Tibetan (Amdo:Bla-brang)	khu
40059	ZMYYC	pain / ache	pain / ache	225936		901.2	1557	Tibetan (Lhasa)	na¹³
41063	ZMYYC	pain / ache	pain / ache	225911		901.1	1582	Tibetan (Written)	na
42067	ZMYYC	pain / ache	pain / ache	225913		901.5	1585	Tibetan (Amdo:Zeku)	khu
43071	ZMYYC	pain / ache	pain / ache	225954		901.38	1615	Tujia	ti³⁵
44075	ZMYYC	pain / ache	pain / ache	225946		901.22	1658	Yi (Dafang)	no²¹
45080	ZMYYC	pain / ache	pain / ache	225922		901.25	1662	Yi (Mile)	no³³
46085	ZMYYC	pain / ache	pain / ache	225948		901.26	1663	Yi (Mojiang)	no²¹
47090	ZMYYC	pain / ache	pain / ache	225947		901.24	1664	Yi (Nanhua)	no³³
48094	ZMYYC	pain / ache	pain / ache	225921		901.23	1666	Yi (Nanjian)	na⁵⁵
49098	ZMYYC	pain / ache	pain / ache	225920		901.21	1670	Yi (Xide)	na³³
50102	ZMYYC	pain / ache	pain / ache	225924		901.29	1676	Naxi (Yongning)	gu³¹
51106	ZMYYC	pain / ache	pain / ache	225956		901.42	1693	Atsi [Zaiwa]	no⁵⁵
52111	ZMYYC	pain / ache	pain / ache	225943		901.16	1699	Queyu (Yajiang) [Zhaba]	ȵe⁵⁵
#
