# Wordlist

# DATA
ID	SRCABBR	STEDT_GLOSS	CONCEPT	RN	GFN	SRCID	LGID	DOCULECT	REFLEX
16274	ZMYYC	onion (green)	onion (green)	190641		209.47	690	Jingpho	kau³¹poŋ³³
17278	ZMYYC	onion (green)	onion (green)	190660		209.34	696	Jinuo	ko³³tho³⁵
18282	ZMYYC	onion (green)	onion (green)	190634		209.33	851	Lahu (Black)	su²¹qo¹¹
19286	ZMYYC	onion (green)	onion (green)	190657		209.28	908	Naxi (Lijiang)	tsho³³
20290	ZMYYC	onion (green)	onion (green)	190631		209.27	942	Lisu	tsho⁵⁵
21294	ZMYYC	onion (green)	onion (green)	190639		209.43	1034	Maru [Langsu]	xau³⁵khjauŋ³⁵
22298	ZMYYC	onion (green)	onion (green)	190622		209.7	1088	Tsangla (Motuo)	kok◦pa
23303	ZMYYC	onion (green)	onion (green)	190646		209.6	1092	Tshona (Mama)	tsɔŋ⁵⁵
24307	ZMYYC	onion (green)	onion (green)	190625		209.15	1136	Muya [Minyak]	tshõ⁵⁵tsɯ⁵⁵
25311	ZMYYC	onion (green)	onion (green)	190627		209.19	1147	Namuyi	ntʂha⁵⁵lu⁵⁵
26315	ZMYYC	onion (green)	onion (green)	190640		209.45	1215	Nusu (Bijiang)	tsho⁵⁵
27319	ZMYYC	onion (green)	onion (green)	190624		209.11	1306	Pumi (Qinghua)	tshõ⁵⁵
28323	ZMYYC	onion (green)	onion (green)	190648		209.10	1309	Pumi (Taoba)	tsõ⁵⁵
29327	ZMYYC	onion (green)	onion (green)	190647		209.8	1320	Qiang (Mawo)	du tshɑ
30331	ZMYYC	onion (green)	onion (green)	190623		209.9	1323	Qiang (Taoping)	dɑ³³tshie³³
31335	ZMYYC	onion (green)	onion (green)	190649		209.12	1340	rGyalrong	ʃko ȵi
32339	ZMYYC	onion (green)	onion (green)	190620		209.3	1380	Tibetan (Khams:Dege)	tsoŋ⁵⁵
33343	ZMYYC	onion (green)	onion (green)	190653		209.20	1409	Xumi	tsɑ̃⁵⁵
34347	ZMYYC	onion (green)	onion (green)	190659		209.32	1416	Hani (Shuikui)	sɛ⁵⁵pu³¹
35351	ZMYYC	onion (green)	onion (green)	190663		209.40	1428	Burmese (Spoken Rangoon)	tɕɛʔ⁴⁴tθũ²²
36355	ZMYYC	onion (green)	onion (green)	190669		209.52	1431	Sulung [Puroik]	dʑa³³kok³³
37278	ZMYYC	onion (green)	onion (green)	231342		209.13	1496	Tangut [Xixia]	--
38363	ZMYYC	onion (green)	onion (green)	190645		209.4	1550	Tibetan (Amdo:Bla-brang)	tsoŋ
39367	ZMYYC	onion (green)	onion (green)	190644		209.2	1557	Tibetan (Lhasa)	tsoŋ⁵⁵
40371	ZMYYC	onion (green)	onion (green)	190619		209.1	1582	Tibetan (Written)	tsoŋ
41375	ZMYYC	onion (green)	onion (green)	190621		209.5	1585	Tibetan (Amdo:Zeku)	tsoŋ
42379	ZMYYC	onion (green)	onion (green)	190662		209.38	1615	Tujia	za⁵⁵khɯe²¹tshi²¹
43383	ZMYYC	onion (green)	onion (green)	190654		209.22	1658	Yi (Dafang)	tshɔŋ⁵⁵
44388	ZMYYC	onion (green)	onion (green)	190630		209.25	1662	Yi (Mile)	ᴀ³³tsho³³
45393	ZMYYC	onion (green)	onion (green)	190656		209.26	1663	Yi (Mojiang)	tsho⁵⁵bɛ²¹
46398	ZMYYC	onion (green)	onion (green)	190655		209.24	1664	Yi (Nanhua)	ʂu⁵⁵phu̱²¹tɛ³³
47402	ZMYYC	onion (green)	onion (green)	190629		209.23	1666	Yi (Nanjian)	ʂɿ²¹thu²¹
48406	ZMYYC	onion (green)	onion (green)	190628		209.21	1670	Yi (Xide)	ɣo³³thu³³
49410	ZMYYC	onion (green)	onion (green)	190632		209.29	1676	Naxi (Yongning)	tʂho³³tsɿ³³
50414	ZMYYC	onion (green)	onion (green)	190664		209.42	1693	Atsi [Zaiwa]	xu²¹khjoŋ⁵⁵
51419	ZMYYC	onion (green)	onion (green)	190651		209.16	1699	Queyu (Yajiang) [Zhaba]	tshõ⁵⁵tsə⁵³
#
658	ZMYYC	open (door)	open (door)	213537		658.41	200	Achang (Longchuan)	phɔŋ³⁵
1662	ZMYYC	open (door)	open (door)	213564		658.44	269	Anong	phuŋ⁵³
2666	ZMYYC	open (door)	open (door)	213535		658.37	311	Bai (Bijiang)	qhɯ̄⁵⁵
3670	ZMYYC	open (door)	open (door)	213534		658.35	314	Bai (Dali)	khɯ⁵⁵
4674	ZMYYC	open (door)	open (door)	213560		658.36	317	Bai (Jianchuan)	khɯ⁵⁵
5678	ZMYYC	open (door)	open (door)	213542		658.51	368	Bokar Lhoba	mok kok
6682	ZMYYC	open (door)	open (door)	213536		658.39	411	Burmese (Written)	phwɑŋ¹
7686	ZMYYC	open (door)	open (door)	213557		658.30	418	Hani (Caiyuan)	phu³³
8690	ZMYYC	open (door)	open (door)	213541		658.49	509	Darang [Taraon]	po³⁵
9694	ZMYYC	open (door)	open (door)	213532		658.31	510	Hani (Dazhai)	phɔ³³
10698	ZMYYC	open (door)	open (door)	213565		658.46	537	Trung [Dulong]	tɑn⁵³
11702	ZMYYC	open (door)	open (door)	213549		658.14	557	Ergong (Danba)	tɕhi
12706	ZMYYC	open (door)	open (door)	213551		658.18	561	Ersu	tʃhu⁵³
13711	ZMYYC	open (door)	open (door)	213566		658.48	592	Kaman [Miju]	pho⁵⁵
14715	ZMYYC	open (door)	open (door)	213525		658.17	595	Guiqiong	ki⁵³
15719	ZMYYC	open (door)	open (door)	213567		658.50	662	Idu	ɑ³¹po³⁵
16723	ZMYYC	open (door)	open (door)	213540		658.47	690	Jingpho	phoʔ³¹
17727	ZMYYC	open (door)	open (door)	213559		658.34	696	Jinuo	phɔ³³
18731	ZMYYC	open (door)	open (door)	213533		658.33	851	Lahu (Black)	phɔ³³
19735	ZMYYC	open (door)	open (door)	213556		658.28	908	Naxi (Lijiang)	phu³³
20739	ZMYYC	open (door)	open (door)	213530		658.27	942	Lisu	phu⁴⁴
21743	ZMYYC	open (door)	open (door)	213538		658.43	1034	Maru [Langsu]	phuŋ⁵⁵
22747	ZMYYC	open (door)	open (door)	213521		658.7	1088	Tsangla (Motuo)	phek
23752	ZMYYC	open (door)	open (door)	213545		658.6	1092	Tshona (Mama)	phe⁵³
24756	ZMYYC	open (door)	open (door)	213524		658.15	1136	Muya [Minyak]	thi³⁵xuɛ³⁵
25760	ZMYYC	open (door)	open (door)	213526		658.19	1147	Namuyi	χa³⁵
26764	ZMYYC	open (door)	open (door)	213539		658.45	1215	Nusu (Bijiang)	phɔ̃³¹
27768	ZMYYC	open (door)	open (door)	213523		658.11	1306	Pumi (Qinghua)	thə¹³tʃhɑ̃u⁵⁵
28772	ZMYYC	open (door)	open (door)	213547		658.10	1309	Pumi (Taoba)	thə³⁵tɕhõ⁵³
29776	ZMYYC	open (door)	open (door)	213546		658.8	1320	Qiang (Mawo)	rga
30780	ZMYYC	open (door)	open (door)	213522		658.9	1323	Qiang (Taoping)	χgie²⁴¹
31784	ZMYYC	open (door)	open (door)	213548		658.12	1340	rGyalrong	ka tu
32788	ZMYYC	open (door)	open (door)	213519		658.3	1380	Tibetan (Khams:Dege)	ɕu⁵³
33792	ZMYYC	open (door)	open (door)	213552		658.20	1409	Xumi	qo³³
34796	ZMYYC	open (door)	open (door)	213558		658.32	1416	Hani (Shuikui)	phu³³
35800	ZMYYC	open (door)	open (door)	213562		658.40	1428	Burmese (Spoken Rangoon)	phwĩ⁵³
36804	ZMYYC	open (door)	open (door)	213568		658.52	1431	Sulung [Puroik]	duaȶ³³
37776	ZMYYC	open (door)	open (door)	231840		658.13	1496	Tangut [Xixia]	--
38812	ZMYYC	open (door)	open (door)	213544		658.4	1550	Tibetan (Amdo:Bla-brang)	ɕe
39816	ZMYYC	open (door)	open (door)	213543		658.2	1557	Tibetan (Lhasa)	tɕhe⁵³
40820	ZMYYC	open (door)	open (door)	213518		658.1	1582	Tibetan (Written)	phje
41824	ZMYYC	open (door)	open (door)	213520		658.5	1585	Tibetan (Amdo:Zeku)	wɕe
42828	ZMYYC	open (door)	open (door)	213561		658.38	1615	Tujia	thoŋ³⁵
43832	ZMYYC	open (door)	open (door)	213553		658.22	1658	Yi (Dafang)	pho²¹
44837	ZMYYC	open (door)	open (door)	213529		658.25	1662	Yi (Mile)	phu³³
45842	ZMYYC	open (door)	open (door)	213555		658.26	1663	Yi (Mojiang)	khɒ²¹
46847	ZMYYC	open (door)	open (door)	213554		658.24	1664	Yi (Nanhua)	phu³³
47851	ZMYYC	open (door)	open (door)	213528		658.23	1666	Yi (Nanjian)	fu³³
48855	ZMYYC	open (door)	open (door)	213527		658.21	1670	Yi (Xide)	pho²¹
49859	ZMYYC	open (door)	open (door)	213531		658.29	1676	Naxi (Yongning)	phu³³
50863	ZMYYC	open (door)	open (door)	213563		658.42	1693	Atsi [Zaiwa]	phoŋ⁵⁵
51868	ZMYYC	open (door)	open (door)	213550		658.16	1699	Queyu (Yajiang) [Zhaba]	lə³⁵tɕhu⁵³
#
531	ZMYYC	open (eye)	open (eye)	207060		531.41	200	Achang (Longchuan)	*
1535	ZMYYC	open (eye)	open (eye)	207087		531.44	269	Anong	ȵi⁵⁵luŋ⁵⁵dʑɛ³¹liŋ⁵⁵
2539	ZMYYC	open (eye)	open (eye)	207058		531.37	311	Bai (Bijiang)	khɯ̃⁵⁵
3543	ZMYYC	open (eye)	open (eye)	207057		531.35	314	Bai (Dali)	khɯ⁵⁵
4547	ZMYYC	open (eye)	open (eye)	207083		531.36	317	Bai (Jianchuan)	khɯ⁵⁵
5551	ZMYYC	open (general term)	open (eye)	207065		531.51	368	Bokar Lhoba	kup ko
6555	ZMYYC	open (eye)	open (eye)	207059		531.39	411	Burmese (Written)	phwɑŋ¹
7559	ZMYYC	open (eye)	open (eye)	207080		531.30	418	Hani (Caiyuan)	kɔ⁵⁵ta³¹
8563	ZMYYC	open (eye)	open (eye)	207064		531.49	509	Darang [Taraon]	kɑ³⁵
9567	ZMYYC	open (eye)	open (eye)	207055		531.31	510	Hani (Dazhai)	bje³³
10571	ZMYYC	open (eye)	open (eye)	207088		531.46	537	Trung [Dulong]	tɕĕʔ⁵⁵
11575	ZMYYC	open (eye)	open (eye)	207072		531.14	557	Ergong (Danba)	*
12579	ZMYYC	open (eye)	open (eye)	207074		531.18	561	Ersu	paʴ⁵⁵
13584	ZMYYC	open (eye)	open (eye)	207089		531.48	592	Kaman [Miju]	tɯ³¹ɑi³⁵
14588	ZMYYC	open (eye)	open (eye)	207048		531.17	595	Guiqiong	*
15592	ZMYYC	open (eye)	open (eye)	207090		531.50	662	Idu	(kə³⁵)bə³¹lɑŋ⁵⁵
16596	ZMYYC	open (eye)	open (eye)	207063		531.47	690	Jingpho	phoʔ³¹
17600	ZMYYC	open (eye)	open (eye)	207082		531.34	696	Jinuo	tho³¹ȵɯ³³
18604	ZMYYC	open (eye)	open (eye)	207056		531.33	851	Lahu (Black)	ŋᴀ³⁵
19608	ZMYYC	open (eye)	open (eye)	207079		531.28	908	Naxi (Lijiang)	kho⁵⁵
20612	ZMYYC	open (eye)	open (eye)	207053		531.27	942	Lisu	bu³³; phu⁴⁴
21616	ZMYYC	open (eye)	open (eye)	207061		531.43	1034	Maru [Langsu]	phuŋ⁵⁵
22620	ZMYYC	open (eye)	open (eye)	207044		531.7	1088	Tsangla (Motuo)	ti
23625	ZMYYC	open (eye)	open (eye)	207068		531.6	1092	Tshona (Mama)	tᴀː¹³
24629	ZMYYC	open (eye)	open (eye)	207047		531.15	1136	Muya [Minyak]	tɯ³³qɑ⁵³
25633	ZMYYC	open (eye)	open (eye)	207049		531.19	1147	Namuyi	*
26637	ZMYYC	open (eye)	open (eye)	207062		531.45	1215	Nusu (Bijiang)	bɹɑ³¹
27641	ZMYYC	open (eye)	open (eye)	207046		531.11	1306	Pumi (Qinghua)	tə⁵⁵tʂua⁵⁵
28645	ZMYYC	open (eye)	open (eye)	207070		531.10	1309	Pumi (Taoba)	thə³⁵tã⁵⁵
29649	ZMYYC	open (eye)	open (eye)	207069		531.8	1320	Qiang (Mawo)	tə tʂɑ
30653	ZMYYC	open (eye)	open (eye)	207045		531.9	1323	Qiang (Taoping)	phʐa⁵⁵
31657	ZMYYC	open (eye)	open (eye)	207071		531.12	1340	rGyalrong	ka sə ro
32661	ZMYYC	open (eye)	open (eye)	207042		531.3	1380	Tibetan (Khams:Dege)	doŋ⁵⁵
33665	ZMYYC	open (eye)	open (eye)	207075		531.20	1409	Xumi	*
34669	ZMYYC	open (eye)	open (eye)	207081		531.32	1416	Hani (Shuikui)	pɛ³³
35673	ZMYYC	open (eye)	open (eye)	207085		531.40	1428	Burmese (Spoken Rangoon)	phwĩ⁵³
36677	ZMYYC	open (eye)	open (eye)	207091		531.52	1431	Sulung [Puroik]	bə³³laŋ³³
37636	ZMYYC	open (eye)	open (eye)	231700		531.13	1496	Tangut [Xixia]	--
38685	ZMYYC	open (eye)	open (eye)	207067		531.4	1550	Tibetan (Amdo:Bla-brang)	ɕel
39689	ZMYYC	open (eye)	open (eye)	207066		531.2	1557	Tibetan (Lhasa)	taŋ¹³
40693	ZMYYC	open (eye)	open (eye)	207041		531.1	1582	Tibetan (Written)	gdaŋs
41697	ZMYYC	open (eye)	open (eye)	207043		531.5	1585	Tibetan (Amdo:Zeku)	ɣdaŋ
42701	ZMYYC	open (eye)	open (eye)	207084		531.38	1615	Tujia	toŋ⁵⁵
43705	ZMYYC	open (eye)	open (eye)	207076		531.22	1658	Yi (Dafang)	*
44710	ZMYYC	open (eye)	open (eye)	207052		531.25	1662	Yi (Mile)	phu³³zᴀ²¹
45715	ZMYYC	open (eye)	open (eye)	207078		531.26	1663	Yi (Mojiang)	khɒ²¹
46720	ZMYYC	open (eye)	open (eye)	207077		531.24	1664	Yi (Nanhua)	phu³³
47724	ZMYYC	open (eye)	open (eye)	207051		531.23	1666	Yi (Nanjian)	*
48728	ZMYYC	open (eye)	open (eye)	207050		531.21	1670	Yi (Xide)	pho²¹
49732	ZMYYC	open (eye)	open (eye)	207054		531.29	1676	Naxi (Yongning)	xɑ⁵⁵
50736	ZMYYC	open (eye)	open (eye)	207086		531.42	1693	Atsi [Zaiwa]	phoŋ⁵⁵
51741	ZMYYC	open (eye)	open (eye)	207073		531.16	1699	Queyu (Yajiang) [Zhaba]	lə³⁵ɣo⁵³
#
659	ZMYYC	open (lid)	open (lid)	213588		659.41	200	Achang (Longchuan)	phɔŋ³⁵
1663	ZMYYC	open (lid)	open (lid)	213615		659.44	269	Anong	*
2667	ZMYYC	open (lid)	open (lid)	213586		659.37	311	Bai (Bijiang)	lo⁵⁵xũ³³
3671	ZMYYC	open (lid)	open (lid)	213585		659.35	314	Bai (Dali)	lɑ³⁵xɯ⁵⁵
4675	ZMYYC	open (lid)	open (lid)	213611		659.36	317	Bai (Jianchuan)	lɑ⁵⁵
5679	ZMYYC	open (lid)	open (lid)	213593		659.51	368	Bokar Lhoba	*
6683	ZMYYC	open (lid)	open (lid)	213587		659.39	411	Burmese (Written)	phwɑŋ¹
7687	ZMYYC	open (lid)	open (lid)	213608		659.30	418	Hani (Caiyuan)	v̩⁵⁵phu³³
8691	ZMYYC	open (lid)	open (lid)	213592		659.49	509	Darang [Taraon]	po³⁵
9695	ZMYYC	open (lid)	open (lid)	213583		659.31	510	Hani (Dazhai)	phɔ³³
10699	ZMYYC	open (lid)	open (lid)	213616		659.46	537	Trung [Dulong]	puŋ⁵⁵
11703	ZMYYC	open (lid)	open (lid)	213600		659.14	557	Ergong (Danba)	tɕhi
12707	ZMYYC	open (lid)	open (lid)	213602		659.18	561	Ersu	tʃhɿ⁵⁵
13712	ZMYYC	open (lid)	open (lid)	213617		659.48	592	Kaman [Miju]	pho⁵⁵
14716	ZMYYC	open (lid)	open (lid)	213576		659.17	595	Guiqiong	xɑ⁵⁵
15720	ZMYYC	open (lid)	open (lid)	213618		659.50	662	Idu	ɑ³¹pho⁵⁵
16724	ZMYYC	open (lid)	open (lid)	213591		659.47	690	Jingpho	phoʔ³¹
17728	ZMYYC	open (lid)	open (lid)	213610		659.34	696	Jinuo	phɔ³³
18732	ZMYYC	open (lid)	open (lid)	213584		659.33	851	Lahu (Black)	zɛ³¹
19736	ZMYYC	open (lid)	open (lid)	213607		659.28	908	Naxi (Lijiang)	le⁵⁵; phu³³
20740	ZMYYC	open (lid)	open (lid)	213581		659.27	942	Lisu	ŋɑ⁵⁵
21744	ZMYYC	open (lid)	open (lid)	213589		659.43	1034	Maru [Langsu]	phuŋ⁵⁵
22748	ZMYYC	open (lid)	open (lid)	213572		659.7	1088	Tsangla (Motuo)	phek
23753	ZMYYC	open (lid)	open (lid)	213596		659.6	1092	Tshona (Mama)	phe⁵³
24757	ZMYYC	open (lid)	open (lid)	213575		659.15	1136	Muya [Minyak]	ɣuɑ⁵⁵
25761	ZMYYC	open (lid)	open (lid)	213577		659.19	1147	Namuyi	χa³⁵ŋgɛ³³
26765	ZMYYC	open (lid)	open (lid)	213590		659.45	1215	Nusu (Bijiang)	ʔlɑ⁵³ɑ³¹
27769	ZMYYC	open (lid)	open (lid)	213574		659.11	1306	Pumi (Qinghua)	thə¹³ɬɑ¹³
28773	ZMYYC	open (lid)	open (lid)	213598		659.10	1309	Pumi (Taoba)	khə³⁵ɬe³⁵
29777	ZMYYC	open (lid)	open (lid)	213597		659.8	1320	Qiang (Mawo)	rga
30781	ZMYYC	open (lid)	open (lid)	213573		659.9	1323	Qiang (Taoping)	tə³¹χgie³³
31785	ZMYYC	open (lid)	open (lid)	213599		659.12	1340	rGyalrong	ka pja
32789	ZMYYC	open (lid)	open (lid)	213570		659.3	1380	Tibetan (Khams:Dege)	ɕu⁵³
33793	ZMYYC	open (lid)	open (lid)	213603		659.20	1409	Xumi	phu⁵⁵
34797	ZMYYC	open (lid)	open (lid)	213609		659.32	1416	Hani (Shuikui)	xɛ⁵⁵phu³³
35801	ZMYYC	open (lid)	open (lid)	213613		659.40	1428	Burmese (Spoken Rangoon)	phwĩ⁵³
36805	ZMYYC	open (lid)	open (lid)	213619		659.52	1431	Sulung [Puroik]	duaȶ³³
37777	ZMYYC	open (lid)	open (lid)	231841		659.13	1496	Tangut [Xixia]	--
38813	ZMYYC	open (lid)	open (lid)	213595		659.4	1550	Tibetan (Amdo:Bla-brang)	kha ɕe
39817	ZMYYC	open (lid)	open (lid)	213594		659.2	1557	Tibetan (Lhasa)	kha⁵³tɕhe⁵³
40821	ZMYYC	open (lid)	open (lid)	213569		659.1	1582	Tibetan (Written)	phje
41825	ZMYYC	open (lid)	open (lid)	213571		659.5	1585	Tibetan (Amdo:Zeku)	wɕe
42829	ZMYYC	open (lid)	open (lid)	213612		659.38	1615	Tujia	tɕie⁵⁵
43833	ZMYYC	open (lid)	open (lid)	213604		659.22	1658	Yi (Dafang)	lə⁵⁵
44838	ZMYYC	open (lid)	open (lid)	213580		659.25	1662	Yi (Mile)	phu³³
45843	ZMYYC	open (lid)	open (lid)	213606		659.26	1663	Yi (Mojiang)	khɒ²¹
46848	ZMYYC	open (lid)	open (lid)	213605		659.24	1664	Yi (Nanhua)	phu³³
47852	ZMYYC	open (lid)	open (lid)	213579		659.23	1666	Yi (Nanjian)	vu⁵⁵khɑi³³; de²¹khɑi³³
48856	ZMYYC	open (lid)	open (lid)	213578		659.21	1670	Yi (Xide)	pho²¹
49860	ZMYYC	open (lid)	open (lid)	213582		659.29	1676	Naxi (Yongning)	gə³¹phu³³
50864	ZMYYC	open (lid)	open (lid)	213614		659.42	1693	Atsi [Zaiwa]	phoŋ⁵⁵
51869	ZMYYC	open (lid)	open (lid)	213601		659.16	1699	Queyu (Yajiang) [Zhaba]	wə³⁵thõ⁵³
#
799	ZMYYC	oppose	oppose	220728		799.41	200	Achang (Longchuan)	fan⁵¹tui³⁵
1803	ZMYYC	oppose	oppose	220755		799.44	269	Anong	*
2807	ZMYYC	oppose	oppose	220726		799.37	311	Bai (Bijiang)	fɑ²¹tui⁵⁵
3811	ZMYYC	oppose	oppose	220725		799.35	314	Bai (Dali)	fɑ³¹tui⁵⁵
4815	ZMYYC	oppose	oppose	220751		799.36	317	Bai (Jianchuan)	fɛ³¹tui⁵⁵
5819	ZMYYC	oppose	oppose	220733		799.51	368	Bokar Lhoba	*
6823	ZMYYC	oppose	oppose	220727		799.39	411	Burmese (Written)	hsɑn¹kjɑŋ²
7827	ZMYYC	oppose	oppose	220748		799.30	418	Hani (Caiyuan)	faŋ³¹tui⁵⁵
8831	ZMYYC	oppose	oppose	220732		799.49	509	Darang [Taraon]	ɹu⁵⁵jim⁵⁵
9835	ZMYYC	oppose	oppose	220723		799.31	510	Hani (Dazhai)	fa³³tø²⁴
10839	ZMYYC	oppose	oppose	220756		799.46	537	Trung [Dulong]	fɑn⁵⁵tui⁵⁵
11843	ZMYYC	oppose	oppose	220740		799.14	557	Ergong (Danba)	faŋ tue
12847	ZMYYC	oppose	oppose	220742		799.18	561	Ersu	ŋɛ³³phu⁵⁵
13852	ZMYYC	oppose	oppose	220757		799.48	592	Kaman [Miju]	kɯ³¹to⁵³pu⁵⁵
14856	ZMYYC	oppose	oppose	220716		799.17	595	Guiqiong	fɛ̃⁵³tue¹³
15860	ZMYYC	oppose	oppose	220758		799.50	662	Idu	ɹu⁵⁵gɑ⁵⁵kum⁵⁵
16864	ZMYYC	oppose	oppose	220731		799.47	690	Jingpho	niŋ³¹khap³¹; n³¹khap³¹
17868	ZMYYC	oppose	oppose	220750		799.34	696	Jinuo	tɕhɛr⁴²pho³¹
18872	ZMYYC	oppose	oppose	220724		799.33	851	Lahu (Black)	mᴀ⁵³nᴀ³³
19876	ZMYYC	oppose	oppose	220747		799.28	908	Naxi (Lijiang)	fa³³tue⁵⁵
20880	ZMYYC	oppose	oppose	220721		799.27	942	Lisu	be³¹ti⁵⁵
21884	ZMYYC	oppose	oppose	220729		799.43	1034	Maru [Langsu]	fan⁵⁵tui³¹
22888	ZMYYC	oppose	oppose	220712		799.7	1088	Tsangla (Motuo)	ŋogolʔa
23893	ZMYYC	oppose	oppose	220736		799.6	1092	Tshona (Mama)	ŋɔ¹³lɔʔ⁵³jᴀ¹³
24897	ZMYYC	oppose	oppose	220715		799.15	1136	Muya [Minyak]	ŋø³³lo⁵⁵
25901	ZMYYC	oppose	oppose	220717		799.19	1147	Namuyi	tʂha³³phu⁵⁵
26905	ZMYYC	oppose	oppose	220730		799.45	1215	Nusu (Bijiang)	*
27909	ZMYYC	oppose	oppose	220714		799.11	1306	Pumi (Qinghua)	fɑ̃¹³tyɛ̃¹³
28913	ZMYYC	oppose	oppose	220738		799.10	1309	Pumi (Taoba)	xə³⁵du⁵⁵
29917	ZMYYC	oppose	oppose	220737		799.8	1320	Qiang (Mawo)	ɸan tue tʃə
30921	ZMYYC	oppose	oppose	220713		799.9	1323	Qiang (Taoping)	fan⁵¹tue¹³pu³³
31925	ZMYYC	oppose	oppose	220739		799.12	1340	rGyalrong	kanətʂi
32929	ZMYYC	oppose	oppose	220710		799.3	1380	Tibetan (Khams:Dege)	ŋo¹³loʔ⁵³ɕeʔ³¹
33933	ZMYYC	oppose	oppose	220743		799.20	1409	Xumi	ɸɛ̃⁵⁵tue³⁵
34937	ZMYYC	oppose	oppose	220749		799.32	1416	Hani (Shuikui)	fã³¹tui⁵⁵
35941	ZMYYC	oppose	oppose	220753		799.40	1428	Burmese (Spoken Rangoon)	hsɑ̃⁵³tɕĩ²²
36945	ZMYYC	oppose	oppose	220759		799.52	1431	Sulung [Puroik]	*
37932	ZMYYC	oppose	oppose	231996		799.13	1496	Tangut [Xixia]	--
38953	ZMYYC	oppose	oppose	220735		799.4	1550	Tibetan (Amdo:Bla-brang)	ŋo lok jie
39957	ZMYYC	oppose	oppose	220734		799.2	1557	Tibetan (Lhasa)	ŋo¹³kø¹⁵-tɕhɛʔ¹³
40961	ZMYYC	oppose	oppose	220709		799.1	1582	Tibetan (Written)	rgol
41965	ZMYYC	oppose	oppose	220711		799.5	1585	Tibetan (Amdo:Zeku)	lon ndzok
42969	ZMYYC	oppose	oppose	220752		799.38	1615	Tujia	xuan⁵⁵tui³⁵
43973	ZMYYC	oppose	oppose	220744		799.22	1658	Yi (Dafang)	ʈhu⁵⁵phɔ³³
44978	ZMYYC	oppose	oppose	220720		799.25	1662	Yi (Mile)	tu̱³³zi²¹
45983	ZMYYC	oppose	oppose	220746		799.26	1663	Yi (Mojiang)	fã³¹tui⁵⁵
46988	ZMYYC	oppose	oppose	220745		799.24	1664	Yi (Nanhua)	fᴀ̃²¹tui⁵⁵
47992	ZMYYC	oppose	oppose	220719		799.23	1666	Yi (Nanjian)	fɑŋ²¹tuei⁵⁵
48996	ZMYYC	oppose	oppose	220718		799.21	1670	Yi (Xide)	le⁴⁴phu̱³³
50000	ZMYYC	oppose	oppose	220722		799.29	1676	Naxi (Yongning)	fa³³tue⁵⁵
51004	ZMYYC	oppose	oppose	220754		799.42	1693	Atsi [Zaiwa]	fan⁵¹tui⁵⁵
52009	ZMYYC	oppose	oppose	220741		799.16	1699	Queyu (Yajiang) [Zhaba]	ŋo³⁵lo⁵³
#
980	ZMYYC	others	others	229959		980.41	200	Achang (Longchuan)	su⁵⁵
1984	ZMYYC	others	others	229986		980.44	269	Anong	ɑ³¹tshɑŋ⁵⁵tɕhim³¹
2988	ZMYYC	others	others	229957		980.37	311	Bai (Bijiang)	khui⁵⁵le⁵⁵ȵi²¹
3992	ZMYYC	others	others	229956		980.35	314	Bai (Dali)	pɯ³¹ȵi²¹
4996	ZMYYC	others	others	229982		980.36	317	Bai (Jianchuan)	khui⁵⁵ɕi⁵⁵jĩ²¹
6000	ZMYYC	others	others	229964		980.51	368	Bokar Lhoba	mi
7004	ZMYYC	others	others	229958		980.39	411	Burmese (Written)	thu²mjɑɛ
8008	ZMYYC	others	others	229979		980.30	418	Hani (Caiyuan)	ɔ³¹tsu³¹
9012	ZMYYC	others	others	229963		980.49	509	Darang [Taraon]	me³⁵pɯi⁵³
10016	ZMYYC	others	others	229954		980.31	510	Hani (Dazhai)	a³¹nu³³tsho⁵⁵
11020	ZMYYC	others	others	229987		980.46	537	Trung [Dulong]	ɑ³¹tsɑ̆ŋ⁵³
12024	ZMYYC	others	others	229971		980.14	557	Ergong (Danba)	lmɛ ȵɯ
13028	ZMYYC	others	others	229973		980.18	561	Ersu	ndʑo⁵⁵ji⁵⁵
14033	ZMYYC	others	others	229988		980.48	592	Kaman [Miju]	tsoŋ³⁵lɑŋ⁵³
15037	ZMYYC	others	others	229947		980.17	595	Guiqiong	ji⁵⁵nɑ⁵⁵
16041	ZMYYC	others	others	229989		980.50	662	Idu	kɑ³¹ɹu³⁵
17045	ZMYYC	others	others	229962		980.47	690	Jingpho	mă³¹ʃa³¹ni³³
18049	ZMYYC	others	others	229981		980.34	696	Jinuo	khɯ³³pha³¹ɕɔ³¹
19053	ZMYYC	others	others	229955		980.33	851	Lahu (Black)	su³³
20057	ZMYYC	others	others	229978		980.28	908	Naxi (Lijiang)	ɕy³¹ɕi³¹
21061	ZMYYC	others	others	229952		980.27	942	Lisu	su⁴⁴
22065	ZMYYC	others	others	229960		980.43	1034	Maru [Langsu]	sə̆³¹pɛ̱⁵⁵
23069	ZMYYC	others	others	229943		980.7	1088	Tsangla (Motuo)	*
24074	ZMYYC	others	others	229967		980.6	1092	Tshona (Mama)	mi¹³ʑen¹³tᴀʔ⁵³
25078	ZMYYC	others	others	229946		980.15	1136	Muya [Minyak]	ndʑø³⁵nɯ³⁵
26082	ZMYYC	others	others	229948		980.19	1147	Namuyi	jy³³χo⁵⁵
