ID	DOCULECT	CONCEPT	RGEN	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	IPA	TOKENS
217	Kanauri	the mother	336679	1216	219	mother / sister of mother	ama	a m a
218	Kanauri	the mother	338049	1216	219	mother (n)	mănn	m ă nn
219	Kanauri	the mountain	339276	639	23	mountain	raṅ◦tsō	r a ṅ ◦ ts ō
220	Kanauri	the mountain	338581	639	23	hill / mountain (n)	răṅ	r ă ṅ
221	Kanauri	the mouse or rat	338493	2139	320	mouse (n)	pĭū(h)	p ĭ ū
222	Kanauri	the mouth	337710	674	84	mouth (n)	kha◦köṅ	kh a ◦ k ö ṅ
223	Kanauri	the mud	339247	640	46	mud (white) (n)	tshitsho	tsh i tsh o
224	Kanauri	the mud	339263	640	46	mud / mire (n)	tsikăr	ts i k ă r
225	Kanauri	the mud	337962	640	46	mud (n)	lăss	l ăss
226	Kanauri	the nail (fingernail or claw)	337116	2128	113	claw / nail of finger or toe (n)	cin	c i n
227	Kanauri	the nail (fingernail or claw)	338546	2128	113	nail (n)	prēg	p r ē g
228	Kanauri	the name	338217	1405	687	name (n)	namöṅ	n a m ö ṅ
229	Kanauri	the neck	337649	1333	89	neck (n)	kakʻ◦ts	k a kʻ ◦ ts
230	Kanauri	the needle (for sewing)	337703	1382	578	needle (n)	kebʻ	k e bʻ
231	Kanauri	the needle (for sewing)	337955	1382	578	needle (pine) (n)	laṇiṅ	l a ṇ i ṅ
232	Kanauri	the nose	337368	1221	80	smell (generally sweet) (n)	ga◦ṇöm	g a ◦ ṇ ö m
233	Kanauri	the nose	337369	1221	80	smell (bad)	mār gaṇöm	mār gaṇöm
234	Kanauri	the otter	338710	15	317	otter (n)	sā khō	sā khō
235	Kanauri	the pig	338983	1337	284	pig (wild)	bŏṇiṅŭ sŭṅrös	bŏṇiṅŭ sŭṅrös
236	Kanauri	the pig	338982	1337	284	pig (n)	sŭṅrös	s ŭ ṅ r ös
237	Kanauri	the rain	337060	658	10	rain (n)	char◦bā	ch a r ◦ b ā
238	Kanauri	the rain	337928	658	10	rain (vi)	lagĕnnigʻ	l a g ĕ nn i gʻ
239	Kanauri	the rain	337929	658	10	rain (n)	lăgĕts tī	lăgĕts tī
240	Kanauri	the rain	337930	658	10	rain (n)	lăgĕt tī	lăgĕt tī
241	Kanauri	the rain	339118	658	10	water / rain / juice / sap (n)	tī	t ī
242	Kanauri	the rainbow	336968	1733	11	rainbow (n)	brāmĕts	b r ā m ĕ ts
243	Kanauri	the rainbow	339122	1733	11	rainbow	tī lăn◦mĕts	tī lăn◦mĕts
244	Kanauri	the rainbow	337960	1733	11	rainbow (tī lănmĕts) (n)	lăn◦mĕts	l ă n ◦ m ĕ ts
245	Kanauri	the river	338906	666	30	river (n)	sŏmŭdröṅ	s ŏ m ŭ d r ö ṅ
246	Kanauri	the river	337378	666	30	stream / brook (n)	gāröṅ	g ā r ö ṅ
247	Kanauri	the river	338212	666	30	stream / brook (n)	nā◦löṅ	n ā ◦ l ö ṅ
248	Kanauri	the road	338333	667	38	path / way (n)	om	o m
249	Kanauri	the rope	336949	1218	619	rope (n)	bös̱ẖ	b ös̱ ẖ
250	Kanauri	the rope	339058	1218	619	rope (n)	thakpā	th a k p ā
251	Kanauri	the rope	338926	1218	619	break (thread, string) (vt)	sörmigʻ	s ö r m i gʻ
252	Kanauri	the rope	338636	1218	619	twine / cord / thread (n)	ridʻ	r i dʻ
253	Kanauri	the salt	338720	1274	61	salt (n)	sămbŭr tshā	sămbŭr tshā
254	Kanauri	the salt	339219	1274	61	salt (n)	tshā	tsh ā
255	Kanauri	the sand	336756	671	44	sand (n)	bāliṅ	b ā l i ṅ
256	Kanauri	the seed	338000	714	405	egg (n)	līṭ(h)	l ī ṭ
257	Kanauri	the seed	336879	714	405	seed (n)	bīöṅ	b ī ö ṅ
258	Kanauri	the sheep	337720	1331	275	sheep (n)	khăss	kh ăss
259	Kanauri	the sheep	337010	1331	275	sheep (Tibetan) (n)	byaṅ kar(h) khăss	byaṅ kar khăss
260	Kanauri	the sheep	337721	1331	275	sheep (Tibetan)	byaṅ khăss	byaṅ khăss
261	Kanauri	the shit	338140	676	151	dung, cattle (n)	mɔ̆löṅ	m ɔ̆ l ö ṅ
262	Kanauri	the shit	337312	676	151	dung (of sheep, goats) (n)	dŭl(h)	d ŭ l
263	Kanauri	the shit	337953	676	151	dung (cow, dried) (n)	laṅbō	l a ṅ b ō
264	Kanauri	the shit	337838	676	151	dung (dried, cattle) (n)	kŏrkhṭū	k ŏ r kh ṭ ū
265	Kanauri	the shit	338472	676	151	dung (human) (n)	phurɔ̄	ph u r ɔ̄
266	Kanauri	the shit	337984	676	151	dung (horse) (n)	lid(h)	l i d
267	Kanauri	the shit	337818	676	151	dung (dried cattle) (n)	kŏdʻ	k ŏ dʻ
268	Kanauri	the shoulder	336869	1482	90	shoulder (n)	bidʻ	b i dʻ
269	Kanauri	the shoulder	338326	1482	90	back / behind (adv)	nyuskōʻ	n y u s k ōʻ
270	Kanauri	the shoulder	338486	1482	90	back (n)	pi◦s̱ẖṭiṅ	p i ◦ s̱ ẖ ṭ i ṅ
271	Kanauri	the skin	337775	763	120	skin (vt)	khŭl◦khōmigʻ	kh ŭ l ◦ kh ō m i gʻ
272	Kanauri	the skin	339012	763	120	skin (vt)	talöṅ khōmigʻ	talöṅ khōmigʻ
273	Kanauri	the skin	339011	763	120	leather / hide (cut, incomplete) (n)	ṭalöṅ	ṭ a l ö ṅ
274	Kanauri	the skin	337750	763	120	skin / peel (vt)	khōmigʻ	kh ō m i gʻ
275	Kanauri	the skin	336900	763	120	skin / take bark off tree or wand (vt)	bodʻ khōmigʻ	bodʻ khōmigʻ
276	Kanauri	the skin	337774	763	120	skin (of sheep, goats, birds) (n)	khŭl(h)	kh ŭ l
277	Kanauri	the sky	337948	1732	1	wind / air (n)	lān	l ā n
278	Kanauri	the smoke	339331	778	19	drink / smoke (vt)	tuṅ◦migʻ	t u ṅ ◦ m i gʻ
279	Kanauri	the smoke	337301	778	19	smoke / vapor / mist (n)	dŭböṅ	d ŭ b ö ṅ
280	Kanauri	the snake	338729	730	347	snake (n)	sapös	s a p ös
281	Kanauri	the snow	338954	784	12	ice / snow (perpetual) (n)	stil(h)	s t i l
282	Kanauri	the snow	339249	784	12	snow (perpetual) (n)	tshō	tsh ō
283	Kanauri	the snow	338653	784	12	snow (melting, falling into river) (n)	rīsŭr	r īs ŭ r
284	Kanauri	the son	337054	1620	220	child / son / son of brother (n)	chaṅ	ch a ṅ
285	Kanauri	the spider	337007	843	361	spider (small) (n)	butukts	b u t u k ts
286	Kanauri	the spider	337313	843	361	spider (small) (n)	dŭl butukts	dŭl butukts
287	Kanauri	the spider	336959	843	361	spider (large) (n)	bötō	b ö t ō
288	Kanauri	the star	338884	1430	5	star (morning) (n)	saṅ skar	saṅ skar
289	Kanauri	the star	338881	1430	5	star (n)	skar(h)	s k a r
290	Kanauri	the star	338887	1430	5	star (n)	skar◦o	s k a r ◦ o
291	Kanauri	the star	338883	1430	5	star (evening) (n)	roĕn skar	roĕn skar
292	Kanauri	the stick	337215	1295	586	stick (n)	dĕṅa	d ĕ ṅ a
293	Kanauri	the stick	338791	1295	586	wood (n)	s̱ẖiṅ	s̱ ẖ i ṅ
294	Kanauri	the stick	337216	1295	586	stick (small) (n)	dĕṅats	d ĕ ṅ a ts
295	Kanauri	the stick	336854	1295	586	stick (long, for gathering walnuts) (n)	bergā	b e r g ā
296	Kanauri	the stick	339329	1295	586	stick / attached / caught (of disease) / contagious (vi)	tummigʻ (-bo)	t u mm i gʻ
297	Kanauri	the stone (a piece of)	338382	857	379	stone (large, flat) (n)	pan	p a n
298	Kanauri	the stone (a piece of)	338756	857	379	stone (very small) (n)	s̱ẖaṅ	s̱ ẖ a ṅ
