# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD	STEDT_TAXON_NAME	STEDT_RN	REFLEX	LGID	GFN	SRCID	SRCABBR	RGEN	STEDT_GLOSS
24040						0	the sun	Tibetan_Alike						ȵə mæ									0	STEDT/TBL	Tibetan			ȵ ə _ m æ			Tibetan (Alike)	79427	ȵə mæ	1848	n	0002.05	TBL	345045	sun
24239						0	the sun	Hani_Lüchun						nɔ⁵⁵ma³³									0	STEDT/TBL	Southern Loloish			n ɔ ⁵⁵ ◦ m a ³³			Hani (Lüchun)	63351	nɔ⁵⁵ma³³	1839	n	0002.41	TBL	345081	sun
24351						0	the sun	Yidu						i⁵⁵ȵi⁵⁵									0	STEDT/TBL	Deng			i ⁵⁵ ◦ ȵ i ⁵⁵			Yidu	30725	i⁵⁵ȵi⁵⁵	1821	n	0002.25	TBL	345065	sun
24385						0	the sun	Gazhuo						m³¹ma²⁴									0	STEDT/TBL	Northern Loloish			m ³¹ ◦ m a ²⁴			Gazhuo	74292	m³¹ma²⁴	1845	n	0002.47	TBL	345094	sun
24724						0	the sun	Xumi						ȵe⁵³mi³³									0	STEDT/TBL	Qiangic			ȵ e ⁵³ ◦ m i ³³			Xumi	14889	ȵe⁵³mi³³	1812	n	0002.17	TBL	345057	sun
25137						0	the sun	Karen						mɯ³¹									0	STEDT/TBL	Karenic			m ɯ ³¹			Karen	81017	mɯ³¹	1849	n	0002.50	TBL	345090	sun
25279						0	the sun	Nusu_Central						ȵi³³									0	STEDT/TBL	Northern Loloish			ȵ i ³³			Nusu (Central)	48466	ȵi³³	1831	n	0002.34	TBL	345074	sun
25287						0	the sun	Nung						nɛm³¹									0	STEDT/TBL	Nungic			n ɛ m ³¹			Nung	24463	nɛm³¹	1817	n	0002.21	TBL	345093	sun
25498						0	the sun	Hani_Mojiang						nu⁵⁵mɔ³³									0	STEDT/TBL	Southern Loloish			n u ⁵⁵ ◦ m ɔ ³³			Hani (Mojiang)	65141	nu⁵⁵mɔ³³	1840	n	0002.42	TBL	345082	sun
25657						0	the sun	Kaman_Miju						min³⁵									0	STEDT/TBL	Deng			m i n ³⁵			Kaman [Miju]	27365	min³⁵	1819	n	0002.23	TBL	345063	sun
#
10442	tail (105)	-			尾巴	0	the tail	Dashi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Dashi								
10443	tail (105)	-			尾巴	0	the tail	Zhaozhuang		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Zhaozhuang								
10444	tail (105)	-			尾巴	0	the tail	Ega		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Ega								
10445	tail (105)	-			尾巴	0	the tail	Enqi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Enqi								
10446	tail (105)	ŋ ɤ - ⁴⁴ t ɤ - ³⁵ - - - -			尾巴	504	the tail	Eryuan		ŋɤ44tɤ35	tail / 尾巴	-	tail (167)	ŋɤ₄₄tɤ₃₅		-	5468					Noun	1193	Allen2007, 88	Bai	tail(160)	tail(84)	ŋ ɤ ⁴⁴ t ɤ ³⁵	tail(27)	4.18	Eryuan								
10447	tail (105)	-			尾巴	0	the tail	Gongxing		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Gongxing								
10448	tail (105)	- ṽ - ³³ t u ɔ ⁵⁵ l u ɔ ⁵⁵			尾巴	504	the tail	Heqi		ṽ33tuɔ55luɔ55	tail / 尾巴	-	tail (167)	ṽ₃₃tuɔ₅₅luɔ₅₅		-	5468					Noun	1194	Allen2007, 88	Bai	tail(160)	tail(84)	ṽ ³³ t u ɔ ⁵⁵ l u ɔ ⁵⁵	tail(27)	4.18	Heqi								
10449	tail (105)	- ɤ̃ ∼ ³³ t ɤ̃ ∼ ⁵⁵ - - - -			尾巴	504	the tail	Jianchuan		ɤ̃33tɤ̃55	tail / 尾巴	-	tail (167)	ɤ̃₃₃tɤ̃₅₅		-	5468					Noun	1195	Allen2007, 88	Bai	tail(160)	tail(84)	ɤ̃ ∼ ³³ t ɤ̃ ∼ ⁵⁵	tail(27)	4.18	Jianchuan								
10450	tail (105)	-			尾巴	0	the tail	Jinman		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Jinman								
10451	tail (105)	-			尾巴	0	the tail	Jinxing		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Jinxing								
10452	tail (105)	m æ̃ ∼ ³¹ q u a ⁵⁵ - - - -			尾巴	504	the tail	Luobenzhuo		mæ̃31qua55	tail / 尾巴	-	tail (167)	mæ̃₃₁qua₅₅		-	5468					Noun	1197	Allen2007, 88	Bai	tail(160)	tail(84)	m æ̃ ∼ ³¹ q u a ⁵⁵	tail(27)	4.18	Luobenzhuo								
10453	tail (105)	-			尾巴	0	the tail	Mazhelong		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Mazhelong								
10454	tail (105)	m i - ⁴⁴ t u - ³⁵ - - - -			尾巴	504	the tail	Qiliqiao		mi44tu35	tail / 尾巴	-	tail (167)	mi₄₄tu₃₅		-	5468					Noun	1198	Allen2007, 88	Bai	tail(160)	tail(84)	m i ⁴⁴ t u ³⁵	tail(27)	4.18	Qiliqiao								
10455	tail (105)	m i - ³³ t ɯ - ³⁵ - - - -			尾巴	504	the tail	Xiangyun		mi33tɯ35	tail / 尾巴	-	tail (167)	mi₃₃tɯ₃₅		-	5468					Noun	1198	Allen2007, 88	Bai	tail(160)	tail(84)	m i ³³ t ɯ ³⁵	tail(27)	4.18	Xiangyun								
10456	tail (105)	ŋ ɤ - ⁴⁴ t ɤ - ³⁵ - - - -			尾巴	504	the tail	Yunlong		ŋɤ44tɤ35	tail / 尾巴	-	tail (167)	ŋɤ₄₄tɤ₃₅		-	5468					Noun	1193	Allen2007, 88	Bai	tail(160)	tail(84)	ŋ ɤ ⁴⁴ t ɤ ³⁵	tail(27)	4.18	Yunlong								
10457	tail (105)	-			尾巴	0	the tail	Zhoucheng		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bai	tail(160)	tail(84)	-	tail(27)	4.18	Zhoucheng								
10458	tail (105)	-			尾巴	0	the tail	Cone_Tibetan		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bodic	tail(160)	tail(84)	-	tail(27)	4.18	Cone_Tibetan								
10459	tail (105)	-			尾巴	0	the tail	Lhasa_Tibetan		-	-	-	tail (167)	-		-	5468					Noun	0	-	Bodic	tail(160)	tail(84)	-	tail(27)	4.18	Lhasa_Tibetan								
10460	tail (105)	-			尾巴	506	the tail	Old_Tibetan		rŋa.ma	tail	尾	tail (167)	rŋa.ma		-	5468					Noun	0	-	Bodic	tail(160)	tail(84)	r ŋ a m a	tail(27)	4.18	Old_Tibetan								
10461	tail (105)	-			尾巴	0	the tail	Achang_Lianghe		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Achang_Lianghe								
10462	tail (105)	-			尾巴	0	the tail	Achang_Longchuan		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Achang_Longchuan								
10463	tail (105)	-			尾巴	0	the tail	Achang_Luxi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Achang_Luxi								
10464	tail (105)	-			尾巴	0	the tail	Atsi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Atsi								
10465	tail (105)	-			尾巴	0	the tail	Bola		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Bola								
10466	tail (105)	-			尾巴	505	the tail	Burmese		mri²	tail	尾	tail (167)	mri²		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	m r i ²	tail(27)	4.18	Burmese								
10467	tail (105)	-			尾巴	0	the tail	Hpun		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Hpun								
10468	tail (105)	-			尾巴	0	the tail	Lashi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Lashi								
10469	tail (105)	-			尾巴	0	the tail	Maru		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Maru								
10470	tail (105)	-			尾巴	0	the tail	Old_Burmese		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Old_Burmese								
10471	tail (105)	-			尾巴	0	the tail	Xiandau		-	-	-	tail (167)	-		-	5468					Noun	0	-	Burmish	tail(160)	tail(84)	-	tail(27)	4.18	Xiandau								
10472	tail (105)	-			尾巴	0	the tail	Dumi		-	-	-	tail (167)	-		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	-	tail(27)	4.18	Dumi								
10473	tail (105)	-			尾巴	505	the tail	Khaling		mêr	tail	尾	tail (167)	mêr		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	m ê r	tail(27)	4.18	Khaling								
10474	tail (105)	-			尾巴	505	the tail	Limbu		mi²	tail	尾	tail (167)	mi²		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	m i ²	tail(27)	4.18	Limbu								
10475	tail (105)	-			尾巴	0	the tail	Wambule		-	-	-	tail (167)	-		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	-	tail(27)	4.18	Wambule								
10476	tail (105)	-			尾巴	0	the tail	Yakkha		-	-	-	tail (167)	-		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	-	tail(27)	4.18	Yakkha								
10477	tail (105)	-			尾巴	0	the tail	Yamphu		-	-	-	tail (167)	-		-	5468					Noun	0	-	Kiranti	tail(160)	tail(84)	-	tail(27)	4.18	Yamphu								
10478	tail (105)	-			尾巴	0	the tail	Dulong		-	-	-	tail (167)	-		-	5468					Noun	0	-	Nungish	tail(160)	tail(84)	-	tail(27)	4.18	Dulong								
10479	tail (105)	-			尾巴	0	the tail	Jingpo		-	-	-	tail (167)	-		-	5468					Noun	0	-	SAL	tail(160)	tail(84)	-	tail(27)	4.18	Jingpo								
10480	tail (105)	-			尾巴	0	the tail	Beijing		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Beijing								
10481	tail (105)	-			尾巴	0	the tail	Caijia		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Caijia								
10482	tail (105)	-			尾巴	0	the tail	Changsha		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Changsha								
10484	tail (105)	-			尾巴	0	the tail	Guangzhou		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Guangzhou								
10485	tail (105)	-			尾巴	0	the tail	Meixian		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Meixian								
10486	tail (105)	-			尾巴	507	the tail	Old_Chinese		*[m]əjʔ	tail	尾	tail (167)	*[m]əjʔ		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	m ə j ʔ	tail(27)	4.18	Old_Chinese								
10487	tail (105)	-			尾巴	0	the tail	Xiamen		-	-	-	tail (167)	-		-	5468					Noun	0	-	Sinitic	tail(160)	tail(84)	-	tail(27)	4.18	Xiamen								
10488	tail (105)	-			尾巴	0	the tail	Guiqiong		-	-	-	tail (167)	-		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	-	tail(27)	4.18	Guiqiong								
10489	tail (105)	-			尾巴	505	the tail	Japhug		tɤ-jme	tail	尾	tail (167)	tɤ-jme		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	t ɤ ◦ j m e	tail(27)	4.18	Japhug								
10490	tail (105)	-			尾巴	0	the tail	Khroskyabs_Wobzi		-	-	-	tail (167)	-		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	-	tail(27)	4.18	Khroskyabs_Wobzi								
10491	tail (105)	-			尾巴	0	the tail	Muya		-	-	-	tail (167)	-		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	-	tail(27)	4.18	Muya								
10492	tail (105)	-			尾巴	0	the tail	Stau		-	-	-	tail (167)	-		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	-	tail(27)	4.18	Stau								
10493	tail (105)	-			尾巴	505	the tail	Tangut		mjiij¹	tail	尾	tail (167)	mjiij¹		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	m j ii j ¹	tail(27)	4.18	Tangut								
10494	tail (105)	-			尾巴	0	the tail	Zbu		-	-	-	tail (167)	-		-	5468					Noun	0	-	rGyalrongic	tail(160)	tail(84)	-	tail(27)	4.18	Zbu								
13142						0	the tail	Guzhang								none	5468						0								Guzhang								
13404						0	the tail	Ganzhou		wəj3 pa1	tail (163)			wəj⁴pa²			5468						0					w ə j ⁴ p a ²			Ganzhou								
13629						0	the tail	Caijia									5468						0								Caijia								
13889						0	the tail	Jixi				尾巴		vi²¹³ po³¹			5468						0								Jixi								
14149						0	the tail	Changshan									5468						0								Changshan								
14669						0	the tail	Dancun				尾		mi⁵⁵			5468						0								Dancun								
15074						0	the tail	Tibetan_Written						rŋa ma									0	STEDT/TBL	Tibetan			r ◦ ŋ a _ m a			Tibetan (Written)	333	rŋa ma	1804	n	0267.01	TBL	358923	tail
15457						0	the tail	Cuona_Menba						khlɛʔ⁵³									0	STEDT/TBL	Bodic			kh l ɛ ʔ ⁵³			Cuona Menba	82839	khlɛʔ⁵³	1850	n	0267.06	TBL	358928	tail
15762						0	the tail	Yi_Xide						phu²¹ʂu³³									0	STEDT/TBL	Northern Loloish			ph u ²¹ ◦ ʂ u ³³			Yi (Xide)	50534	phu²¹ʂu³³	1832	n	0267.35	TBL	358957	tail
16158						0	the tail	Tibetan_Written						gʑug gu									0	STEDT/TBL	Tibetan			gʑ u g _ g u			Tibetan (Written)	334	gʑug gu	1804	n	0267.01	TBL	358973	tail
16658						0	the tail	Motuo_Menba						ɕam pi									0	STEDT/TBL	Bodic			ɕ a m _ p i			Motuo Menba	84636	ɕam pi	1851	n	0267.07	TBL	358929	tail
17090						0	the tail	Yi_Weishan						ʔmᴇ²¹phᴇ²¹									0	STEDT/TBL	Northern Loloish			ʔ m ᴇ ²¹ ◦ ph ᴇ ²¹			Yi (Weishan)	52520	ʔmᴇ²¹phᴇ²¹	1833	n	0267.36	TBL	358958	tail
17463						0	the tail	Lyuzu						mu³³kəʴ⁵³									0	STEDT/TBL	Qiangic			m u ³³ ◦ k əʴ ⁵³			Lyuzu	17037	mu³³kəʴ⁵³	1813	n	0267.18	TBL	358940	tail
17520						0	the tail	rGyalrong_Maerkang						tɐ jmi									0	STEDT/TBL	rGyalrong			t ɐ _ j ◦ m i			rGyalrong (Maerkang)	3992	tɐ jmi	1806	n	0267.11	TBL	358933	tail
17830						0	the tail	Tibetan_Lhasa						ŋa⁵⁵ma⁵⁵									0	STEDT/TBL	Tibetan			ŋ a ⁵⁵ ◦ m a ⁵⁵			Tibetan (Lhasa)	20797	ŋa⁵⁵ma⁵⁵	1815	n	0267.02	TBL	358924	tail
17831						0	the tail	Tibetan_Lhasa						ɕu¹³ku⁵⁵									0	STEDT/TBL	Tibetan			ɕ u ¹³ ◦ k u ⁵⁵			Tibetan (Lhasa)	20798	ɕu¹³ku⁵⁵	1815	n	0267.02	TBL	358974	tail
18056						0	the tail	Jinuo						to⁴⁴mi⁴⁴									0	STEDT/TBL	Central Loloish			t o ⁴⁴ ◦ m i ⁴⁴			Jinuo	69067	to⁴⁴mi⁴⁴	1842	n	0267.44	TBL	358966	tail
18606						0	the tail	Yi_Sani						mæ⁵⁵									0	STEDT/TBL	Central Loloish			m æ ⁵⁵			Yi (Sani)	58198	mæ⁵⁵	1836	n	0267.39	TBL	358961	tail
18743						0	the tail	Daofu						rŋa ma									0	STEDT/TBL	rGyalrongic			r ◦ ŋ a _ m a			Daofu	5869	rŋa ma	1807	n	0267.12	TBL	358934	tail
19034						0	the tail	Dulong						mi⁵⁵									0	STEDT/TBL	Nungic			m i ⁵⁵			Dulong	22889	mi⁵⁵	1816	n	0267.20	TBL	358942	tail
19086						0	the tail	Pumi_Lanping						mɐ¹³ɬiɛ⁵⁵									0	STEDT/TBL	Qiangic			m ɐ ¹³ ◦ ɬ i ɛ ⁵⁵			Pumi (Lanping)	88278	mɐ¹³ɬiɛ⁵⁵	1853	n	0267.09	TBL	358931	tail
19183						0	the tail	Dulong						mi⁵⁵tɕɔʔ⁵⁵									0	STEDT/TBL	Nungic			m i ⁵⁵ ◦ tɕ ɔ ʔ ⁵⁵			Dulong	22890	mi⁵⁵tɕɔʔ⁵⁵	1816	n	0267.20	TBL	358976	tail
19628						0	the tail	Yi_Wuding						mɒ¹¹ʂv̩³³									0	STEDT/TBL	Northern Loloish			m ɒ ¹¹ ʂ v̩ ³³			Yi (Wuding)	56264	mɒ¹¹ʂv̩³³	1835	n	0267.38	TBL	358960	tail
20440						0	the tail	Nung						ȵi³¹tɕhuŋ⁵⁵									0	STEDT/TBL	Nungic			ȵ i ³¹ ◦ tɕh u ŋ ⁵⁵			Nung	24731	ȵi³¹tɕhuŋ⁵⁵	1817	n	0267.21	TBL	358943	tail
20884						0	the tail	Pumi_Jiulong						mɛi³¹									0	STEDT/TBL	Qiangic			m ɛ i ³¹			Pumi (Jiulong)	2325	mɛi³¹	1805	n	0267.10	TBL	358932	tail
20894						0	the tail	Gazhuo						mɯ⁵⁵ta³²³									0	STEDT/TBL	Northern Loloish			m ɯ ⁵⁵ ◦ t a ³²³			Gazhuo	74561	mɯ⁵⁵ta³²³	1845	n	0267.47	TBL	358969	tail
21447						0	the tail	Darang_Taraon						lɯ³¹|mɯn⁵⁵									0	STEDT/TBL	Deng			l ɯ ³¹| ◦ m ɯ n ⁵⁵			Darang [Taraon]	26212	lɯ³¹|mɯn⁵⁵	1818	n	0267.22	TBL	358944	tail
21606						0	the tail	Qiang_Mawo						sɛ kuɛ									0	STEDT/TBL	Qiangic			s ɛ _ k u ɛ			Qiang (Mawo)	86342	sɛ kuɛ	1852	n	0267.08	TBL	358930	tail
21648						0	the tail	Lahu_Lancang						mɛ¹¹tu³³									0	STEDT/TBL	Central Loloish			m ɛ ¹¹ ◦ t u ³³			Lahu (Lancang)	67240	mɛ¹¹tu³³	1841	n	0267.43	TBL	358965	tail
21784						0	the tail	Namuyi						mæ³¹ku³¹									0	STEDT/TBL	Qiangic			m æ ³¹ ◦ k u ³¹			Namuyi	72738	mæ³¹ku³¹	1844	n	0267.46	TBL	358968	tail
21987						0	the tail	Bai_Jianchuan						tsã⁵⁵fə̃⁵⁵tsɿ³³									0	STEDT/TBL	Bai			ts ã ∼ ⁵⁵ ◦ f ə̃ ∼ ⁵⁵ ◦ ts ɿ ³³			Bai (Jianchuan)	76253	tsã⁵⁵fə̃⁵⁵tsɿ³³	1846	Nanim	0267.48	TBL	363821	bee
22198						0	the tail	Tibetan_Batang						ŋa⁵⁵ma⁵³									0	STEDT/TBL	Tibetan			ŋ a ⁵⁵ ◦ m a ⁵³			Tibetan (Batang)	39648	ŋa⁵⁵ma⁵³	1826	n	0267.03	TBL	358925	tail
22329						0	the tail	Kaman_Miju						ɑ³¹mɑ̆i⁵⁵									0	STEDT/TBL	Deng			ɑ ³¹ ◦ m ɑ̆ i ⁵⁵			Kaman [Miju]	27633	ɑ³¹mɑ̆i⁵⁵	1819	n	0267.23	TBL	358945	tail
22491						0	the tail	Zhaba_Daofu_County						(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³									0	STEDT/TBL	Qiangic			(ʂ ) _ ȵ ʌ ⁵⁵ ◦ p ʌ ⁵⁵ ◦ t i ³³			Zhaba (Daofu County)	9657	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	1809	n	0267.14	TBL	358936	tail
22553						0	the tail	Muya						mə²⁴									0	STEDT/TBL	Qiangic			m ə ²⁴			Muya	11577	mə²⁴	1810	n	0267.15	TBL	358937	tail
23210						0	the tail	Lisu						ɑ⁵⁵mo³¹									0	STEDT/TBL	Central Loloish			ɑ ⁵⁵ ◦ m o ³¹			Lisu	61785	ɑ⁵⁵mo³¹	1838	n	0267.40	TBL	358962	tail
23234						0	the tail	Tujia						lie²¹phoŋ³⁵									0	STEDT/TBL	Tujia			l i e ²¹ ◦ ph o ŋ ³⁵			Tujia	78210	lie²¹phoŋ³⁵	1847	n	0267.49	TBL	358971	tail
23239						0	the tail	Guiqiong						mi⁵⁵kuɛ⁵⁵									0	STEDT/TBL	Qiangic			m i ⁵⁵ ◦ k u ɛ ⁵⁵			Guiqiong	13503	mi⁵⁵kuɛ⁵⁵	1811	n	0267.16	TBL	358938	tail
23265						0	the tail	Bokar						em ȵo									0	STEDT/TBL	Western Tani			e m _ ȵ o			Bokar	29105	em ȵo	1820	n	0267.24	TBL	358946	tail
23266						0	the tail	Bokar						am ȵo									0	STEDT/TBL	Western Tani			a m _ ȵ o			Bokar	29106	am ȵo	1820	n	0267.24	TBL	358977	tail
24082						0	the tail	Pumi_Jiulong						mã³⁵									0	STEDT/TBL	Qiangic			m ã ∼ ³⁵			Pumi (Jiulong)	2326	mã³⁵	1805	n	0267.10	TBL	358975	tail
24210						0	the tail	Tibetan_Alike						rŋa mæ									0	STEDT/TBL	Tibetan			r ◦ ŋ a _ m æ			Tibetan (Alike)	79697	rŋa mæ	1848	n	0267.05	TBL	358927	tail
24240						0	the tail	Queyu_Xinlong						rnə¹³									0	STEDT/TBL	Qiangic			r ◦ n ə ¹³			Queyu (Xinlong)	7828	rnə¹³	1808	n	0267.13	TBL	358935	tail
24443						0	the tail	Hani_Lüchun						dɔ³¹mi³¹									0	STEDT/TBL	Southern Loloish			d ɔ ³¹ ◦ m i ³¹			Hani (Lüchun)	63626	dɔ³¹mi³¹	1839	n	0267.41	TBL	358963	tail
24531						0	the tail	Yidu						lɯ³¹ |mum⁵³									0	STEDT/TBL	Deng			l ɯ ³¹ _ |m u m ⁵³			Yidu	30990	lɯ³¹ |mum⁵³	1821	n	0267.25	TBL	358947	tail
24827						0	the tail	Jingpho						mai³¹									0	STEDT/TBL	Jingpho			m a i ³¹			Jingpho	18887	mai³¹	1814	n	0267.19	TBL	358941	tail
24912						0	the tail	Bai_Jianchuan						ŋa³³tu⁵⁵									0	STEDT/TBL	Bai			ŋ a ³³ ◦ t u ⁵⁵			Bai (Jianchuan)	76252	ŋa³³tu⁵⁵	1846	n	0267.48	TBL	358970	tail
24931						0	the tail	Xumi						m̥æ³³tsũ⁵⁵									0	STEDT/TBL	Qiangic			m̥ æ ³³ ◦ ts ũ ∼ ⁵⁵			Xumi	15170	m̥æ³³tsũ⁵⁵	1812	n	0267.17	TBL	358939	tail
24957						0	the tail	Yi_Nanhua						mə⁵⁵tə³³									0	STEDT/TBL	Northern Loloish			m ə ⁵⁵ ◦ t ə ³³			Yi (Nanhua)	54417	mə⁵⁵tə³³	1834	n	0267.37	TBL	358959	tail
25319						0	the tail	Karen						me³¹									0	STEDT/TBL	Karenic			m e ³¹			Karen	81282	me³¹	1849	n	0267.50	TBL	358972	tail
25359						0	the tail	Naxi						mæ³³									0	STEDT/TBL	Naxi			m æ ³³			Naxi	70900	mæ³³	1843	n	0267.45	TBL	358967	tail
25481						0	the tail	Nusu_Central						m̥ɯ⁵⁵pɹɚ̱⁵³									0	STEDT/TBL	Northern Loloish			m̥ ɯ ⁵⁵ ◦ p ɹ ɚ̱ ⁵³			Nusu (Central)	48735	m̥ɯ⁵⁵pɹɚ̱⁵³	1831	n	0267.34	TBL	358956	tail
25539						0	the tail	Tibetan_Xiahe						hŋa ma									0	STEDT/TBL	Tibetan			h ŋ a _ m a			Tibetan (Xiahe)	60018	hŋa ma	1837	n	0267.04	TBL	358926	tail
25663						0	the tail	Hani_Mojiang						tu³¹mɛ³¹									0	STEDT/TBL	Southern Loloish			t u ³¹ ◦ m ɛ ³¹			Hani (Mojiang)	65422	tu³¹mɛ³¹	1840	n	0267.42	TBL	358964	tail
#
14954						0	the thigh	Tibetan_Written						brla									0	STEDT/TBL	Tibetan			b r ◦ l a			Tibetan (Written)	124	brla	1804	n	0100.01	TBL	350133	thigh
15185						0	the thigh	Lyuzu						tʂhu³³phiæ⁵³									0	STEDT/TBL	Qiangic			tʂh u ³³ ◦ ph i æ ⁵³			Lyuzu	16858	tʂhu³³phiæ⁵³	1813	n	0100.18	TBL	350150	thigh
15899						0	the thigh	Yi_Wuding						bv̩¹¹tɤ³³									0	STEDT/TBL	Northern Loloish			b v̩ ¹¹ ◦ t ɤ ³³			Yi (Wuding)	56094	bv̩¹¹tɤ³³	1835	n	0100.38	TBL	350170	thigh
16168						0	the thigh	Tibetan_Alike						wla									0	STEDT/TBL	Tibetan			w ◦ l a			Tibetan (Alike)	79527	wla	1848	n	0100.05	TBL	350137	thigh
16404						0	the thigh	Jingpho						mă³¹kji³³									0	STEDT/TBL	Jingpho			m ă ³¹ ◦ k j i ³³			Jingpho	18716	mă³¹kji³³	1814	n	0100.19	TBL	350151	thigh
16559						0	the thigh	Motuo_Menba						lum									0	STEDT/TBL	Bodic			l u m			Motuo Menba	84450	lum	1851	n	0100.07	TBL	350139	thigh
17084						0	the thigh	Jinuo						a⁴⁴phrɔ⁴⁴									0	STEDT/TBL	Central Loloish			a ⁴⁴ ◦ ph r ɔ ⁴⁴			Jinuo	68896	a⁴⁴phrɔ⁴⁴	1842	n	0100.44	TBL	350176	thigh
17397						0	the thigh	rGyalrong_Maerkang						tə phək pɑ									0	STEDT/TBL	rGyalrong			t ə _ ph ə k _ p ɑ			rGyalrong (Maerkang)	3818	tə phək pɑ	1806	n	0100.11	TBL	350143	thigh
17694						0	the thigh	Tibetan_Lhasa						lɛ⁵⁵ɕa⁵⁵									0	STEDT/TBL	Tibetan			l ɛ ⁵⁵ ◦ ɕ a ⁵⁵			Tibetan (Lhasa)	20593	lɛ⁵⁵ɕa⁵⁵	1815	n	0100.02	TBL	350134	thigh
18062						0	the thigh	Yi_Xide						bu̱³⁴mo³³									0	STEDT/TBL	Northern Loloish			b u̱ ³⁴ ◦ m o ³³			Yi (Xide)	50352	bu̱³⁴mo³³	1832	n	0100.35	TBL	350183	thigh (of animal)
18308						0	the thigh	Naxi						phi²¹									0	STEDT/TBL	Naxi			ph i ²¹			Naxi	70721	phi²¹	1843	n	0100.45	TBL	350177	thigh
18631						0	the thigh	Daofu						blɛ									0	STEDT/TBL	rGyalrongic			b l ɛ			Daofu	5673	blɛ	1807	n	0100.12	TBL	350144	thigh
