lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
219101			5:bTibetan	baŋ	soak / immerse(e.g. seed)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	767.51	6.6	Verbs requiring liquids	0
201863				baŋ ni	stick		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	429.51	3.1.2	Plant parts and types	0
207677	1145			baː	vomit		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	543.51	1.8.3.2	Vomit	0
202628				baːrə	hoop		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	444.51			0
221498	6270			be |tɕor	thin		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	814.51	9.7.2	Verbs referring to size/shape	0
207779	6699			ben	say / speak		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	545.51	1.8.7	Speak/Say/Tell	0
215582	6699,m			ben biː	tell		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	698.51	1.8.7	Speak/Say/Tell	0
223079	6270			beː |tɕor	thin (watery)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	845.51	9.7.2	Verbs referring to size/shape	0
218693				beːtak	crack	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	759.51	3.2.7	Cracks/Chasms/Crevices	0
219662	111			biŋ	swollen		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	778.51	1.1.5.2	Swollen/Swell/Bloated	0
223130	111			biŋ	full		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	846.51	1.1.3.2	Satiated/Full/Enough	0
221447	6260,m			biŋ tɕam	thick		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	813.51	9.7.2	Verbs referring to size/shape	0
219866	2189			bjar	fly	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	782.51	2.2.6	Insects, Arachnids, and Worms	0
218642	6237,m			bjaŋ jen	float		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	758.51	6.6.1	Float	0
229199				bo	dry measure / peck / =10 shēng		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	965.51	6.6	Verbs requiring liquids	0
196100				bo kar	autonym		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	316.51	4.6	Ethnonyms/Place names	0
208748				bom	hold (baby) in arms		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	564.51	6.16	Holding	0
199262				boŋ tɕop	raincoat (of leaves, hemp fibe		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	378.51	5.11.8.2.2	Special clothes and equipment	0
210890				bu	pull (out)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	606.51	6.2.2.3.1	Push	0
212879				bɯ təp	strain (tea)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	645.51	6.6	Verbs requiring liquids	0
205994			5:bIndic	bɯk	poison		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	510.51	6.4	Harm	0
197120	6274			bɯr |məː	sister (younger)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	336.51	4.7.2	Same generation	0
218132				da	exist / be present		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	748.51	1.1.2.3	Existence	0
214103				dam	pick / select		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	669.51	6.10.4	Intentional separation - Sort	0
213185				dar	shave (hair of head)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	651.51	6.9.2	Carve, shave	0
217469				daː	have		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	735.51	8.2	Abstract verbs	0
217520	m,6449			daː moŋ	NEG+have		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	736.51	10.6.2	Negative	0
222110				deːloː	steep		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	826.51	7.1.5.3	Position - high/low	0
223385	6299,45			din jok	lean (meat)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	851.51	1.1.1	Body	0
201659				diu	bullet		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	425.51	5.15	War and violence	0
212573				diː	insert / stick into		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	639.51	6.2	Action Verbs with Patient	0
216398				do koː	rob		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	714.51	6.2.2.1	Assorted action verbs	0
203801				do lo	metal weight on steelyard		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	467.51	3.2.4	Elements, metals, alloys	0
218489	3570,6141,6141			doŋ gum gum	thunder	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	755.51	3.2.1	Weather and seasons	0
218438	3570,m,m			doŋ jak jak	flash (of lightning)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	754.51	3.2.12.2	Fire, flames, and burnt things	0
187481				doŋ kar pə mar	swallow	n	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	147.51	1.3.5.6	Swallow	0
180596	3570,2473			doŋ muk	fog		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	12.51	3.2.1	Weather and seasons	0
207167	5363			doː	eat		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	533.51	1.5.3.2	Five	0
192683	m,3401			doː jom	throat		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	249.51	1.3.5	Throat/Pharynx	0
208799	6706			duk	kick		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	565.51	6.2.2.3.3	Kick	0
208901				duk ten	tread		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	567.51	6.7.4	Regular, Cyclic, Smoothly	0
215633				dum	help		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	699.51	6.2.2.1	Assorted action verbs	0
199721	1425,m			dum tom	pillow		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	387.51	1.2.1	Head/Headed	0
209258	1906			duŋ	sit		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	574.51	6.1.1.4.1	Sit	0
202679				duŋ ben	washbasin		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	445.51	6.2.2.5.2	Wash (v.i./v.t.)	0
206504				duŋ jum	shadow		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	520.51	3.2.10	Light or lack of light	0
225170				duŋ jum	cool		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	886.51	7.1.2.3	Temperature	0
198446				duŋ luŋ	village		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	362.51	5.8	Religion	0
180086	3570,85			duŋ ȵi	sun		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	2.51	3.2.10	Light or lack of light	0
223946				də mə	fast		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	862.51	9.6.1.1	Positive Qualities	0
230780				də mə	fast (adv.)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	996.51	9.6.1.1	Positive Qualities	0
198344				dər	nail (tool)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	360.51	1.5.10	Nail	0
210737	6297			dɯ	skin / flay	v	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	603.51	1.6.5	Skin	0
219254	6296			dɯ	drip		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	770.51	6.6	Verbs requiring liquids	0
228740	6296			dɯ	drop	n	368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	956.51	6.16	Holding	0
191918	1425,1429			dɯm mɯ	hair of head		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	234.51	1.2.3	Hair of Head	0
180290	3570,2473			dɑŋ muk	cloud		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	6.51	3.2.1	Weather and seasons	0
190694				dʑa kuk	garlic		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	210.51	3.1.5	Fruits and vegetables	0
205637				dʑa liŋ	flute-like instrument (Turkic)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	503.51	5.1	Waste products	0
190796				dʑa luk	pepper, hot / chili		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	212.51	3.1.5	Fruits and vegetables	0
203750				dʑa ma	steelyard		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	466.51	3.2.4	Elements, metals, alloys	0
229301				dʑa ma	catty=500 grams		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	967.51	9.8	Measure Words	0
196049				dʑa mi	Chinese		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	315.51	4.6	Ethnonyms/Place names	0
190643	m,141			dʑa ɕoŋ	onion (green)		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	209.51	3.1.5	Fruits and vegetables	0
203444			5:bTibetan,5:Chinese	dʑam tʂɯ	scissors		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	460.51	5.11.5.3	Cutting/Boring	0
211910				dʑar	paste / glue / stick		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	626.51	5.4	Instruments and therapies	0
200945				dʑaː dʑuː	flail		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	411.51	5.3	Diseases	0
205382				dʑaː jiŋ	song		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	498.51	5.1	Waste products	0
205433				dʑaː jiŋ	folksong		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	499.51	5.8	Religion	0
201302				dʑaː ma	spade		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	418.51	5.3	Diseases	0
202373				dʑe mi	key		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	439.51	5.1	Waste products	0
182177				dʑe mə	sand		368	Bokar Lhoba	73	1.1.1.1	Western Tani	Sun H 91 ZMYY	ZMYYC	43.51	3.2.11	Ground/Earth/Soil/Dirt	0
