rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
325874	k'o 3/4	grill, to		Dell-Bai	1793	Bai (Dali)	119
325875	k'oe tö 17	stairs		Dell-Bai	1793	Bai (Dali)	120
325876	k'oe v 13	buttocks		Dell-Bai	1793	Bai (Dali)	121
325877	k'ɔ 1	press (oneself) against, to		Dell-Bai	1793	Bai (Dali)	122
325878	k'ɔ sö 14	cough, to		Dell-Bai	1793	Bai (Dali)	123
325879	k'ɔ 2	cry, to		Dell-Bai	1793	Bai (Dali)	124
325880	k'ɔ siɔ 26	science		Dell-Bai	1793	Bai (Dali)	125
325881	k'ua 2	large		Dell-Bai	1793	Bai (Dali)	126
325882	k'ua pi pɔ 264	thigh		Dell-Bai	1793	Bai (Dali)	127
325883	k'ua tö tsɛ 232	knee		Dell-Bai	1793	Bai (Dali)	128
325884	k'ua 3/4	dog (general)		Dell-Bai	1793	Bai (Dali)	129
325885	k'ua mɔ 33	dog (f.)		Dell-Bai	1793	Bai (Dali)	130
325886	k'ua to 36	dog (m.)		Dell-Bai	1793	Bai (Dali)	131
325887	k'ue miw 28	Kun-ming, capital of Yunnan		Dell-Bai	1793	Bai (Dali)	131
325888	k'uoe 1	slanted		Dell-Bai	1793	Bai (Dali)	132
325889	k'uoe 8	crooked, on its side		Dell-Bai	1793	Bai (Dali)	133
325890	k'v 1	empty		Dell-Bai	1793	Bai (Dali)	134
325891	k'v 2	arched		Dell-Bai	1793	Bai (Dali)	135
325892	k'v 3	snake		Dell-Bai	1793	Bai (Dali)	136
325893	k'w 1	open, to		Dell-Bai	1793	Bai (Dali)	137
325894	k'w ts'oe 12	drive, to (a vehicle)		Dell-Bai	1793	Bai (Dali)	138
325895	k'w 2	upwards; lift up, to		Dell-Bai	1793	Bai (Dali)	139
325896	k'w pɔ 37	inside, the		Dell-Bai	1793	Bai (Dali)	140
325897	la 4	lazy		Dell-Bai	1793	Bai (Dali)	141
325898	la 5	again		Dell-Bai	1793	Bai (Dali)	142
325899	la tsw 64	pepper (hot)		Dell-Bai	1793	Bai (Dali)	143
325900	la tsw 64	wheat bran		Dell-Bai	1793	Bai (Dali)	144
325901	la 8	blue		Dell-Bai	1793	Bai (Dali)	145
325902	la ka 82	obstacle / barrier		Dell-Bai	1793	Bai (Dali)	146
325903	le 1	also		Dell-Bai	1793	Bai (Dali)	147
325904	le 7	classifier (numeral) for nu 7, bag		Dell-Bai	1793	Bai (Dali)	148
325905	lɛ xoe ma ???	toad		Dell-Bai	1793	Bai (Dali)	149
325906	li tsw 12	lychee		Dell-Bai	1793	Bai (Dali)	150
325907	lia 2	bright		Dell-Bai	1793	Bai (Dali)	151
325908	lia sua 84	cool		Dell-Bai	1793	Bai (Dali)	152
325909	liɔ 2	throw, to		Dell-Bai	1793	Bai (Dali)	153
325910	liw 8	zero		Dell-Bai	1793	Bai (Dali)	154
325911	lia 2	dry, put out to, to		Dell-Bai	1793	Bai (Dali)	155
325912	lö 2	FINAL PARTICLE		Dell-Bai	1793	Bai (Dali)	156
325913	lö pɔ 34	blanket		Dell-Bai	1793	Bai (Dali)	157
325914	lɔ sw 36	honest		Dell-Bai	1793	Bai (Dali)	158
325915	lɔ toe 66	blind		Dell-Bai	1793	Bai (Dali)	159
325916	lɔ |tsw 62	mule		Dell-Bai	1793	Bai (Dali)	160
325917	lɔ 7	tiger		Dell-Bai	1793	Bai (Dali)	161
325918	lɔ sɛ 72	sieve		Dell-Bai	1793	Bai (Dali)	162
325919	lɔ sɛ 75	var. of the preceding		Dell-Bai	1793	Bai (Dali)	163
325920	lɔ 8	pull out of water, to		Dell-Bai	1793	Bai (Dali)	164
325921	lɔ ti sio 812	peanut		Dell-Bai	1793	Bai (Dali)	165
325922	lu 6	enough		Dell-Bai	1793	Bai (Dali)	167
325923	lu 6	stag		Dell-Bai	1793	Bai (Dali)	168
325924	lue 3/4	pile up, to		Dell-Bai	1793	Bai (Dali)	169
325925	lue 6	undress / remove, to		Dell-Bai	1793	Bai (Dali)	170
325926	lue 7	thunder		Dell-Bai	1793	Bai (Dali)	171
325927	luɛ 2	burning hot		Dell-Bai	1793	Bai (Dali)	172
325928	luö tsw 8 3/4	wheel		Dell-Bai	1793	Bai (Dali)	173
325929	lv 2	green		Dell-Bai	1793	Bai (Dali)	174
325930	ma 2	mother		Dell-Bai	1793	Bai (Dali)	175
325931	ma ma 22	rice, cooked (baby word)		Dell-Bai	1793	Bai (Dali)	176
325932	ma 4	full		Dell-Bai	1793	Bai (Dali)	177
325933	ma 6	scrub / rub, to		Dell-Bai	1793	Bai (Dali)	178
325934	ma pɔ 62	rag		Dell-Bai	1793	Bai (Dali)	179
325935	ma t'v 64	meat bun		Dell-Bai	1793	Bai (Dali)	180
325936	ma 7	rip out / pull out, to		Dell-Bai	1793	Bai (Dali)	181
325937	ma 7	hair		Dell-Bai	1793	Bai (Dali)	182
325938	ma 8	busy, be, to		Dell-Bai	1793	Bai (Dali)	183
325939	me 3	hulled rice		Dell-Bai	1793	Bai (Dali)	184
325940	-me 3			Dell-Bai	1793	Bai (Dali)	185
325941	me mɔ 66	eyebrow		Dell-Bai	1793	Bai (Dali)	186
325942	me 7	door		Dell-Bai	1793	Bai (Dali)	187
325943	me k'a 74	threshhold		Dell-Bai	1793	Bai (Dali)	188
325944	me 8	grow moldy, to		Dell-Bai	1793	Bai (Dali)	189
325945	me t'a 81	coal		Dell-Bai	1793	Bai (Dali)	190
325946	me io 88	gasoline		Dell-Bai	1793	Bai (Dali)	191
325947	mi ua 12	moon		Dell-Bai	1793	Bai (Dali)	192
325948	mi tu 26	tail		Dell-Bai	1793	Bai (Dali)	193
325949	mi 3/4	think (of) / reflect, to		Dell-Bai	1793	Bai (Dali)	194
325950	mi tö 32	think, to		Dell-Bai	1793	Bai (Dali)	195
325951	miɛ zi 82	lined dress		Dell-Bai	1793	Bai (Dali)	196
325952	miɔ 4:5	vertical, abrupt		Dell-Bai	1793	Bai (Dali)	197
325953	miɔ tsuö 84	aim, to		Dell-Bai	1793	Bai (Dali)	198
325954	miw 7	bamboo bark		Dell-Bai	1793	Bai (Dali)	199
325955	mö 2	choke, to		Dell-Bai	1793	Bai (Dali)	200
325956	mö 2	wheat		Dell-Bai	1793	Bai (Dali)	201
325957	mö mi xoe 221	noodles		Dell-Bai	1793	Bai (Dali)	202
325958	mö tsɔ 27	grinding stone for ink		Dell-Bai	1793	Bai (Dali)	203
325959	mö tsw 22	mosquito		Dell-Bai	1793	Bai (Dali)	204
325960	mö 8	cover, to		Dell-Bai	1793	Bai (Dali)	205
325961	moe ni 12	tomorrow		Dell-Bai	1793	Bai (Dali)	206
325962	moe tsw sua 1?2	next year		Dell-Bai	1793	Bai (Dali)	207
325963	moe mi 25	wheat flour		Dell-Bai	1793	Bai (Dali)	208
325964	moe 3	horse		Dell-Bai	1793	Bai (Dali)	209
325965	moe 5	buy, to		Dell-Bai	1793	Bai (Dali)	210
325966	moe 7	sound / ring, to		Dell-Bai	1793	Bai (Dali)	211
325967	moe 7	bright		Dell-Bai	1793	Bai (Dali)	212
325968	moe xa ?1	open the eyes wide, to		Dell-Bai	1793	Bai (Dali)	213
325969	mɔ 2	feel / touch , to		Dell-Bai	1793	Bai (Dali)	214
325970	mɔ 3	female suffix for animals, vs. to 6=masc. suffix f		Dell-Bai	1793	Bai (Dali)	215
325971	-mɔ 3			Dell-Bai	1793	Bai (Dali)	216
325972	mɔ 5	grave	n	Dell-Bai	1793	Bai (Dali)	217
325973	mɔ 5Ð	narrow		Dell-Bai	1793	Bai (Dali)	218
325974	mɔ sw 66	W.C.		Dell-Bai	1793	Bai (Dali)	219
325975	mɔ siɛ zi 812	sweater		Dell-Bai	1793	Bai (Dali)	220
325976	mɔ tsiw 82	towel	n	Dell-Bai	1793	Bai (Dali)	221
325977	mu ta sw 224	pitiable		Dell-Bai	1793	Bai (Dali)	222
325978	mu 3	NEGATION		Dell-Bai	1793	Bai (Dali)	223
325979	mu 3	five		Dell-Bai	1793	Bai (Dali)	224
325980	-mu 3/4			Dell-Bai	1793	Bai (Dali)	225
325981	mu 7	escape / run away, to		Dell-Bai	1793	Bai (Dali)	226
325982	na 1	particle marking incompleteness		Dell-Bai	1793	Bai (Dali)	227
325983	na 1	you (pl)		Dell-Bai	1793	Bai (Dali)	227
325984	na 3/4	rotten		Dell-Bai	1793	Bai (Dali)	228
325985	na kua 66	pumpkin		Dell-Bai	1793	Bai (Dali)	229
325986	na tsw sua ??2	last year		Dell-Bai	1793	Bai (Dali)	230
325987	na 7	south		Dell-Bai	1793	Bai (Dali)	231
325988	na 7	difficult		Dell-Bai	1793	Bai (Dali)	232
325989	na xa 71	ugly		Dell-Bai	1793	Bai (Dali)	233
325990	na si 82	Naxi (national minority)		Dell-Bai	1793	Bai (Dali)	234
325991	ne 6	pinch, to		Dell-Bai	1793	Bai (Dali)	235
325992	nɛ 2	two		Dell-Bai	1793	Bai (Dali)	236
325993	nɛ 2	grasp, to		Dell-Bai	1793	Bai (Dali)	237
325994	nɛ 7	mud		Dell-Bai	1793	Bai (Dali)	238
325995	ni 1	2 pers pronoun (formal), for addressing a superior		Dell-Bai	1793	Bai (Dali)	239
325996	ni 1	CONJUNCTION: and		Dell-Bai	1793	Bai (Dali)	240
325997	ni 1	Used for question formation, by insertion before m		Dell-Bai	1793	Bai (Dali)	241
325998	ni 2	day		Dell-Bai	1793	Bai (Dali)	242
325999	ni sioe 22	day		Dell-Bai	1793	Bai (Dali)	243
326000	ni si xw 264	day		Dell-Bai	1793	Bai (Dali)	244
326001	ni 7	classifier (numeral) for persons		Dell-Bai	1793	Bai (Dali)	245
326002	ni koe 76	person		Dell-Bai	1793	Bai (Dali)	246
326003	-ni tsw 72			Dell-Bai	1793	Bai (Dali)	247
326004	nia 1	we / us		Dell-Bai	1793	Bai (Dali)	248
326005	nia 6	step over, to		Dell-Bai	1793	Bai (Dali)	249
326006	niɛ p'i 24	sun		Dell-Bai	1793	Bai (Dali)	250
326007	niɛ tö 24	lunch		Dell-Bai	1793	Bai (Dali)	251
326008	-niɛ 2:6			Dell-Bai	1793	Bai (Dali)	252
326009	nio tsw 32	button		Dell-Bai	1793	Bai (Dali)	253
326010	nio 3/4	twist, to		Dell-Bai	1793	Bai (Dali)	254`
326011	nio tɔ 34	ear		Dell-Bai	1793	Bai (Dali)	255
326012	niɔ 2	Don't...(expresses prohibition)		Dell-Bai	1793	Bai (Dali)	256
326013	niɔ mioe 25	extremely		Dell-Bai	1793	Bai (Dali)	257
326014	nio mɔ 63	woman		Dell-Bai	1793	Bai (Dali)	258
326015	niw 6	wrinkle	n	Dell-Bai	1793	Bai (Dali)	259
326016	niw 6	knead, to		Dell-Bai	1793	Bai (Dali)	260
326017	niw 6:7	silver (metal)		Dell-Bai	1793	Bai (Dali)	261
326018	nö nɔ 12	your, yours (pl)		Dell-Bai	1793	Bai (Dali)	262
326019	nö tsw t'ɛ ??1	ladder		Dell-Bai	1793	Bai (Dali)	263
326020	noe 3	receive, to		Dell-Bai	1793	Bai (Dali)	264
326021	-nÐɔ 2			Dell-Bai	1793	Bai (Dali)	265
326022	nɔ 2	malicious		Dell-Bai	1793	Bai (Dali)	267
326023	nɔ 3/4	you (sg)		Dell-Bai	1793	Bai (Dali)	268
326024	nu 7	bag		Dell-Bai	1793	Bai (Dali)	269
326025	nu miw 88	peasant		Dell-Bai	1793	Bai (Dali)	270
326026	nu iɛ 86	agriculture		Dell-Bai	1793	Bai (Dali)	271
326027	nv 3/4	woman, girl		Dell-Bai	1793	Bai (Dali)	272
326028	nv na tsw 332	small girl		Dell-Bai	1793	Bai (Dali)	273
326029	nv sɔ w 328	son-in-law		Dell-Bai	1793	Bai (Dali)	274
326030	nv t'ɛ 32	younger sister		Dell-Bai	1793	Bai (Dali)	275
326031	nv tsi 38	niece (brother's daughter)		Dell-Bai	1793	Bai (Dali)	276
326032	nga 2	bite / chew / gnaw, to		Dell-Bai	1793	Bai (Dali)	277
326033	nga 1	we / us		Dell-Bai	1793	Bai (Dali)	278
326034	nge 7	shoe		Dell-Bai	1793	Bai (Dali)	279
326035	ngö 7	bovine	n	Dell-Bai	1793	Bai (Dali)	280
326036	ngö mɔ 73	cow		Dell-Bai	1793	Bai (Dali)	281
326037	ngö to 76	bull		Dell-Bai	1793	Bai (Dali)	282
326038	ngoe 3	motion particle or verb?		Dell-Bai	1793	Bai (Dali)	283
326039	ngoe 3/4	collar		Dell-Bai	1793	Bai (Dali)	284
326040	ngoe p'ioe 31	var. of 284		Dell-Bai	1793	Bai (Dali)	285
326041	ngoe 7	particle, or verb of movement ?		Dell-Bai	1793	Bai (Dali)	286
326042	ngoe 7	shoot	n	Dell-Bai	1793	Bai (Dali)	287
326043	ngoe tɛ tö 827	forehead		Dell-Bai	1793	Bai (Dali)	288
326044	ngɔ 3/4	I / me		Dell-Bai	1793	Bai (Dali)	289
326045	ngɔ 7	FINAL PARTICLE		Dell-Bai	1793	Bai (Dali)	290
326046	ngv 6	fish		Dell-Bai	1793	Bai (Dali)	291
326047	ngv 7	yellow		Dell-Bai	1793	Bai (Dali)	292
326048	ngv ta ??	furniture		Dell-Bai	1793	Bai (Dali)	293
326049	ngw 1	my, mine		Dell-Bai	1793	Bai (Dali)	294
326050	pa 1	they, them		Dell-Bai	1793	Bai (Dali)	295
326051	pa 2	pull with a rope, to		Dell-Bai	1793	Bai (Dali)	296
326052	pa pa 22	bun		Dell-Bai	1793	Bai (Dali)	297
326053	pa tö 5:8 1	bench		Dell-Bai	1793	Bai (Dali)	298
326054	pa 7	displace / move, to		Dell-Bai	1793	Bai (Dali)	299
326055	pe 3	meal (evening)		Dell-Bai	1793	Bai (Dali)	300
326056	pe koe 35	evening		Dell-Bai	1793	Bai (Dali)	301
326057	pe 7	peel, to		Dell-Bai	1793	Bai (Dali)	302
326058	pe 7|	skin, peel	n	Dell-Bai	1793	Bai (Dali)	303
326059	pɛ 2	go, to		Dell-Bai	1793	Bai (Dali)	304
326060	pɛ 2	classifier (numeral) for money, ts'e 1		Dell-Bai	1793	Bai (Dali)	305
326061	pɛ fa 16	means		Dell-Bai	1793	Bai (Dali)	306
326062	pɛ 8	insert, to		Dell-Bai	1793	Bai (Dali)	307
326063	pi 3/4	low (adj.)	adj	Dell-Bai	1793	Bai (Dali)	308
326064	pi sɛ 32	wing		Dell-Bai	1793	Bai (Dali)	309
326065	pi sɛ 32	competition		Dell-Bai	1793	Bai (Dali)	310
326066	pi 5	change, to		Dell-Bai	1793	Bai (Dali)	311
326067	pi 6	salt		Dell-Bai	1793	Bai (Dali)	312
326068	pi 6	braid, to		Dell-Bai	1793	Bai (Dali)	313
326069	pi xu 64	lizard		Dell-Bai	1793	Bai (Dali)	314
326070	pi sw 66	wind		Dell-Bai	1793	Bai (Dali)	315
326071	pi zö 66	dragonfly		Dell-Bai	1793	Bai (Dali)	316
326072	pi fv sw 732	nose		Dell-Bai	1793	Bai (Dali)	317
326073	pi pö 77	ant		Dell-Bai	1793	Bai (Dali)	318
326074	pia 2	eight		Dell-Bai	1793	Bai (Dali)	319
326075	pia 3	similar, of the same type		Dell-Bai	1793	Bai (Dali)	320
326076	pia sw 32	thus, in that way		Dell-Bai	1793	Bai (Dali)	321
326077	pia 8	take in one's arms, embrace (an adult)	v	Dell-Bai	1793	Bai (Dali)	322
326078	piɛ 6	shore		Dell-Bai	1793	Bai (Dali)	323
326079	piɛ 6	other		Dell-Bai	1793	Bai (Dali)	324
326080	pioe 2	ask / question, to		Dell-Bai	1793	Bai (Dali)	325
326081	pioe 8	unsalted		Dell-Bai	1793	Bai (Dali)	326
326082	piɔ tsuö 24	norm		Dell-Bai	1793	Bai (Dali)	327
326083	piɔ tsue 24	var. of the preceding		Dell-Bai	1793	Bai (Dali)	328
326084	piɔ y 2 3/4	slogan		Dell-Bai	1793	Bai (Dali)	329
326085	piɔ 3-	NEGATION		Dell-Bai	1793	Bai (Dali)	330
326086	piw pa 21	popsicle		Dell-Bai	1793	Bai (Dali)	331
326087	piw tsi liw 288	ice cream		Dell-Bai	1793	Bai (Dali)	332
326088	pö(-nɔ) 1(2)	his		Dell-Bai	1793	Bai (Dali)	333
326089	pö ta 12	over there		Dell-Bai	1793	Bai (Dali)	334
326090	pö tö mö 176	again		Dell-Bai	1793	Bai (Dali)	335
326091	pö tö ni ??2	day before yesterday	n	Dell-Bai	1793	Bai (Dali)	336
326092	pö tö sua ??2	year before last	n	Dell-Bai	1793	Bai (Dali)	337
326093	pö tsia 18	other		Dell-Bai	1793	Bai (Dali)	338
326094	pö 2	north		Dell-Bai	1793	Bai (Dali)	339
326095	pö 2	stupid		Dell-Bai	1793	Bai (Dali)	340
326096	pö sia 32	those		Dell-Bai	1793	Bai (Dali)	341
326097	pö tö 37	that		Dell-Bai	1793	Bai (Dali)	342
326098	pö ue 33	over there		Dell-Bai	1793	Bai (Dali)	343
326099	pö w 37	owl		Dell-Bai	1793	Bai (Dali)	344
326100	poe 3/4	illness		Dell-Bai	1793	Bai (Dali)	345
326101	poe 7	flat		Dell-Bai	1793	Bai (Dali)	346
326102	poe 7	classifier (numeral) for grass, ts'u 1 ko 3 poe 7		Dell-Bai	1793	Bai (Dali)	347
326103	poe 8	(1) white; (2) Bai (national minority)		Dell-Bai	1793	Bai (Dali)	348
326104	poe sɛ ts'ö 824	cabbage		Dell-Bai	1793	Bai (Dali)	349
326105	poe t'u 81	rabbit		Dell-Bai	1793	Bai (Dali)	350
326106	poe tsw 82	Bai person		Dell-Bai	1793	Bai (Dali)	351
326107	poe v 87	crazy, mad		Dell-Bai	1793	Bai (Dali)	352
326108	pɔ 1	hug (a child), to. vs. pia 8		Dell-Bai	1793	Bai (Dali)	353
326109	pɔ tsw 14	panther		Dell-Bai	1793	Bai (Dali)	354
326110	pɔ mɔ tsi 236	basket to sort grains		Dell-Bai	1793	Bai (Dali)	355
326111	pɔ 3/4	he, she		Dell-Bai	1793	Bai (Dali)	356
326112	pɔ 6	wrap, to		Dell-Bai	1793	Bai (Dali)	357
326113	pɔ 6	husband		Dell-Bai	1793	Bai (Dali)	358
326114	pɔ tsw ku 622	neck		Dell-Bai	1793	Bai (Dali)	359
326115	-pɔ 7			Dell-Bai	1793	Bai (Dali)	360
326116	pɔ 7	other (?)		Dell-Bai	1793	Bai (Dali)	361
326117	pɔ pi 76	next to		Dell-Bai	1793	Bai (Dali)	362
326118	pɔ 8	thin		Dell-Bai	1793	Bai (Dali)	363
326119	pu 4	step	n	Dell-Bai	1793	Bai (Dali)	364
326120	puo li 28	glass		Dell-Bai	1793	Bai (Dali)	365
326121	p'a 1	fat		Dell-Bai	1793	Bai (Dali)	366
326122	p'a xɛ 84	crab		Dell-Bai	1793	Bai (Dali)	367
