# Wordlist

# DATA
ID	DOCULECT	CONCEPT_PINYIN	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE
32186	Meixian	nuó-biān 827	!  片	kɛ⁴²pʰiɛn³¹	827	kɛ⁴²pʰiɛn³¹	k ɛ ⁴² pʰ i ɛ n ³¹	
32187	Guangzhou	nuó-biān 827	嗰便	*kɔ³⁵pin²²	827	kɔ³⁵pin²²	k ɔ ³⁵ p i n ²²	[*]
32188	Yangjiang	nuó-biān 827	那邊	na²¹pin³³	827	na²¹pin³³	n a ²¹ p i n ³³	
32189	Xiamen	nuó-biān 827	!  平	*hit³²₅piŋ²⁴	827	hit³²₅piŋ²⁴	h i t ³²₅ p i ŋ ²⁴	[*]
32190	Chaozhou	nuó-biān 827	!  畔	hĩẽ²¹³₅₃põĩ⁵⁵	827	hĩẽ²¹³₅₃põĩ⁵⁵	h ĩ ẽ ∼ ²¹³₅₃ p õ ĩ ∼ ⁵⁵	
32191	Fuzhou	nuó-biān 827	!  邊	xi³¹βeiŋ⁴⁴(p-)	827	xi³¹βeiŋ⁴⁴	x i ³¹ β e i ŋ ⁴⁴	
#
31905	Beijing	nuó-gè 821	那個	na⁵¹kə⁰,nei⁵¹kə⁰	821	na⁵¹kə⁰	n a ⁵¹ k ə ⁰	
31906	Jinan	nuó-gè 821	那個	na²¹kə⁰	821	na²¹kə⁰	n a ²¹ k ə ⁰	
31907	Shenyang	nuó-gè 821	那個 ，	na⁴¹kə⁰，nei⁴¹kə⁰❷	821	na⁴¹kə⁰，nei⁴¹kə⁰❷	n a ⁴¹ k ə ⁰ ， n e i ⁴¹ k ə ⁰ ❷	
31908	Xian	nuó-gè 821	!  個	uo⁵³kə⁰	821	uo⁵³kə⁰	u o ⁵³ k ə ⁰	
31909	Chengdu	nuó-gè 821	那個	na¹³ko¹³₄₄	821	na¹³ko¹³₄₄	n a ¹³ k o ¹³₄₄	
31910	Kunming	nuó-gè 821	那個	nə¹³kə¹³	821	nə¹³kə¹³	n ə ¹³ k ə ¹³	
31911	Hefei	nuó-gè 821	那個	na⁵³kʊ⁵³	821	na⁵³kʊ⁵³	n a ⁵³ k ʊ ⁵³	
31912	Yangzhou	nuó-gè 821	!  個	ləʔ⁴kɤɯ⁰	821	ləʔ⁴kɤɯ⁰	l ə ʔ ⁴ k ɤ ɯ ⁰	
31913	Suzhou	nuó-gè 821	歸 個	*kuɛ⁴⁴kɤʔ⁴₂₁	821	kuɛ⁴⁴kɤʔ⁴₂₁	k u ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	[*]
31914	Suzhou	nuó-gè 821	!  個	[2] uɛ⁴⁴kɤʔ⁴₂₁	821	uɛ⁴⁴kɤʔ⁴₂₁	u ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	[2]
31915	Wenzhou	nuó-gè 821	!  個	hi⁴⁵kai42	821	hi⁴⁵kai42	h i ⁴⁵ k a i 42	
31916	Changsha	nuó-gè 821	那個	lai⁵⁵ko⁵⁵	821	lai⁵⁵ko⁵⁵	l a i ⁵⁵ k o ⁵⁵	
31917	Nanchang	nuó-gè 821	!  個	hɛ²⁴kɔ⁰	821	hɛ²⁴kɔ⁰	h ɛ ²⁴ k ɔ ⁰	
31918	Meixian	nuó-gè 821	!  個	kɛ⁴²kɛ⁴²	821	kɛ⁴²kɛ⁴²	k ɛ ⁴² k ɛ ⁴²	
31919	Guangzhou	nuó-gè 821	嗰個	kɔ³⁵kɔ³³	821	kɔ³⁵kɔ³³	k ɔ ³⁵ k ɔ ³³	
31920	Yangjiang	nuó-gè 821	那個	na²¹kɔ⁴⁵⁴	821	na²¹kɔ⁴⁵⁴	n a ²¹ k ɔ ⁴⁵⁴	
31921	Xiamen	nuó-gè 821	!	hit³²₅e²⁴,he⁴⁴	821	hit³²₅e²⁴	h i t ³²₅ e ²⁴	
31922	Chaozhou	nuó-gè 821	!  個	hia⁵³kai⁵⁵₂₁	821	hia⁵³kai⁵⁵₂₁	h i a ⁵³ k a i ⁵⁵₂₁	
31923	Chaozhou	nuó-gè 821	!  □	[2] hia⁵³₂₄hia⁵³	821	hia⁵³₂₄hia⁵³	h i a ⁵³₂₄ h i a ⁵³	[2]
31924	Fuzhou	nuó-gè 821	!  只	xi³¹₄₄zieʔ²³(ts-)	821	xi³¹₄₄zieʔ²³	x i ³¹₄₄ z i e ʔ ²³	
31925	Fuzhou	nuó-gè 821	!  □	[2] xy³¹βiʔ⁴(p-)	821	xy³¹βiʔ⁴	x y ³¹ β i ʔ ⁴	[2]
#
32254	Kunming	nuó-mǒ 829	那麽	nə¹³mo⁰	829	nə¹³mo⁰	n ə ¹³ m o ⁰	
32249	Beijing	nuó-mǒ 829	那個	na⁵¹mə⁰	829	na⁵¹mə⁰	n a ⁵¹ m ə ⁰	
32250	Jinan	nuó-mǒ 829	那麽	na²¹mə⁰,nəŋ²¹mə⁰	829	na²¹mə⁰	n a ²¹ m ə ⁰	
32251	Shenyang	nuó-mǒ 829	那麽	na⁴¹mə⁰	829	na⁴¹mə⁰	n a ⁴¹ m ə ⁰	
32252	Xian	nuó-mǒ 829	那樣	næ⁴⁵iɑŋ⁰	829	næ⁴⁵iɑŋ⁰	n æ ⁴⁵ i ɑ ŋ ⁰	
32253	Chengdu	nuó-mǒ 829	那麽〔子〕	nən¹³(na)mən⁴⁴(tsๅ⁵³)	829	nən¹³mən⁴⁴	n ə n ¹³ m ə n ⁴⁴	
32255	Hefei	nuó-mǒ 829	那麽	na⁵³mʊ⁰	829	na⁵³mʊ⁰	n a ⁵³ m ʊ ⁰	
32256	Yangzhou	nuó-mǒ 829	那麽	ləʔ⁴məŋ⁰	829	ləʔ⁴məŋ⁰	l ə ʔ ⁴ m ə ŋ ⁰	
32257	Suzhou	nuó-mǒ 829	賊 梗 能 〕 ，	**(*)zɤʔ²³gaŋ³¹₂₁(nən²⁴₂₁)，zaŋ³¹(nən²⁴₂₁)	829	zɤʔ²³gaŋ³¹₂₁，zaŋ³¹	z ɤ ʔ ²³ g a ŋ ³¹₂₁ ，z a ŋ ³¹	[*]
32258	Suzhou	nuó-mǒ 829	!  梗 〔能 〕	[2] *(*)uɛ⁴⁴gaŋ³¹₂₁(nən²⁴₂₁)	829	uɛ⁴⁴gaŋ³¹₂₁	u ɛ ⁴⁴ g a ŋ ³¹₂₁	[2][*]
32259	Wenzhou	nuó-mǒ 829	!  能	*hi⁴⁵naŋ³¹	829	hi⁴⁵naŋ³¹	h i ⁴⁵ n a ŋ ³¹	[*]
32260	Changsha	nuó-mǒ 829	那樣	la⁵⁵ian⁰	829	la⁵⁵ian⁰	l a ⁵⁵ i a n ⁰	
32261	Nanchang	nuó-mǒ 829	!  樣	hɛn²iiɔŋ³¹	829	hɛn²iiɔŋ³¹	h ɛ n ² ii ɔ ŋ ³¹	
32262	Meixian	nuó-mǒ 829	!	an³¹nɛu¹²	829	an³¹nɛu¹²	a n ³¹ n ɛ u ¹²	
32263	Guangzhou	nuó-mǒ 829	咁	kɐm³³	829	kɐm³³	k ɐ m ³³	
32264	Yangjiang	nuó-mǒ 829	子	@nɐŋ²¹tʃei²¹	829	@nɐŋ²¹tʃei²¹	@ n ɐ ŋ ²¹ tʃ e i ²¹	
32265	Xiamen	nuó-mǒ 829	咹呢	an⁵¹ni⁵⁵₁₁	829	an⁵¹ni⁵⁵₁₁	a n ⁵¹ n i ⁵⁵₁₁	
32266	Chaozhou	nuó-mǒ 829	!  生	hĩẽ²¹³₄₂sẽ³³	829	hĩẽ²¹³₄₂sẽ³³	h ĩ ẽ ∼ ²¹³₄₂ s ẽ ∼ ³³	
32267	Fuzhou	nuó-mǒ 829	!	xi³¹maŋ³¹	829	xi³¹maŋ³¹	x i ³¹ m a ŋ ³¹	
#
32101	Guangzhou	nuó-ní 825	嗰處	[2] kɔ³⁵ʃy³³	825	kɔ³⁵ʃy³³	k ɔ ³⁵ ʃ y ³³	[2]
32093	Suzhou	nuó-ní 825	歸 搭	**kuɛ⁴⁴taʔ⁴₂₁	825	kuɛ⁴⁴taʔ⁴₂₁	k u ɛ ⁴⁴ t a ʔ ⁴₂₁	[*]
32085	Beijing	nuó-ní 825	那兒	nar⁵¹	825	nar⁵¹	n a r ⁵¹	
32086	Jinan	nuó-ní 825	那裏	na²¹li⁰	825	na²¹li⁰	n a ²¹ l i ⁰	
32087	Shenyang	nuó-ní 825	那	na⁴¹	825	na⁴¹	n a ⁴¹	
32088	Xian	nuó-ní 825	!  搭 兒	*uo⁵³tɑr⁰	825	uo⁵³tɑr⁰	u o ⁵³ t ɑ r ⁰	[*]
32089	Chengdu	nuó-ní 825	那兒	nər⁴⁴	825	nər⁴⁴	n ə r ⁴⁴	
32090	Kunming	nuó-ní 825	那點兒	nə¹³tiɛr⁵³	825	nə¹³tiɛr⁵³	n ə ¹³ t i ɛ r ⁵³	
32091	Hefei	nuó-ní 825	那格 子	*na⁵³kɐʔ⁴tsə⁰	825	na⁵³kɐʔ⁴tsə⁰	n a ⁵³ k ɐ ʔ ⁴ ts ə ⁰	[*]
32092	Yangzhou	nuó-ní 825	!  塊	ləʔ⁴kʰuɛ⁰	825	ləʔ⁴kʰuɛ⁰	l ə ʔ ⁴ kʰ u ɛ ⁰	
32094	Suzhou	nuó-ní 825	!  搭	[2] *uɛ⁴⁴taʔ⁴₂₁	825	uɛ⁴⁴taʔ⁴₂₁	u ɛ ⁴⁴ t a ʔ ⁴₂₁	[2][*]
32095	Wenzhou	nuó-ní 825	白 擔	**ba¹²ta⁴⁴	825	ba¹²ta⁴⁴	b a ¹² t a ⁴⁴	[*]
32096	Changsha	nuó-ní 825	那裏	la⁵⁵li⁰	825	la⁵⁵li⁰	l a ⁵⁵ l i ⁰	
32097	Nanchang	nuó-ní 825	!  裏	hɛ²⁴li⁰	825	hɛ²⁴li⁰	h ɛ ²⁴ l i ⁰	
32098	Meixian	nuó-ní 825	!	kɛ⁴²ɛ⁰	825	kɛ⁴²ɛ⁰	k ɛ ⁴² ɛ ⁰	
32099	Meixian	nuó-ní 825	!	[2] kɛ⁴²lɛ³¹	825	kɛ⁴²lɛ³¹	k ɛ ⁴² l ɛ ³¹	[2]
32100	Guangzhou	nuó-ní 825	嗰度	*kɔ³⁵tou²²	825	kɔ³⁵tou²²	k ɔ ³⁵ t o u ²²	[*]
32102	Yangjiang	nuó-ní 825	乃 試	**nai²¹ʃi²⁴	825	nai²¹ʃi²⁴	n a i ²¹ ʃ i ²⁴	[*]
32103	Xiamen	nuó-ní 825	! □	hia²⁴	825	hia²⁴	h i a ²⁴	
32104	Xiamen	nuó-ní 825	!  位	[2] hit³²₅ui³³	825	hit³²₅ui³³	h i t ³²₅ u i ³³	[2]
32105	Chaozhou	nuó-ní 825	許 塊	*hɯ⁵³₂₄ko²¹³	825	hɯ⁵³₂₄ko²¹³	h ɯ ⁵³₂₄ k o ²¹³	[*]
32106	Fuzhou	nuó-ní 825	!	xuai⁵²nœ³¹	825	xuai⁵²nœ³¹	x u a i ⁵² n œ ³¹	
32107	Fuzhou	nuó-ní 825	!	[2] xu⁴⁴uai³¹	825	xu⁴⁴uai³¹	x u ⁴⁴ u a i ³¹	[2]
#
32006	Changsha	nuó-suò 823	那些	lai⁵⁵ɕie⁰	823	lai⁵⁵ɕie⁰	l a i ⁵⁵ ɕ i e ⁰	
31995	Beijing	nuó-suò 823	那些	na⁵¹ɕie⁰,nei⁵¹ɕie⁰	823	na⁵¹ɕie⁰	n a ⁵¹ ɕ i e ⁰	
31996	Jinan	nuó-suò 823	那些	na²¹ɕie²¹³	823	na²¹ɕie²¹³	n a ²¹ ɕ i e ²¹³	
31997	Shenyang	nuó-suò 823	那些	na⁴¹ɕie⁰,nei⁴¹ɕie⁰	823	na⁴¹ɕie⁰	n a ⁴¹ ɕ i e ⁰	
31998	Xian	nuó-suò 823	!  些	uo⁵³ɕie⁰	823	uo⁵³ɕie⁰	u o ⁵³ ɕ i e ⁰	
31999	Chengdu	nuó-suò 823	那些	na¹³ɕi⁴⁴	823	na¹³ɕi⁴⁴	n a ¹³ ɕ i ⁴⁴	
32000	Kunming	nuó-suò 823	那些	nə¹³ɕie⁴⁴	823	nə¹³ɕie⁴⁴	n ə ¹³ ɕ i e ⁴⁴	
32001	Hefei	nuó-suò 823	那些	na⁵³sๅ²¹²	823	na⁵³sๅ²¹²	n a ⁵³ s ๅ ²¹²	
32002	Yangzhou	nuó-suò 823	!  些	ləʔ⁴ɕiɪ⁰	823	ləʔ⁴ɕiɪ⁰	l ə ʔ ⁴ ɕ i ɪ ⁰	
32003	Suzhou	nuó-suò 823	!  眼	uɛ⁴⁴ŋɛ³¹₂₁	823	uɛ⁴⁴ŋɛ³¹₂₁	u ɛ ⁴⁴ ŋ ɛ ³¹₂₁	
32004	Suzhou	nuó-suò 823	!  星	[2] *uɛ⁴⁴sin⁴⁴₂₁	823	uɛ⁴⁴sin⁴⁴₂₁	u ɛ ⁴⁴ s i n ⁴⁴₂₁	[2][*]
32005	Wenzhou	nuó-suò 823	!  來	*hi⁴⁵lɛ³¹	823	hi⁴⁵lɛ³¹	h i ⁴⁵ l ɛ ³¹	[*]
32007	Nanchang	nuó-suò 823	!  些	hɛ²⁴ɕiɛt⁵	823	hɛ²⁴ɕiɛt⁵	h ɛ ²⁴ ɕ i ɛ t ⁵	
32008	Meixian	nuó-suò 823	!  兜	*kɛ⁴²tɛu⁴⁴	823	kɛ⁴²tɛu⁴⁴	k ɛ ⁴² t ɛ u ⁴⁴	[*]
32009	Guangzhou	nuó-suò 823	嗰啲	kɔ³⁵ti⁵³	823	kɔ³⁵ti⁵³	k ɔ ³⁵ t i ⁵³	
32010	Yangjiang	nuó-suò 823	那胒	na²¹nɐi²⁴	823	na²¹nɐi²⁴	n a ²¹ n ɐ i ²⁴	
32011	Xiamen	nuó-suò 823	!	hit³²₅kua⁵¹	823	hit³²₅kua⁵¹	h i t ³²₅ k u a ⁵¹	
32012	Xiamen	nuó-suò 823	!  □	[2] hiaʔ³²e²⁴	823	hiaʔ³²e²⁴	h i a ʔ ³² e ²⁴	[2]
32013	Xiamen	nuó-suò 823	!	[3] hia⁵¹	823	hia⁵¹	h i a ⁵¹	[3]
32014	Chaozhou	nuó-suò 823	許 撮	*hɯ⁵³₂₄tsʰoʔ²¹	823	hɯ⁵³₂₄tsʰoʔ²¹	h ɯ ⁵³₂₄ tsʰ o ʔ ²¹	[*]
32015	Fuzhou	nuó-suò 823	!  滴仔	xi³¹liʔ²³(t-)kiaŋ³¹	823	xi³¹liʔ²³kiaŋ³¹	x i ³¹ l i ʔ ²³ k i a ŋ ³¹	
#
18299	Beijing	ná 517	拿	na³⁵	517	na³⁵	n a ³⁵	
18300	Jinan	ná 517	拿	na⁴²	517	na⁴²	n a ⁴²	
18301	Shenyang	ná 517	拿	na³⁵	517	na³⁵	n a ³⁵	
18302	Xian	ná 517	拿	nɑ²⁴	517	nɑ²⁴	n ɑ ²⁴	
18303	Chengdu	ná 517	拿	na³¹	517	na³¹	n a ³¹	
18304	Kunming	ná 517	拿	na³¹	517	na³¹	n a ³¹	
18305	Hefei	ná 517	拿	na⁵⁵	517	na⁵⁵	n a ⁵⁵	
18306	Yangzhou	ná 517	拿	lɑ³⁴	517	lɑ³⁴	l ɑ ³⁴	
18307	Suzhou	ná 517	拿 ，	no²⁴，no⁴⁴	517	no²⁴，no⁴⁴	n o ²⁴ ， n o ⁴⁴	
18308	Wenzhou	ná 517	朵	*to⁴⁵	517	to⁴⁵	t o ⁴⁵	[*]
18309	Wenzhou	ná 517	抯	[2] tso⁴⁵	517	tso⁴⁵	ts o ⁴⁵	[2]
18310	Wenzhou	ná 517	捉	[3] tɕyo²³	517	tɕyo²³	tɕ y o ²³	[3]
18311	Changsha	ná 517	拿	la³³	517	la³³	l a ³³	
18312	Nanchang	ná 517	!	lak⁵	517	lak⁵	l a k ⁵	
18313	Meixian	ná 517	拿	na⁴⁴	517	na⁴⁴	n a ⁴⁴	
18314	Guangzhou	ná 517	攞	lɔ³⁵	517	lɔ³⁵	l ɔ ³⁵	
18315	Guangzhou	ná 517	擰	[2] nɪŋ⁵³	517	nɪŋ⁵³	n ɪ ŋ ⁵³	[2]
18316	Yangjiang	ná 517	擰	nɪŋ²⁴	517	nɪŋ²⁴	n ɪ ŋ ²⁴	
18317	Xiamen	ná 517	!	tʰeʔ⁵	517	tʰeʔ⁵	tʰ e ʔ ⁵	
18318	Chaozhou	ná 517		@kʰieʔ⁴	517	@kʰieʔ⁴	@ kʰ i e ʔ ⁴	
18319	Fuzhou	ná 517	拈	nieŋ⁴⁴	517	nieŋ⁴⁴	n i e ŋ ⁴⁴	
#
30677	Beijing	nái-gàn 795	能幹	naŋ³⁵kan⁵¹	795	naŋ³⁵kan⁵¹	n a ŋ ³⁵ k a n ⁵¹	
30678	Jinan	nái-gàn 795	能幹	nəŋ⁴²kæ̃²¹	795	nəŋ⁴²kæ̃²¹	n ə ŋ ⁴² k æ̃ ∼ ²¹	
30679	Shenyang	nái-gàn 795	能幹	nəŋ³⁵kan⁰	795	nəŋ³⁵kan⁰	n ə ŋ ³⁵ k a n ⁰	
30680	Shenyang	nái-gàn 795	能耐	[2] nəŋ³⁵nai⁰	795	nəŋ³⁵nai⁰	n ə ŋ ³⁵ n a i ⁰	[2]
30681	Xian	nái-gàn 795	能幹	nəŋ²⁴kæ̃⁴⁵	795	nəŋ²⁴kæ̃⁴⁵	n ə ŋ ²⁴ k æ̃ ∼ ⁴⁵	
30682	Chengdu	nái-gàn 795	能幹	nən³¹kan¹³	795	nən³¹kan¹³	n ə n ³¹ k a n ¹³	
30683	Kunming	nái-gàn 795	能幹	nə̃³¹kã¹³	795	nə̃³¹kã¹³	n ə̃ ∼ ³¹ k ã ∼ ¹³	
30684	Hefei	nái-gàn 795	停當	tʰin⁵⁵tɑ̃⁵³	795	tʰin⁵⁵tɑ̃⁵³	tʰ i n ⁵⁵ t ɑ̃ ∼ ⁵³	
30685	Yangzhou	nái-gàn 795	能幹	ləŋ³⁴kɛ̃⁵⁵	795	ləŋ³⁴kɛ̃⁵⁵	l ə ŋ ³⁴ k ɛ̃ ∼ ⁵⁵	
30686	Suzhou	nái-gàn 795	!	dʑiɒ²⁴	795	dʑiɒ²⁴	dʑ i ɒ ²⁴	
30687	Wenzhou	nái-gàn 795	會	vai¹¹	795	vai¹¹	v a i ¹¹	
30688	Changsha	nái-gàn 795	能幹	lən¹³kan⁵⁵	795	lən¹³kan⁵⁵	l ə n ¹³ k a n ⁵⁵	
30689	Nanchang	nái-gàn 795	能幹	lɛn⁵⁵kɔn⁵⁵	795	lɛn⁵⁵kɔn⁵⁵	l ɛ n ⁵⁵ k ɔ n ⁵⁵	
30690	Meixian	nái-gàn 795	嚦	liak⁴	795	liak⁴	l i a k ⁴	
30691	Meixian	nái-gàn 795	會	[2] vɔi⁴²	795	vɔi⁴²	v ɔ i ⁴²	[2]
30692	Guangzhou	nái-gàn 795	嚦	lɛk⁵	795	lɛk⁵	l ɛ k ⁵	
30693	Yangjiang	nái-gàn 795	慘	*tʃʰam²¹	795	tʃʰam²¹	tʃʰ a m ²¹	[*]
30694	Xiamen	nái-gàn 795		@gau²⁴	795	@gau²⁴	@ g a u ²⁴	
30695	Chaozhou	nái-gàn 795	勥	kʰiaŋ²¹³	795	kʰiaŋ²¹³	kʰ i a ŋ ²¹³	
30696	Chaozhou	nái-gàn 795	! □	[2] gua⁵⁵	795	gua⁵⁵	g u a ⁵⁵	[2]
30697	Fuzhou	nái-gàn 795	本事	puɔŋ³¹₄₄nøy²⁴²(s-)	795	puɔŋ³¹₄₄nøy²⁴²	p u ɔ ŋ ³¹₄₄ n ø y ²⁴²	
30698	Fuzhou	nái-gàn 795	! □	[2] pa³¹	795	pa³¹	p a ³¹	[2]
#
28692	Kunming	nán 753	難	nã³¹	753	nã³¹	n ã ∼ ³¹	
28696	Wenzhou	nán 753	難	na³¹	753	na³¹	n a ³¹	
28687	Beijing	nán 753	難	nan³⁵	753	nan³⁵	n a n ³⁵	
28688	Jinan	nán 753	難	næ̃⁴²	753	næ̃⁴²	n æ̃ ∼ ⁴²	
28689	Shenyang	nán 753	難	nan³⁵	753	nan³⁵	n a n ³⁵	
28690	Xian	nán 753	難	næ̃²⁴	753	næ̃²⁴	n æ̃ ∼ ²⁴	
28691	Chengdu	nán 753	難	nan³¹	753	nan³¹	n a n ³¹	
28693	Hefei	nán 753	難	næ̃⁵⁵	753	næ̃⁵⁵	n æ̃ ∼ ⁵⁵	
28694	Yangzhou	nán 753	難	lɛ̃³⁴	753	lɛ̃³⁴	l ɛ̃ ∼ ³⁴	
28695	Suzhou	nán 753	難	nɛ²⁴	753	nɛ²⁴	n ɛ ²⁴	
28697	Changsha	nán 753	難	lan¹³	753	lan¹³	l a n ¹³	
28698	Nanchang	nán 753	難	lan⁵⁵	753	lan⁵⁵	l a n ⁵⁵	
28699	Meixian	nán 753	難	nan¹²	753	nan¹²	n a n ¹²	
28700	Guangzhou	nán 753	難	nan²¹	753	nan²¹	n a n ²¹	
28701	Yangjiang	nán 753	難	nan⁴⁴³	753	nan⁴⁴³	n a n ⁴⁴³	
28702	Xiamen	nán 753	惡	oʔ³²	753	oʔ³²	o ʔ ³²	
28703	Chaozhou	nán 753	惡	oʔ²¹	753	oʔ²¹	o ʔ ²¹	
28704	Fuzhou	nán 753	艱難	kaŋ⁴⁴naŋ⁵²	753	kaŋ⁴⁴naŋ⁵²	k a ŋ ⁴⁴ n a ŋ ⁵²	
#
2425	Beijing	nán-guā 155	南瓜	nan³⁵kua⁰	155	nan³⁵kua⁰	n a n ³⁵ k u a ⁰	
2426	Beijing	nán-guā 155	倭瓜	[2] uo⁵⁵kua⁰	155	uo⁵⁵kua⁰	u o ⁵⁵ k u a ⁰	[2]
2427	Beijing	nán-guā 155	北瓜	[3] pei²¹⁴₂₁kua⁰	155	pei²¹⁴₂₁kua⁰	p e i ²¹⁴₂₁ k u a ⁰	[3]
2428	Jinan	nán-guā 155	南瓜	næ̃⁴²kua⁰,naŋ⁴²kua⁰	155	næ̃⁴²kua⁰	n æ̃ ∼ ⁴² k u a ⁰	
2429	Jinan	nán-guā 155	倭瓜	[2] uə²¹³kua⁰	155	uə²¹³kua⁰	u ə ²¹³ k u a ⁰	[2]
2430	Jinan	nán-guā 155	北瓜	[3] pei²¹³kua⁰	155	pei²¹³kua⁰	p e i ²¹³ k u a ⁰	[3]
2431	Shenyang	nán-guā 155	倭瓜	uə³³kua⁰	155	uə³³kua⁰	u ə ³³ k u a ⁰	
2432	Xian	nán-guā 155	南瓜	næ̃²⁴kuɑ⁰	155	næ̃²⁴kuɑ⁰	n æ̃ ∼ ²⁴ k u ɑ ⁰	
2433	Xian	nán-guā 155	倭瓜	[2] uo²¹kuɑ⁰	155	uo²¹kuɑ⁰	u o ²¹ k u ɑ ⁰	[2]
2434	Xian	nán-guā 155	北瓜	[3] pei²¹kuɑ⁰	155	pei²¹kuɑ⁰	p e i ²¹ k u ɑ ⁰	[3]
2435	Chengdu	nán-guā 155	南瓜	nan³¹kua⁴⁴	155	nan³¹kua⁴⁴	n a n ³¹ k u a ⁴⁴	
2436	Kunming	nán-guā 155	南瓜	nã³¹kua⁴⁴	155	nã³¹kua⁴⁴	n ã ∼ ³¹ k u a ⁴⁴	
2437	Hefei	nán-guā 155	南瓜	næ̃⁵⁵kua²¹²	155	næ̃⁵⁵kua²¹²	n æ̃ ∼ ⁵⁵ k u a ²¹²	
2438	Yangzhou	nán-guā 155	南瓜	lɛ̃³⁴kuɑ³¹	155	lɛ̃³⁴kuɑ³¹	l ɛ̃ ∼ ³⁴ k u ɑ ³¹	
2439	Yangzhou	nán-guā 155	番瓜	[2] fɛ̃³¹kuɑ³¹	155	fɛ̃³¹kuɑ³¹	f ɛ̃ ∼ ³¹ k u ɑ ³¹	[2]
2440	Suzhou	nán-guā 155	南瓜	nø²⁴₂₂ko⁴⁴	155	nø²⁴₂₂ko⁴⁴	n ø ²⁴₂₂ k o ⁴⁴	
2441	Wenzhou	nán-guā 155	金瓜	tɕiaŋ⁴⁴ko⁴⁴	155	tɕiaŋ⁴⁴ko⁴⁴	tɕ i a ŋ ⁴⁴ k o ⁴⁴	
2442	Changsha	nán-guā 155	南瓜	lan¹³kua³³	155	lan¹³kua³³	l a n ¹³ k u a ³³	
2443	Nanchang	nán-guā 155	北瓜	pɛt⁵kua⁴²	155	pɛt⁵kua⁴²	p ɛ t ⁵ k u a ⁴²	
2444	Meixian	nán-guā 155	南瓜	nam¹²kua⁴⁴	155	nam¹²kua⁴⁴	n a m ¹² k u a ⁴⁴	
2445	Guangzhou	nán-guā 155	金瓜	kɐm⁵⁵kwa⁵³	155	kɐm⁵⁵kwa⁵³	k ɐ m ⁵⁵ k w a ⁵³	
2446	Guangzhou	nán-guā 155	番瓜	[2] fan⁵⁵kwa⁵³	155	fan⁵⁵kwa⁵³	f a n ⁵⁵ k w a ⁵³	[2]
2447	Yangjiang	nán-guā 155	金瓜	kiem³³kwa³³	155	kiem³³kwa³³	k i e m ³³ k w a ³³	
2448	Xiamen	nán-guā 155	金瓜	kim⁵⁵₃₃kue⁵⁵	155	kim⁵⁵₃₃kue⁵⁵	k i m ⁵⁵₃₃ k u e ⁵⁵	
2449	Chaozhou	nán-guā 155	番瓜	hueŋ³³₂₃kue33	155	hueŋ³³₂₃kue33	h u e ŋ ³³₂₃ k u e 33	
2450	Fuzhou	nán-guā 155	金瓜	kiŋ⁴⁴ŋua⁴⁴(k-)	155	kiŋ⁴⁴ŋua⁴⁴	k i ŋ ⁴⁴ ŋ u a ⁴⁴	
#
13285	Beijing	nán-hái-ní 407	男孩兒	nan³⁵xair³⁵	407	nan³⁵xair³⁵	n a n ³⁵ x a i r ³⁵	
13286	Jinan	nán-hái-ní 407	小子	ɕio⁵⁵tsๅ⁰	407	ɕio⁵⁵tsๅ⁰	ɕ i o ⁵⁵ ts ๅ ⁰	
13287	Jinan	nán-hái-ní 407	小小兒	[2] ɕiɔ⁵⁵ɕiɔr⁵⁵	407	ɕiɔ⁵⁵ɕiɔr⁵⁵	ɕ i ɔ ⁵⁵ ɕ i ɔ r ⁵⁵	[2]
13288	Shenyang	nán-hái-ní 407	小子	ɕiau²¹³₂₁tsๅ⁰	407	ɕiau²¹³₂₁tsๅ⁰	ɕ i a u ²¹³₂₁ ts ๅ ⁰	
13289	Xian	nán-hái-ní 407	男子娃	næ̃²⁴tsๅ⁰uɑ⁰	407	næ̃²⁴tsๅ⁰uɑ⁰	n æ̃ ∼ ²⁴ ts ๅ ⁰ u ɑ ⁰	
13290	Chengdu	nán-hái-ní 407	兒娃子	ɚ³¹ua³¹₄₄tsๅ⁵³	407	ɚ³¹ua³¹₄₄tsๅ⁵³	ɚ ³¹ u a ³¹₄₄ ts ๅ ⁵³	
13291	Kunming	nán-hái-ní 407	小兒子	ɕiau⁵³ə³¹tsๅ⁵³	407	ɕiau⁵³ə³¹tsๅ⁵³	ɕ i a u ⁵³ ə ³¹ ts ๅ ⁵³	
13292	Hefei	nán-hái-ní 407	小廝	ɕiɔ²¹sๅ⁵³	407	ɕiɔ²¹sๅ⁵³	ɕ i ɔ ²¹ s ๅ ⁵³	
13293	Yangzhou	nán-hái-ní 407	男霞 子	*lɛ̃³⁴ɕiɑ³⁴tsɛ⁰	407	lɛ̃³⁴ɕiɑ³⁴tsɛ⁰	l ɛ̃ ∼ ³⁴ ɕ i ɑ ³⁴ ts ɛ ⁰	[*]
