ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS	ALIGNMENT	NOTE	RANK
689	Fuzhou	the mother	1216	219	mother (mommy)	娘奶						nouŋ⁵²₃₁nɛ³¹	娘奶	BeijingDaxue1964	n o u ŋ ⁵²₃₁ n ɛ ³¹	189 592	n o u ŋ ⁵²₃₁ ◦ n ɛ ³¹		27
889	Guangzhou	the mother	1216	219	mother (mommy)	媽媽	ma²¹+ma⁵⁵ / lou²³+mou²³/³⁵ / mou³⁵+tsʰɐn⁵³	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	妈妈 / 老母 / 母 親	妈妈 / 妈妈 / 母親	ma⁵⁵₂₁ma⁵⁵	媽媽	BeijingDaxue1964	m a ⁵⁵₂₁ m a ⁵⁵	188 373	m a ⁵⁵₂₁ ◦ m a ⁵⁵		27
890	Guangzhou	the mother	1216	219	mother (mommy)	老母						lou²³mou²³₃₅	老母	BeijingDaxue1964	l o u ²³ m o u ²³₃₅	711 712	l o u ²³ ◦ m o u ²³₃₅		27
1086	Jinan	the mother	1216	219	mother (mommy)	娘〔媽〕	ma²¹³ / ɲiaŋ⁴² / mu²¹⁴/⁴⁵+tɕiẽ∼⁰	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	妈 / 娘 / 母 親	妈妈 / 妈妈 / 母親	ȵiaŋ⁴²	娘〔媽〕	BeijingDaxue1964	ȵ i a ŋ ⁴²	189	ȵ i a ŋ ⁴²		27
1277	Meixian	the mother	1216	219	mother (mommy)	阿姆	a⁴⁴+me⁴⁴ / oi³⁵/³³+ie⁰ / a³³+me³³	mother / mather / mather	Hou2004 / Liu2007 / Liu2007	阿姆 / 娭 / 阿 姆	妈妈 / 母親 / 母親	a⁴⁴mɛ⁴⁴	阿姆	BeijingDaxue1964	a ⁴⁴ m ɛ ⁴⁴	836 837	a ⁴⁴ ◦ m ɛ - ⁴⁴		27
1278	Meixian	the mother	1216	219	mother (mommy)	!						@ɔi⁴⁴ɛ⁰	囗囗	BeijingDaxue1964	ɔ i ⁴⁴ ɛ ⁰	174			27
1468	Nanchang	the mother	1216	219	mother (mommy)	姆媽	mm̩∼⁴²+mɑ⁰² / ɲiɔŋ⁴⁵ / mu²¹³+tɕʰin⁴² / ɲiɔŋ⁴⁵	mother / mother / mather / mather	Hou2004 / Hou2004 / Liu2007 / Liu2007	姆妈 / 娘 / 母 親 / 娘	妈妈 / 妈妈 / 母親 / 母親	ṃ⁴²ma⁰	姆媽	BeijingDaxue1964	m m̩ ∼ ⁴² m a ⁰	837 188	m m̩ ∼ ⁴² ◦ m a ⁰		27
1469	Nanchang	the mother	1216	219	mother (mommy)	娘						ȵiɔŋ⁵⁵	娘	BeijingDaxue1964	ȵ i ɔ ŋ ⁵⁵	189	ȵ i ɔ ŋ ⁵⁵		27
1672	Suzhou	the mother	1216	219	mother (mommy)	姆媽	mm̩∼⁵⁵+mɑ⁰ / ɲiã∼¹³ / mm̩∼⁴⁴+mɑ²¹/⁴⁴	mother / mother / mather	Hou2004 / Hou2004 / Liu2007	姆妈 / 娘 / 姆 媽	妈妈 / 妈妈 / 母親	ṃ⁴⁴mɒ⁴⁴₂₁	姆媽	BeijingDaxue1964	m m̩ ∼ ⁴⁴ m ɒ ⁴⁴₂₁	837 188	m m̩ ∼ ⁴⁴ ◦ m ɒ ⁴⁴₂₁		27
1673	Suzhou	the mother	1216	219	mother (mommy)	娘						ȵiaŋ²⁴	娘	BeijingDaxue1964	ȵ i a ŋ ²⁴	189	ȵ i a ŋ ²⁴		27
1870	Wenzhou	the mother	1216	219	mother (mommy)	阿媽	a³³/²¹+ma³⁵ / a³³/²¹+na³³ / na³³ / a²/⁴¹+na⁴⁴	mother / mother / mother / mather	Hou2004 / Hou2004 / Hou2004 / Liu2007	阿妈 / 阿妳 / 妳 / 阿 奶	妈妈 / 妈妈 / 妈妈 / 母親	a²³ma⁴⁵	阿媽	BeijingDaxue1964	a ²³ m a ⁴⁵	836 188	a ²³ ◦ m a ⁴⁵		27
1871	Wenzhou	the mother	1216	219	mother (mommy)	〔阿〕奶						na⁴⁴	〔阿〕奶	BeijingDaxue1964	n a ⁴⁴	592	n a ⁴⁴		27
2067	Xiamen	the mother	1216	219	mother (mommy)	阿母〔仔〕	lau²²/²¹+bu⁵³ / bu⁵³/⁵⁵+tsʰin⁵⁵ / a⁵⁵/²²+bu⁵³ / ma⁵⁵/²¹+ma⁵⁵/³⁵ / a¹¹/⁵⁵+bu⁵³ / lau²²/²⁴+bu⁵³	mother / mother / mother / mother / mather / mather	Hou2004 / Hou2004 / Hou2004 / Hou2004 / Liu2007 / Liu2007	老母 / 母亲 / 阿母 / 妈妈 / 阿 姆 / 老 姆	妈妈 / 妈妈 / 妈妈 / 妈妈 / 母親 / 母親	a⁵⁵₃₃bu⁵¹	阿母〔仔〕	BeijingDaxue1964	a ⁵⁵₃₃ b u ⁵¹	836 712	a ⁵⁵₃₃ ◦ b u - ⁵¹		27
2068	Xiamen	the mother	1216	219	mother (mommy)	母仔						bu⁵¹a⁵¹₁₁	母仔	BeijingDaxue1964	b u ⁵¹ a ⁵¹₁₁	712 1102	b u - ⁵¹ ◦ a ⁵¹₁₁		27
2069	Xiamen	the mother	1216	219	mother (mommy)	老母						lau³³₁₁bu⁵¹	老母	BeijingDaxue1964	l a u ³³₁₁ b u ⁵¹	711 712	l a u ³³₁₁ ◦ b u - ⁵¹		27
3143	Chaozhou	the mother														0			27
2212	Beijing	the mountain														0			70
2290	Changsha	the mountain														0			70
2368	Chengdu	the mountain														0			70
2446	Fuzhou	the mountain														0			70
2524	Guangzhou	the mountain														0			70
2602	Jinan	the mountain														0			70
2680	Meixian	the mountain														0			70
2758	Nanchang	the mountain														0			70
2836	Suzhou	the mountain														0			70
2914	Wenzhou	the mountain														0			70
2992	Xiamen	the mountain														0			70
3180	Chaozhou	the mountain														0			70
108	Beijing	the mouse or rat	2139	320	rat, mouse	耗子						xau⁵¹tsɿ⁰	耗子	BeijingDaxue1964	x a u ⁵¹ ts ɿ ⁰	190 191	x a u ⁵¹ ◦ ts ɿ ⁰		54
298	Changsha	the mouse or rat	2139	320	rat, mouse	老鼠子						lau⁴¹ɕy⁴¹tsɿ⁰	老鼠子	BeijingDaxue1964	l a u ⁴¹ ɕ y ⁴¹ ts ɿ ⁰	388 389 191	l a u ⁴¹ ◦ ɕ y - ⁴¹ ◦ ts ɿ ⁰		54
489	Chengdu	the mouse or rat	2139	320	rat, mouse	耗子						xau¹³tsɿ⁵³	耗子	BeijingDaxue1964	x a u ¹³ ts ɿ ⁵³	190 191	x a u ¹³ ◦ ts ɿ ⁵³		54
690	Fuzhou	the mouse or rat	2139	320	rat, mouse	老鼠						lɔ³¹₄₅zy³¹	老鼠	BeijingDaxue1964	l ɔ ³¹₄₅ z y ³¹	388 389	l ɔ - ³¹₄₅ ◦ z y - ³¹		54
891	Guangzhou	the mouse or rat	2139	320	rat, mouse	老鼠						lou²³ʃy³⁵	老鼠	BeijingDaxue1964	l o u ²³ ʃ y ³⁵	388 389	l o u ²³ ◦ ʃ y - ³⁵		54
1087	Jinan	the mouse or rat	2139	320	rat, mouse	老鼠						lɔ⁵⁵ʂu⁰	老鼠	BeijingDaxue1964	l ɔ ⁵⁵ ʂ u ⁰	388 389	l ɔ - ⁵⁵ ◦ ʂ u - ⁰		54
1279	Meixian	the mouse or rat	2139	320	rat, mouse	老鼠						lau³¹tsʰu³¹	老鼠	BeijingDaxue1964	l a u ³¹ tsʰ u ³¹	388 389	l a u ³¹ ◦ tsʰ u - ³¹		54
1470	Nanchang	the mouse or rat	2139	320	rat, mouse	老鼠						lau³¹ɕy²¹³	老鼠	BeijingDaxue1964	l a u ³¹ ɕ y ²¹³	388 389	l a u ³¹ ◦ ɕ y - ²¹³		54
1674	Suzhou	the mouse or rat	2139	320	rat, mouse	老蟲						læ³¹₂₂zoŋ²⁴₃₃	老蟲	BeijingDaxue1964	l æ ³¹₂₂ z o ŋ ²⁴₃₃	388 936	l æ - ³¹₂₂ ◦ z o ŋ ²⁴₃₃		54
1872	Wenzhou	the mouse or rat	2139	320	rat, mouse	老鼠						lɜ²⁴tsʰei⁴⁵	老鼠	BeijingDaxue1964	l ɜ ²⁴ tsʰ e i ⁴⁵	388 389	l ɜ - ²⁴ ◦ tsʰ e i ⁴⁵		54
2070	Xiamen	the mouse or rat	2139	320	rat, mouse	貓鼠						nĩãũ∼⁵⁵₃₃tsʰu⁵¹	貓鼠	BeijingDaxue1964	n ĩ ã ũ ∼ ⁵⁵₃₃ tsʰ u ⁵¹	1103 389	n ĩ ã ũ ∼ ⁵⁵₃₃ ◦ tsʰ u - ⁵¹		54
3047	Chaozhou	the mouse or rat														0			54
109	Beijing	the mouth	674	84	mouth	咀	tsuei²¹³	mouth	Liu2007	嘴	嘴	tsuei²¹⁴	咀	BeijingDaxue1964	ts u e i ²¹⁴	192	ts u e i ²¹⁴		188
299	Changsha	the mouth	674	84	mouth	咀巴	tsei⁴¹	mouth	Liu2007	嘴	嘴	tsei⁴¹pa³³	咀巴	BeijingDaxue1964	ts e i ⁴¹ p a ³³	192 390	ts - e i ⁴¹ ◦ p a ³³		188
490	Chengdu	the mouth	674	84	mouth	咀巴	tsuei⁵⁵/⁵³+pa⁵⁵ / ia⁵⁵/²¹+pa⁵⁵	mouth / mouth	Liu2007 / Liu2007	嘴 巴 / 牙 巴	嘴 / 嘴	tsuei⁵³pa⁴⁴	咀巴	BeijingDaxue1964	ts u e i ⁵³ p a ⁴⁴	192 390	ts u e i ⁵³ ◦ p a ⁴⁴		188
691	Fuzhou	the mouth	674	84	mouth	咀	tsʰuoi²¹²	mouth	Liu2007	喙	嘴	tsʰui²¹³	咀	BeijingDaxue1964	tsʰ u i ²¹³	192	tsʰ u i - ²¹³		188
892	Guangzhou	the mouth	674	84	mouth	咀	tsøy³⁵	mouth	Liu2007	嘴	嘴	tʃøy³⁵	咀	BeijingDaxue1964	tʃ ø y ³⁵	192	tʃ - ø y ³⁵		188
1088	Jinan	the mouth	674	84	mouth	咀	tsuei⁴⁵	mouth	Liu2007	嘴	嘴	tsuei⁵⁵	咀	BeijingDaxue1964	ts u e i ⁵⁵	192	ts u e i ⁵⁵		188
1280	Meixian	the mouth	674	84	mouth	咀	tsoi⁵³	mouth	Liu2007	嘴	嘴	tsɔi⁴²	咀	BeijingDaxue1964	ts ɔ i ⁴²	192	ts - ɔ i ⁴²		188
1471	Nanchang	the mouth	674	84	mouth	咀巴	tsui²¹³	mouth	Liu2007	嘴	嘴	tsui²¹³pa⁴²	咀巴	BeijingDaxue1964	ts u i ²¹³ p a ⁴²	192 390	ts - u i ²¹³ ◦ p a ⁴²		188
1675	Suzhou	the mouth	674	84	mouth	咀〔巴〕	tsʯ⁵²	mouth	Liu2007	嘴	嘴	tsʮ⁴¹	咀〔巴〕	BeijingDaxue1964	ts ʮ ⁴¹	192	ts - ʮ - ⁴¹		188
1873	Wenzhou	the mouth	674	84	mouth	咀咀	tsɿ²⁴	mouth	Liu2007	嘴	嘴	tsɿ⁴⁵tsɿ⁴⁵	咀咀	BeijingDaxue1964	ts ɿ ⁴⁵ ts ɿ ⁴⁵	192 371	ts - ɿ - ⁴⁵ ◦ ts - ɿ - ⁴⁵		188
2071	Xiamen	the mouth	674	84	mouth	咀	tsʰui²¹	mouth	Liu2007	喙	嘴	tsʰui¹¹	咀	BeijingDaxue1964	tsʰ u i ¹¹	192	tsʰ - u i ¹¹		188
3209	Chaozhou	the mouth														0			188
110	Beijing	the mud	640	46	mud, earth	泥						ni³⁵	泥	BeijingDaxue1964	n i ³⁵	193	n i - ³⁵		130
300	Changsha	the mud	640	46	mud, earth	泥巴						ȵi¹³pa³³	泥巴	BeijingDaxue1964	ȵ i ¹³ p a ³³	193 391	ȵ i - ¹³ ◦ p a ³³		130
491	Chengdu	the mud	640	46	mud, earth	泥巴						ȵi³¹pa⁴⁴	泥巴	BeijingDaxue1964	ȵ i ³¹ p a ⁴⁴	193 391	ȵ i - ³¹ ◦ p a ⁴⁴		130
692	Fuzhou	the mud	640	46	mud, earth	塗						tʰu⁵²	塗	BeijingDaxue1964	tʰ u ⁵²	593	tʰ u ⁵²		130
893	Guangzhou	the mud	640	46	mud, earth	泥						nɐi²¹	泥	BeijingDaxue1964	n ɐ i ²¹	193	n ɐ i ²¹		130
1089	Jinan	the mud	640	46	mud, earth	泥						ȵi⁴²	泥	BeijingDaxue1964	ȵ i ⁴²	193	ȵ i - ⁴²		130
1281	Meixian	the mud	640	46	mud, earth	泥						nɛ¹²	泥	BeijingDaxue1964	n ɛ ¹²	193	n ɛ - ¹²		130
1472	Nanchang	the mud	640	46	mud, earth	泥巴						ȵi⁵⁵pa⁴²	泥巴	BeijingDaxue1964	ȵ i ⁵⁵ p a ⁴²	193 391	ȵ i - ⁵⁵ ◦ p a ⁴²		130
1676	Suzhou	the mud	640	46	mud, earth	爛泥						lɛ³¹₂₂ȵi²⁴₃₃	爛泥	BeijingDaxue1964	l ɛ ³¹₂₂ ȵ i ²⁴₃₃	939 193	l ɛ ³¹₂₂ ◦ ȵ i - ²⁴₃₃		130
1874	Wenzhou	the mud	640	46	mud, earth	爛汙泥						la¹¹vu³¹ȵi³¹	爛汙泥	BeijingDaxue1964	l a ¹¹ v u ³¹ ȵ i ³¹	939 1019 193	l a ¹¹ ◦ v u ³¹ ◦ ȵ i - ³¹		130
2072	Xiamen	the mud	640	46	mud, earth	塗						tʰɔ²⁴	塗	BeijingDaxue1964	tʰ ɔ ²⁴	593	tʰ ɔ ²⁴		130
3041	Chaozhou	the mud														0			130
111	Beijing	the nail (fingernail or claw)	2128	113	fingernail	指甲	ʈʂua̠²¹³	claw	Liu2007	爪	爪子	tʂʅ²¹⁴₅₅tɕia⁰	指甲	BeijingDaxue1964	tʂ ʅ ²¹⁴₅₅ tɕ i a ⁰	194 195	tʂ ʅ - ²¹⁴₅₅ ◦ tɕ i a - ⁰		24
301	Changsha	the nail (fingernail or claw)	2128	113	fingernail	指甲子	tsau⁴¹ / tsau⁴¹+tsɿ⁰	claw / claw	Liu2007 / Liu2007	爪 / 爪 子	爪子 / 爪子	tsɿ⁴¹ka²⁴tsɿ⁰	指甲子	BeijingDaxue1964	ts ɿ ⁴¹ k a ²⁴ ts ɿ ⁰	194 195 392	ts ɿ - ⁴¹ ◦ k - a - ²⁴ ◦ ts ɿ ⁰		24
492	Chengdu	the nail (fingernail or claw)	2128	113	fingernail	指甲兒	tsua⁵⁵/⁵³+tsua²¹	claw	Liu2007	爪 爪	爪子	tsɿ⁵³tɕiər³¹	指甲兒	BeijingDaxue1964	ts ɿ ⁵³ tɕ i ə r ³¹	194 195 468	ts ɿ - ⁵³ ◦ tɕ i ə r ³¹		24
693	Fuzhou	the nail (fingernail or claw)	2128	113	fingernail	〔手〕掌甲	kʰa⁵³/⁵⁵+tsau³² / tsau³²	claw / claw	Liu2007 / Liu2007	脚 爪 / 爪	爪子 / 爪子	tsieŋ³¹₄₄ŋaʔ²³	〔手〕掌甲	BeijingDaxue1964	ts i e ŋ ³¹₄₄ ŋ a ʔ ²³	597 195	ts i e ŋ ³¹₄₄ ◦ ŋ - a ʔ ²³		24
894	Guangzhou	the nail (fingernail or claw)	2128	113	fingernail	手指甲	tsau³⁵	claw	Liu2007	爪	爪子	ʃɐu³⁵tʃi³⁵kap³³	手指甲	BeijingDaxue1964	ʃ ɐ u ³⁵ tʃ i ³⁵ k a p ³³	595 194 195	ʃ ɐ u ³⁵ ◦ tʃ i - ³⁵ ◦ k - a p ³³		24
1090	Jinan	the nail (fingernail or claw)	2128	113	fingernail	指甲蓋	ʈʂua²¹⁴/⁴⁵+tsɿ⁰	claw	Liu2007	爪 子	爪子	tʂʅ⁵⁵₂₁₃tɕia⁰kɛ⁰	指甲蓋	BeijingDaxue1964	tʂ ʅ ⁵⁵₂₁₃ tɕ i a ⁰ k ɛ ⁰	194 195 787	tʂ ʅ - ⁵⁵₂₁₃ ◦ tɕ i a - ⁰ ◦ k ɛ ⁰		24
1282	Meixian	the nail (fingernail or claw)	2128	113	fingernail	手指甲	tsau³¹	claw	Liu2007	爪	爪子	su³¹tsɿ³¹kap²¹	手指甲	BeijingDaxue1964	s u ³¹ ts ɿ ³¹ k a p ²¹	595 194 195	s u - ³¹ ◦ ts ɿ - ³¹ ◦ k - a p ²¹		24
1473	Nanchang	the nail (fingernail or claw)	2128	113	fingernail	手職 甲	tsua²¹³+tsɿ⁰	claw	Liu2007	爪 子	爪子	səu²¹³tsət⁵kat⁵	手職 甲	BeijingDaxue1964	s ə u ²¹³ ts ə t ⁵ k a t ⁵	595 891 195	s ə u ²¹³ ◦ ts ə t ⁵ ◦ k - a t ⁵		24
1677	Suzhou	the nail (fingernail or claw)	2128	113	fingernail	手節 掐	tɕiɑʔ⁴+tsæ⁵²	claw	Liu2007	脚 爪	爪子	sʏ⁴¹tsiɪʔ⁴₂₁kʰaʔ⁴₂₁	手節 掐	BeijingDaxue1964	s ʏ ⁴¹ ts i ɪ ʔ ⁴₂₁ kʰ a ʔ ⁴₂₁	595 940 941	s ʏ - ⁴¹ ◦ ts i ɪ ʔ ⁴₂₁ ◦ kʰ a ʔ ⁴₂₁		24
1875	Wenzhou	the nail (fingernail or claw)	2128	113	fingernail	指甲	tɕia²/⁴¹+tsuɔ²⁴/²⁴²	claw	Liu2007	脚 爪	爪子	tsɿ⁴⁵ka²³	指甲	BeijingDaxue1964	ts ɿ ⁴⁵ k a ²³	194 195	ts ɿ - ⁴⁵ ◦ k - a - ²³		24
2073	Xiamen	the nail (fingernail or claw)	2128	113	fingernail	指甲	gɔ²¹/²²+niãu∼⁵⁵/⁵³+liŋ²⁴	claw	Liu2007	五 爪 龙	爪子	tsŋ̍⁵¹₅₅kaʔ³²	指甲	BeijingDaxue1964	ts ŋ̍ ∼ ⁵¹₅₅ k a ʔ ³²	194 195	ts ŋ̍ ∼ ⁵¹₅₅ ◦ k - a ʔ ³²		24
3158	Chaozhou	the nail (fingernail or claw)														0			24
2174	Beijing	the name														0			4
2252	Changsha	the name														0			4
2330	Chengdu	the name														0			4
2408	Fuzhou	the name														0			4
2486	Guangzhou	the name														0			4
2564	Jinan	the name														0			4
2642	Meixian	the name														0			4
2720	Nanchang	the name														0			4
2798	Suzhou	the name														0			4
2876	Wenzhou	the name														0			4
2954	Xiamen	the name														0			4
3049	Chaozhou	the name														0			4
113	Beijing	the neck	1333	89	neck	脖子	po³⁵+kə̃∼r²¹⁴ / po³⁵+tsɿ³ / po³⁵+tsɿ⁰	neck / neck / neck	Hou2004 / Hou2004 / Liu2007	脖颈 / 脖子 / 脖 子	脖子 / 脖子 / 脖子	po³⁵tsɿ⁰	脖子	BeijingDaxue1964	p o ³⁵ ts ɿ ⁰	197 198	p o ³⁵ ◦ ts ɿ ⁰		166
303	Changsha	the neck	1333	89	neck	頸根	tɕin⁴¹+kən³³ / po¹³+tsɿ⁰ / tɕin⁴⁴/⁴¹+kən³³	neck / neck / neck	Hou2004 / Liu2007 / Liu2007	颈根 / 脖 子 / 頸 根	脖子 / 脖子 / 脖子	tɕin⁴¹kən³³	頸根	BeijingDaxue1964	tɕ i n ⁴¹ k ə n ³³	393 394	tɕ i - n ⁴¹ ◦ k ə n ³³		166
494	Chengdu	the neck	1333	89	neck	頸項	tɕin⁵³+tsɿ⁵³ / tɕin⁵³+xaŋ¹³ / tɕin⁵⁵/⁵³+xaŋ⁵³ / tɕin⁴⁵/⁵³+tsɿ⁵³	neck / neck / neck / neck	Hou2004 / Hou2004 / Liu2007 / Liu2007	颈子 / 颈项 / 頸 項 / 頸 子	脖子 / 脖子 / 脖子 / 脖子	tɕin⁵³xaŋ¹³	頸項	BeijingDaxue1964	tɕ i n ⁵³ x a ŋ ¹³	393 469	tɕ i - n ⁵³ ◦ x a ŋ ¹³		166
696	Fuzhou	the neck	1333	89	neck	脰脗	tau⁵³/²⁴²+ɔuʔ²⁴*	neck	Liu2007	脰 骨	脖子	ta⁵²auʔ²³	脰脗	BeijingDaxue1964	t a ⁵² a u ʔ ²³	598 599			166
896	Guangzhou	the neck	1333	89	neck	頸	kɛŋ³⁵ / kɛŋ³⁵	neck / neck	Hou2004 / Liu2007	颈 / 頸	脖子 / 脖子	kɛŋ³⁵	頸	BeijingDaxue1964	k ɛ ŋ ³⁵	393	k ɛ - ŋ ³⁵		166
1092	Jinan	the neck	1333	89	neck	脖子	pə⁴²/⁵⁵+tsɿ⁰ / pə⁴²+ər⁴²+kəŋ⁵⁵ / pɤ⁴⁵/⁵³+tsɿ⁰	neck / neck / neck	Hou2004 / Hou2004 / Liu2007	脖子 / 脖梗 / 脖 子	脖子 / 脖子 / 脖子	pə⁴²tsɿ⁰	脖子	BeijingDaxue1964	p ə ⁴² ts ɿ ⁰	197 198	p ə ⁴² ◦ ts ɿ ⁰		166
1093	Jinan	the neck	1333	89	neck	脖兒梗						pər⁴²kəŋ⁵⁵	脖兒梗	BeijingDaxue1964	p ə/r ⁴² k ə ŋ ⁵⁵	197 89	p ə/r ⁴² ◦ k ə ŋ ⁵⁵		166
1284	Meixian	the neck	1333	89	neck	頸筋	kiaŋ³¹+kin⁴⁴ / kiaŋ³¹+kin³³	neck / neck	Hou2004 / Liu2007	颈茎 / 頸 骨	脖子 / 脖子	kiaŋ³¹kiun⁴⁴	頸筋	BeijingDaxue1964	k i a ŋ ³¹ k i u n ⁴⁴	393 839	k i a ŋ ³¹ ◦ k i u n ⁴⁴		166
1475	Nanchang	the neck	1333	89	neck	頸	tɕiɑŋ²¹³ / pɔʔ⁵+tsɿ⁰ / tɕiaŋ²¹³	neck / neck / neck	Hou2004 / Liu2007 / Liu2007	颈 / 脖 子 / 頸	脖子 / 脖子 / 脖子	tɕiaŋ²¹¹³	頸	BeijingDaxue1964	tɕ i a ŋ ²¹¹³	393	tɕ i a ŋ ²¹¹³		166
1679	Suzhou	the neck	1333	89	neck	頭頸	dʏ¹³+tɕin⁵¹/³³ / dʏ²²/¹³+tɕin³¹/⁵²	neck / neck	Hou2004 / Liu2007	头颈 / 頭 頸	脖子 / 脖子	dʏ²⁴₂₂tɕin⁴¹₄₄	頭頸	BeijingDaxue1964	d ʏ ²⁴₂₂ tɕ i n ⁴¹₄₄	942 393	d - ʏ ²⁴₂₂ ◦ tɕ i - n ⁴¹₄₄		166
1680	Suzhou	the neck	1333	89	neck	頸根						tɕin⁴¹kən⁴⁴₃₅	頸根	BeijingDaxue1964	tɕ i n ⁴¹ k ə n ⁴⁴₃₅	393 394	tɕ i - n ⁴¹ ◦ k ə n ⁴⁴₃₅		166
1877	Wenzhou	the neck	1333	89	neck	頭頸	dɤu³¹/⁴²+tɕaŋ³⁵ / dɤu⁴²/³⁴¹+tɕiaŋ²³/²⁴²	neck / neck	Hou2004 / Liu2007	头颈 / 頭 頸	脖子 / 脖子	diu³¹tɕiaŋ⁴⁵	頭頸	BeijingDaxue1964	d i u ³¹ tɕ i a ŋ ⁴⁵	942 393	d i u ³¹ ◦ tɕ i a ŋ ⁴⁵		166
2075	Xiamen	the neck	1333	89	neck	頷管	am²²/²¹+kun⁵³ / am²¹/²²+kun⁵³	neck / neck	Hou2004 / Liu2007	颔颈 / 頷 頸	脖子 / 脖子	am³³₁₁kun⁵¹	頷管	BeijingDaxue1964	a m ³³₁₁ k u n ⁵¹	1104 1105			166
3078	Chaozhou	the neck														0			166
114	Beijing	the needle (for sewing)	1382	578	needle	針						tʂən⁵⁵	針	BeijingDaxue1964	tʂ ə n ⁵⁵	199	tʂ - ə - n ⁵⁵		133
304	Changsha	the needle (for sewing)	1382	578	needle	針						tsən³³	針	BeijingDaxue1964	ts ə n ³³	199	ts - ə - n ³³		133
495	Chengdu	the needle (for sewing)	1382	578	needle	針						tsən⁴⁴	針	BeijingDaxue1964	ts ə n ⁴⁴	199	ts - ə - n ⁴⁴		133
697	Fuzhou	the needle (for sewing)	1382	578	needle	針						tseiŋ⁴⁴	針	BeijingDaxue1964	ts e i ŋ ⁴⁴	199	ts - e i ŋ ⁴⁴		133
897	Guangzhou	the needle (for sewing)	1382	578	needle	針						tʃɐm⁵³	針	BeijingDaxue1964	tʃ ɐ m ⁵³	199	tʃ - ɐ - m ⁵³		133
1094	Jinan	the needle (for sewing)	1382	578	needle	針						tʂẽ∼²¹³	針	BeijingDaxue1964	tʂ ẽ ∼ ²¹³	199	tʂ - ẽ - ∼ ²¹³		133
1285	Meixian	the needle (for sewing)	1382	578	needle	針						tsəm⁴⁴	針	BeijingDaxue1964	ts ə m ⁴⁴	199	ts - ə - m ⁴⁴		133
1476	Nanchang	the needle (for sewing)	1382	578	needle	針						tsən⁴²	針	BeijingDaxue1964	ts ə n ⁴²	199	ts - ə - n ⁴²		133
1681	Suzhou	the needle (for sewing)	1382	578	needle	針						tsən⁴⁴	針	BeijingDaxue1964	ts ə n ⁴⁴	199	ts - ə - n ⁴⁴		133
1682	Suzhou	the needle (for sewing)	1382	578	needle	引綫						in³¹₂₂siɪ⁵¹³₄₄	引綫	BeijingDaxue1964	i n ³¹₂₂ s i ɪ ⁵¹³₄₄	943 944			133
1878	Wenzhou	the needle (for sewing)	1382	578	needle	針						tsaŋ⁴⁴	針	BeijingDaxue1964	ts a ŋ ⁴⁴	199	ts - a - ŋ ⁴⁴		133
2076	Xiamen	the needle (for sewing)	1382	578	needle	針						tsiam⁵⁵	針	BeijingDaxue1964	ts i a m ⁵⁵	199	ts i a - m ⁵⁵		133
3171	Chaozhou	the needle (for sewing)														0			133
2177	Beijing	the nit														0			221
2255	Changsha	the nit														0			221
2333	Chengdu	the nit														0			221
2411	Fuzhou	the nit														0			221
2489	Guangzhou	the nit														0			221
2567	Jinan	the nit														0			221
2645	Meixian	the nit														0			221
2723	Nanchang	the nit														0			221
2801	Suzhou	the nit														0			221
2879	Wenzhou	the nit														0			221
2957	Xiamen	the nit														0			221
3063	Chaozhou	the nit														0			221
116	Beijing	the nose	1221	80	nose	鼻子	pi³⁵+tsɿ³ / pi³⁵+tsɿ⁰	nose / nose	Hou2004 / Liu2007	鼻子 / 鼻 子	鼻子 / 鼻子	pi³⁵tsɿ⁰	鼻子	BeijingDaxue1964	p i ³⁵ ts ɿ ⁰	202 203	p i - - ³⁵ ◦ ts ɿ ⁰		156
306	Changsha	the nose	1221	80	nose	鼻子	pi²⁴+tsɿ⁰ / pi²⁴ / pi²⁴+tsɿ⁰	nose / nose / nose	Hou2004 / Liu2007 / Liu2007	鼻子 / 鼻 / 鼻 子	鼻子 / 鼻子 / 鼻子	pi²⁴tsɿ⁰	鼻子	BeijingDaxue1964	p i ²⁴ ts ɿ ⁰	202 203	p i - - ²⁴ ◦ ts ɿ ⁰		156
497	Chengdu	the nose	1221	80	nose	鼻子	pi³¹+tsɿ⁵³ / pi⁵⁵/²¹+tsɿ⁵³	nose / nose	Hou2004 / Liu2007	鼻子 / 鼻 子	鼻子 / 鼻子	pi³¹tsɿ⁵³	鼻子	BeijingDaxue1964	p i ³¹ ts ɿ ⁵³	202 203	p i - - ³¹ ◦ ts ɿ ⁵³		156
699	Fuzhou	the nose	1221	80	nose	鼻	pʰɛi²¹² / pʰɛi²¹²	nose / nose	Hou2004 / Liu2007	鼻 / 鼻	鼻子 / 鼻子	pʰei²¹³	鼻	BeijingDaxue1964	pʰ e i ²¹³	202	pʰ e i - ²¹³		156
