ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	IPA	HANZI	SOURCE	TOKENS
2004	Suzhou	the road	667	38	*street // path	街道 // 路	kɒ⁴⁴ // ləu²³¹	街 // 路	BeijingDaxue1964, Liu2007	k ɒ ⁴⁴
2236	Wenzhou	the road	667	38	*street // path	街道 // 路	ka⁴⁴løy¹¹ // løy²²	街路 // 路	BeijingDaxue1964, Liu2007	k a ⁴⁴ l ø y ¹¹
2468	Xiamen	the road	667	38	*street // path	街道 // 路	kue⁵⁵₃₃lɔ³³ // lɔ²²	街路 // 路	BeijingDaxue1964, Liu2007	k u e ⁵⁵₃₃ l ɔ ³³
149	Beijing	the root	670	375	root	根	kə˞/ə⁵⁵	根	Liu2007	k ə˞/ə ⁵⁵
381	Changsha	the root	670	375	root // root	根 // 根	kən³³ // təu³³+tsɿ⁰	根 // 兜 子	Liu2007, Liu2007	k ə n ³³
613	Chengdu	the root	670	375	root	根	kən⁴⁵	根	Liu2007	k ə n ⁴⁵
845	Fuzhou	the root	670	375	root	根	kyŋ⁵⁵	根	Liu2007	k y ŋ ⁵⁵
1077	Guangzhou	the root	670	375	root	根	kɐn⁵⁵	根	Liu2007	k ɐ n ⁵⁵
1309	Jinan	the root	670	375	root	根	kẽ∼²¹⁴	根	Liu2007	k ẽ ∼ ²¹⁴
1541	Meixian	the root	670	375	root	根	kin³³	莖	Liu2007	k i n ³³
1773	Nanchang	the root	670	375	root	根	kiɛn⁴²	根	Liu2007	k i ɛ n ⁴²
2005	Suzhou	the root	670	375	root	根	kən⁴⁴	根	Liu2007	k ə n ⁴⁴
2237	Wenzhou	the root	670	375	root // root	根 // 根	ky⁴⁴ // dʑyɔ³⁴¹	根 // 𩪘	Liu2007, Liu2007	k y ⁴⁴
2469	Xiamen	the root	670	375	root	根	kun⁵⁵	根	Liu2007	k u n ⁵⁵
150	Beijing	the rope	1218	619	rope // rope	繩子 // 繩子	ʂəŋ³⁵tsɿ⁰ // ʂəŋ³⁵	繩子 // 繩	BeijingDaxue1964, Liu2007	ʂ ə ŋ ³⁵ ts ɿ ⁰
382	Changsha	the rope	1218	619	rope // rope // rope	繩子 // 繩子 // 繩子	sən¹³tsɿ⁰ // sən¹³+tsɿ⁰ // so²⁴+tsɿ⁰	繩子 // 繩 子 // 索 子	BeijingDaxue1964, Liu2007, Liu2007	s ə n ¹³ ts ɿ ⁰
614	Chengdu	the rope	1218	619	rope // rope // rope // rope // rope // rope	繩子 // 繩子 // 繩子 // 繩子 // 繩子 // 繩子	suən³¹tsɿ⁵³ // so³¹tsɿ⁵³ // suən⁵⁵/²¹+tsɿ⁵³ // suən⁵⁵/²¹+sə˞/ə²¹ // so⁵⁵/²¹+sə˞/ə²¹ // so⁵⁵/²¹+tsɿ²¹	繩子 // 索子 // 繩 子 // 繩 索 // 索 索 // 索 子	BeijingDaxue1964, BeijingDaxue1964, Liu2007, Liu2007, Liu2007, Liu2007	s u ə n ³¹ ts ɿ ⁵³
846	Fuzhou	the rope	1218	619	rope // rope	繩子 // 繩子	sɔʔ²³ // soʔ²⁴*	索 // 索	BeijingDaxue1964, Liu2007	s ɔ ʔ ²³
1078	Guangzhou	the rope	1218	619	rope // rope	繩子 // 繩子	ʃɪŋ²¹₃₅ // seŋ²¹	繩 // 繩	BeijingDaxue1964, Liu2007	ʃ ɪ ŋ ²¹₃₅
1310	Jinan	the rope	1218	619	rope // rope	繩子 // 繩子	ʂəŋ⁴²tsɿ⁰ // ʂəŋ⁴⁵/⁵³+tsɿ⁰	繩子 // 繩 子	BeijingDaxue1964, Liu2007	ʂ ə ŋ ⁴² ts ɿ ⁰
1542	Meixian	the rope	1218	619	rope // rope	繩子 // 繩子	sɔk²¹ // sok¹	索 // 索	BeijingDaxue1964, Liu2007	s ɔ k ²¹
1774	Nanchang	the rope	1218	619	rope // rope	繩子 // 繩子	sən⁵⁵tsɿ⁰ // sɨn⁴⁵+tsɿ⁰	繩子 // 繩 子	BeijingDaxue1964, Liu2007	s ə n ⁵⁵ ts ɿ ⁰
2006	Suzhou	the rope	1218	619	rope // rope	繩子 // 繩子	zən²⁴₂₂tsɿ⁴¹₄₄ // zən¹³	繩子 // 繩	BeijingDaxue1964, Liu2007	z ə n ²⁴₂₂ ts ɿ ⁴¹₄₄
2238	Wenzhou	the rope	1218	619	rope // rope	繩子 // 繩子	zəŋ³¹ // zeŋ³⁴¹	繩 // 繩	BeijingDaxue1964, Liu2007	z ə ŋ ³¹
2470	Xiamen	the rope	1218	619	rope // rope	繩子 // 繩子	so⁵⁵a⁵¹ // soʔ⁵/³²*+a⁵³	索子 〔 // 索 仔	BeijingDaxue1964, Liu2007	s o ⁵⁵ a ⁵¹
153	Beijing	the salt	1274	61	salt // salt	盐 // 鹽	ian³⁵ // iɛn³⁵	盐 // 盐	Hou2004, Liu2007	i a n ³⁵
385	Changsha	the salt	1274	61	salt // salt	盐 // 鹽	iẽ∼¹³ // iẽ∼¹³	盐 // 盐	Hou2004, Liu2007	i ẽ ∼ ¹³
617	Chengdu	the salt	1274	61	salt // salt // salt	盐 // 盐 // 鹽	ian³¹ // ian³¹+pa⁵⁵ // iɛn⁵⁵/²¹+pa⁵⁵	盐 // 盐巴 // 盐 巴	Hou2004, Hou2004, Liu2007	i a n ³¹
849	Fuzhou	the salt	1274	61	salt // salt	盐 // 鹽	sieŋ⁵³ // sieŋ⁵³	盐 // 盐	Hou2004, Liu2007	s i e ŋ ⁵³
1081	Guangzhou	the salt	1274	61	salt // salt	盐 // 鹽	jim²¹ // im²¹	盐 // 盐	Hou2004, Liu2007	j i m ²¹
1313	Jinan	the salt	1274	61	salt // salt // salt	盐 // 盐 // 鹽	iã∼⁴² // ɕiã∼⁴²+iã∼⁴² // iæ̃∼⁵³	盐 // 咸盐 // 盐	Hou2004, Hou2004, Liu2007	i ã ∼ ⁴²
1545	Meixian	the salt	1274	61	salt // salt	盐 // 鹽	iam¹¹ // iam¹¹	盐 // 盐	Hou2004, Liu2007	i a m ¹¹
1777	Nanchang	the salt	1274	61	salt // salt	盐 // 鹽	iɛn⁴⁵ // iɛn⁴⁵	盐 // 盐	Hou2004, Liu2007	i ɛ n ⁴⁵
2009	Suzhou	the salt	1274	61	salt // salt	盐 // 鹽	ɦiɪ¹³ // ɦiɪ¹³	盐 // 盐	Hou2004, Liu2007	ɦ i ɪ ¹³
2241	Wenzhou	the salt	1274	61	salt // salt	盐 // 鹽	ji³¹ // ji³⁴¹	盐 // 盐	Hou2004, Liu2007	j i ³¹
2473	Xiamen	the salt	1274	61	salt // salt	盐 // 鹽	iam³⁵ // iam²⁴	盐 // 盐	Hou2004, Liu2007	i a m ³⁵
155	Beijing	the sand	671	44	sand	沙子	ʂa̠⁵⁵	沙	Liu2007	ʂ a̠ ⁵⁵
387	Changsha	the sand	671	44	sand // sand	沙子 // 沙子	sa³³+tsɿ⁰ // sa³³+po¹³+tsɿ⁰	沙 子 // 沙 婆 子	Liu2007, Liu2007	s a ³³ + ts ɿ ⁰
619	Chengdu	the sand	671	44	sand // sand // sand	沙子 // 沙子 // 沙子	sa⁴⁵ // sa⁴⁵+sa⁵⁵ // sa⁴⁵+tsɿ⁰	沙 // 沙 沙 // 沙 子	Liu2007, Liu2007, Liu2007	s a ⁴⁵
851	Fuzhou	the sand	671	44	sand	沙子	sai⁵⁵	沙	Liu2007	s a i ⁵⁵
1083	Guangzhou	the sand	671	44	sand	沙子	sa⁵³	沙	Liu2007	s a ⁵³
1315	Jinan	the sand	671	44	sand	沙子	ʂa²¹/²¹⁴+tsɿ⁰	沙 子	Liu2007	ʂ a ²¹/²¹⁴ + ts ɿ ⁰
1547	Meixian	the sand	671	44	sand	沙子	sa³⁵/³³+ve⁰	沙	Liu2007	s a ³⁵/³³ + v e ⁰
1779	Nanchang	the sand	671	44	sand	沙子	sa⁴²+tsɿ⁰	沙 子	Liu2007	s a ⁴² + ts ɿ ⁰
2011	Suzhou	the sand	671	44	sand	沙子	so⁴⁴	沙	Liu2007	s o ⁴⁴
2243	Wenzhou	the sand	671	44	sand	沙子	so⁴⁴	沙	Liu2007	s o ⁴⁴
2475	Xiamen	the sand	671	44	sand	沙子	sua⁵⁵	沙	Liu2007	s u a ⁵⁵
157	Beijing	the sea	1474	32	see, ocean // sea	海 // 海	xai²¹⁴ // xɛ²¹⁴	海 // 海	BeijingDaxue1964, Liu2007	x a i ²¹⁴
389	Changsha	the sea	1474	32	see, ocean // sea	海 // 海	xai⁴¹ // xai⁴¹	海 // 海	BeijingDaxue1964, Liu2007	x a i ⁴¹
621	Chengdu	the sea	1474	32	see, ocean // sea	海 // 海	xai⁵³ // xai⁵³	海 // 海	BeijingDaxue1964, Liu2007	x a i ⁵³
853	Fuzhou	the sea	1474	32	see, ocean // sea	海 // 海	xai³¹ // hai³²	海 // 海	BeijingDaxue1964, Liu2007	x a i ³¹
1085	Guangzhou	the sea	1474	32	see, ocean // sea	海 // 海	hɔi³⁵ // hɔi³⁵	海 // 海	BeijingDaxue1964, Liu2007	h ɔ i ³⁵
1317	Jinan	the sea	1474	32	see, ocean // sea	海 // 海	xɛ⁵⁵ // xɛ⁴⁵	海 // 海	BeijingDaxue1964, Liu2007	x ɛ ⁵⁵
1549	Meixian	the sea	1474	32	see, ocean // sea	海 // 海	hɔi³¹ // hoi³¹	海 // 海	BeijingDaxue1964, Liu2007	h ɔ i ³¹
1781	Nanchang	the sea	1474	32	see, ocean // sea	海 // 海	hai²¹³ // hai²¹³	海 // 海	BeijingDaxue1964, Liu2007	h a i ²¹³
2013	Suzhou	the sea	1474	32	see, ocean // sea	海 // 海	hɛ⁴¹ // he̞⁵²	海 // 海	BeijingDaxue1964, Liu2007	h ɛ ⁴¹
2245	Wenzhou	the sea	1474	32	see, ocean // sea	海 // 海	hɛ⁴⁵ // he²⁴	海 // 海	BeijingDaxue1964, Liu2007	h ɛ ⁴⁵
2477	Xiamen	the sea	1474	32	see, ocean // sea	海 // 海	hai⁵¹ // hai⁵³	海 // 海	BeijingDaxue1964, Liu2007	h a i ⁵¹
159	Beijing	the seed	714	405	seed	種籽	ʈʂuŋ²¹/²¹³+tsə⁰	种 子	Liu2007	ʈʂ u ŋ ²¹/²¹³ + ts ə ⁰
391	Changsha	the seed	714	405	seed	種籽	tsən⁴¹+tsɿ⁰	种 子	Liu2007	ts ə n ⁴¹ + ts ɿ ⁰
623	Chengdu	the seed	714	405	seed	種籽	tsoŋ⁵⁵/⁵³+tsɿ⁵³	种 子	Liu2007	ts o ŋ ⁵⁵/⁵³ + ts ɿ ⁵³
855	Fuzhou	the seed	714	405	seed	種籽	tsi³²+tsi³²	子 子	Liu2007	ts i ³² + ts i ³²
1087	Guangzhou	the seed	714	405	seed	種籽	tsoŋ³⁵+tsi³⁵	种 子	Liu2007	ts o ŋ ³⁵ + ts i ³⁵
1319	Jinan	the seed	714	405	seed	種籽	ʈʂuŋ²¹⁴/⁴⁵+tsɿ⁰	种 子	Liu2007	ʈʂ u ŋ ²¹⁴/⁴⁵ + ts ɿ ⁰
1551	Meixian	the seed	714	405	seed	種籽	tsuŋ³³/³¹+ŋe⁰	种	Liu2007	ts u ŋ ³³/³¹ + ŋ e ⁰
1783	Nanchang	the seed	714	405	seed	種籽	tsuŋ²¹³+tsɿ⁰	种 子	Liu2007	ts u ŋ ²¹³ + ts ɿ ⁰
2015	Suzhou	the seed	714	405	seed	種籽	tsoŋ⁵²	种	Liu2007	ts o ŋ ⁵²
2247	Wenzhou	the seed	714	405	seed	種籽	tɕyɔ²⁴	种	Liu2007	tɕ y ɔ ²⁴
2479	Xiamen	the seed	714	405	seed	種籽	tsiŋ⁵³	种	Liu2007	ts i ŋ ⁵³
162	Beijing	the sheep	1331	275	*sheep, goat	羊	iaŋ³⁵	羊	BeijingDaxue1964	i a ŋ ³⁵
394	Changsha	the sheep	1331	275	*sheep, goat	羊	ian¹³	羊	BeijingDaxue1964	i a n ¹³
626	Chengdu	the sheep	1331	275	*sheep, goat	羊	iaŋ³¹tsɿ⁵³	羊子	BeijingDaxue1964	i a ŋ ³¹ ts ɿ ⁵³
858	Fuzhou	the sheep	1331	275	*sheep, goat	羊	yɔŋ⁵²	羊	BeijingDaxue1964	y ɔ ŋ ⁵²
1090	Guangzhou	the sheep	1331	275	*sheep, goat	羊	jœŋ²¹	羊	BeijingDaxue1964	j œ ŋ ²¹
1322	Jinan	the sheep	1331	275	*sheep, goat	羊	iaŋ⁴²	羊	BeijingDaxue1964	i a ŋ ⁴²
1554	Meixian	the sheep	1331	275	*sheep, goat	羊	jɔŋ¹²	羊	BeijingDaxue1964	j ɔ ŋ ¹²
1786	Nanchang	the sheep	1331	275	*sheep, goat	羊	iɔŋ⁵⁵	羊	BeijingDaxue1964	i ɔ ŋ ⁵⁵
2018	Suzhou	the sheep	1331	275	*sheep, goat // *sheep, goat	羊 // 羊	iaŋ²⁴ // iaŋ²⁴₂₂mɒ⁴⁴mɒ⁴⁴₂₁	羊 // 羊媽媽	BeijingDaxue1964, BeijingDaxue1964	i a ŋ ²⁴
2250	Wenzhou	the sheep	1331	275	*sheep, goat	羊	ɦi³¹ῃ⁰	羊兒	BeijingDaxue1964	ɦ i ³¹ ῃ ⁰
2482	Xiamen	the sheep	1331	275	*sheep, goat	羊	ĩũ∼²⁴	羊	BeijingDaxue1964	ĩ ũ ∼ ²⁴
232	Beijing	the shit	676	151	*defecate, shit	拉(拉屎)	la⁵⁵	拉	BeijingDaxue1964	l a ⁵⁵
464	Changsha	the shit	676	151	*defecate, shit	拉(拉屎)	o³³	屙	BeijingDaxue1964	o ³³
696	Chengdu	the shit	676	151	*defecate, shit	拉(拉屎)	o⁴⁴	屙	BeijingDaxue1964	o ⁴⁴
928	Fuzhou	the shit	676	151	*defecate, shit	拉(拉屎)	na⁵²	!	BeijingDaxue1964	n a ⁵²
1160	Guangzhou	the shit	676	151	*defecate, shit	拉(拉屎)	ɔ⁵³	屙	BeijingDaxue1964	ɔ ⁵³
1392	Jinan	the shit	676	151	*defecate, shit	拉(拉屎)	la²¹³	拉	BeijingDaxue1964	l a ²¹³
1624	Meixian	the shit	676	151	*defecate, shit	拉(拉屎)	ɔ⁴⁴	屙	BeijingDaxue1964	ɔ ⁴⁴
1856	Nanchang	the shit	676	151	*defecate, shit	拉(拉屎)	ŋɔ⁴²	屙	BeijingDaxue1964	ŋ ɔ ⁴²
2088	Suzhou	the shit	676	151	*defecate, shit	拉(拉屎)	zɒ³¹	!	BeijingDaxue1964	z ɒ ³¹
2320	Wenzhou	the shit	676	151	*defecate, shit	拉(拉屎)	la¹¹	拉	BeijingDaxue1964	l a ¹¹
2552	Xiamen	the shit	676	151	*defecate, shit	拉(拉屎)	paŋ¹¹	放	BeijingDaxue1964	p a ŋ ¹¹
165	Beijing	the sickle	341	624	sickle (tool)	鐮刀	lian³⁵tau⁵⁵	鐮刀	BeijingDaxue1964	l i a n ³⁵ t a u ⁵⁵
397	Changsha	the sickle	341	624	sickle (tool)	鐮刀	liẽ∼¹³tau³³	鐮刀	BeijingDaxue1964	l i ẽ ∼ ¹³ t a u ³³
629	Chengdu	the sickle	341	624	sickle (tool)	鐮刀	nian³¹tau⁴⁴	鎌刀	BeijingDaxue1964	n i a n ³¹ t a u ⁴⁴
861	Fuzhou	the sickle	341	624	sickle (tool)	鐮刀	lieŋ⁵²₃₁ŋaiʔ²³	鐮革	BeijingDaxue1964	l i e ŋ ⁵²₃₁ ŋ a i ʔ ²³
1093	Guangzhou	the sickle	341	624	sickle (tool)	鐮刀	lim²¹tou⁵³	鐮刀	BeijingDaxue1964	l i m ²¹ t o u ⁵³
1325	Jinan	the sickle	341	624	sickle (tool)	鐮刀	liæ̃∼⁴²tɔ²¹³	鐮刀	BeijingDaxue1964	l i æ̃ ∼ ⁴² t ɔ ²¹³
1557	Meixian	the sickle	341	624	sickle (tool)	鐮刀	liam¹²ɛ⁰	! 鐮□	BeijingDaxue1964	l i a m ¹² ɛ ⁰
1789	Nanchang	the sickle	341	624	sickle (tool)	鐮刀	liɛn⁵²tau⁴²	鐮刀	BeijingDaxue1964	l i ɛ n ⁵² t a u ⁴²
2021	Suzhou	the sickle	341	624	sickle (tool)	鐮刀	liɪ²⁴₂₂tæ⁴⁴	鐮刀	BeijingDaxue1964	l i ɪ ²⁴₂₂ t æ ⁴⁴
2253	Wenzhou	the sickle	341	624	sickle (tool)	鐮刀	dɜ²⁴tɕi²³	稻接	BeijingDaxue1964	d ɜ ²⁴ tɕ i ²³
2485	Xiamen	the sickle	341	624	sickle (tool)	鐮刀	kue⁵¹₅₅a⁵¹	改 仔	BeijingDaxue1964	k u e ⁵¹₅₅ a ⁵¹
168	Beijing	the skin	763	120	skin	皮膚	pʰi³⁵+fu⁰	皮 膚	Liu2007	pʰ i ³⁵ + f u ⁰
400	Changsha	the skin	763	120	skin	皮膚	pi¹³+fu³³	皮 膚	Liu2007	p i ¹³ + f u ³³
632	Chengdu	the skin	763	120	skin // skin	皮膚 // 皮膚	pʰi⁵⁵/²¹+pʰi⁵⁵/²¹ // pʰi⁵⁵/²¹+tsɿ⁵³	皮 皮 // 膚 子	Liu2007, Liu2007	pʰ i ⁵⁵/²¹ + pʰ i ⁵⁵/²¹
864	Fuzhou	the skin	763	120	skin // skin	皮膚 // 皮膚	pʰuoi⁵⁵/⁵³+u⁵⁵ // pʰuoi⁵³	皮 膚 // 皮	Liu2007, Liu2007	pʰ u o i ⁵⁵/⁵³ + u ⁵⁵
1096	Guangzhou	the skin	763	120	skin	皮膚	pʰei²¹+fu⁵³	皮 膚	Liu2007	pʰ e i ²¹ + f u ⁵³
1328	Jinan	the skin	763	120	skin	皮膚	pʰi⁵³+fu²¹⁴	皮 膚	Liu2007	pʰ i ⁵³ + f u ²¹⁴
1560	Meixian	the skin	763	120	skin	皮膚	pʰi¹¹	皮	Liu2007	pʰ i ¹¹
1792	Nanchang	the skin	763	120	skin	皮膚	pʰi²⁴+fu⁰	皮 膚	Liu2007	pʰ i ²⁴ + f u ⁰
2024	Suzhou	the skin	763	120	skin	皮膚	bi²²/¹³+fu³¹/⁴⁴	皮 膚	Liu2007	b i ²²/¹³ + f u ³¹/⁴⁴
2256	Wenzhou	the skin	763	120	skin	皮膚	bei³³/³⁴¹+fu²²/⁴⁴	皮 膚	Liu2007	b e i ³³/³⁴¹ + f u ²²/⁴⁴
2488	Xiamen	the skin	763	120	skin	皮膚	pʰe²¹	皮	Liu2007	pʰ e ²¹
169	Beijing	the sky	1732	1	sky	天空	tʰiɛn⁵⁵+kʰuŋ⁵⁵	天 空	Liu2007	tʰ i ɛ n ⁵⁵ + kʰ u ŋ ⁵⁵
401	Changsha	the sky	1732	1	sky	天空	tʰiẽ∼³³+kʰən³³	天 空	Liu2007	tʰ i ẽ ∼ ³³ + kʰ ə n ³³
633	Chengdu	the sky	1732	1	sky	天空	tʰiɛn⁴⁵+saŋ²¹/²¹³	天 上	Liu2007	tʰ i ɛ n ⁴⁵ + s a ŋ ²¹/²¹³
865	Fuzhou	the sky	1732	1	sky	天空	tʰieŋ⁵⁵+nøyŋ⁵⁵	天 中	Liu2007	tʰ i e ŋ ⁵⁵ + n ø y ŋ ⁵⁵
1097	Guangzhou	the sky	1732	1	sky	天空	tʰin⁵⁵+hoŋ⁵³	天 空	Liu2007	tʰ i n ⁵⁵ + h o ŋ ⁵³
1329	Jinan	the sky	1732	1	sky	天空	tʰiæ̃∼²³/²¹⁴+kʰuŋ³¹	天 空	Liu2007	tʰ i æ̃ ∼ ²³/²¹⁴ + kʰ u ŋ ³¹
1561	Meixian	the sky	1732	1	sky	天空	tʰien³⁵/³³+hoŋ⁵³	天 上	Liu2007	tʰ i e n ³⁵/³³ + h o ŋ ⁵³
1793	Nanchang	the sky	1732	1	sky	天空	tʰiɛn⁴²+kuŋ⁴²	天 空	Liu2007	tʰ i ɛ n ⁴² + k u ŋ ⁴²
2025	Suzhou	the sky	1732	1	sky // sky	天空 // 天空	tʰiɪ⁴⁴ // tʰiɪ⁴¹+læ⁴⁴/²³¹+ɦiɑ²¹/¹³	天 // 天 老 爺	Liu2007, Liu2007	tʰ i ɪ ⁴⁴
2257	Wenzhou	the sky	1732	1	sky	天空	tʰi⁴⁴+lei⁴⁴	天 里	Liu2007	tʰ i ⁴⁴ + l e i ⁴⁴
2489	Xiamen	the sky	1732	1	sky	天空	tʰiæ²²/⁵⁵+tiŋ⁵³	天 頂	Liu2007	tʰ i æ ²²/⁵⁵ + t i ŋ ⁵³
173	Beijing	the smoke	778	19	smoke	煙	iɛn⁵⁵	煙	Liu2007	i ɛ n ⁵⁵
405	Changsha	the smoke	778	19	smoke	煙	iẽ∼³³	煙	Liu2007	i ẽ ∼ ³³
637	Chengdu	the smoke	778	19	smoke // smoke	煙 // 煙	iɛn⁴⁵+iə˞/ə⁵⁵ // iɛn⁴⁵+tsɿ²¹/⁵³	煙 煙 // 煙 子	Liu2007, Liu2007	i ɛ n ⁴⁵ + i ə˞/ə ⁵⁵
869	Fuzhou	the smoke	778	19	smoke	煙	houŋ⁵⁵	煙	Liu2007	h o u ŋ ⁵⁵
1101	Guangzhou	the smoke	778	19	smoke	煙	in⁵⁵	煙	Liu2007	i n ⁵⁵
1333	Jinan	the smoke	778	19	smoke	煙	iæ̃∼²¹⁴	煙	Liu2007	i æ̃ ∼ ²¹⁴
1565	Meixian	the smoke	778	19	smoke	煙	ian³³	煙	Liu2007	i a n ³³
1797	Nanchang	the smoke	778	19	smoke	煙	iɛn⁴²	煙	Liu2007	i ɛ n ⁴²
2029	Suzhou	the smoke	778	19	smoke	煙	iɪ⁴⁴	煙	Liu2007	i ɪ ⁴⁴
2261	Wenzhou	the smoke	778	19	smoke	煙	i⁴⁴	煙	Liu2007	i ⁴⁴
2493	Xiamen	the smoke	778	19	smoke	煙	hun⁵⁵	煙	Liu2007	h u n ⁵⁵
175	Beijing	the snake	730	347	snake // snake	蛇 // 蛇	tʂʰaŋ³⁵tʂʰuŋ⁰ // ʂy³⁵	長蟲 // 蛇	BeijingDaxue1964, Liu2007	tʂʰ a ŋ ³⁵ tʂʰ u ŋ ⁰
407	Changsha	the snake	730	347	snake // snake	蛇 // 蛇	sə¹³ // sə¹³	蛇 // 蛇	BeijingDaxue1964, Liu2007	s ə ¹³
639	Chengdu	the snake	730	347	snake // snake // snake // snake	蛇 // 蛇 // 蛇 // 蛇	se³¹ // tsʰaŋ³¹tsʰoŋ³¹ // se²¹ // so⁴⁵+lau⁵⁵/⁵³+ə˞/ə²¹/²¹³	蛇 // 長蟲 // 蛇 // 梭 老	BeijingDaxue1964, BeijingDaxue1964, Liu2007, Liu2007	s e ³¹
871	Fuzhou	the snake	730	347	snake // snake	蛇 // 蛇	lau²⁴²₄₄lie⁵² // lau²¹/³²+lie⁵³	老蛇 ) // 老 蛇	BeijingDaxue1964, Liu2007	l a u ²⁴²₄₄ l i e ⁵²
1103	Guangzhou	the snake	730	347	snake // snake	蛇 // 蛇	ʃɛ²¹ // sɛ²¹	蛇 // 蛇	BeijingDaxue1964, Liu2007	ʃ ɛ ²¹
1335	Jinan	the snake	730	347	snake // snake	蛇 // 蛇	tʂʰaŋ⁴²tʂʰuŋ⁴² // ʂa⁵³	長蟲 // 蛇	BeijingDaxue1964, Liu2007	tʂʰ a ŋ ⁴² tʂʰ u ŋ ⁴²
1567	Meixian	the snake	730	347	snake // snake	蛇 // 蛇	sa¹² // sa¹¹+ko³³	蛇 // 蛇 哥	BeijingDaxue1964, Liu2007	s a ¹²
1799	Nanchang	the snake	730	347	snake // snake	蛇 // 蛇	sa⁵⁵ // sa⁴⁵	蛇 // 蛇	BeijingDaxue1964, Liu2007	s a ⁵⁵
2031	Suzhou	the snake	730	347	snake // snake	蛇 // 蛇	zo²⁴ // zo¹³	蛇 // 蛇	BeijingDaxue1964, Liu2007	z o ²⁴
2263	Wenzhou	the snake	730	347	snake // snake	蛇 // 蛇	zei³¹ // zei³⁴¹	蛇 // 蛇	BeijingDaxue1964, Liu2007	z e i ³¹
2495	Xiamen	the snake	730	347	snake // snake	蛇 // 蛇	tsua²⁴ // tsua²⁴	蛇 // 蛇	BeijingDaxue1964, Liu2007	ts u a ²⁴
176	Beijing	the snow	784	12	snow // snow	雪 // 雪	ɕye²¹⁴ // ɕyɛ²¹³	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ y e ²¹⁴
408	Changsha	the snow	784	12	snow // snow	雪 // 雪	ɕie²⁴ // ɕie²⁴	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ i e ²⁴
640	Chengdu	the snow	784	12	snow // snow	雪 // 雪	ɕye8¹ // ɕye²¹	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ y e 8¹
872	Fuzhou	the snow	784	12	snow // snow	雪 // 雪	suɔʔ²³ // suoʔ²⁴*	雪 // 雪	BeijingDaxue1964, Liu2007	s u ɔ ʔ ²³
1104	Guangzhou	the snow	784	12	snow // snow	雪 // 雪	ʃyt³³ // syt³	雪 // 雪	BeijingDaxue1964, Liu2007	ʃ y t ³³
1336	Jinan	the snow	784	12	snow // snow	雪 // 雪	ɕye²¹³ // ɕyɤ²¹⁴	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ y e ²¹³
1568	Meixian	the snow	784	12	snow // snow	雪 // 雪	siɛt²¹ // siet¹	雪 // 雪	BeijingDaxue1964, Liu2007	s i ɛ t ²¹
1800	Nanchang	the snow	784	12	snow // snow	雪 // 雪	ɕyɔt⁵ // ɕyet⁵	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ y ɔ t ⁵
2032	Suzhou	the snow	784	12	snow // snow	雪 // 雪	siɪʔ⁴ // siəʔ⁴	雪 // 雪	BeijingDaxue1964, Liu2007	s i ɪ ʔ ⁴
2264	Wenzhou	the snow	784	12	snow // snow	雪 // 雪	ɕy²³ // ɕy⁴¹	雪 // 雪	BeijingDaxue1964, Liu2007	ɕ y ²³
2496	Xiamen	the snow	784	12	snow // snow	雪 // 雪	seʔ³² // seʔ³²*/³²	雪 // 雪	BeijingDaxue1964, Liu2007	s e ʔ ³²
178	Beijing	the son	1620	220	son // son	兒子 // 儿子	ɚ³⁵tsๅ⁰ // ər³⁵+tsɿ³	兒子 // 儿子	BeijingDaxue1964, Hou2004	ɚ ³⁵ ts ๅ ⁰
410	Changsha	the son	1620	220	son // son // son	兒子 // 兒子 // 儿子	ŋa¹³tsๅ⁰ // tsai⁴¹ // tsai⁴¹	伢子 // 崽 // 崽	BeijingDaxue1964, BeijingDaxue1964, Hou2004	ŋ a ¹³ ts ๅ ⁰
642	Chengdu	the son	1620	220	son // son // son	兒子 // 儿子 // 儿子	ɚ³¹ // ər³¹ // uər³¹	兒 // 儿 // 娃	BeijingDaxue1964, Hou2004, Hou2004	ɚ ³¹
874	Fuzhou	the son	1620	220	son // son // son	兒子 // 儿子 // 儿子	kiaŋ³¹ // kiaŋ³² // touŋ²⁴²/²¹+muo⁴⁴/⁵³+iaŋ³²	仔 // 囝 // 丈夫囝	BeijingDaxue1964, Hou2004, Hou2004	k i a ŋ ³¹
1106	Guangzhou	the son	1620	220	son // son	兒子 // 儿子	tʃɐi³⁵ // tsɐi³⁵	仔 // 仔	BeijingDaxue1964, Hou2004	tʃ ɐ i ³⁵
1338	Jinan	the son	1620	220	son // son // son // son	兒子 // 儿子 // 儿子 // 儿子	ɕiɔ⁵⁵tsๅ⁰ // ər⁴² // ər⁴²/⁵⁵+tsɿ⁰ // ɕiɔ⁵⁵/²¹³+tsɿ⁰	小子 // 儿 // 儿子 // 小子	BeijingDaxue1964, Hou2004, Hou2004, Hou2004	ɕ i ɔ ⁵⁵ ts ๅ ⁰
