ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	IPA	HANZI	SOURCE	TOKENS
2443	Xiamen	the mouth	674	84	mouth // mouth	嘴 // 嘴	tsʰui¹¹ // tsʰui²¹	咀 // 喙	BeijingDaxue1964, Liu2007	tsʰ u i ¹¹
124	Beijing	the mud	640	46	mud, earth	泥	ni³⁵	泥	BeijingDaxue1964	n i ³⁵
356	Changsha	the mud	640	46	mud, earth	泥	ȵi¹³pa³³	泥巴	BeijingDaxue1964	ȵ i ¹³ p a ³³
588	Chengdu	the mud	640	46	mud, earth	泥	ȵi³¹pa⁴⁴	泥巴	BeijingDaxue1964	ȵ i ³¹ p a ⁴⁴
820	Fuzhou	the mud	640	46	mud, earth	泥	tʰu⁵²	塗	BeijingDaxue1964	tʰ u ⁵²
1052	Guangzhou	the mud	640	46	mud, earth	泥	nɐi²¹	泥	BeijingDaxue1964	n ɐ i ²¹
1284	Jinan	the mud	640	46	mud, earth	泥	ȵi⁴²	泥	BeijingDaxue1964	ȵ i ⁴²
1516	Meixian	the mud	640	46	mud, earth	泥	nɛ¹²	泥	BeijingDaxue1964	n ɛ ¹²
1748	Nanchang	the mud	640	46	mud, earth	泥	ȵi⁵⁵pa⁴²	泥巴	BeijingDaxue1964	ȵ i ⁵⁵ p a ⁴²
1980	Suzhou	the mud	640	46	mud, earth	泥	lɛ³¹₂₂ȵi²⁴₃₃	爛泥	BeijingDaxue1964	l ɛ ³¹₂₂ ȵ i ²⁴₃₃
2212	Wenzhou	the mud	640	46	mud, earth	泥	la¹¹vu³¹ȵi³¹	爛汙泥	BeijingDaxue1964	l a ¹¹ v u ³¹ ȵ i ³¹
2444	Xiamen	the mud	640	46	mud, earth	泥	tʰɔ²⁴	塗	BeijingDaxue1964	tʰ ɔ ²⁴
125	Beijing	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	tʂʅ²¹⁴₅₅tɕia⁰ // ʈʂua̠²¹³	指甲 // 爪	BeijingDaxue1964, Liu2007	tʂ ʅ ²¹⁴₅₅ tɕ i a ⁰
357	Changsha	the nail (fingernail or claw)	2128	113	fingernail // claw // claw	指甲 // 爪子 // 爪子	tsๅ⁴¹ka²⁴tsๅ⁰ // tsau⁴¹ // tsau⁴¹+tsɿ⁰	指甲子 // 爪 // 爪 子	BeijingDaxue1964, Liu2007, Liu2007	ts ๅ ⁴¹ k a ²⁴ ts ๅ ⁰
589	Chengdu	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	tsๅ⁵³tɕiər³¹ // tsua⁵⁵/⁵³+tsua²¹	指甲兒 // 爪 爪	BeijingDaxue1964, Liu2007	ts ๅ ⁵³ tɕ i ə r ³¹
821	Fuzhou	the nail (fingernail or claw)	2128	113	fingernail // claw // claw	指甲 // 爪子 // 爪子	tsieŋ³¹₄₄ŋaʔ²³ // kʰa⁵³/⁵⁵+tsau³² // tsau³²	〔手〕掌甲 // 脚 爪 // 爪	BeijingDaxue1964, Liu2007, Liu2007	ts i e ŋ ³¹₄₄ ŋ a ʔ ²³
1053	Guangzhou	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	ʃɐu³⁵tʃi³⁵kap³³ // tsau³⁵	手指甲 // 爪	BeijingDaxue1964, Liu2007	ʃ ɐ u ³⁵ tʃ i ³⁵ k a p ³³
1285	Jinan	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	tʂʅ⁵⁵₂₁₃tɕia⁰kɛ⁰ // ʈʂua²¹⁴/⁴⁵+tsɿ⁰	指甲蓋 // 爪 子	BeijingDaxue1964, Liu2007	tʂ ʅ ⁵⁵₂₁₃ tɕ i a ⁰ k ɛ ⁰
1517	Meixian	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	su³¹tsๅ³¹kap²¹ // tsau³¹	手指甲 // 爪	BeijingDaxue1964, Liu2007	s u ³¹ ts ๅ ³¹ k a p ²¹
1749	Nanchang	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	səu²¹³tsət⁵kat⁵ // tsua²¹³+tsɿ⁰	手職 甲 // 爪 子	BeijingDaxue1964, Liu2007	s ə u ²¹³ ts ə t ⁵ k a t ⁵
1981	Suzhou	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	sʏ⁴¹tsiɪʔ⁴₂₁kʰaʔ⁴₂₁ // tɕiɑʔ⁴+tsæ⁵²	手節 掐 // 脚 爪	BeijingDaxue1964, Liu2007	s ʏ ⁴¹ ts i ɪ ʔ ⁴₂₁ kʰ a ʔ ⁴₂₁
2213	Wenzhou	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	tsๅ⁴⁵ka²³ // tɕia²/⁴¹+tsuɔ²⁴/²⁴²	指甲 // 脚 爪	BeijingDaxue1964, Liu2007	ts ๅ ⁴⁵ k a ²³
2445	Xiamen	the nail (fingernail or claw)	2128	113	fingernail // claw	指甲 // 爪子	tsῃ⁵¹₅₅kaʔ³² // gɔ²¹/²²+niãu∼⁵⁵/⁵³+liŋ²⁴	指甲 // 五 爪 龙	BeijingDaxue1964, Liu2007	ts ῃ ⁵¹₅₅ k a ʔ ³²
126	Beijing	the name	1405	687	name	名字	miŋ³⁵+tsɿ⁰	名 字	Liu2007	m i ŋ ³⁵ + ts ɿ ⁰
358	Changsha	the name	1405	687	name	名字	min¹³+tsɿ⁰	名 字	Liu2007	m i n ¹³ + ts ɿ ⁰
590	Chengdu	the name	1405	687	name	名字	min⁵⁵/²¹+tsɿ²¹/²¹³	名 字	Liu2007	m i n ⁵⁵/²¹ + ts ɿ ²¹/²¹³
822	Fuzhou	the name	1405	687	name	名字	miaŋ²¹/⁵³+ʒɛi²⁴²	名 字	Liu2007	m i a ŋ ²¹/⁵³ + ʒ ɛ i ²⁴²
1054	Guangzhou	the name	1405	687	name	名字	mɛŋ²¹+tsi²²	名 字	Liu2007	m ɛ ŋ ²¹ + ts i ²²
1286	Jinan	the name	1405	687	name	名字	miŋ⁴⁵/⁵³+tsɿ⁰	名 字	Liu2007	m i ŋ ⁴⁵/⁵³ + ts ɿ ⁰
1518	Meixian	the name	1405	687	name	名字	miaŋ¹¹+sɿ⁵³	名 字	Liu2007	m i a ŋ ¹¹ + s ɿ ⁵³
1750	Nanchang	the name	1405	687	name	名字	miaŋ⁴⁵+tsɿ⁰	名 字	Liu2007	m i a ŋ ⁴⁵ + ts ɿ ⁰
1982	Suzhou	the name	1405	687	name	名字	min²²/¹³+zɿ²³¹	名 字	Liu2007	m i n ²²/¹³ + z ɿ ²³¹
2214	Wenzhou	the name	1405	687	name	名字	meŋ²²/³⁴¹+zɿ⁴¹/²²	名 字	Liu2007	m e ŋ ²²/³⁴¹ + z ɿ ⁴¹/²²
2446	Xiamen	the name	1405	687	name	名字	miã∼²²/²⁴+li²²	名 字	Liu2007	m i ã ∼ ²²/²⁴ + l i ²²
129	Beijing	the neck	1333	89	neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子	po³⁵tsɿ⁰ // po³⁵+kə̃∼r²¹⁴ // po³⁵+tsɿ³ // po³⁵+tsɿ⁰	脖子 // 脖颈 // 脖子 // 脖 子	BeijingDaxue1964, Hou2004, Hou2004, Liu2007	p o ³⁵ ts ɿ ⁰
361	Changsha	the neck	1333	89	neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子	tɕin⁴¹kən³³ // tɕin⁴¹+kən³³ // po¹³+tsɿ⁰ // tɕin⁴⁴/⁴¹+kən³³	頸根 // 颈根 // 脖 子 // 頸 根	BeijingDaxue1964, Hou2004, Liu2007, Liu2007	tɕ i n ⁴¹ k ə n ³³
593	Chengdu	the neck	1333	89	neck // neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子 // 脖子	tɕin⁵³xaŋ¹³ // tɕin⁵³+tsɿ⁵³ // tɕin⁵³+xaŋ¹³ // tɕin⁵⁵/⁵³+xaŋ⁵³ // tɕin⁴⁵/⁵³+tsɿ⁵³	頸項 // 颈子 // 颈项 // 頸 項 // 頸 子	BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	tɕ i n ⁵³ x a ŋ ¹³
825	Fuzhou	the neck	1333	89	neck // neck	脖子 // 脖子	ta⁵²auʔ²³ // tau⁵³/²⁴²+ɔuʔ²⁴*	脰脗 // 脰 骨	BeijingDaxue1964, Liu2007	t a ⁵² a u ʔ ²³
1057	Guangzhou	the neck	1333	89	neck // neck // neck	脖子 // 脖子 // 脖子	kɛŋ³⁵ // kɛŋ³⁵ // kɛŋ³⁵	頸 // 颈 // 頸	BeijingDaxue1964, Hou2004, Liu2007	k ɛ ŋ ³⁵
1289	Jinan	the neck	1333	89	neck // neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子 // 脖子	pə⁴²tsɿ⁰ // pər⁴²kəŋ⁵⁵ // pə⁴²/⁵⁵+tsɿ⁰ // pə⁴²+ər⁴²+kəŋ⁵⁵ // pɤ⁴⁵/⁵³+tsɿ⁰	脖子 // 脖兒梗 // 脖子 // 脖梗 // 脖 子	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007	p ə ⁴² ts ɿ ⁰
1521	Meixian	the neck	1333	89	neck // neck // neck	脖子 // 脖子 // 脖子	kiaŋ³¹kiun⁴⁴ // kiaŋ³¹+kin⁴⁴ // kiaŋ³¹+kin³³	頸筋 // 颈茎 // 頸 骨	BeijingDaxue1964, Hou2004, Liu2007	k i a ŋ ³¹ k i u n ⁴⁴
1753	Nanchang	the neck	1333	89	neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子	tɕiaŋ²¹¹³ // tɕiɑŋ²¹³ // pɔʔ⁵+tsɿ⁰ // tɕiaŋ²¹³	頸 // 颈 // 脖 子 // 頸	BeijingDaxue1964, Hou2004, Liu2007, Liu2007	tɕ i a ŋ ²¹¹³
1985	Suzhou	the neck	1333	89	neck // neck // neck // neck	脖子 // 脖子 // 脖子 // 脖子	dʏ²⁴₂₂tɕin⁴¹₄₄ // tɕin⁴¹kən⁴⁴₃₅ // dʏ¹³+tɕin⁵¹/³³ // dʏ²²/¹³+tɕin³¹/⁵²	頭頸 // 頸根 // 头颈 // 頭 頸	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Liu2007	d ʏ ²⁴₂₂ tɕ i n ⁴¹₄₄
2217	Wenzhou	the neck	1333	89	neck // neck // neck	脖子 // 脖子 // 脖子	diu³¹tɕiaŋ⁴⁵ // dɤu³¹/⁴²+tɕaŋ³⁵ // dɤu⁴²/³⁴¹+tɕiaŋ²³/²⁴²	頭頸 // 头颈 // 頭 頸	BeijingDaxue1964, Hou2004, Liu2007	d i u ³¹ tɕ i a ŋ ⁴⁵
2449	Xiamen	the neck	1333	89	neck // neck // neck	脖子 // 脖子 // 脖子	am³³₁₁kun⁵¹ // am²²/²¹+kun⁵³ // am²¹/²²+kun⁵³	頷管 // 颔颈 // 頷 頸	BeijingDaxue1964, Hou2004, Liu2007	a m ³³₁₁ k u n ⁵¹
130	Beijing	the needle (for sewing)	1382	578	needle	針	tʂən⁵⁵	針	BeijingDaxue1964	tʂ ə n ⁵⁵
362	Changsha	the needle (for sewing)	1382	578	needle	針	tsən³³	針	BeijingDaxue1964	ts ə n ³³
594	Chengdu	the needle (for sewing)	1382	578	needle	針	tsən⁴⁴	針	BeijingDaxue1964	ts ə n ⁴⁴
826	Fuzhou	the needle (for sewing)	1382	578	needle	針	tseiŋ⁴⁴	針	BeijingDaxue1964	ts e i ŋ ⁴⁴
1058	Guangzhou	the needle (for sewing)	1382	578	needle	針	tʃɐm⁵³	針	BeijingDaxue1964	tʃ ɐ m ⁵³
1290	Jinan	the needle (for sewing)	1382	578	needle	針	tʂẽ∼²¹³	針	BeijingDaxue1964	tʂ ẽ ∼ ²¹³
1522	Meixian	the needle (for sewing)	1382	578	needle	針	tsəm⁴⁴	針	BeijingDaxue1964	ts ə m ⁴⁴
1754	Nanchang	the needle (for sewing)	1382	578	needle	針	tsən⁴²	針	BeijingDaxue1964	ts ə n ⁴²
1986	Suzhou	the needle (for sewing)	1382	578	needle // needle	針 // 針	tsən⁴⁴ // in³¹₂₂siɪ⁵¹³₄₄	針 // 引綫	BeijingDaxue1964, BeijingDaxue1964	ts ə n ⁴⁴
2218	Wenzhou	the needle (for sewing)	1382	578	needle	針	tsaŋ⁴⁴	針	BeijingDaxue1964	ts a ŋ ⁴⁴
2450	Xiamen	the needle (for sewing)	1382	578	needle	針	tsiam⁵⁵	針	BeijingDaxue1964	ts i a m ⁵⁵
134	Beijing	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pi³⁵tsɿ⁰ // pi³⁵+tsɿ³ // pi³⁵+tsɿ⁰	鼻子 // 鼻子 // 鼻 子	BeijingDaxue1964, Hou2004, Liu2007	p i ³⁵ ts ɿ ⁰
366	Changsha	the nose	1221	80	nose // nose // nose // nose	鼻子 // 鼻子 // 鼻子 // 鼻子	pi²⁴tsɿ⁰ // pi²⁴+tsɿ⁰ // pi²⁴ // pi²⁴+tsɿ⁰	鼻子 // 鼻子 // 鼻 // 鼻 子	BeijingDaxue1964, Hou2004, Liu2007, Liu2007	p i ²⁴ ts ɿ ⁰
598	Chengdu	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pi³¹tsɿ⁵³ // pi³¹+tsɿ⁵³ // pi⁵⁵/²¹+tsɿ⁵³	鼻子 // 鼻子 // 鼻 子	BeijingDaxue1964, Hou2004, Liu2007	p i ³¹ ts ɿ ⁵³
830	Fuzhou	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pʰei²¹³ // pʰɛi²¹² // pʰɛi²¹²	鼻 // 鼻 // 鼻	BeijingDaxue1964, Hou2004, Liu2007	pʰ e i ²¹³
1062	Guangzhou	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pei²²kɔ⁵³ // pei²²+kɔ⁵⁵ // pei²²+kɔ⁵⁵	鼻哥 // 鼻哥 // 鼻 歌	BeijingDaxue1964, Hou2004, Liu2007	p e i ²² k ɔ ⁵³
1294	Jinan	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pi⁴²tsɿ⁰ // pi⁴²/⁵⁵+tsɿ⁰ // pi⁴⁵/⁵³+tsɿ⁰	鼻子 // 鼻子 // 鼻 子	BeijingDaxue1964, Hou2004, Liu2007	p i ⁴² ts ɿ ⁰
1526	Meixian	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pʰi⁴²kuŋ⁴⁴ // pʰi⁵³+kuŋ⁴⁴ // pʰi⁵³+kuŋ³³	鼻公 // 鼻公 // 鼻 公	BeijingDaxue1964, Hou2004, Liu2007	pʰ i ⁴² k u ŋ ⁴⁴
1758	Nanchang	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	pʰit⁵kuŋ⁴² // pʰiʔ²+kuŋ⁰² // pʰit²¹*/²¹+tsɿ⁰	鼻公 // 鼻公 // 鼻 子	BeijingDaxue1964, Hou2004, Liu2007	pʰ i t ⁵ k u ŋ ⁴²
1990	Suzhou	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	biɪʔ²³dʏ²⁴₂₁ // bəʔ³+dʏ¹³/²¹ // bəʔ²³*/²³+dʏ³¹/¹³	鼻頭 // 鼻头 // 鼻 頭	BeijingDaxue1964, Hou2004, Liu2007	b i ɪ ʔ ²³ d ʏ ²⁴₂₁
2222	Wenzhou	the nose	1221	80	nose // nose // nose	鼻子 // 鼻子 // 鼻子	bi¹²diu³¹ // bei²¹³/²²+dɤu³¹/¹² // bei³¹/²¹+dɤu²¹/³⁴¹	鼻頭 // 鼻头 // 鼻 頭	BeijingDaxue1964, Hou2004, Liu2007	b i ¹² d i u ³¹
2454	Xiamen	the nose	1221	80	nose // nose // nose // nose // nose // nose	鼻子 // 鼻子 // 鼻子 // 鼻子 // 鼻子 // 鼻子	pʰĩ∼³³₁₁a⁵¹ // pʰi³³₁₁kʰaŋ⁵⁵ // pʰĩ∼²²/²¹+iã∼⁵³ // pʰĩ∼²² // pʰiæ²¹/²²+iã∼⁵³ // pʰiæ²²	鼻仔 // 鼻埪 // 鼻仔 // 鼻 // 鼻 仔 // 鼻	BeijingDaxue1964, BeijingDaxue1964, Hou2004, Hou2004, Liu2007, Liu2007	pʰ ĩ ∼ ³³₁₁ a ⁵¹
138	Beijing	the pig	1337	284	*male pig // pig	公豬 // 猪	kuŋ⁵⁵tʂu⁵⁵ // ʈʂu⁵⁵	公豬 // 猪	BeijingDaxue1964, Hou2004	k u ŋ ⁵⁵ tʂ u ⁵⁵
370	Changsha	the pig	1337	284	*male pig // *male pig // pig	公豬 // 公豬 // 猪	tɕy³³kən³³ // kən³³tsɿ⁰ // tɕy³³	豬公 // 公子 // 猪	BeijingDaxue1964, BeijingDaxue1964, Hou2004	tɕ y ³³ k ə n ³³
602	Chengdu	the pig	1337	284	*male pig // pig	公豬 // 猪	koŋ⁴⁴tsu⁴⁴ // tsu⁵⁵	公豬 // 猪	BeijingDaxue1964, Hou2004	k o ŋ ⁴⁴ ts u ⁴⁴
834	Fuzhou	the pig	1337	284	*male pig // pig	公豬 // 猪	ty⁴⁴₅₂ʚyʔ²³ // ty⁴⁴	豬角 // 猪	BeijingDaxue1964, Hou2004	t y ⁴⁴₅₂ ʚ y ʔ ²³
1066	Guangzhou	the pig	1337	284	*male pig // *male pig // pig	公豬 // 公豬 // 猪	tʃy⁵⁵kʊŋ⁵⁵ // tʃy⁵³lɔŋ²¹₃₅ // tsy⁵⁵	豬公 // 豬郞 // 猪	BeijingDaxue1964, BeijingDaxue1964, Hou2004	tʃ y ⁵⁵ k ʊ ŋ ⁵⁵
1298	Jinan	the pig	1337	284	*male pig // pig	公豬 // 猪	tɕyŋ³¹tʂu²¹³ // ʈʂu²¹³	豬 // 猪	BeijingDaxue1964, Hou2004	tɕ y ŋ ³¹ tʂ u ²¹³
1530	Meixian	the pig	1337	284	*male pig // pig	公豬 // 猪	tsu⁴⁴kɔ⁴⁴ // tsu⁴⁴/³⁵+ve⁰	豬哥 // 猪	BeijingDaxue1964, Hou2004	ts u ⁴⁴ k ɔ ⁴⁴
1762	Nanchang	the pig	1337	284	*male pig // pig	公豬 // 猪	kuŋ⁴²tɕy⁴² // tɕy⁴²	公豬 // 猪	BeijingDaxue1964, Hou2004	k u ŋ ⁴² tɕ y ⁴²
1994	Suzhou	the pig	1337	284	*male pig // pig	公豬 // 猪	ioŋ²⁴₂₂tsʮ⁴⁴ // tsʮ⁵⁵+lo¹³/²¹	雄豬 // 猪猡	BeijingDaxue1964, Hou2004	i o ŋ ²⁴₂₂ ts ʮ ⁴⁴
2226	Wenzhou	the pig	1337	284	*male pig // pig	公豬 // 猪	ɦyoŋ³¹tsei⁴⁴ // tsei³³	雄豬 // 猪	BeijingDaxue1964, Hou2004	ɦ y o ŋ ³¹ ts e i ⁴⁴
2458	Xiamen	the pig	1337	284	*male pig // pig	公豬 // 猪	ti⁵⁵₃₃ko⁵⁵ // ti⁵⁵	豬哥 // 猪	BeijingDaxue1964, Hou2004	t i ⁵⁵₃₃ k o ⁵⁵
142	Beijing	the rain	658	10	rain // rain	雨 // 雨	y²¹⁴ // y²¹³	雨 // 雨	BeijingDaxue1964, Liu2007	y ²¹⁴
374	Changsha	the rain	658	10	rain // rain	雨 // 雨	y⁴¹ // y⁴¹	雨 // 雨	BeijingDaxue1964, Liu2007	y ⁴¹
606	Chengdu	the rain	658	10	rain // rain	雨 // 雨	y⁵³ // y⁵³	雨 // 雨	BeijingDaxue1964, Liu2007	y ⁵³
838	Fuzhou	the rain	658	10	rain // rain	雨 // 雨	y³¹ // y³²	雨 // 雨	BeijingDaxue1964, Liu2007	y ³¹
1070	Guangzhou	the rain	658	10	rain // rain // rain	雨 // 雨 // 雨	jy²³ // ʃøy³⁵ // y²³	雨 // 水 // 雨	BeijingDaxue1964, BeijingDaxue1964, Liu2007	j y ²³
1302	Jinan	the rain	658	10	rain // rain	雨 // 雨	y⁵⁵ // y⁴⁵	雨 // 雨	BeijingDaxue1964, Liu2007	y ⁵⁵
1534	Meixian	the rain	658	10	rain // rain // rain	雨 // 雨 // 雨	ji³¹ // sui³¹ // i³¹	雨 // 水 // 雨	BeijingDaxue1964, BeijingDaxue1964, Liu2007	j i ³¹
1766	Nanchang	the rain	658	10	rain // rain	雨 // 雨	y²¹³ // y²¹³	雨 // 雨	BeijingDaxue1964, Liu2007	y ²¹³
1998	Suzhou	the rain	658	10	rain // rain	雨 // 雨	y³¹ // ɦy²³¹	雨 // 雨	BeijingDaxue1964, Liu2007	y ³¹
2230	Wenzhou	the rain	658	10	rain // rain	雨 // 雨	VU²⁴ // v²⁴	雨 // 雨	BeijingDaxue1964, Liu2007	V U ²⁴
2462	Xiamen	the rain	658	10	rain // rain	雨 // 雨	hɔ³³ // hɔ²²	雨 // 雨	BeijingDaxue1964, Liu2007	h ɔ ³³
143	Beijing	the rainbow	1733	11	rainbow // rainbow // rainbow // rainbow	虹 // 虹 // 虹 // 虹	kaŋ⁵¹ // tɕiɑŋ⁵¹ // kaŋ⁵¹ // xuŋ³⁵	虹 // 虹 // 虹 // 虹	BeijingDaxue1964, Hou2004, Hou2004, Hou2004	k a ŋ ⁵¹
375	Changsha	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kan⁵⁵ // kan⁵⁵	虹 // 虹	BeijingDaxue1964, Hou2004	k a n ⁵⁵
607	Chengdu	the rainbow	1733	11	rainbow // rainbow // rainbow // rainbow	虹 // 虹 // 虹 // 虹	kaŋ¹³ // xoŋ³¹ // tsʰai⁵³+xoŋ³¹ // tʰian⁵⁵+tɕʰiau³¹	虹 // 虹 // 彩虹 // 天桥	BeijingDaxue1964, Hou2004, Hou2004, Hou2004	k a ŋ ¹³
839	Fuzhou	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kʰøyŋ²⁴² // kʰøyŋ²⁴²	虹 // 虹	BeijingDaxue1964, Hou2004	kʰ ø y ŋ ²⁴²
1071	Guangzhou	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kɔŋ³³ // hoŋ²¹	虹 // 虹	BeijingDaxue1964, Hou2004	k ɔ ŋ ³³
1303	Jinan	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	tɕiaŋ²¹ // tɕiaŋ²¹	虹 // 虹	BeijingDaxue1964, Hou2004	tɕ i a ŋ ²¹
1535	Meixian	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kʰiuŋ⁴² // tʰien⁴⁴+kiuŋ⁴⁴	虹 // 天弓	BeijingDaxue1964, Hou2004	kʰ i u ŋ ⁴²
1767	Nanchang	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kɔŋ⁵⁵ // kɔŋ⁴⁵	虹 // 虹	BeijingDaxue1964, Hou2004	k ɔ ŋ ⁵⁵
1999	Suzhou	the rainbow	1733	11	rainbow // rainbow // rainbow	虹 // 虹 // 虹	hʏ⁵¹³ // kɒŋ⁵¹³ // hʏ⁵¹³	鱟 // 虹 // 鱟	BeijingDaxue1964, BeijingDaxue1964, Hou2004	h ʏ ⁵¹³
2231	Wenzhou	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	hau⁴² // hau⁴²	鱟 // 鱟	BeijingDaxue1964, Hou2004	h a u ⁴²
2463	Xiamen	the rainbow	1733	11	rainbow // rainbow	虹 // 虹	kʰiŋ³³ // kʰiŋ²²	虹 // 虹	BeijingDaxue1964, Hou2004	kʰ i ŋ ³³
145	Beijing	the rice plant	2026	439	rice plant	稻子	tau⁵¹tsɿ⁰	稻子	BeijingDaxue1964	t a u ⁵¹ ts ɿ ⁰
377	Changsha	the rice plant	2026	439	rice plant	稻子	o¹³	禾	BeijingDaxue1964	o ¹³
609	Chengdu	the rice plant	2026	439	rice plant // rice plant	稻子 // 稻子	tau¹³tsɿ⁵³ // ku³¹tsɿ⁵³	稻子 // 谷子	BeijingDaxue1964, BeijingDaxue1964	t a u ¹³ ts ɿ ⁵³
841	Fuzhou	the rice plant	2026	439	rice plant	稻子	tiu²⁴²	稻	BeijingDaxue1964	t i u ²⁴²
1073	Guangzhou	the rice plant	2026	439	rice plant // rice plant	稻子 // 稻子	wɔ²¹ // tou²²	禾 // 稻	BeijingDaxue1964, BeijingDaxue1964	w ɔ ²¹
1305	Jinan	the rice plant	2026	439	rice plant	稻子	tɔ²¹tsɿ⁰	稻子	BeijingDaxue1964	t ɔ ²¹ ts ɿ ⁰
1537	Meixian	the rice plant	2026	439	rice plant	稻子	vɔ¹²	禾	BeijingDaxue1964	v ɔ ¹²
1769	Nanchang	the rice plant	2026	439	rice plant	稻子	uɔ⁵⁵	禾	BeijingDaxue1964	u ɔ ⁵⁵
2001	Suzhou	the rice plant	2026	439	rice plant	稻子	dæ³¹	稻	BeijingDaxue1964	d æ ³¹
2233	Wenzhou	the rice plant	2026	439	rice plant	稻子	dɜ²⁴	稻	BeijingDaxue1964	d ɜ ²⁴
2465	Xiamen	the rice plant	2026	439	rice plant	稻子	tiu³³	稻	BeijingDaxue1964	t i u ³³
147	Beijing	the river	666	30	river	江	xɤ³⁵	河	Liu2007	x ɤ ³⁵
379	Changsha	the river	666	30	river	江	xo¹³	河	Liu2007	x o ¹³
611	Chengdu	the river	666	30	river	江	xo²¹	河	Liu2007	x o ²¹
843	Fuzhou	the river	666	30	river	江	o⁵³	河	Liu2007	o ⁵³
1075	Guangzhou	the river	666	30	river	江	hɔ²¹	河	Liu2007	h ɔ ²¹
1307	Jinan	the river	666	30	river	江	xɤ⁵³	河	Liu2007	x ɤ ⁵³
1539	Meixian	the river	666	30	river	江	ho¹¹	河	Liu2007	h o ¹¹
1771	Nanchang	the river	666	30	river	江	ho²⁴	河	Liu2007	h o ²⁴
2003	Suzhou	the river	666	30	river	江	ɦəu¹³	河	Liu2007	ɦ ə u ¹³
2235	Wenzhou	the river	666	30	river	江	vu³⁴¹	河	Liu2007	v u ³⁴¹
2467	Xiamen	the river	666	30	river	江	kʰue⁵⁵	河	Liu2007	kʰ u e ⁵⁵
148	Beijing	the road	667	38	*street // path	街道 // 路	tɕie⁵⁵tau⁵¹ // lu⁵¹	街道 // 路	BeijingDaxue1964, Liu2007	tɕ i e ⁵⁵ t a u ⁵¹
380	Changsha	the road	667	38	*street // path	街道 // 路	kai³³san²¹ // ləu¹¹	街上 // 路	BeijingDaxue1964, Liu2007	k a i ³³ s a n ²¹
612	Chengdu	the road	667	38	*street // path	街道 // 路	kai⁴⁴tau¹³ // nu²¹³	街道 // 路	BeijingDaxue1964, Liu2007	k a i ⁴⁴ t a u ¹³
844	Fuzhou	the road	667	38	*street // path	街道 // 路	kɛ⁴⁴₅₂lɔ²⁴² // tuo²⁴²	街道 // 墿	BeijingDaxue1964, Liu2007	k ɛ ⁴⁴₅₂ l ɔ ²⁴²
1076	Guangzhou	the road	667	38	*street // path	街道 // 路	kai⁵³tou²² // lou²²	街道 // 路	BeijingDaxue1964, Liu2007	k a i ⁵³ t o u ²²
1308	Jinan	the road	667	38	*street // path	街道 // 路	tɕiɛ²¹³tɔ²¹ // lu³¹	街道 // 路	BeijingDaxue1964, Liu2007	tɕ i ɛ ²¹³ t ɔ ²¹
1540	Meixian	the road	667	38	*street // path	街道 // 路	kiai⁴⁴lu⁴² // lu⁵³	街路 // 路	BeijingDaxue1964, Liu2007	k i a i ⁴⁴ l u ⁴²
1772	Nanchang	the road	667	38	*street // path	街道 // 路	kai⁴²tʰau³¹ // lu²¹	街道 // 路	BeijingDaxue1964, Liu2007	k a i ⁴² tʰ a u ³¹
