ID	DOCULECT	CONCEPT	CONCEPTICON_ID	TBL_ID	GLOSS_IN_SOURCE	CHINESE_GLOSS_IN_SOURCE	ALT_IPA	ALT_GLOSS	ALT_SOURCE	ALT_CHARS	ALT_CHINESE_GLOSS	IPA	HANZI	SOURCE	TOKENS	COGIDS
529	Chengdu	soft	1856	1035	soft, flexible	軟						zuan⁵³	軟	BeijingDaxue1964	z u a n ⁵³	253
530	Chengdu	soft	1856	1035	soft, flexible							pʰa⁴⁴		BeijingDaxue1964	pʰ a ⁴⁴	
731	Fuzhou	soft	1856	1035	soft, flexible	軟						nuɔŋ³¹	軟	BeijingDaxue1964	n u ɔ ŋ ³¹	253
933	Guangzhou	soft	1856	1035	soft, flexible	軟						jyn²³	軟	BeijingDaxue1964	j y n ²³	253
1125	Jinan	soft	1856	1035	soft, flexible	軟						luæ̃∼⁵⁵	軟	BeijingDaxue1964	l u æ̃ ∼ ⁵⁵	253
1318	Meixian	soft	1856	1035	soft, flexible	軟						ȵiɔn⁴⁴	軟	BeijingDaxue1964	ȵ i ɔ n ⁴⁴	253
1511	Nanchang	soft	1856	1035	soft, flexible	軟						ȵyɔn²¹³	軟	BeijingDaxue1964	ȵ y ɔ n ²¹³	253
1717	Suzhou	soft	1856	1035	soft, flexible	軟						ŋø³¹	軟	BeijingDaxue1964	ŋ ø ³¹	253
1910	Wenzhou	soft	1856	1035	soft, flexible	軟						W²⁴	軟	BeijingDaxue1964	W ²⁴	253
2110	Xiamen	soft	1856	1035	soft, flexible	軟						nῃ⁵¹	軟	BeijingDaxue1964	n ῃ ⁵¹	253
157	Beijing	straight	1404	1003	straight, erect	直	ʈʂʅ³⁵	straight	Liu2007	直	直	tʂʅ³⁵	直	BeijingDaxue1964	tʂ ʅ ³⁵	265
346	Changsha	straight	1404	1003	straight, erect	直	tsɿ²⁴	straight	Liu2007	直	直	tsๅ²⁴	直	BeijingDaxue1964	ts ๅ ²⁴	265
537	Chengdu	straight	1404	1003	straight, erect	直	tsɿ²¹	straight	Liu2007	直	直	tsๅ³¹	直	BeijingDaxue1964	ts ๅ ³¹	265
538	Chengdu	straight	1404	1003	straight, erect	伸						tsʰən⁴⁴	伸	BeijingDaxue1964	tsʰ ə n ⁴⁴	483
737	Fuzhou	straight	1404	1003	straight, erect	直	tiʔ⁵	straight	Liu2007	直	直	tiʔ⁴	直	BeijingDaxue1964	t i ʔ ⁴	265
940	Guangzhou	straight	1404	1003	straight, erect	直	tsek²	straight	Liu2007	直	直	tʃɪk²	直	BeijingDaxue1964	tʃ ɪ k ²	265
1132	Jinan	straight	1404	1003	straight, erect	直	ʈʂʅ⁵³	straight	Liu2007	直	直	tʂʅ⁴²	直	BeijingDaxue1964	tʂ ʅ ⁴²	265
1324	Meixian	straight	1404	1003	straight, erect	直	tsʰət⁵	straight	Liu2007	直	直	tsʰət⁴	直	BeijingDaxue1964	tsʰ ə t ⁴	265
1518	Nanchang	straight	1404	1003	straight, erect	直	tsʰɨt²¹*/²¹	straight	Liu2007	直	直	tsʰət⁵	直	BeijingDaxue1964	tsʰ ə t ⁵	265
1723	Suzhou	straight	1404	1003	straight, erect	直	zɛʔ²³*/²³	straight	Liu2007	直	直	zɤʔ²³	直	BeijingDaxue1964	z ɤ ʔ ²³	265
1916	Wenzhou	straight	1404	1003	straight, erect	直	dzei²¹	straight	Liu2007	直	直	dzei¹²	直	BeijingDaxue1964	dz e i ¹²	265
2117	Xiamen	straight	1404	1003	straight, erect	直	tit⁵	straight	Liu2007	直	直	tit⁵	直	BeijingDaxue1964	t i t ⁵	265
160	Beijing	that	78	947	that	那個	na⁵¹+kə¹ / nei⁵¹+kə¹ / nɑ⁵¹	that / that / that	Hou2004 / Hou2004 / Liu2007	那个 / 那+一个 / 那	那个 / 那个 / 那	na⁵¹kə⁰	那個	BeijingDaxue1964	n a ⁵¹ k ə ⁰	270 271
350	Changsha	that	78	947	that	那個	lai⁵⁵+ko⁰ / lai⁵⁵+ʈʂa²⁴ / la⁵⁵	that / that / that	Hou2004 / Hou2004 / Liu2007	那个 / 那只 / 那	那个 / 那个 / 那	lai⁵⁵ko⁵⁵	那個	BeijingDaxue1964	l a i ⁵⁵ k o ⁵⁵	270 271
542	Chengdu	that	78	947	that	那個	na¹³+ko¹³/⁵⁵ / na²¹³	that / that	Hou2004 / Liu2007	那个 / 那	那个 / 那	na¹³ko¹³₄₄	那個	BeijingDaxue1964	n a ¹³ k o ¹³₄₄	270 271
740	Fuzhou	that	78	947	that	!  只	hi³²/⁴⁴+jiɛʔ⁰ / hi³²/²¹+βiʔ⁵ / hy³² / huoi⁵³	that / that / that / that	Hou2004 / Hou2004 / Liu2007 / Liu2007	许隻 / 许芘 / 許 / 回	那个 / 那个 / 那 / 那	xi³¹₄₄zieʔ²³	!  只	BeijingDaxue1964	x i ³¹₄₄ z i e ʔ ²³	622 622 623
741	Fuzhou	that	78	947	that	!  □						xy³¹βiʔ⁴	!  □	BeijingDaxue1964	x y ³¹ β i ʔ ⁴	622 622 0
943	Guangzhou	that	78	947	that	嗰個	na³³	that	Liu2007	那	那	kɔ³⁵kɔ³³	嗰個	BeijingDaxue1964	k ɔ ³⁵ k ɔ ³³	729 271
1135	Jinan	that	78	947	that	那個	na²¹/⁵⁴⁴+kə⁰ / na³¹	that / that	Hou2004 / Liu2007	那个 / 那	那个 / 那	na²¹kə⁰	那個	BeijingDaxue1964	n a ²¹ k ə ⁰	270 271
1327	Meixian	that	78	947	that	!  個	ke⁵³	that	Liu2007	囗	那	kɛ⁴²kɛ⁴²	!  個	BeijingDaxue1964	k ɛ ⁴² k ɛ ⁴²	622 622 271
1521	Nanchang	that	78	947	that	!  個	he²¹³+ko⁰⁴ / he²¹³+tsɑʔ⁵ / he²¹³ / la²¹³	that / that / that / that	Hou2004 / Hou2004 / Liu2007 / Liu2007	许个 / 许只 / 許 / 那	那个 / 那个 / 那 / 那	hɛ²⁴kɔ⁰	!  個	BeijingDaxue1964	h ɛ ²⁴ k ɔ ⁰	622 622 271
1727	Suzhou	that	78	947	that	歸 個	uᴇ⁵⁵+kəʔ⁰ / kuᴇ⁵⁵+kəʔ⁰ / kue̞⁴⁴	that / that / that	Hou2004 / Hou2004 / Liu2007	弯个 / 关个 / 歸	那个 / 那个 / 那	kuɛ⁴⁴kɤʔ⁴₂₁	歸 個	BeijingDaxue1964	k u ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	959 622 271
1728	Suzhou	that	78	947	that	!  個						uɛ⁴⁴kɤʔ⁴₂₁	!  個	BeijingDaxue1964	u ɛ ⁴⁴ k ɤ ʔ ⁴₂₁	622 622 271
1919	Wenzhou	that	78	947	that	!  個	he³⁵+kai⁴²/⁴⁵ / he²⁴	that / that	Hou2004 / Liu2007	许个 / 許	那个 / 那	hi⁴⁵kai42	!  個	BeijingDaxue1964	h i ⁴⁵ k a i 42	622 622 271
2121	Xiamen	that	78	947	that	!	hit³²/⁵+e³⁵ / hit³²*/³²	that / that	Hou2004 / Liu2007	迄个 / 迄	那个 / 那	hit³²₅e²⁴	!	BeijingDaxue1964	h i t ³²₅ e ²⁴	
4	Beijing	the ant	587	365	ant	螞蟻						ma²¹⁴₃₅i²¹⁴	螞蟻	BeijingDaxue1964	m a ²¹⁴₃₅ i ²¹⁴	5 6
204	Changsha	the ant	587	365	ant	螞蟻						ma⁴¹ȵi⁰	螞蟻	BeijingDaxue1964	m a ⁴¹ ȵ i ⁰	5 6
391	Chengdu	the ant	587	365	ant	螞蟻子						ma⁵³ȵi³¹tsɿ⁵³	螞蟻子	BeijingDaxue1964	m a ⁵³ ȵ i ³¹ ts ɿ ⁵³	5 6 438
392	Chengdu	the ant	587	365	ant	螞蟻兒						!	螞蟻兒	BeijingDaxue1964	!	5 6 439
581	Fuzhou	the ant	587	365	ant	紅蟻						øyŋ⁵²₃₁ŋie²⁴²	紅蟻	BeijingDaxue1964	ø y ŋ ⁵²₃₁ ŋ i e ²⁴²	500 6
786	Guangzhou	the ant	587	365	ant	蟻						ŋɐi²³	蟻	BeijingDaxue1964	ŋ ɐ i ²³	6
986	Jinan	the ant	587	365	ant	蟻蛘						i⁵⁵iaŋ⁰	蟻蛘	BeijingDaxue1964	i ⁵⁵ i a ŋ ⁰	6 761
987	Jinan	the ant	587	365	ant	米 蛘						mi⁵⁵iaŋ⁰	米 蛘	BeijingDaxue1964	m i ⁵⁵ i a ŋ ⁰	762 763 761
1180	Meixian	the ant	587	365	ant	蟻						ŋɛ⁴²	蟻	BeijingDaxue1964	ŋ ɛ ⁴²	6
1370	Nanchang	the ant	587	365	ant	螞蟻						ma²¹³ȵi⁰	螞蟻	BeijingDaxue1964	m a ²¹³ ȵ i ⁰	5 6
1562	Suzhou	the ant	587	365	ant	螞米						mo²⁴₂₂mi³¹₃₃	螞米	BeijingDaxue1964	m o ²⁴₂₂ m i ³¹₃₃	5 762
1563	Suzhou	the ant	587	365	ant	螞蟻						mo²⁴₂₂ȵi²⁴₃₃	螞蟻	BeijingDaxue1964	m o ²⁴₂₂ ȵ i ²⁴₃₃	5 6
1775	Wenzhou	the ant	587	365	ant	蜉眼						fu⁴⁵ŋa²⁴	蜉眼	BeijingDaxue1964	f u ⁴⁵ ŋ a ²⁴	985 986
1962	Xiamen	the ant	587	365	ant	狗蟻						kau⁵¹₅₅hia³³	狗蟻	BeijingDaxue1964	k a u ⁵¹₅₅ h i a ³³	1059 6
5	Beijing	the armpit	1886	92	armpit	胳肢窩						ka⁵⁵tʂʅ⁰uo⁵⁵	胳肢窩	BeijingDaxue1964	k a ⁵⁵ tʂ ʅ ⁰ u o ⁵⁵	7 8 9
205	Changsha	the armpit	1886	92	armpit	脇拉 窩						ɕie²⁴la²⁴o³³	脇拉 窩	BeijingDaxue1964	ɕ i e ²⁴ l a ²⁴ o ³³	343 344 345 9
393	Chengdu	the armpit	1886	92	armpit	脥肢窩兒						tɕia³¹tsɿ⁴⁴uər⁴⁴	脥肢窩兒	BeijingDaxue1964	tɕ i a ³¹ ts ɿ ⁴⁴ u ə r ⁴⁴	440 8 9 441
582	Fuzhou	the armpit	1886	92	armpit	骨胳下						kɔ³¹louʔ⁴a²¹²	骨胳下	BeijingDaxue1964	k ɔ ³¹ l o u ʔ ⁴ a ²¹²	501 7 502
787	Guangzhou	the armpit	1886	92	armpit	!  底						kak³³lɐk⁵tɐi³⁵	!  底	BeijingDaxue1964	k a k ³³ l ɐ k ⁵ t ɐ i ³⁵	345 345 664
988	Jinan	the armpit	1886	92	armpit	胳肢窩						ka⁴²tʂʅ⁰uə²¹³	胳肢窩	BeijingDaxue1964	k a ⁴² tʂ ʅ ⁰ u ə ²¹³	7 8 9
1181	Meixian	the armpit	1886	92	armpit	脇下						hiap²¹ha⁴⁴	脇下	BeijingDaxue1964	h i a p ²¹ h a ⁴⁴	343 502
1371	Nanchang	the armpit	1886	92	armpit	脇脥						ɕiɛt⁵kak⁵	脇脥	BeijingDaxue1964	ɕ i ɛ t ⁵ k a k ⁵	343 440
1564	Suzhou	the armpit	1886	92	armpit	胳肢窩						kaʔ⁴tsʮ⁴⁴₃₅əu⁴⁴₂₁	胳肢窩	BeijingDaxue1964	k a ʔ ⁴ ts ʮ ⁴⁴₃₅ ə u ⁴⁴₂₁	7 8 9
1776	Wenzhou	the armpit	1886	92	armpit	攔 紮 下						la³¹tsa²³ɦo²⁴	攔 紮 下	BeijingDaxue1964	l a ³¹ ts a ²³ ɦ o ²⁴	987 345 988 345 502
1963	Xiamen	the armpit	1886	92	armpit	果 下控						ko⁵¹e³³₁₁kʰaŋ⁵⁵	果 下控	BeijingDaxue1964	k o ⁵¹ e ³³₁₁ kʰ a ŋ ⁵⁵	1060 345 502 1061
8	Beijing	the bamboo	1927	389	bamboo	竹子						tʂu⁵⁵tsɿ⁰	竹子	BeijingDaxue1964	tʂ u ⁵⁵ ts ɿ ⁰	12 13
207	Changsha	the bamboo	1927	389	bamboo	竹子						tsəu²⁴tsɿ⁰	竹子	BeijingDaxue1964	ts ə u ²⁴ ts ɿ ⁰	12 13
395	Chengdu	the bamboo	1927	389	bamboo	竹子						tsu³¹tsɿ⁵³	竹子	BeijingDaxue1964	ts u ³¹ ts ɿ ⁵³	12 13
585	Fuzhou	the bamboo	1927	389	bamboo	竹						tøyʔ²³	竹	BeijingDaxue1964	t ø y ʔ ²³	12
789	Guangzhou	the bamboo	1927	389	bamboo	竹						tʃʊk⁵	竹	BeijingDaxue1964	tʃ ʊ k ⁵	12
991	Jinan	the bamboo	1927	389	bamboo	竹子						tʂn²¹³tsɿ⁰	竹子	BeijingDaxue1964	tʂ n ²¹³ ts ɿ ⁰	12 13
1183	Meixian	the bamboo	1927	389	bamboo	! 竹□						tsuk²¹ɛ⁰	! 竹□	BeijingDaxue1964	ts u k ²¹ ɛ ⁰	801 12 0
1373	Nanchang	the bamboo	1927	389	bamboo	竹子						tsuk⁵tsɿ⁰	竹子	BeijingDaxue1964	ts u k ⁵ ts ɿ ⁰	12 13
1567	Suzhou	the bamboo	1927	389	bamboo	竹頭						tsoʔ⁴dʏ²⁴	竹頭	BeijingDaxue1964	ts o ʔ ⁴ d ʏ ²⁴	12 900
1778	Wenzhou	the bamboo	1927	389	bamboo	竹						tɕiu²³	竹	BeijingDaxue1964	tɕ i u ²³	12
1966	Xiamen	the bamboo	1927	389	bamboo	竹仔						tiʔ⁵a⁵¹	竹仔	BeijingDaxue1964	t i ʔ ⁵ a ⁵¹	12 1062
18	Beijing	the child (young human)	1304	169	*child	小孩兒	xɛ³⁵	child	Liu2007	孩	孩子	ɕiau²¹⁴₂₁xair³⁵	小孩兒	BeijingDaxue1964	ɕ i a u ²¹⁴₂₁ x a i r ³⁵	26 27 28
216	Changsha	the child (young human)	1304	169	*child	細伢子	xai¹³+tsɿ⁰ / ŋa¹³+sɿ⁵⁵+tsɿ⁰	child / child	Liu2007 / Liu2007	孩 子 / 伢 細 子	孩子 / 孩子	ɕi⁵⁵ŋa¹³tsๅ⁰	細伢子	BeijingDaxue1964	ɕ i ⁵⁵ ŋ a ¹³ ts ๅ ⁰	348 349 350
405	Chengdu	the child (young human)	1304	169	*child	小娃兒	ua⁵⁵/²¹+ua⁵⁵/²¹ / tsai⁵⁵/⁵³+tsai²¹/⁵³	child / child	Liu2007 / Liu2007	娃 娃 / 崽 崽	孩子 / 孩子	ɕiau⁵³ua³¹ɚ³¹₄₄	小娃兒	BeijingDaxue1964	ɕ i a u ⁵³ u a ³¹ ɚ ³¹₄₄	26 443 28
594	Fuzhou	the child (young human)	1304	169	*child	伲仔〔哥〕 ，	ha³³/⁵³+i⁵³ / nie²¹/⁵³+iaŋ³⁵/³²+ŋo⁵⁵	child / child	Liu2007 / Liu2007	孩 / 伲 囝 哥	孩子 / 孩子	nie⁵²₃₁iaŋ³¹，niaŋ³¹ŋɔ⁴⁴k	伲仔〔哥〕 ，	BeijingDaxue1964	n i e ⁵²₃₁ i a ŋ ³¹ ， n i a ŋ ³¹ ŋ ɔ ⁴⁴ k	507 508 509 510 511 512 513
799	Guangzhou	the child (young human)	1304	169	*child	細老哥	hai²¹	child	Liu2007	孩	孩子	ʃɐi³³lou²³₃₅kɔ⁵³	細老哥	BeijingDaxue1964	ʃ ɐ i ³³ l o u ²³₃₅ k ɔ ⁵³	348 670 510
800	Guangzhou	the child (young human)	1304	169	*child	細蚊仔						ʃʰɐm⁵³mɐn⁵⁵tʃɐi³⁵	細蚊仔	BeijingDaxue1964	ʃʰ ɐ m ⁵³ m ɐ n ⁵⁵ tʃ ɐ i ³⁵	348 671 508
1000	Jinan	the child (young human)	1304	169	*child	小孩兒	xɛ⁴⁵/⁵³+tsɿ⁰ / xa˞/a⁵³	child / child	Liu2007 / Liu2007	孩 子 / 孩	孩子 / 孩子	ɕiɔ⁵⁵xɛr⁴²	小孩兒	BeijingDaxue1964	ɕ i ɔ ⁵⁵ x ɛ r ⁴²	26 27 28
1192	Meixian	the child (young human)	1304	169	*child	細佬哥	se⁵⁵/⁵³+ŋin¹¹+ne⁰	child	Liu2007	細 人	孩子	sɛ⁴²lau³¹kɔ⁴⁴	細佬哥	BeijingDaxue1964	s ɛ ⁴² l a u ³¹ k ɔ ⁴⁴	348 805 510
1193	Meixian	the child (young human)	1304	169	*child	細人						sɛ⁴²ȵin¹²	細人	BeijingDaxue1964	s ɛ ⁴² ȵ i n ¹²	348 806
1384	Nanchang	the child (young human)	1304	169	*child	細人子	hai²⁴ / ɕi⁴⁵+ŋa⁰+tsɿ⁰	child / child	Liu2007 / Liu2007	孩 / 細 伢 子	孩子 / 孩子	ɕi⁵⁵ȵin⁵⁵tsๅ⁰	細人子	BeijingDaxue1964	ɕ i ⁵⁵ ȵ i n ⁵⁵ ts ๅ ⁰	348 806 350
1385	Nanchang	the child (young human)	1304	169	*child	細伢子						ɕi⁵⁵ŋa⁵⁵tsๅ⁰	細伢子	BeijingDaxue1964	ɕ i ⁵⁵ ŋ a ⁵⁵ ts ๅ ⁰	348 349 350
1577	Suzhou	the child (young human)	1304	169	*child	小幹	siæ⁴¹/⁵²+ɲin²¹/¹³	child	Liu2007	小 人	孩子	siæ⁴¹kø⁴⁴₃₅	小幹	BeijingDaxue1964	s i æ ⁴¹ k ø ⁴⁴₃₅	26 901
1578	Suzhou	the child (young human)	1304	169	*child	小人						siæ⁴¹ȵin²⁴	小人	BeijingDaxue1964	s i æ ⁴¹ ȵ i n ²⁴	26 806
1787	Wenzhou	the child (young human)	1304	169	*child	細兒	mai³/⁴⁴+mai⁴⁴ / sei⁴²/⁵¹+ŋ̍⁰	child / child	Liu2007 / Liu2007	娒 娒 / 細	孩子 / 孩子	sei⁴²ῃ³¹	細兒	BeijingDaxue1964	s e i ⁴² ῃ ³¹	348 28
1977	Xiamen	the child (young human)	1304	169	*child	仔	in⁵⁵/⁵³+na⁵³	child	Liu2007	囝 仔	孩子	@gin⁵¹₅₅a⁵¹	仔	BeijingDaxue1964	@ g i n ⁵¹₅₅ a ⁵¹	508
22	Beijing	the daughter	1357	222	daughter	閨女	kuei⁵⁵+ny² / ny²¹⁴/²¹+ər⁴	daughter / daughter	Hou2004 / Hou2004	闺女 / 女	女儿 / 女儿	kuei⁵⁵ny⁰	閨女	BeijingDaxue1964	k u e i ⁵⁵ n y ⁰	32 33
23	Beijing	the daughter	1357	222	daughter	姑娘						ku⁵⁵niaŋ⁰	姑娘	BeijingDaxue1964	k u ⁵⁵ n i a ŋ ⁰	34 35
24	Beijing	the daughter	1357	222	daughter	丫頭						ia⁵⁵tʰou⁰	丫頭	BeijingDaxue1964	i a ⁵⁵ tʰ o u ⁰	36 37
25	Beijing	the daughter	1357	222	daughter	女花兒						ny²¹⁴₂₁xuar⁰	女花兒	BeijingDaxue1964	n y ²¹⁴₂₁ x u a r ⁰	33 38 39
220	Changsha	the daughter	1357	222	daughter	女	ɲy⁴¹	daughter	Hou2004	女	女儿	ȵy⁴¹	女	BeijingDaxue1964	ȵ y ⁴¹	33
221	Changsha	the daughter	1357	222	daughter	妹子						mei²¹tsๅ⁰	妹子	BeijingDaxue1964	m e i ²¹ ts ๅ ⁰	352 353
409	Chengdu	the daughter	1357	222	daughter	女兒	ɲyər⁵³ / ɲy⁵³+ua³¹+tsɿ⁰ / ku⁵⁵+ɲiaŋ³¹/⁵⁵+tɕia⁵⁵	daughter / daughter / daughter	Hou2004 / Hou2004 / Hou2004	女 / 女娃子 / 姑娘家	女儿 / 女儿 / 女儿	ȵyər⁵³	女兒	BeijingDaxue1964	ȵ y ə r ⁵³	33 39
599	Fuzhou	the daughter	1357	222	daughter	諸 娘子	tsy⁴⁴/⁵³+nøyŋ⁵³/³²+ŋiaŋ³²	daughter	Hou2004	诸娘囝	女儿	tsy⁴⁴nøyŋ⁵²ŋiaŋ³¹	諸 娘子	BeijingDaxue1964	ts y ⁴⁴ n ø y ŋ ⁵² ŋ i a ŋ ³¹	517 518 35 353
805	Guangzhou	the daughter	1357	222	daughter	女	nøy²³/³⁵	daughter	Hou2004	女	女儿	nøy²³₃₅	女	BeijingDaxue1964	n ø y ²³₃₅	33
1005	Jinan	the daughter	1357	222	daughter	閨女	kuei²¹³/²¹+ɲy⁰	daughter	Hou2004	闺女	女儿	kuei²¹³ȵy⁰	閨女	BeijingDaxue1964	k u e i ²¹³ ȵ y ⁰	32 33
1006	Jinan	the daughter	1357	222	daughter	小妮兒						ɕiɔ⁵⁵ȵir²¹³	小妮兒	BeijingDaxue1964	ɕ i ɔ ⁵⁵ ȵ i r ²¹³	768 769 39
1197	Meixian	the daughter	1357	222	daughter	女	moi⁵⁵+e³¹	daughter	Hou2004	妹仔	女儿	ȵi³¹	女	BeijingDaxue1964	ȵ i ³¹	33
1198	Meixian	the daughter	1357	222	daughter	! □						ῃ³¹	! □	BeijingDaxue1964	ῃ ³¹	518 0
1390	Nanchang	the daughter	1357	222	daughter	女	ɲy²¹³ / ɲyn²¹³	daughter / daughter	Hou2004 / Hou2004	女 / 女	女儿 / 女儿	ȵy²¹³	女	BeijingDaxue1964	ȵ y ²¹³	33
1583	Suzhou	the daughter	1357	222	daughter	囡五	nø¹³+ŋŋ̍∼⁰	daughter	Hou2004	囡五	女儿	nø²⁴₂₂ῃ³¹₃₃	囡五	BeijingDaxue1964	n ø ²⁴₂₂ ῃ ³¹₃₃	902 903
1791	Wenzhou	the daughter	1357	222	daughter	囡兒	na³⁵/⁴²+ŋŋ̍∼³¹/²¹	daughter	Hou2004	女	女儿	na³¹ῃ⁰	囡兒	BeijingDaxue1964	n a ³¹ ῃ ⁰	902 39
1983	Xiamen	the daughter	1357	222	daughter	仔	tsa³⁵/²²+bɔ⁵³/⁵⁵+kiã∼⁵³	daughter	Hou2004	查某囝	女儿	@@tsa²⁴₃₃bɔ⁵¹₅₅kĩã∼⁵¹	仔	BeijingDaxue1964	@@ ts a ²⁴₃₃ b ɔ ⁵¹₅₅ k ĩ ã ∼ ⁵¹	1067
26	Beijing	the dew	1977	15	dew	露水兒						lu⁵¹ʂueir²¹⁴	露水兒	BeijingDaxue1964	l u ⁵¹ ʂ u e i r ²¹⁴	40 41 42
222	Changsha	the dew	1977	15	dew	露水						ləu²¹ɕyei⁴¹	露水	BeijingDaxue1964	l ə u ²¹ ɕ y e i ⁴¹	40 41
410	Chengdu	the dew	1977	15	dew	露水						nu¹³suei⁵³	露水	BeijingDaxue1964	n u ¹³ s u e i ⁵³	40 41
600	Fuzhou	the dew	1977	15	dew	露						lou²¹³	露	BeijingDaxue1964	l o u ²¹³	40
806	Guangzhou	the dew	1977	15	dew	露水						lou²²ʃøy³⁵	露水	BeijingDaxue1964	l o u ²² ʃ ø y ³⁵	40 41
1007	Jinan	the dew	1977	15	dew	露水						lu²¹ʂuei⁰	露水	BeijingDaxue1964	l u ²¹ ʂ u e i ⁰	40 41
1199	Meixian	the dew	1977	15	dew	露水						lu⁴²sui³¹	露水	BeijingDaxue1964	l u ⁴² s u i ³¹	40 41
1391	Nanchang	the dew	1977	15	dew	露水						lu³¹sui²¹³	露水	BeijingDaxue1964	l u ³¹ s u i ²¹³	40 41
1584	Suzhou	the dew	1977	15	dew	露水						ləu³¹₂₂sʮ⁴¹₄₄	露水	BeijingDaxue1964	l ə u ³¹₂₂ s ʮ ⁴¹₄₄	40 41
1792	Wenzhou	the dew	1977	15	dew	露水						ləu¹¹sɿ⁴⁵	露水	BeijingDaxue1964	l ə u ¹¹ s ɿ ⁴⁵	40 41
1984	Xiamen	the dew	1977	15	dew	露水						lɔ³³₁₁tsui⁵¹	露水	BeijingDaxue1964	l ɔ ³³₁₁ ts u i ⁵¹	40 41
29	Beijing	the dog	2009	289	*male dog	公狗	kou²¹⁴	dog	Liu2007	狗	狗	kuŋ⁵⁵kou²¹⁴	公狗	BeijingDaxue1964	k u ŋ ⁵⁵ k o u ²¹⁴	45 46
225	Changsha	the dog	2009	289	*male dog	狗公子	kəu⁴¹	dog	Liu2007	狗	狗	kəu⁴¹kən³³tsɿ⁰	狗公子	BeijingDaxue1964	k ə u ⁴¹ k ə n ³³ ts ɿ ⁰	46 45 356
226	Changsha	the dog	2009	289	*male dog	狗牯子						kəu⁴¹ku⁴¹tsɿ⁰	狗牯子	BeijingDaxue1964	k ə u ⁴¹ k u ⁴¹ ts ɿ ⁰	46 357 356
414	Chengdu	the dog	2009	289	*male dog	公狗	kəu⁵³	dog	Liu2007	狗	狗	koŋ⁴⁴kəu⁵³	公狗	BeijingDaxue1964	k o ŋ ⁴⁴ k ə u ⁵³	45 46
605	Fuzhou	the dog	2009	289	*male dog	犬〔雄〕	kʰɛiŋ³² / kʰɛiŋ³⁵/³²+ŋiaŋ³²	dog / dog	Liu2007 / Liu2007	犬 / 犬 囝	狗 / 狗	kʰeiŋ³¹	犬〔雄〕	BeijingDaxue1964	kʰ e i ŋ ³¹	521 522 523 524
810	Guangzhou	the dog	2009	289	*male dog	狗公	kɐu³⁵	dog	Liu2007	狗	狗	kɐu³⁵kʊŋ⁵⁵	狗公	BeijingDaxue1964	k ɐ u ³⁵ k ʊ ŋ ⁵⁵	46 45
1010	Jinan	the dog	2009	289	*male dog	牙狗	kou⁴⁵	dog	Liu2007	狗	狗	ia⁴²kou⁵⁵	牙狗	BeijingDaxue1964	i a ⁴² k o u ⁵⁵	770 46
1203	Meixian	the dog	2009	289	*male dog	狗牯	keu³¹	dog	Liu2007	狗	狗	kɛu³¹ku³¹	狗牯	BeijingDaxue1964	k ɛ u ³¹ k u ³¹	46 357
1394	Nanchang	the dog	2009	289	*male dog	狗公	kiɛu²¹³	dog	Liu2007	狗	狗	kiɛu²¹³kuŋ⁴²	狗公	BeijingDaxue1964	k i ɛ u ²¹³ k u ŋ ⁴²	46 45
1587	Suzhou	the dog	2009	289	*male dog	雄狗	kʏ⁵²	dog	Liu2007	狗	狗	ioŋ²⁴₂₂kʏ⁴¹₄₄	雄狗	BeijingDaxue1964	i o ŋ ²⁴₂₂ k ʏ ⁴¹₄₄	523 46
1795	Wenzhou	the dog	2009	289	*male dog	雄狗	kau²⁴²	dog	Liu2007	狗	狗	ɦyoŋ³¹kau⁴⁵	雄狗	BeijingDaxue1964	ɦ y o ŋ ³¹ k a u ⁴⁵	523 46
1989	Xiamen	the dog	2009	289	*male dog	狗公	kau⁵³	dog	Liu2007	狗	狗	kau⁵¹₅₅kaŋ⁵⁵	狗公	BeijingDaxue1964	k a u ⁵¹₅₅ k a ŋ ⁵⁵	46 45
32	Beijing	the dust	2	45	dust	〔塵〕土	ʈʂʰən³⁵+tʰu²¹⁴	dust	Liu2007	塵 土	塵土	tʰu²¹⁴	〔塵〕土	BeijingDaxue1964	tʰ u ²¹⁴	49 50 51 52
229	Changsha	the dust	2	45	dust	灰	fei³³+tsən¹³	dust	Liu2007	灰 塵	塵土	fei³³	灰	BeijingDaxue1964	f e i ³³	359
418	Chengdu	the dust	2	45	dust	灰〔塵〕	tsa⁴⁵+tsa⁵⁵ / tsa⁴⁵+tsɿ²¹/⁵³	dust / dust	Liu2007 / Liu2007	渣 渣 / 渣 子	塵土 / 塵土	xuei⁴⁴	灰〔塵〕	BeijingDaxue1964	x u e i ⁴⁴	359 49 50 51
610	Fuzhou	the dust	2	45	dust	塕塵	uŋ⁵⁵+niŋ⁵³	dust	Liu2007	滃 塵	塵土	uŋ⁴⁴niŋ⁵²	塕塵	BeijingDaxue1964	u ŋ ⁴⁴ n i ŋ ⁵²	528 50
611	Fuzhou	the dust	2	45	dust	塗粉						tʰu⁵²₃₁ʔuŋ³¹	塗粉	BeijingDaxue1964	tʰ u ⁵²₃₁ ʔ u ŋ ³¹	529 530
