# Wordlist

# META
@tree:(((((Beijing,Shenyang),Jinan),Xian),((((Changsha,Nanchang),((((((Chaozhou,Xiamen),Fuzhou),Meixian),(Guangzhou,Yangjiang)),Wenzhou),Suzhou)),(Hefei,Yangzhou)),Kunming)),Chengdu);

# DATA
ID	DOCULECT	CONCEPT	HANZI	ENTRY_IN_SOURCE	BEIDA_ID	IPA	TOKENS	NOTE	GLOSS_IN_SOURCE	COGID	ALIGNMENT
#
20929	Shenyang	to hide (conceal)	藏	tsʰaŋ³⁵	578	tsʰaŋ³⁵	tsʰ a ŋ ³⁵		hide	873	tsʰ a - ŋ ³⁵
20930	Shenyang	to hide (conceal)	貓	[2] *mau³³	578	mau³³	m a u ³³	[2][*]	hide	949	m a u ³³
20931	Xian	to hide (conceal)	藏	tɕʰiɑŋ²⁴	578	tɕʰiɑŋ²⁴	tɕʰ i ɑ ŋ ²⁴		hide	873	tɕʰ i ɑ ŋ ²⁴
20936	Suzhou	to hide (conceal)	盤	*tø²⁴	578	tø²⁴	t ø ²⁴	[*]	hide	690	t ø ²⁴
20937	Wenzhou	to hide (conceal)	縮	*ɕyo²³	578	ɕyo²³	ɕ y o ²³	[*]	hide	777	ɕ y o ²³
20938	Changsha	to hide (conceal)	躱	to⁴¹	578	to⁴¹	t o ⁴¹		hide	963	t o - ⁴¹
20927	Beijing	to hide (conceal)	藏	tsʰaŋ³⁵	578	tsʰaŋ³⁵	tsʰ a ŋ ³⁵		hide	873	tsʰ a - ŋ ³⁵
20928	Jinan	to hide (conceal)	藏	tsʰaŋ⁴²	578	tsʰaŋ⁴²	tsʰ a ŋ ⁴²		hide	873	tsʰ a - ŋ ⁴²
20932	Chengdu	to hide (conceal)	躱	to⁵³	578	to⁵³	t o ⁵³		hide	963	t o - ⁵³
20933	Kunming	to hide (conceal)	躱	tuo⁵³	578	tuo⁵³	t u o ⁵³		hide	963	t u o ⁵³
20934	Hefei	to hide (conceal)	藏	tɕʰiɑ̃⁵⁵	578	tɕʰiɑ̃⁵⁵	tɕʰ i ɑ̃ ∼ ⁵⁵		hide	873	tɕʰ i ɑ̃ ∼ ⁵⁵
20935	Yangzhou	to hide (conceal)	躱	to⁴²	578	to⁴²	t o ⁴²		hide	963	t o - ⁴²
20939	Nanchang	to hide (conceal)	躱	tɔ²¹³	578	tɔ²¹³	t ɔ ²¹³		hide	963	t ɔ - ²¹³
20940	Meixian	to hide (conceal)	囥	kʰɔŋ⁴²	578	kʰɔŋ⁴²	kʰ ɔ ŋ ⁴²		hide	292	kʰ ɔ ŋ ⁴²
20941	Guangzhou	to hide (conceal)	匿埋	nei²¹mai²¹	578	nei²¹mai²¹	n e i ²¹ m a i ²¹		hide	228	n e i ²¹ m a i ²¹
20942	Yangjiang	to hide (conceal)	餌	*nei²⁴	578	nei²⁴	n e i ²⁴	[*]	hide	1085	n e i ²⁴
20943	Yangjiang	to hide (conceal)	仆	[2] *pʊk⁴⁵⁴	578	pʊk⁴⁵⁴	p ʊ k ⁴⁵⁴	[2][*]	hide	142	p ʊ k ⁴⁵⁴
20944	Xiamen	to hide (conceal)	囥	kʰῃ¹¹	578	kʰῃ¹¹	kʰ ῃ ¹¹		hide	292	kʰ ῃ - ¹¹
20945	Xiamen	to hide (conceal)	! □	[2] biʔ³²	578	biʔ³²	b i ʔ ³²	[2]	hide	26	b i - ʔ ³² - - - -
20946	Chaozhou	to hide (conceal)	店	*tiəm²¹³	578	tiəm²¹³	t i ə m ²¹³	[*]	hide	431	t i ə m ²¹³
20947	Chaozhou	to hide (conceal)	! □	[2] biʔ²¹	578	biʔ²¹	b i ʔ ²¹	[2]	hide	26	b i - ʔ ²¹ - - - -
20948	Fuzhou	to hide (conceal)	! □	kʰouʔ²³	578	kʰouʔ²³	kʰ o u ʔ ²³		hide	26	kʰ o u ʔ ²³ - - - -
20949	Fuzhou	to hide (conceal)	! □	[2] miŋ⁴⁴	578	miŋ⁴⁴	m i ŋ ⁴⁴	[2]	hide	26	- - - - - m i ŋ ⁴⁴
#
18299	Beijing	to hold	拿	na³⁵	517	na³⁵	n a ³⁵		take, hold	483	n a ³⁵
18300	Jinan	to hold	拿	na⁴²	517	na⁴²	n a ⁴²		take, hold	483	n a ⁴²
18301	Shenyang	to hold	拿	na³⁵	517	na³⁵	n a ³⁵		take, hold	483	n a ³⁵
18302	Xian	to hold	拿	nɑ²⁴	517	nɑ²⁴	n ɑ ²⁴		take, hold	483	n ɑ ²⁴
18303	Chengdu	to hold	拿	na³¹	517	na³¹	n a ³¹		take, hold	483	n a ³¹
18304	Kunming	to hold	拿	na³¹	517	na³¹	n a ³¹		take, hold	483	n a ³¹
18305	Hefei	to hold	拿	na⁵⁵	517	na⁵⁵	n a ⁵⁵		take, hold	483	n a ⁵⁵
18306	Yangzhou	to hold	拿	lɑ³⁴	517	lɑ³⁴	l ɑ ³⁴		take, hold	483	l ɑ ³⁴
18307	Suzhou	to hold	拿 ，	no²⁴，no⁴⁴	517	no²⁴，no⁴⁴	n o ²⁴ ， n o ⁴⁴		take, hold	484	n o ²⁴ ， n o ⁴⁴
18308	Wenzhou	to hold	朵	*to⁴⁵	517	to⁴⁵	t o ⁴⁵	[*]	take, hold	579	t o ⁴⁵
18309	Wenzhou	to hold	抯	[2] tso⁴⁵	517	tso⁴⁵	ts o ⁴⁵	[2]	take, hold	474	ts o ⁴⁵
18310	Wenzhou	to hold	捉	[3] tɕyo²³	517	tɕyo²³	tɕ y o ²³	[3]	take, hold	491	tɕ y o ²³
18311	Changsha	to hold	拿	la³³	517	la³³	l a ³³		take, hold	483	l a ³³
18312	Nanchang	to hold	!	lak⁵	517	lak⁵	l a k ⁵		take, hold	2	- - l a k ⁵ - - - - - -
18313	Meixian	to hold	拿	na⁴⁴	517	na⁴⁴	n a ⁴⁴		take, hold	483	n a ⁴⁴
18314	Guangzhou	to hold	攞	lɔ³⁵	517	lɔ³⁵	l ɔ ³⁵		take, hold	516	l ɔ ³⁵
18315	Guangzhou	to hold	擰	[2] nɪŋ⁵³	517	nɪŋ⁵³	n ɪ ŋ ⁵³	[2]	take, hold	512	n ɪ ŋ ⁵³
18316	Yangjiang	to hold	擰	nɪŋ²⁴	517	nɪŋ²⁴	n ɪ ŋ ²⁴		take, hold	512	n ɪ ŋ ²⁴
18317	Xiamen	to hold	!	tʰeʔ⁵	517	tʰeʔ⁵	tʰ e ʔ ⁵		take, hold	2	tʰ - - e ʔ ⁵ - - - - - -
18318	Chaozhou	to hold		@kʰieʔ⁴	517	@kʰieʔ⁴	@ kʰ i e ʔ ⁴		take, hold	1	- - - - - @ kʰ i e ʔ ⁴
18319	Fuzhou	to hold	拈	nieŋ⁴⁴	517	nieŋ⁴⁴	n i e ŋ ⁴⁴		take, hold	476	n i e ŋ ⁴⁴
#
21809	Beijing	to kill	殺	ʂa⁵⁵	599	ʂa⁵⁵	ʂ a ⁵⁵		kill	599	ʂ a - ⁵⁵
21810	Jinan	to kill	殺	ʂa²¹³	599	ʂa²¹³	ʂ a ²¹³		kill	599	ʂ a - ²¹³
21811	Shenyang	to kill	殺	sa³³	599	sa³³	s a ³³		kill	599	s a - ³³
21812	Xian	to kill	殺	sɑ²¹	599	sɑ²¹	s ɑ ²¹		kill	599	s ɑ - ²¹
21813	Chengdu	to kill	殺	sa³¹	599	sa³¹	s a ³¹		kill	599	s a - ³¹
21814	Kunming	to kill	殺	ʂa³¹	599	ʂa³¹	ʂ a ³¹		kill	599	ʂ a - ³¹
21815	Hefei	to kill	殺	ʂɐʔ⁴	599	ʂɐʔ⁴	ʂ ɐ ʔ ⁴		kill	599	ʂ ɐ ʔ ⁴
21816	Yangzhou	to kill	殺	sæʔ⁴	599	sæʔ⁴	s æ ʔ ⁴		kill	599	s æ ʔ ⁴
21817	Suzhou	to kill	殺	saʔ⁴	599	saʔ⁴	s a ʔ ⁴		kill	599	s a ʔ ⁴
21818	Wenzhou	to kill	殺	sa²³	599	sa²³	s a ²³		kill	599	s a - ²³
21819	Changsha	to kill	殺	sa²⁴	599	sa²⁴	s a ²⁴		kill	599	s a - ²⁴
21820	Nanchang	to kill	殺	sat⁵	599	sat⁵	s a t ⁵		kill	599	s a t ⁵
21821	Meixian	to kill	殺	sat²¹	599	sat²¹	s a t ²¹		kill	599	s a t ²¹
21822	Guangzhou	to kill	殺	ʃat³³	599	ʃat³³	ʃ a t ³³		kill	599	ʃ a t ³³
21823	Yangjiang	to kill	殺	ʃat²¹	599	ʃat²¹	ʃ a t ²¹		kill	599	ʃ a t ²¹
21824	Xiamen	to kill	刣	tʰai²⁴	599	tʰai²⁴	tʰ a i ²⁴		kill	216	tʰ a i ²⁴
21825	Chaozhou	to kill	刣	tʰai⁵⁵	599	tʰai⁵⁵	tʰ a i ⁵⁵		kill	216	tʰ a i ⁵⁵
21826	Fuzhou	to kill	刣	tʰai⁵²	599	tʰai⁵²	tʰ a i ⁵²		kill	216	tʰ a i ⁵²
#
25171	Beijing	to know	知道	tʂๅ⁵⁵tau⁰	672	tʂๅ⁵⁵tau⁰	tʂ ๅ ⁵⁵ t a u ⁰		know	724	tʂ ๅ ⁵⁵ t a u ⁰
25172	Jinan	to know	知道	tsʅ²¹³tɔ²¹	672	tsʅ²¹³tɔ²¹	ts ʅ ²¹³ t ɔ ²¹		know	724	ts ʅ ²¹³ t - ɔ ²¹
25173	Shenyang	to know	知道	tsๅ³³tau⁰	672	tsๅ³³tau⁰	ts ๅ ³³ t a u ⁰		know	724	ts ๅ ³³ t a u ⁰
25174	Xian	to know	知道	tʂʅ²¹tɑu⁰	672	tʂʅ²¹tɑu⁰	tʂ ʅ ²¹ t ɑ u ⁰		know	724	tʂ ʅ ²¹ t ɑ u ⁰
25175	Chengdu	to know	曉得	ɕiau⁵³te³¹	672	ɕiau⁵³te³¹	ɕ i a u ⁵³ t e ³¹		know	565	ɕ i a u ⁵³ t e - ³¹
25176	Kunming	to know	曉得	ɕiau⁵³tə³¹	672	ɕiau⁵³tə³¹	ɕ i a u ⁵³ t ə ³¹		know	565	ɕ i a u ⁵³ t ə - ³¹
25177	Hefei	to know	曉得	ɕiɔ²⁴təʔ⁴	672	ɕiɔ²⁴təʔ⁴	ɕ i ɔ ²⁴ t ə ʔ ⁴		know	565	ɕ i ɔ - ²⁴ t ə ʔ ⁴
25178	Yangzhou	to know	曉得	ɕiɔ⁴²təʔ⁴	672	ɕiɔ⁴²təʔ⁴	ɕ i ɔ ⁴² t ə ʔ ⁴		know	565	ɕ i ɔ - ⁴² t ə ʔ ⁴
25179	Suzhou	to know	曉得	ɕiæ⁴¹tɤʔ⁴	672	ɕiæ⁴¹tɤʔ⁴	ɕ i æ ⁴¹ t ɤ ʔ ⁴		know	565	ɕ i æ - ⁴¹ t ɤ ʔ ⁴
25180	Wenzhou	to know	曉得	ɕia⁴⁵ti⁰	672	ɕia⁴⁵ti⁰	ɕ i a ⁴⁵ t i ⁰		know	565	ɕ i a - ⁴⁵ t i - ⁰
25181	Changsha	to know	曉得	ɕiau⁴¹tə²⁴	672	ɕiau⁴¹tə²⁴	ɕ i a u ⁴¹ t ə ²⁴		know	565	ɕ i a u ⁴¹ t ə - ²⁴
25182	Nanchang	to know	曉得	ɕiɛu²¹³tɛt⁵	672	ɕiɛu²¹³tɛt⁵	ɕ i ɛ u ²¹³ t ɛ t ⁵		know	565	ɕ i ɛ u ²¹³ t ɛ t ⁵
25183	Meixian	to know	知得	ti⁴⁴tɛt²¹	672	ti⁴⁴tɛt²¹	t i ⁴⁴ t ɛ t ²¹		know	723	t i ⁴⁴ t ɛ t ²¹
25184	Guangzhou	to know	知〔道〕 〔	tʃi⁵³(tou²²₃₃)	672	tʃi⁵³	tʃ i ⁵³		know	721	tʃ i ⁵³
25185	Guangzhou	to know		[2] hiu³⁵	672	hiu³⁵	h i u ³⁵	[2]	know	1	- - - - - - h i u - ³⁵
25186	Yangjiang	to know	知得	tʃi³³tɐk²⁴	672	tʃi³³tɐk²⁴	tʃ i ³³ t ɐ k ²⁴		know	723	tʃ i ³³ t ɐ k ²⁴
25187	Xiamen	to know	知影	tsai⁵⁵₃₃ĩã⁵¹	672	tsai⁵⁵₃₃ĩã⁵¹	ts a i ⁵⁵₃₃ ĩ ã ∼ ⁵¹		know	722	ts a i ⁵⁵₃₃ ĩ ã ∼ ⁵¹
25188	Xiamen	to know	知	[2] tsai⁵⁵	672	tsai⁵⁵	ts a i ⁵⁵	[2]	know	720	ts a i ⁵⁵
25189	Chaozhou	to know	知	tsai³³	672	tsai³³	ts a i ³³		know	720	ts a i ³³
25190	Fuzhou	to know	八 傳	**pai³¹(paiʔ²³)luɔŋ⁵²(t-)	672	pai³¹luɔŋ⁵²	p a i ³¹ l u ɔ ŋ ⁵²	[*]	know	196	p a i ³¹ l u ɔ ŋ ⁵²
25191	Fuzhou	to know	!  八	[2] *ɛʔ⁴₃₁βaiʔ²³(p-)	672	ɛʔ⁴₃₁βaiʔ²³	ɛ ʔ ⁴₃₁ β a i ʔ ²³	[2][*]	know	8	ɛ ʔ ⁴₃₁ β a i ʔ ²³
#
22665	Beijing	to laugh	笑	ɕiau⁵¹	616	ɕiau⁵¹	ɕ i a u ⁵¹		smile	753	ɕ i a u ⁵¹
22666	Jinan	to laugh	笑	ɕiɔ²¹	616	ɕiɔ²¹	ɕ i ɔ ²¹		smile	753	ɕ i - ɔ ²¹
22667	Shenyang	to laugh	笑	ɕiau⁴¹	616	ɕiau⁴¹	ɕ i a u ⁴¹		smile	753	ɕ i a u ⁴¹
22668	Xian	to laugh	笑	ɕiɑu⁴⁵	616	ɕiɑu⁴⁵	ɕ i ɑ u ⁴⁵		smile	753	ɕ i ɑ u ⁴⁵
22669	Chengdu	to laugh	笑	ɕiau¹³	616	ɕiau¹³	ɕ i a u ¹³		smile	753	ɕ i a u ¹³
22670	Kunming	to laugh	笑	ɕiau¹³	616	ɕiau¹³	ɕ i a u ¹³		smile	753	ɕ i a u ¹³
22671	Hefei	to laugh	笑	ɕiɔ⁵³	616	ɕiɔ⁵³	ɕ i ɔ ⁵³		smile	753	ɕ i - ɔ ⁵³
22672	Yangzhou	to laugh	笑	ɕiɔ⁵⁵	616	ɕiɔ⁵⁵	ɕ i ɔ ⁵⁵		smile	753	ɕ i - ɔ ⁵⁵
22673	Suzhou	to laugh	笑	siæ⁵¹³	616	siæ⁵¹³	s i æ ⁵¹³		smile	753	s i - æ ⁵¹³
22674	Wenzhou	to laugh	笑	ɕiɛ⁴²	616	ɕiɛ⁴²	ɕ i ɛ ⁴²		smile	753	ɕ i - ɛ ⁴²
22675	Changsha	to laugh	笑	ɕiau⁵⁵	616	ɕiau⁵⁵	ɕ i a u ⁵⁵		smile	753	ɕ i a u ⁵⁵
22676	Nanchang	to laugh	笑	ɕiɛu⁵⁵	616	ɕiɛu⁵⁵	ɕ i ɛ u ⁵⁵		smile	753	ɕ i ɛ u ⁵⁵
22677	Meixian	to laugh	笑	siau⁴²	616	siau⁴²	s i a u ⁴²		smile	753	s i a u ⁴²
22678	Guangzhou	to laugh	笑	ʃiu³³	616	ʃiu³³	ʃ i u ³³		smile	753	ʃ i - u ³³
22679	Yangjiang	to laugh	笑	ɬiu²⁴	616	ɬiu²⁴	ɬ i u ²⁴		smile	753	ɬ i - u ²⁴
22680	Xiamen	to laugh	笑	tsʰio¹¹	616	tsʰio¹¹	tsʰ i o ¹¹		smile	753	tsʰ i - o ¹¹
22681	Chaozhou	to laugh	笑	tsʰie²¹³	616	tsʰie²¹³	tsʰ i e ²¹³		smile	753	tsʰ i - e ²¹³
22682	Fuzhou	to laugh	笑	tsʰiu²¹³	616	tsʰiu²¹³	tsʰ i u ²¹³		smile	753	tsʰ i - u ²¹³
#
18073	Beijing	to lick	舔	tʰian²¹⁴	511	tʰian²¹⁴	tʰ i a n ²¹⁴		lick (with tongue)	867	tʰ i a n ²¹⁴ -
18074	Jinan	to lick	舔	tʰiæ̃⁵⁵	511	tʰiæ̃⁵⁵	tʰ i æ̃ ∼ ⁵⁵		lick (with tongue)	867	tʰ i æ̃ ∼ - ⁵⁵
18075	Shenyang	to lick	舔	tʰian²¹³	511	tʰian²¹³	tʰ i a n ²¹³		lick (with tongue)	867	tʰ i a n ²¹³ -
18076	Xian	to lick	舔	tʰiæ̃⁵³	511	tʰiæ̃⁵³	tʰ i æ̃ ∼ ⁵³		lick (with tongue)	867	tʰ i æ̃ ∼ ⁵³ -
18077	Chengdu	to lick	舔	tʰian⁵³	511	tʰian⁵³	tʰ i a n ⁵³		lick (with tongue)	867	tʰ i a n ⁵³ -
18078	Kunming	to lick	舔	tʰiɛ53	511	tʰiɛ53	tʰ i ɛ 53		lick (with tongue)	867	tʰ i ɛ 53 - -
18079	Hefei	to lick	舔	tʰiĩ²⁴	511	tʰiĩ²⁴	tʰ i ĩ ∼ ²⁴		lick (with tongue)	867	tʰ i ĩ ∼ ²⁴ -
18088	Yangjiang	to lick	!	ʃai²¹	511	ʃai²¹	ʃ a i ²¹		lick (with tongue)	2	- - - - - - ʃ a - - i ²¹
18089	Xiamen	to lick	舐	tsĩ³³	511	tsĩ³³	ts ĩ ∼ ³³		lick (with tongue)	866	ts ĩ ∼ ³³
18091	Fuzhou	to lick		liaʔ²³	511	liaʔ²³	l i a ʔ ²³		lick (with tongue)	1	- - - - - - l i a ʔ ²³
18092	Fuzhou	to lick		[2] neu⁴⁴	511	neu⁴⁴	n e u ⁴⁴	[2]	lick (with tongue)	1	- - - - - - n e u - ⁴⁴
18080	Yangzhou	to lick	舔	tʰiĩ⁴²	511	tʰiĩ⁴²	tʰ i ĩ ∼ ⁴²		lick (with tongue)	867	tʰ i ĩ ∼ ⁴² -
18081	Suzhou	to lick	舔	tʰiɪ⁴¹	511	tʰiɪ⁴¹	tʰ i ɪ ⁴¹		lick (with tongue)	867	tʰ i ɪ - ⁴¹ -
18082	Wenzhou	to lick	舔	tʰi⁴⁵	511	tʰi⁴⁵	tʰ i ⁴⁵		lick (with tongue)	867	tʰ i - - ⁴⁵ -
18083	Changsha	to lick	舔	tʰiẽ⁴¹	511	tʰiẽ⁴¹	tʰ i ẽ ∼ ⁴¹		lick (with tongue)	867	tʰ i ẽ ∼ ⁴¹ -
18084	Nanchang	to lick	舔	tʰiɛn²¹³	511	tʰiɛn²¹³	tʰ i ɛ n ²¹³		lick (with tongue)	867	tʰ i ɛ n ²¹³ -
18086	Guangzhou	to lick	舔	tʰim³⁵	511	tʰim³⁵	tʰ i m ³⁵		lick (with tongue)	867	tʰ i - m ³⁵ -
18087	Guangzhou	to lick	! □	[2] lai³⁵	511	lai³⁵	l a i ³⁵	[2]	lick (with tongue)	26	l a - i ³⁵ - - - -
18090	Chaozhou	to lick	舐	tsi³⁵	511	tsi³⁵	ts i ³⁵		lick (with tongue)	866	ts i - ³⁵
18085	Meixian	to lick	!	sɛ⁴⁴	511	sɛ⁴⁴	s ɛ ⁴⁴		lick (with tongue)	2	s - - ɛ - ⁴⁴ - - - - - -
#
20799	Beijing	to lie down	躺	tʰaŋ²¹⁴	575	tʰaŋ²¹⁴	tʰ a ŋ ²¹⁴		lie down, lie (sleep)	964	tʰ a ŋ ²¹⁴
20800	Jinan	to lie down	躺	tʰaŋ⁵⁵	575	tʰaŋ⁵⁵	tʰ a ŋ ⁵⁵		lie down, lie (sleep)	964	tʰ a ŋ ⁵⁵
20801	Shenyang	to lie down	躺	tʰaŋ²¹³	575	tʰaŋ²¹³	tʰ a ŋ ²¹³		lie down, lie (sleep)	964	tʰ a ŋ ²¹³
20802	Xian	to lie down	躺	tʰɑŋ⁵³	575	tʰɑŋ⁵³	tʰ ɑ ŋ ⁵³		lie down, lie (sleep)	964	tʰ ɑ ŋ ⁵³
20803	Chengdu	to lie down	躺	tʰaŋ⁵³	575	tʰaŋ⁵³	tʰ a ŋ ⁵³		lie down, lie (sleep)	964	tʰ a ŋ ⁵³
20804	Kunming	to lie down	躺	tʰã⁵³	575	tʰã⁵³	tʰ ã ∼ ⁵³		lie down, lie (sleep)	964	tʰ ã ∼ ⁵³
20805	Hefei	to lie down	躺	tʰɑ̃²⁴	575	tʰɑ̃²⁴	tʰ ɑ̃ ∼ ²⁴		lie down, lie (sleep)	964	tʰ ɑ̃ ∼ ²⁴
20806	Yangzhou	to lie down	躺	tʰɑŋ⁴²	575	tʰɑŋ⁴²	tʰ ɑ ŋ ⁴²		lie down, lie (sleep)	964	tʰ ɑ ŋ ⁴²
20807	Suzhou	to lie down	睏	kʰuən⁵¹³	575	kʰuən⁵¹³	kʰ u ə n ⁵¹³		lie down, lie (sleep)	704	kʰ u ə n ⁵¹³
20808	Suzhou	to lie down		[2] @gɛ³¹	575	@gɛ³¹	@ g ɛ ³¹	[2]	lie down, lie (sleep)	1	- - - - - @ g - ɛ - ³¹
20809	Wenzhou	to lie down	翻	fa⁴⁴	575	fa⁴⁴	f a ⁴⁴		lie down, lie (sleep)	787	f a ⁴⁴
20810	Changsha	to lie down	躺	tʰan⁴¹	575	tʰan⁴¹	tʰ a n ⁴¹		lie down, lie (sleep)	964	tʰ a n ⁴¹
20811	Nanchang	to lie down	躺	tʰɔŋ²¹³	575	tʰɔŋ²¹³	tʰ ɔ ŋ ²¹³		lie down, lie (sleep)	964	tʰ ɔ ŋ ²¹³
20812	Meixian	to lie down	眠	min¹²	575	min¹²	m i n ¹²		lie down, lie (sleep)	698	m i n ¹²
20813	Guangzhou	to lie down	瞓	fɐn³³	575	fɐn³³	f ɐ n ³³		lie down, lie (sleep)	713	f ɐ n ³³
20814	Yangjiang	to lie down	睡	ʃui⁴⁵⁴	575	ʃui⁴⁵⁴	ʃ u i ⁴⁵⁴		lie down, lie (sleep)	706	ʃ u i ⁴⁵⁴
20815	Xiamen	to lie down	倒	to⁵¹	575	to⁵¹	t o ⁵¹		lie down, lie (sleep)	181	t o ⁵¹
20816	Chaozhou	to lie down	倒	to⁵³	575	to⁵³	t o ⁵³		lie down, lie (sleep)	181	t o ⁵³
20817	Chaozhou	to lie down	! □	[2] kũã²¹³	575	kũã²¹³	k ũ ã ∼ ²¹³	[2]	lie down, lie (sleep)	26	k ũ ã ∼ ²¹³ - - - -
20818	Fuzhou	to lie down	倒	tɔ³¹	575	tɔ³¹	t ɔ ³¹		lie down, lie (sleep)	181	t ɔ ³¹
#
23935	Hefei	to play	玩	uæ̃⁵⁵	644	uæ̃⁵⁵	u æ̃ ∼ ⁵⁵		play	664	u æ̃ ∼ ⁵⁵
23930	Jinan	to play	玩兒	uæ̃r⁴²	644	uæ̃r⁴²	u æ̃ ∼ r ⁴²		play	665	u æ̃ ∼ r ⁴²
23931	Shenyang	to play	玩兒	uanr³⁵	644	uanr³⁵	u a n r ³⁵		play	665	u a n r ³⁵
23932	Xian	to play	耍	fɑ⁵³	644	fɑ⁵³	f ɑ ⁵³		play	809	f ɑ - ⁵³
23933	Chengdu	to play	耍	sua⁵³	644	sua⁵³	s u a ⁵³		play	809	s u a ⁵³
23934	Kunming	to play	耍	ʂua⁵³	644	ʂua⁵³	ʂ u a ⁵³		play	809	ʂ u a ⁵³
23936	Yangzhou	to play	玩	uɛ̃³⁴	644	uɛ̃³⁴	u ɛ̃ ∼ ³⁴		play	664	u ɛ̃ ∼ ³⁴
23937	Suzhou	to play	白相	bɤʔ²³siaŋ⁴⁴₂₁	644	bɤʔ²³siaŋ⁴⁴₂₁	b ɤ ʔ ²³ s i a ŋ ⁴⁴₂₁		play	689	b ɤ ʔ ²³ s i a ŋ ⁴⁴₂₁
23938	Wenzhou	to play	嬉	sๅ⁴⁴	644	sๅ⁴⁴	s ๅ ⁴⁴		play	375	s ๅ ⁴⁴
23939	Changsha	to play	玩	uan¹³	644	uan¹³	u a n ¹³		play	664	u a n ¹³
23940	Nanchang	to play	玩	uan⁵⁵	644	uan⁵⁵	u a n ⁵⁵		play	664	u a n ⁵⁵
23941	Nanchang	to play	暱	[2] *ȵiɛt⁵	644	ȵiɛt⁵	ȵ i ɛ t ⁵	[2][*]	play	564	ȵ i ɛ t ⁵
23942	Meixian	to play	搞	*kau³¹	644	kau³¹	k a u ³¹	[*]	play	502	k a u ³¹
23943	Meixian	to play	! □	[2] liau³¹	644	liau³¹	l i a u ³¹	[2]	play	26	l i a u ³¹ - - - -
23944	Guangzhou	to play	玩	wan²³	644	wan²³	w a n ²³		play	664	w a n ²³
23945	Guangzhou	to play	反	[2] *fan³⁵	644	fan³⁵	f a n ³⁵	[2][*]	play	235	f a n ³⁵
23946	Yangjiang	to play	!	nɪk²⁴	644	nɪk²⁴	n ɪ k ²⁴		play	2	- - n ɪ k ²⁴ - - - - - -
23947	Xiamen	to play	七 挑	**tsʰit³²₅tʰo²⁴	644	tsʰit³²₅tʰo²⁴	tsʰ i t ³²₅ tʰ o ²⁴	[*]	play	99	tsʰ i t ³²₅ tʰ o ²⁴
23948	Chaozhou	to play	剔 挑	**tʰik²¹₄tʰo⁵⁵	644	tʰik²¹₄tʰo⁵⁵	tʰ i k ²¹₄ tʰ o ⁵⁵	[*]	play	223	tʰ i k ²¹₄ tʰ o ⁵⁵
23949	Fuzhou	to play	!	kʰa⁴⁴liu⁵²	644	kʰa⁴⁴liu⁵²	kʰ a ⁴⁴ l i u ⁵²		play	2	kʰ - - a - ⁴⁴ l i - u - ⁵²
23929	Beijing	to play	玩兒	uanr³⁵	644	uanr³⁵	u a n r ³⁵		play	665	u a n r ³⁵
#
19167	Jinan	to pull	拖	tʰuə²¹³	537	tʰuə²¹³	tʰ u ə ²¹³		pull	479	tʰ u ə ²¹³
19173	Yangzhou	to pull	拖	tʰo³¹	537	tʰo³¹	tʰ o ³¹		pull	479	tʰ o - ³¹
19177	Nanchang	to pull	拖	tʰɔ⁴²	537	tʰɔ⁴²	tʰ ɔ ⁴²		pull	479	tʰ ɔ - ⁴²
19178	Meixian	to pull	拖	tʰɔ⁴⁴	537	tʰɔ⁴⁴	tʰ ɔ ⁴⁴		pull	479	tʰ ɔ - ⁴⁴
19180	Yangjiang	to pull	拖	tʰɔ³³	537	tʰɔ³³	tʰ ɔ ³³		pull	479	tʰ ɔ - ³³
19183	Fuzhou	to pull	拖	tʰua⁴⁴	537	tʰua⁴⁴	tʰ u a ⁴⁴		pull	479	tʰ u a ⁴⁴
19165	Beijing	to pull	拖	tʰuo⁵⁵	537	tʰuo⁵⁵	tʰ u o ⁵⁵		pull	479	tʰ u o ⁵⁵
19166	Beijing	to pull	拽	[2] tʂuai⁵¹	537	tʂuai⁵¹	tʂ u a i ⁵¹	[2]	pull	481	tʂ u a i ⁵¹
19168	Shenyang	to pull	拖	tʰuə³³	537	tʰuə³³	tʰ u ə ³³		pull	479	tʰ u ə ³³
19169	Xian	to pull	拖	tʰuo²¹	537	tʰuo²¹	tʰ u o ²¹		pull	479	tʰ u o ²¹
19170	Chengdu	to pull	拖	tʰo⁴⁴	537	tʰo⁴⁴	tʰ o ⁴⁴		pull	479	tʰ o - ⁴⁴
19171	Kunming	to pull	拖	tʰuo⁴⁴	537	tʰuo⁴⁴	tʰ u o ⁴⁴		pull	479	tʰ u o ⁴⁴
19172	Hefei	to pull	拖	tʰʊ²¹²	537	tʰʊ²¹²	tʰ ʊ ²¹²		pull	479	tʰ ʊ - ²¹²
19174	Suzhou	to pull	拖	tʰəu⁴⁴	537	tʰəu⁴⁴	tʰ ə u ⁴⁴		pull	479	tʰ ə u ⁴⁴
19175	Wenzhou	to pull	拖	tʰa⁴⁴	537	tʰa⁴⁴	tʰ a ⁴⁴		pull	479	tʰ a - ⁴⁴
19176	Changsha	to pull	拖	tʰo³³	537	tʰo³³	tʰ o ³³		pull	479	tʰ o - ³³
19179	Guangzhou	to pull	拖	tʰɔ⁵³	537	tʰɔ⁵³	tʰ ɔ ⁵³		pull	479	tʰ ɔ - ⁵³
