# Wordlist

# DATA
ID	GFN	CONCEPT	LGID	RGEN	STEDT_GLOSS	REFLEX	DOCULECT	SRCID	SRCABBR
82040		soft	1849	398327	soft	gă³¹bu̱⁵⁵	Karen	1035.50	TBL
49518		soft	1831	398312	soft	n̥a̱⁵³	Nusu (Central)	1035.34	TBL
14297		soft	1811	398294	soft	thəu⁵⁵thəu⁵⁵tsi³¹	Guiqiong	1035.16	TBL
17840		soft	1813	398296	soft	ȵu⁵³ȵu⁵³	Lyuzu	1035.18	TBL
51361		soft	1832	398313	soft	i³⁴nu³³	Yi (Xide)	1035.35	TBL
19681		soft	1814	398297	soft	kja̱³¹	Jingpho	1035.19	TBL
85442		soft	1851	398286	soft	dʑam po	Motuo Menba	1035.07	TBL
53315		soft	1833	398314	soft	nu̪²¹	Yi (Weishan)	1035.36	TBL
21677		soft	1815	398281	soft	ȵẽ⁵⁵po⁵⁵	Tibetan (Lhasa)	1035.02	TBL
55201		soft	1834	398315	soft	nu²¹	Yi (Nanhua)	1035.37	TBL
89075		soft	1853	398288	soft	fpu⁵⁵ti⁵⁵	Pumi (Lanping)	1035.09	TBL
23685		soft	1816	398298	soft	nɯp⁵⁵	Dulong	1035.20	TBL
80478		soft	1848	398284	soft	ɣȵen bo	Tibetan (Alike)	1035.05	TBL
57057		soft	1835	398316	soft / spongy / loose	nv̩³³mɤ̱²	Yi (Wuding)	1035.38	TBL
57058		soft	1835	398330	soft	ɳʈhɚ̱²	Yi (Wuding)	1035.38	TBL
80479		soft	1848	398328	soft	ndʑam bo	Tibetan (Alike)	1035.05	TBL
42373		soft	1827	398308	soft	ŋjo̱m⁵⁵	Atsi [Zaiwa]	1035.30	TBL
25492		soft	1817	398299	soft	ɳɯŋ⁵⁵ɳɯŋ⁵⁵ɕɛn³¹	Nung	1035.21	TBL
64397		soft	1839	398319	soft	nɔ³¹	Hani (Lüchun)	1035.41	TBL
58977		soft	1836	398317	soft	no⁵⁵	Yi (Sani)	1035.39	TBL
26970		soft	1818	398300	soft	ȵim⁵⁵m̩⁵⁵	Darang [Taraon]	1035.22	TBL
60790		soft	1837	398283	soft	hȵə mo	Tibetan (Xiahe)	1035.04	TBL
28398		soft	1819	398301	soft	kɑ⁵⁵miŋ³⁵	Kaman [Miju]	1035.23	TBL
62569		soft	1838	398318	soft	nu³¹	Lisu	1035.40	TBL
29918		soft	1820	398302	soft	rəː bak	Bokar	1035.24	TBL
15964		soft	1812	398295	soft	mi³³ȵi³³mɛ³³ȵæ⁵⁵	Xumi	1035.17	TBL
87165		soft	1852	398287	soft	mɑ tʂɑ	Qiang (Mawo)	1035.08	TBL
31750		soft	1821	398303	soft	ȵim⁵⁵mɑ⁵⁵	Yidu	1035.25	TBL
#
33049	clf	some	1822	392481	some	tɑ¹ khjo¹	Burmese (Written)	0923.26	TBL
66093	clf	some	1840	392497	some	thi³¹tɕi̱³¹	Hani (Mojiang)	0923.42	TBL
1046	clf	some	1804	392456	some	kha ɕas	Tibetan (Written)	0923.01	TBL
1047	clf	some	1804	392506	some	ɦgaɦ	Tibetan (Written)	0923.01	TBL
49405	clf	some	1831	392489	some	thi̱⁵³fe⁵⁵	Nusu (Central)	0923.34	TBL
67896	clf	some	1841	392498	some	te⁵³ phɑ³¹	Lahu (Lancang)	0923.43	TBL
71580	clf	some	1843	392500	some	dɯ³³χu³³	Naxi	0923.45	TBL
36822	clf	some	1824	392483	some	ta³¹ khʐəm⁵¹	Achang (Longchuan)	0923.28	TBL
4662	clf	some	1806	392466	some	tᴇ tᴇ	rGyalrong (Maerkang)	0923.11	TBL
38602	clf	some	1825	392484	some	*	Achang (Xiandao)	0923.29	TBL
6582	clf	some	1807	392467	some	mtɕhe	Daofu	0923.12	TBL
73404	clf	some	1844	392501	some	bæ⁵³	Namuyi	0923.46	TBL
8507	clf	some	1808	392468	some	tɯ⁵⁵ tɕha³¹	Queyu (Xinlong)	0923.13	TBL
83496	clf	some	1850	392461	some	ti³¹tsem³⁵	Cuona Menba	0923.06	TBL
42257	clf	some	1827	392485	some	lă²¹tsu̱i⁵⁵	Atsi [Zaiwa]	0923.30	TBL
75222	clf	some	1845	392502	some	tɛ³¹ko⁵⁵	Gazhuo	0923.47	TBL
29794	clf	some	1820	392479	some	a tɕiː	Bokar	0923.24	TBL
10348	clf	some	1809	392469	some	(tɛ⁵⁵) m̥ə⁵⁵	Zhaba (Daofu County)	0923.14	TBL
44099	clf	some	1828	392486	some	tă³¹xɛ̃³⁵	Langsu (Luxi)	0923.31	TBL
76944	clf	some	1846	392503	some	a²¹jɑ̱²¹	Bai (Jianchuan)	0923.48	TBL
12287	clf	some	1810	392470	some	tɐ⁵³ pə³³	Muya	0923.15	TBL
40333	clf	some	1826	392458	some	kha⁵⁵xhe⁵⁵	Tibetan (Batang)	0923.03	TBL
34944	clf	some	1823	392482	some	tɑ⁵³tɕho⁵³	Burmese (Rangoon)	0923.27	TBL
45882	clf	some	1829	392487	some	tă³¹ xɛ̃³⁵	Bola (Luxi)	0923.32	TBL
14184	clf	some	1811	392471	some	ta³¹ʐõ³⁵	Guiqiong	0923.16	TBL
78866	clf	some	1847	392504	some	la⁵⁵	Tujia	0923.49	TBL
80375	clf	some	1848	392460	some	*	Tibetan (Alike)	0923.05	TBL
47703	clf	some	1830	392488	some	tă³¹jam⁵⁵	Leqi (Luxi)	0923.33	TBL
15846	clf	some	1812	392472	some	ji⁵⁵ku⁵⁵	Xumi	0923.17	TBL
81939	clf	some	1849	392505	some	*	Karen	0923.50	TBL
17727	clf	some	1813	392473	some	(to³³) wa³¹	Lyuzu	0923.18	TBL
3010	clf	some	1805	392465	some	ti⁵⁵	Pumi (Jiulong)	0923.10	TBL
51238	clf	some	1832	392490	some	tshɿ²¹ gɯ³³	Yi (Xide)	0923.35	TBL
19566	clf	some	1814	392474	some	lo̱i³¹ mi³³	Jingpho	0923.19	TBL
85332	clf	some	1851	392462	some	*	Motuo Menba	0923.07	TBL
53194	clf	some	1833	392491	some	tʂhɿ²¹pɑ³³	Yi (Weishan)	0923.36	TBL
87037	clf	some	1852	392463	some	ɑ χsɑ	Qiang (Mawo)	0923.08	TBL
21554	clf	some	1815	392457	some	kha⁵⁵ɕɛ⁵²	Tibetan (Lhasa)	0923.02	TBL
55087	clf	some	1834	392492	some	thi²¹ ɕie³³	Yi (Nanhua)	0923.37	TBL
88962	clf	some	1853	392464	some	tə¹³tsi⁵⁵	Pumi (Lanping)	0923.09	TBL
23572	clf	some	1816	392475	some	wɑ · n⁵⁵	Dulong	0923.20	TBL
56935	clf	some	1835	392493	some	thɑ¹¹dʑi̱³³	Yi (Wuding)	0923.38	TBL
69725	clf	some	1842	392499	some	a⁴⁴ tɕi³³	Jinuo	0923.44	TBL
25392	clf	some	1817	392476	some	(thi⁵⁵)bɑ³¹ mɯ⁵³	Nung	0923.21	TBL
31647	clf	some	1821	392480	some	*	Yidu	0923.25	TBL
58861	clf	some	1836	392494	some	thɪ¹¹ tɕe⁵⁵	Yi (Sani)	0923.39	TBL
26868	clf	some	1818	392477	some	*	Darang [Taraon]	0923.22	TBL
60686	clf	some	1837	392459	some	tsə ɣe zəχ	Tibetan (Xiahe)	0923.04	TBL
28296	clf	some	1819	392478	some	*	Kaman [Miju]	0923.23	TBL
62454	clf	some	1838	392495	some	thi³¹ be̱³³	Lisu	0923.40	TBL
64285	clf	some	1839	392496	some	a⁵⁵tsḻ³³	Hani (Lüchun)	0923.41	TBL
#
33138		straight	1822	434579	straight	mɑt⁴	Burmese (Written)	1003.26	TBL
66175		straight	1840	396713	straight	ʃv̩³¹	Hani (Mojiang)	1003.42	TBL
66176		straight	1840	434580	straight	tʃɿ³¹	Hani (Mojiang)	1003.42	TBL
1137		straight	1804	396672	straight	draŋ po	Tibetan (Written)	1003.01	TBL
1138		straight	1804	396722	straight	bɕan po	Tibetan (Written)	1003.01	TBL
33137		straight	1822	396697	straight (horizontal)	phrɔŋ¹	Burmese (Written)	1003.26	TBL
35034		straight	1823	396698	straight (horizontal)	phjɑ̃u⁵³	Burmese (Rangoon)	1003.27	TBL
35035		straight	1823	396724	straight (vertical)	mɑʔ⁴	Burmese (Rangoon)	1003.27	TBL
67976		straight	1841	396714	straight	the⁵³	Lahu (Lancang)	1003.43	TBL
36902		straight	1824	396699	straight	tan³¹	Achang (Longchuan)	1003.28	TBL
69805		straight	1842	396715	straight	a⁴⁴pro³³	Jinuo	1003.44	TBL
69806		straight	1842	434581	straight	a⁴⁴thə³³	Jinuo	1003.44	TBL
4742		straight	1806	396682	straight	kɑ sto	rGyalrong (Maerkang)	1003.11	TBL
38683		straight	1825	396700	straight	ʂa³¹	Achang (Xiandao)	1003.29	TBL
71666		straight	1843	396716	straight	tv̩²¹	Naxi	1003.45	TBL
6677		straight	1807	396683	straight	dʐoŋ dʐoŋ	Daofu	1003.12	TBL
73484		straight	1844	396717	straight	tʂɿ³³tæ³⁵	Namuyi	1003.46	TBL
8597		straight	1808	396684	straight	sto⁵⁵sto³³	Queyu (Xinlong)	1003.13	TBL
42339		straight	1827	396701	straight	ŋjaŋ⁵¹	Atsi [Zaiwa]	1003.30	TBL
89043		straight	1853	396680	straight	stu⁵⁵	Pumi (Lanping)	1003.09	TBL
44179		straight	1828	396702	straight	ŋiɔ̃⁵⁵	Langsu (Luxi)	1003.31	TBL
77036		straight	1846	396719	straight	tuẽ⁵⁵	Bai (Jianchuan)	1003.48	TBL
12377		straight	1810	396686	straight	tə̱³³tə̱⁵³	Muya	1003.15	TBL
40422		straight	1826	396674	straight	xẽ⁵⁵mbᴜ⁵³	Tibetan (Batang)	1003.03	TBL
45971		straight	1829	396703	straight	tɛ̃³⁵	Bola (Luxi)	1003.32	TBL
78942		straight	1847	396720	straight	tshu²¹tshui⁵⁵	Tujia	1003.49	TBL
80452		straight	1848	396676	straight	tʂaŋ mo	Tibetan (Alike)	1003.05	TBL
47781		straight	1830	396704	straight	taːn³³	Leqi (Luxi)	1003.33	TBL
15930		straight	1812	396688	straight	bu⁵⁵tu⁵⁵	Xumi	1003.17	TBL
15931		straight	1812	396723	straight	tɛ⁵⁵tu³³	Xumi	1003.17	TBL
82014		straight	1849	396721	straight	blø̱⁵⁵	Karen	1003.50	TBL
49486		straight	1831	396705	straight	dɚ⁵⁵	Nusu (Central)	1003.34	TBL
17810		straight	1813	396689	straight	tɕy⁵³tɕy⁵³	Lyuzu	1003.18	TBL
83576		straight	1850	396677	straight	kap⁵⁵tuʔ⁵⁵	Cuona Menba	1003.06	TBL
51325		straight	1832	396706	straight	dʐo²¹	Yi (Xide)	1003.35	TBL
51326		straight	1832	396725	straight	tse³³	Yi (Xide)	1003.35	TBL
3098		straight	1805	396681	straight	tə¹¹tu⁵⁵	Pumi (Jiulong)	1003.10	TBL
19648		straight	1814	396690	straight	tiŋ³³	Jingpho	1003.19	TBL
14266		straight	1811	396687	straight	ta⁵⁵kha⁵⁵	Guiqiong	1003.16	TBL
85416		straight	1851	396678	straight	laŋ mo	Motuo Menba	1003.07	TBL
21640		straight	1815	396673	straight	tʂoŋ¹³ko⁵⁵	Tibetan (Lhasa)	1003.02	TBL
55169		straight	1834	396708	straight	mɑ³³	Yi (Nanhua)	1003.37	TBL
23651		straight	1816	396691	straight	ɕɑn⁵⁵	Dulong	1003.20	TBL
57019		straight	1835	396709	straight	tv̩¹¹	Yi (Wuding)	1003.38	TBL
57020		straight	1835	434578	straight	ɖv̩¹¹	Yi (Wuding)	1003.38	TBL
25465		straight	1817	396692	straight	tɕhuŋ³⁵tɕhuŋ³¹	Nung	1003.21	TBL
75301		straight	1845	396718	straight	tsɿ³³	Gazhuo	1003.47	TBL
58943		straight	1836	396710	straight	tv̩³³	Yi (Sani)	1003.39	TBL
26941		straight	1818	396693	straight	ɑ³¹lim⁵⁵blioŋ⁵⁵	Darang [Taraon]	1003.22	TBL
53279		straight	1833	396707	straight	tʂhu⁵⁵	Yi (Weishan)	1003.36	TBL
60763		straight	1837	396675	straight	tʂaŋ mo	Tibetan (Xiahe)	1003.04	TBL
28369		straight	1819	396694	straight	bloŋ³⁵	Kaman [Miju]	1003.23	TBL
62535		straight	1838	396711	straight	te³⁵	Lisu	1003.40	TBL
10439		straight	1809	396685	straight	tʂu³³tʂu⁵⁵	Zhaba (Daofu County)	1003.14	TBL
29884		straight	1820	396695	straight	ɕak ɕir	Bokar	1003.24	TBL
87127		straight	1852	396679	straight	khɑp	Qiang (Mawo)	1003.08	TBL
64365		straight	1839	396712	straight	do⁵⁵zi³¹ne³³	Hani (Lüchun)	1003.41	TBL
31721		straight	1821	396696	straight	ɑ⁵⁵mbɹɑ⁵⁵	Yidu	1003.25	TBL
#
33864	v.	swallow	1822	428517	swallow	mjo²	Burmese (Written)	1692.26	TBL
1893	v.	swallow	1804	428494	swallow	mid	Tibetan (Written)	1692.01	TBL
87859	v.	swallow	1852	428500	swallow	sə ɣzu̥	Qiang (Mawo)	1692.08	TBL
35761	v.	swallow	1823	428518	swallow	mjo²²	Burmese (Rangoon)	1692.27	TBL
68665	v.	swallow	1841	428533	swallow	xɛ⁵⁴dɔ³¹	Lahu (Lancang)	1692.43	TBL
3607	v.	swallow	1805	428502	swallow	khɯ¹¹ diẽ⁵⁵	Pumi (Jiulong)	1692.10	TBL
37546	v.	swallow	1824	428519	swallow	thun³¹	Achang (Longchuan)	1692.28	TBL
5436	v.	swallow	1806	428503	swallow	kɑ mə lɟjuk	rGyalrong (Maerkang)	1692.11	TBL
39246	v.	swallow	1825	428520	swallow	ɲau⁵⁵	Achang (Xiandao)	1692.29	TBL
72322	v.	swallow	1843	428535	swallow	ko³³	Naxi	1692.45	TBL
7416	v.	swallow	1807	428504	swallow	skhru	Daofu	1692.12	TBL
66844	v.	swallow	1840	428532	swallow	mɤ³¹kɔ³³	Hani (Mojiang)	1692.42	TBL
77803	v.	swallow	1846	428543	swallow	thuẽ⁵⁵	Bai (Jianchuan)	1692.48	TBL
41151	v.	swallow	1826	428496	swallow	miʔ⁵³	Tibetan (Batang)	1692.03	TBL
74163	v.	swallow	1844	428536	swallow	ȵuo³¹quo⁵⁵	Namuyi	1692.46	TBL
9242	v.	swallow	1808	428505	swallow	la⁵⁵rdʒe¹³	Queyu (Xinlong)	1692.13	TBL
43040	v.	swallow	1827	428521	swallow	mji̱⁵¹	Atsi [Zaiwa]	1692.30	TBL
75872	v.	swallow	1845	428537	swallow	jɛ³⁵tɕhi³³	Gazhuo	1692.47	TBL
11153	v.	swallow	1809	428506	swallow	a³³ mi⁵⁵	Zhaba (Daofu County)	1692.14	TBL
44808	v.	swallow	1828	428522	swallow	mjuk³¹	Langsu (Luxi)	1692.31	TBL
77802	v.	swallow	1846	428538	swallow	ẽ̱²¹	Bai (Jianchuan)	1692.48	TBL
13083	v.	swallow	1810	428507	swallow	nɑ³³ʁə̱⁵³	Muya	1692.15	TBL
13084	v.	swallow	1810	428541	swallow	zə̱⁵³ʁə³³	Muya	1692.15	TBL
79343	v.	swallow	1847	428539	swallow	zie³⁵	Tujia	1692.49	TBL
46647	v.	swallow	1829	428523	swallow	mjuŋ⁵⁵	Bola (Luxi)	1692.32	TBL
89730	v.	swallow	1853	428501	swallow	khə¹³ʒdʒɛ̃⁵⁵	Pumi (Lanping)	1692.09	TBL
14790	v.	swallow	1811	428508	swallow	mi³⁵nɔ̃⁵⁵	Guiqiong	1692.16	TBL
80926	v.	swallow	1848	428498	swallow	ɣȵət	Tibetan (Alike)	1692.05	TBL
16617	v.	swallow	1812	428509	swallow	miæ⁵⁵ʔũ⁵⁵	Xumi	1692.17	TBL
82492	v.	swallow	1849	428540	swallow	ju³¹	Karen	1692.50	TBL
50118	v.	swallow	1831	428524	swallow	m̥iə³³	Nusu (Central)	1692.34	TBL
18483	v.	swallow	1813	428510	swallow	ne³³mi⁵³	Lyuzu	1692.18	TBL
84215	v.	swallow	1850	428499	swallow	ȵut⁵³ta³¹	Cuona Menba	1692.06	TBL
22449	v.	swallow	1815	428495	swallow	mik¹³chuː⁵⁵ taŋ⁵⁵	Tibetan (Lhasa)	1692.02	TBL
52098	v.	swallow	1832	428525	swallow	ȵi²¹ ndo³³	Yi (Xide)	1692.35	TBL
52099	v.	swallow	1832	428542	swallow	ȵi²¹	Yi (Xide)	1692.35	TBL
30596	v.	swallow	1820	428515	swallow	jom met	Bokar	1692.24	TBL
20336	v.	swallow	1814	428511	swallow	mă³¹|ut⁵⁵	Jingpho	1692.19	TBL
54001	v.	swallow	1833	428526	swallow	ʑᴇ⁵⁵	Yi (Weishan)	1692.36	TBL
55858	v.	swallow	1834	428527	swallow	lə²¹	Yi (Nanhua)	1692.37	TBL
24335	v.	swallow	1816	428512	swallow	mlɑʔ⁵⁵	Dulong	1692.20	TBL
57789	v.	swallow	1835	428528	swallow	lɤ³³	Yi (Wuding)	1692.38	TBL
59613	v.	swallow	1836	428529	swallow	to³³	Yi (Sani)	1692.39	TBL
27298	v.	swallow	1818	428513	swallow	blɑi⁵³	Darang [Taraon]	1692.22	TBL
61390	v.	swallow	1837	428497	swallow	ȵəl	Tibetan (Xiahe)	1692.04	TBL
28742	v.	swallow	1819	428514	swallow	biɑn⁵³	Kaman [Miju]	1692.23	TBL
70485	v.	swallow	1842	428534	swallow	mjo⁵⁵	Jinuo	1692.44	TBL
63219	v.	swallow	1838	428530	swallow	go³³le³³	Lisu	1692.40	TBL
32048	v.	swallow	1821	428516	swallow	bɹi⁵⁵	Yidu	1692.25	TBL
65016	v.	swallow	1839	428531	swallow	mju̱³¹thɔ³³	Hani (Lüchun)	1692.41	TBL
#
32931	num	ten	1822	386512	ten	shɑj²	Burmese (Written)	0806.26	TBL
929	num	ten	1804	386487	ten	btɕu	Tibetan (Written)	0806.01	TBL
67779	num	ten	1841	386529	ten	te⁵³tɕhi³³	Lahu (Lancang)	0806.43	TBL
2892	num	ten	1805	386496	ten	qɑ¹¹ta⁵⁵ (lĩ¹¹)	Pumi (Jiulong)	0806.10	TBL
36704	num	ten	1824	386514	ten	tɕhe⁵⁵	Achang (Longchuan)	0806.28	TBL
69608	num	ten	1842	386530	ten	tshɤ⁴²	Jinuo	0806.44	TBL
4544	num	ten	1806	386497	ten	ʃtʃᴇ	rGyalrong (Maerkang)	0806.11	TBL
38483	num	ten	1825	386515	ten	ta³¹tshi⁵⁵	Achang (Xiandao)	0806.29	TBL
71454	num	ten	1843	386531	ten	tshe²¹	Naxi	0806.45	TBL
6460	num	ten	1807	386498	ten	zʁa	Daofu	0806.12	TBL
40214	num	ten	1826	386489	ten	tɕᴜ⁵³	Tibetan (Batang)	0806.03	TBL
73285	num	ten	1844	386532	ten	χuo³¹	Namuyi	0806.46	TBL
42126	num	ten	1827	386516	ten	tshe⁵¹	Atsi [Zaiwa]	0806.30	TBL
75104	num	ten	1845	386533	ten	tshi³³	Gazhuo	0806.47	TBL
10227	num	ten	1809	386500	ten	tshɿ⁵⁵	Zhaba (Daofu County)	0806.14	TBL
43982	num	ten	1828	386517	ten	tshɛ³¹	Langsu (Luxi)	0806.31	TBL
76817	num	ten	1846	386534	ten	tsa̱²¹	Bai (Jianchuan)	0806.48	TBL
12161	num	ten	1810	386501	ten	ɦæ³³kø⁵³	Muya	0806.15	TBL
12162	num	ten	1810	386537	ten	tɕuə⁵³	Muya	0806.15	TBL
45765	num	ten	1829	386518	ten	tă³¹thai⁵⁵	Bola (Luxi)	0806.32	TBL
78749	num	ten	1847	386535	ten	xɯ³⁵	Tujia	0806.49	TBL
88843	num	ten	1853	386495	ten	qa⁵⁵stiɛ̃⁵⁵	Pumi (Lanping)	0806.09	TBL
14065	num	ten	1811	386502	ten	sə⁵⁵	Guiqiong	0806.16	TBL
80258	num	ten	1848	386491	ten	ptɕə	Tibetan (Alike)	0806.05	TBL
47583	num	ten	1830	386519	ten	tă³¹tshe³³	Leqi (Luxi)	0806.33	TBL
65974	num	ten	1840	386528	ten	tshɛ⁵⁵	Hani (Mojiang)	0806.42	TBL
15729	num	ten	1812	386503	ten	qa⁵⁵ (ku³³)	Xumi	0806.17	TBL
81821	num	ten	1849	386536	ten	tø̱⁵⁵tshi⁵⁵	Karen	0806.50	TBL
49287	num	ten	1831	386520	ten	tshe³³	Nusu (Central)	0806.34	TBL
8389	num	ten	1808	386499	ten	ʂqa¹³rdə⁵⁵	Queyu (Xinlong)	0806.13	TBL
17610	num	ten	1813	386504	ten	tɕhe⁵³tɕhe⁵³	Lyuzu	0806.18	TBL
83379	num	ten	1850	386492	ten	tɕi⁵³	Cuona Menba	0806.06	TBL
51118	num	ten	1832	386521	ten	tshi³³	Yi (Xide)	0806.35	TBL
19447	num	ten	1814	386505	ten	ʃi³³	Jingpho	0806.19	TBL
85212	num	ten	1851	386493	ten	se	Motuo Menba	0806.07	TBL
53074	num	ten	1833	386522	ten	tɕhi⁵⁵	Yi (Weishan)	0806.36	TBL
21436	num	ten	1815	386488	ten	tɕu⁵⁵	Tibetan (Lhasa)	0806.02	TBL
54970	num	ten	1834	386523	ten	tshi³³	Yi (Nanhua)	0806.37	TBL
23449	num	ten	1816	386506	ten	tiʔ⁵⁵sɑn⁵⁵	Dulong	0806.20	TBL
56814	num	ten	1835	386524	ten	tshe¹¹	Yi (Wuding)	0806.38	TBL
25274	num	ten	1817	386507	ten	thi³¹tshɑ⁵⁵	Nung	0806.21	TBL
58743	num	ten	1836	386525	ten	tshɪ³³	Yi (Sani)	0806.39	TBL
26751	num	ten	1818	386508	ten	xɑ⁵⁵lɯŋ⁵⁵	Darang [Taraon]	0806.22	TBL
60569	num	ten	1837	386490	ten	tɕə tha mba	Tibetan (Xiahe)	0806.04	TBL
28176	num	ten	1819	386509	ten	kiɑp⁵⁵mu⁵³	Kaman [Miju]	0806.23	TBL
62335	num	ten	1838	386526	ten	tshi̱³³	Lisu	0806.40	TBL
29674	num	ten	1820	386510	ten	ɯ jɯŋ	Bokar	0806.24	TBL
86912	num	ten	1852	386494	ten	ho dʑu	Qiang (Mawo)	0806.08	TBL
34825	num	ten	1823	386513	ten	shɛ²²	Burmese (Rangoon)	0806.27	TBL
64166	num	ten	1839	386527	ten	tshe⁵⁵	Hani (Lüchun)	0806.41	TBL
31529	num	ten	1821	386511	ten	hoŋ⁵⁵ɦoŋ⁵³	Yidu	0806.25	TBL
#
81963	dem	that	1849	393776	that	a³¹wɛ̱⁵⁵	Karen	0947.50	TBL
66118	dem	that	1840	393768	that	thv̱³¹tv̩³¹	Hani (Mojiang)	0947.42	TBL
1076	dem	that	1804	393727	that	de	Tibetan (Written)	0947.01	TBL
33075	dem	that	1822	393752	that	ho²	Burmese (Written)	0947.26	TBL
33076	dem	that	1822	393778	that	tho²	Burmese (Written)	0947.26	TBL
34970	dem	that	1823	393753	that	ho²²	Burmese (Rangoon)	0947.27	TBL
3035	dem	that	1805	393736	that	dɑ³⁵	Pumi (Jiulong)	0947.10	TBL
36846	dem	that	1824	393754	that	the⁵⁵	Achang (Longchuan)	0947.28	TBL
69749	dem	that	1842	393770	that	khə⁴²pɔ⁴⁴	Jinuo	0947.44	TBL
4687	dem	that	1806	393737	that	wu tə	rGyalrong (Maerkang)	0947.11	TBL
38628	dem	that	1825	393755	that	thɛ⁵⁵	Achang (Xiandao)	0947.29	TBL
71607	dem	that	1843	393771	that	thɯ³³	Naxi	0947.45	TBL
28320	dem	that	1819	393749	that	wɑ̆n³⁵	Kaman [Miju]	0947.23	TBL
6607	dem	that	1807	393738	that	*	Daofu	0947.12	TBL
40359	dem	that	1826	393729	that	e¹³ de⁵³	Tibetan (Batang)	0947.03	TBL
73428	dem	that	1844	393772	that	tʂhuo³¹	Namuyi	0947.46	TBL
8537	dem	that	1808	393739	that	tsɛ¹³	Queyu (Xinlong)	0947.13	TBL
42281	dem	that	1827	393756	that	xje⁵¹	Atsi [Zaiwa]	0947.30	TBL
75246	dem	that	1845	393773	that	a³³	Gazhuo	0947.47	TBL
10376	dem	that	1809	393740	that	*	Zhaba (Daofu County)	0947.14	TBL
44123	dem	that	1828	393757	that	thø³¹	Langsu (Luxi)	0947.31	TBL
12316	dem	that	1810	393741	that	*	Muya	0947.15	TBL
51263	dem	that	1832	393761	that	ɑ³³di⁵⁵	Yi (Xide)	0947.35	TBL
45909	dem	that	1829	393758	that	thɔi⁵⁵	Bola (Luxi)	0947.32	TBL
45910	dem	that	1829	393780	that	xu⁵¹	Bola (Luxi)	0947.32	TBL
45911	dem	that	1829	393781	that	ma̱⁵¹	Bola (Luxi)	0947.32	TBL
34971	dem	that	1823	393779	that	tho²²	Burmese (Rangoon)	0947.27	TBL
78890	dem	that	1847	393775	that	ai⁵⁵	Tujia	0947.49	TBL
14209	dem	that	1811	393742	that	ji³⁵ki⁵⁵	Guiqiong	0947.16	TBL
67920	dem	that	1841	393769	that	o⁵³	Lahu (Lancang)	0947.43	TBL
80399	dem	that	1848	393731	that	kan næ	Tibetan (Alike)	0947.05	TBL
47727	dem	that	1830	393759	that	thə³³	Leqi (Luxi)	0947.33	TBL
29824	dem	that	1820	393750	that	aː	Bokar	0947.24	TBL
49429	dem	that	1831	393760	that	ɣɹue³³	Nusu (Central)	0947.34	TBL
17754	dem	that	1813	393744	that	ɦa³³	Lyuzu	0947.18	TBL
76972	dem	that	1846	393774	that	mə⁵⁵tɑ̱³³	Bai (Jianchuan)	0947.48	TBL
83520	dem	that	1850	393732	that	mo³⁵	Cuona Menba	0947.06	TBL
19591	dem	that	1814	393745	that	wo⁵⁵	Jingpho	0947.19	TBL
53218	dem	that	1833	393762	that	nu⁵⁵	Yi (Weishan)	0947.36	TBL
85360	dem	that	1851	393733	that	ʔu ȵi	Motuo Menba	0947.07	TBL
87064	dem	that	1852	393734	that	thɛː	Qiang (Mawo)	0947.08	TBL
21582	dem	that	1815	393728	that	phə⁵⁵ ki⁵⁵	Tibetan (Lhasa)	0947.02	TBL
55111	dem	that	1834	393763	that	nɑ³³	Yi (Nanhua)	0947.37	TBL
55112	dem	that	1834	393782	that	və¹³və³³	Yi (Nanhua)	0947.37	TBL
88986	dem	that	1853	393735	that	tə¹³	Pumi (Lanping)	0947.09	TBL
23596	dem	that	1816	393746	that	ɔ⁵³jɑ⁵³	Dulong	0947.20	TBL
23597	dem	that	1816	393777	that	khɔʔ⁵⁵	Dulong	0947.20	TBL
56959	dem	that	1835	393764	that	ɣɤ³³	Yi (Wuding)	0947.38	TBL
25416	dem	that	1817	393747	that	nɑ⁵⁵	Nung	0947.21	TBL
58885	dem	that	1836	393765	that	khɪ⁴⁴	Yi (Sani)	0947.39	TBL
26892	dem	that	1818	393748	that	we⁵⁵	Darang [Taraon]	0947.22	TBL
60711	dem	that	1837	393730	that	kan	Tibetan (Xiahe)	0947.04	TBL
15872	dem	that	1812	393743	that	thi⁵³	Xumi	0947.17	TBL
62478	dem	that	1838	393766	that	go³³	Lisu	0947.40	TBL
64310	dem	that	1839	393767	that	ø⁵⁵	Hani (Lüchun)	0947.41	TBL
31672	dem	that	1821	393751	that	ɑ⁵⁵ he⁵⁵	Yidu	0947.25	TBL
#
443	n	the ant	1804	363668	ant	grog ma	Tibetan (Written)	0365.01	TBL
34367	n	the ant	1823	363694	ant	pɑ⁵³jwɛʔ⁴sheʔ⁴	Burmese (Rangoon)	0365.27	TBL
67338	n	the ant	1841	363710	ant	pi³⁵ɣɔ⁵⁴	Lahu (Lancang)	0365.43	TBL
2433	n	the ant	1805	363677	ant	bu¹¹ʐø⁵⁵	Pumi (Jiulong)	0365.10	TBL
5977	n	the ant	1807	363679	ant	skhro	Daofu	0365.12	TBL
36262	n	the ant	1824	363695	ant	tɕhi⁵⁵man⁵⁵	Achang (Longchuan)	0365.28	TBL
4091	n	the ant	1806	363678	ant	kho |rok	rGyalrong (Maerkang)	0365.11	TBL
