# Wordlist

# DATA
ID	GFN	CONCEPT	LGID	RGEN	STEDT_GLOSS	REFLEX	DOCULECT	SRCID	SRCABBR
42692	v.	to give	1827	412460	give	pji²¹	Atsi [Zaiwa]	1345.30	TBL
75582	v.	to give	1845	412477	give	kɯ³¹	Gazhuo	1345.47	TBL
10793	v.	to give	1809	412445	give	tʌ³³khɪ⁵⁵	Zhaba (Daofu County)	1345.14	TBL
44480	v.	to give	1828	412461	give	pjik⁵⁵	Langsu (Luxi)	1345.31	TBL
77412	v.	to give	1846	412478	give	zɿ²¹	Bai (Jianchuan)	1345.48	TBL
12717	v.	to give	1810	412446	give	tho³³tɐ⁵³	Muya	1345.15	TBL
46299	v.	to give	1829	412462	give	pi³¹	Bola (Luxi)	1345.32	TBL
79136	v.	to give	1847	412479	give	lie³⁵	Tujia	1345.49	TBL
14523	v.	to give	1811	412447	give	kɑ̃⁵⁵	Guiqiong	1345.16	TBL
80693	v.	to give	1848	412436	give	rter	Tibetan (Alike)	1345.05	TBL
80694	v.	to give	1848	412482	give	wɕən	Tibetan (Alike)	1345.05	TBL
48062	v.	to give	1830	412463	give	pjeːi³³	Leqi (Luxi)	1345.33	TBL
16264	v.	to give	1812	412448	give	kẽ⁵⁵	Xumi	1345.17	TBL
82246	v.	to give	1849	412480	give	he̱³¹	Karen	1345.50	TBL
49791	v.	to give	1831	412464	give	bi³¹	Nusu (Central)	1345.34	TBL
18136	v.	to give	1813	412449	give	khe³⁵	Lyuzu	1345.18	TBL
83890	v.	to give	1850	412437	give	tɕiu³⁵	Cuona Menba	1345.06	TBL
51717	v.	to give	1832	412465	give	bɿ²¹	Yi (Xide)	1345.35	TBL
19986	v.	to give	1814	412450	give	ja³³	Jingpho	1345.19	TBL
85661	v.	to give	1851	412438	give (hand over)	ge	Motuo Menba	1345.07	TBL
8926	v.	to give	1808	412444	give	kho⁵⁵	Queyu (Xinlong)	1345.13	TBL
53629	v.	to give	1833	412466	give	gu²¹	Yi (Weishan)	1345.36	TBL
87481	v.	to give	1852	412439	give	gʐə	Qiang (Mawo)	1345.08	TBL
22049	v.	to give	1815	412433	give	teː⁵⁵	Tibetan (Lhasa)	1345.02	TBL
22050	v.	to give	1815	412481	give	tʂɛ⁵²	Tibetan (Lhasa)	1345.02	TBL
85662	v.	to give	1851	412483	give (as a gift)	bi	Motuo Menba	1345.07	TBL
55506	v.	to give	1834	412467	give	gə²¹	Yi (Nanhua)	1345.37	TBL
89387	v.	to give	1853	412440	give	thə¹³khuɛ̃¹³	Pumi (Lanping)	1345.09	TBL
23989	v.	to give	1816	412451	give	bi⁵³	Dulong	1345.20	TBL
23990	v.	to give	1816	412484	give	dzi⁵³	Dulong	1345.20	TBL
57404	v.	to give	1835	412468	give	dʑe⁵⁵	Yi (Wuding)	1345.38	TBL
57405	v.	to give	1835	412485	give	bi⁵⁵	Yi (Wuding)	1345.38	TBL
59272	v.	to give	1836	412469	give	bz̩¹¹	Yi (Sani)	1345.39	TBL
27129	v.	to give	1818	412452	give	ŋ̊ŋ³⁵	Darang [Taraon]	1345.22	TBL
61072	v.	to give	1837	412435	give	hter	Tibetan (Xiahe)	1345.04	TBL
28562	v.	to give	1819	412453	give	pi⁵⁵	Kaman [Miju]	1345.23	TBL
62875	v.	to give	1838	412470	give	go³¹	Lisu	1345.40	TBL
30232	v.	to give	1820	412454	give	biː	Bokar	1345.24	TBL
31887	v.	to give	1821	412455	give	hɑŋ³⁵	Yidu	1345.25	TBL
64687	v.	to give	1839	412471	give	bi̱³¹	Hani (Lüchun)	1345.41	TBL
#
33854	v.	to hear	1822	428063	hear	krɑ³	Burmese (Written)	1682.26	TBL
66834	v.	to hear	1840	428079	hear	kɔ³¹	Hani (Mojiang)	1682.42	TBL
1882	v.	to hear	1804	428040	hear	go	Tibetan (Written)	1682.01	TBL
1883	v.	to hear	1804	428088	hear	tshor	Tibetan (Written)	1682.01	TBL
35751	v.	to hear	1823	428064	hear	tɕɑ⁵⁵	Burmese (Rangoon)	1682.27	TBL
68655	v.	to hear	1841	428080	hear	nɑ³³kɑ⁵³	Lahu (Lancang)	1682.43	TBL
3600	v.	to hear	1805	428049	hear	mã³⁵	Pumi (Jiulong)	1682.10	TBL
37537	v.	to hear	1824	428065	hear	kʐua³¹	Achang (Longchuan)	1682.28	TBL
5426	v.	to hear	1806	428050	hear	kɑ msɑm	rGyalrong (Maerkang)	1682.11	TBL
50110	v.	to hear	1831	428071	hear	n̥a³³tha̱⁵³	Nusu (Central)	1682.34	TBL
39239	v.	to hear	1825	428066	hear	kʐɔ³¹	Achang (Xiandao)	1682.29	TBL
72313	v.	to hear	1843	428082	hear	kho³³mi³³thv̩³³	Naxi	1682.45	TBL
7405	v.	to hear	1807	428051	hear	də ntɕhi	Daofu	1682.12	TBL
41139	v.	to hear	1826	428042	hear	kᴜ²³¹	Tibetan (Batang)	1682.03	TBL
41140	v.	to hear	1826	428089	hear	tsho⁵⁵	Tibetan (Batang)	1682.03	TBL
9235	v.	to hear	1808	428052	hear	kɯ⁵⁵mȵo³³	Queyu (Xinlong)	1682.13	TBL
43030	v.	to hear	1827	428067	hear	vo⁵⁵kjo²¹	Atsi [Zaiwa]	1682.30	TBL
75865	v.	to hear	1845	428084	hear	na³⁵tɕa³¹	Gazhuo	1682.47	TBL
11143	v.	to hear	1809	428053	hear	ȵu⁵⁵	Zhaba (Daofu County)	1682.14	TBL
44799	v.	to hear	1828	428068	hear	ɣɔ⁵⁵kjɔ³⁵	Langsu (Luxi)	1682.31	TBL
77791	v.	to hear	1846	428085	hear	tɕhã⁵⁵tiə̱³³	Bai (Jianchuan)	1682.48	TBL
13073	v.	to hear	1810	428054	hear	ndo⁵³	Muya	1682.15	TBL
84205	v.	to hear	1850	428045	hear	ȵan³⁵thoʔ⁵³	Cuona Menba	1682.06	TBL
46637	v.	to hear	1829	428069	hear	ɣə̆³¹kja³¹	Bola (Luxi)	1682.32	TBL
14783	v.	to hear	1811	428055	hear	tɕa⁵⁵	Guiqiong	1682.16	TBL
80920	v.	to hear	1848	428044	hear	ko	Tibetan (Alike)	1682.05	TBL
48352	v.	to hear	1830	428070	hear	jɔː⁵⁵kjɔː³³	Leqi (Luxi)	1682.33	TBL
16607	v.	to hear	1812	428056	hear	ma³⁵	Xumi	1682.17	TBL
82486	v.	to hear	1849	428087	hear	na̱³¹xu⁵⁵	Karen	1682.50	TBL
79338	v.	to hear	1847	428086	hear	zu²¹liau⁵⁵	Tujia	1682.49	TBL
18473	v.	to hear	1813	428057	hear	the³³dʐɿ⁵³	Lyuzu	1682.18	TBL
74154	v.	to hear	1844	428083	hear	gi⁵⁵ʂæ³¹	Namuyi	1682.46	TBL
52085	v.	to hear	1832	428072	hear	ɣɯ²¹gɯ³³	Yi (Xide)	1682.35	TBL
20325	v.	to hear	1814	428058	hear	na³¹	Jingpho	1682.19	TBL
53990	v.	to hear	1833	428073	hear	gɑ²¹	Yi (Weishan)	1682.36	TBL
87849	v.	to hear	1852	428047	hear	kəm	Qiang (Mawo)	1682.08	TBL
22438	v.	to hear	1815	428041	hear	kho¹³	Tibetan (Lhasa)	1682.02	TBL
55847	v.	to hear	1834	428074	hear	no⁵⁵ȵi³³	Yi (Nanhua)	1682.37	TBL
55848	v.	to hear	1834	428090	hear	po³³tɕo²¹	Yi (Nanhua)	1682.37	TBL
85931	v.	to hear	1851	428046	hear	than	Motuo Menba	1682.07	TBL
89721	v.	to hear	1853	428048	hear	xə¹³ni¹³si⁵⁵	Pumi (Lanping)	1682.09	TBL
24327	v.	to hear	1816	428059	hear	tɔ⁵⁵	Dulong	1682.20	TBL
57774	v.	to hear	1835	428075	hear	dʑu³³	Yi (Wuding)	1682.38	TBL
59603	v.	to hear	1836	428076	hear	nɒ⁴⁴gɒ¹¹	Yi (Sani)	1682.39	TBL
27292	v.	to hear	1818	428060	hear	thɑ³¹tiɯŋ⁵³	Darang [Taraon]	1682.22	TBL
61381	v.	to hear	1837	428043	hear	ko	Tibetan (Xiahe)	1682.04	TBL
28736	v.	to hear	1819	428061	hear	tɑt⁵⁵	Kaman [Miju]	1682.23	TBL
70475	v.	to hear	1842	428081	hear	nɔ³⁵	Jinuo	1682.44	TBL
63210	v.	to hear	1838	428077	hear	pɑ³³dʑɑ³¹	Lisu	1682.40	TBL
30587	v.	to hear	1820	428062	hear	taː◦poŋ	Bokar	1682.24	TBL
65007	v.	to hear	1839	428078	hear	ga³¹	Hani (Lüchun)	1682.41	TBL
#
33321		to hide (conceal)	1822	404628	hide (sthg.)	hwɑk⁴	Burmese (Written)	1169.26	TBL
21841		to hide (conceal)	1815	404604	hide (sthg.)	khəp¹³²	Tibetan (Lhasa)	1169.02	TBL
66350		to hide (conceal)	1840	404644	hide (sthg.)	xɛ⁵⁵tʃhu⁵⁵	Hani (Mojiang)	1169.42	TBL
1314		to hide (conceal)	1804	404603	hide (sthg.)	skuŋ	Tibetan (Written)	1169.01	TBL
35218		to hide (conceal)	1823	404629	hide (sthg.)	phwɛʔ⁴	Burmese (Rangoon)	1169.27	TBL
68142		to hide (conceal)	1841	404645	hide (sthg.)	fɑ³⁵	Lahu (Lancang)	1169.43	TBL
3236		to hide (conceal)	1805	404612	hide (sthg.)	xə¹¹tʃu⁵⁵	Pumi (Jiulong)	1169.10	TBL
37060		to hide (conceal)	1824	404630	hide (sthg.)	sau⁵⁵	Achang (Longchuan)	1169.28	TBL
69974		to hide (conceal)	1842	404646	hide (sthg.)	ko⁴²va⁵⁵	Jinuo	1169.44	TBL
4911		to hide (conceal)	1806	404613	hide (sthg.)	kɑ ʃɑ pki	rGyalrong (Maerkang)	1169.11	TBL
38817		to hide (conceal)	1825	404631	hide (sthg.)	sau⁵⁵	Achang (Xiandao)	1169.29	TBL
71834		to hide (conceal)	1843	404647	hide (sthg.)	tsɿ⁵⁵	Naxi	1169.45	TBL
6881		to hide (conceal)	1807	404614	hide (sthg.)	ndzə	Daofu	1169.12	TBL
40594		to hide (conceal)	1826	404605	hide (sthg.)	kũ⁵⁵	Tibetan (Batang)	1169.03	TBL
73651		to hide (conceal)	1844	404648	hide (sthg.)	quo³¹ta⁵³	Namuyi	1169.46	TBL
8761		to hide (conceal)	1808	404615	hide (sthg.)	kɯ⁵⁵sɛ¹³	Queyu (Xinlong)	1169.13	TBL
75437		to hide (conceal)	1845	404649	hide (sthg.)	kɛ³³xoa³⁵	Gazhuo	1169.47	TBL
10612		to hide (conceal)	1809	404616	hide (sthg.)	ka³³sə⁵⁵	Zhaba (Daofu County)	1169.14	TBL
89211		to hide (conceal)	1853	404611	hide (sthg.)	tha¹³ ʃtʃu⁵⁵	Pumi (Lanping)	1169.09	TBL
44321		to hide (conceal)	1828	404633	hide (sthg.)	ŋja̱m³⁵	Langsu (Luxi)	1169.31	TBL
77224		to hide (conceal)	1846	404650	hide (sthg.)	tsõ⁴² (vu³³tɑ̱̃²¹)	Bai (Jianchuan)	1169.48	TBL
12545		to hide (conceal)	1810	404617	hide (sthg.)	qhə̱³³zə̱⁵³	Muya	1169.15	TBL
85539		to hide (conceal)	1851	404609	hide (sthg.)	gum	Motuo Menba	1169.07	TBL
46133		to hide (conceal)	1829	404634	hide (sthg.)	ŋja̱m³⁵	Bola (Luxi)	1169.32	TBL
79043		to hide (conceal)	1847	404651	hide (sthg.)	su⁵⁵su⁵⁵	Tujia	1169.49	TBL
14398		to hide (conceal)	1811	404618	hide (sthg.)	ji³⁵pe⁵⁵	Guiqiong	1169.16	TBL
47916		to hide (conceal)	1830	404635	hide (sthg.)	ŋju̱ːm⁵⁵	Leqi (Luxi)	1169.33	TBL
62703		to hide (conceal)	1838	404642	hide (sthg.)	tʃi̱³³	Lisu	1169.40	TBL
16093		to hide (conceal)	1812	404619	hide (sthg.)	lɛ⁵⁵guɛ⁵³	Xumi	1169.17	TBL
82134		to hide (conceal)	1849	404652	hide (sthg.)	pa̱³¹khu⁵⁵tθi̱³¹	Karen	1169.50	TBL
49637		to hide (conceal)	1831	404636	hide (sthg.)	sɯ³³	Nusu (Central)	1169.34	TBL
17964		to hide (conceal)	1813	404620	hide (sthg.)	the³³kɯ⁵³ʂɯ⁵³	Lyuzu	1169.18	TBL
17965		to hide (conceal)	1813	404654	hide (sthg.)	the³³ȵæ⁵³əɹ⁵³dʐu̵³³	Lyuzu	1169.18	TBL
83742		to hide (conceal)	1850	404608	hide (sthg.)	ȵi³⁵ka³⁵	Cuona Menba	1169.06	TBL
51522		to hide (conceal)	1832	404637	hide (sthg.)	mbo⁵⁵	Yi (Xide)	1169.35	TBL
19820		to hide (conceal)	1814	404621	hide (sthg.)	mă³¹ko̱i³³	Jingpho	1169.19	TBL
53453		to hide (conceal)	1833	404638	hide (sthg.)	tʂɑ⁵⁵	Yi (Weishan)	1169.36	TBL
87307		to hide (conceal)	1852	404610	hide (sthg.)	stuə	Qiang (Mawo)	1169.08	TBL
21842		to hide (conceal)	1815	404653	hide (sthg.)	jip¹³²	Tibetan (Lhasa)	1169.02	TBL
55335		to hide (conceal)	1834	404639	hide (sthg.)	khɯ²¹tʂɑ³³	Yi (Nanhua)	1169.37	TBL
23817		to hide (conceal)	1816	404622	hide (sthg.)	mɑ⁵⁵	Dulong	1169.20	TBL
23818		to hide (conceal)	1816	404655	hide (sthg.)	ɑ³¹xɔt⁵⁵	Dulong	1169.20	TBL
57212		to hide (conceal)	1835	404640	hide (sthg.)	fɑ̱⁵⁵	Yi (Wuding)	1169.38	TBL
80589		to hide (conceal)	1848	404607	hide (sthg.)	rwi	Tibetan (Alike)	1169.05	TBL
25575		to hide (conceal)	1817	404623	hide (sthg.)	m̥ɑu⁵³	Nung	1169.21	TBL
42517		to hide (conceal)	1827	404632	hide (sthg.)	xaʔ⁵⁵	Atsi [Zaiwa]	1169.30	TBL
59104		to hide (conceal)	1836	404641	hide (sthg.)	tʂhɤ⁴⁴	Yi (Sani)	1169.39	TBL
64523		to hide (conceal)	1839	404643	hide (sthg.)	xø³¹ɣe̱³¹	Hani (Lüchun)	1169.41	TBL
31827		to hide (conceal)	1821	404627	hide (sthg.)	mu⁵⁵	Yidu	1169.25	TBL
60914		to hide (conceal)	1837	404606	hide (sthg.)	ʑa	Tibetan (Xiahe)	1169.04	TBL
28485		to hide (conceal)	1819	404625	hide (sthg.)	thi³⁵	Kaman [Miju]	1169.23	TBL
30059		to hide (conceal)	1820	404626	hide (sthg.)	pa tɕiŋ	Bokar	1169.24	TBL
27059		to hide (conceal)	1818	404624	hide (sthg.)	moŋ³⁵	Darang [Taraon]	1169.22	TBL
#
33881	v.	to hold	1822	429327	hold (a pen)	koŋ²	Burmese (Written)	1709.26	TBL
30612	v.	to hold	1820	429325	hold (a pen)	gok bom	Bokar	1709.24	TBL
1911	v.	to hold	1804	429304	hold (a pen)	ɦdzin	Tibetan (Written)	1709.01	TBL
1912	v.	to hold	1804	429350	hold (a pen)	zin	Tibetan (Written)	1709.01	TBL
35778	v.	to hold	1823	429328	hold (a pen)	kɑ̃i²²	Burmese (Rangoon)	1709.27	TBL
3625	v.	to hold	1805	429312	hold (a pen)	tɑ¹¹tʂɑ¹¹xə⁵⁵py¹¹	Pumi (Jiulong)	1709.10	TBL
70502	v.	to hold	1842	429344	hold (a pen)	njɛ⁵⁵	Jinuo	1709.44	TBL
39262	v.	to hold	1825	429330	hold (a pen)	tʂhop⁵⁵	Achang (Xiandao)	1709.29	TBL
72337	v.	to hold	1843	429345	hold (a pen)	tʂhɚ⁵⁵	Naxi	1709.45	TBL
7434	v.	to hold	1807	429314	hold (a pen)	khrə	Daofu	1709.12	TBL
66860	v.	to hold	1840	429342	hold (a pen)	xɛ⁵⁵thɛ³¹	Hani (Mojiang)	1709.42	TBL
41168	v.	to hold	1826	429306	hold (a pen)	ndʑᴜ²³¹	Tibetan (Batang)	1709.03	TBL
74180	v.	to hold	1844	429346	hold (a pen)	tɕhi³¹ntʂhɿ⁵³	Namuyi	1709.46	TBL
28755	v.	to hold	1819	429324	hold (a pen)	ɹɑ̆u⁵³tɑ³¹ɕɑuŋ³⁵	Kaman [Miju]	1709.23	TBL
43057	v.	to hold	1827	429331	hold (a pen)	tsui²¹	Atsi [Zaiwa]	1709.30	TBL
75887	v.	to hold	1845	429347	hold (a pen)	nv³⁵	Gazhuo	1709.47	TBL
11172	v.	to hold	1809	429316	hold (a pen)	kə⁵⁵ʂta⁵⁵	Zhaba (Daofu County)	1709.14	TBL
11173	v.	to hold	1809	429352	hold (a pen)	ʌ³³zɪ³³	Zhaba (Daofu County)	1709.14	TBL
44824	v.	to hold	1828	429332	hold (a pen)	tsɔi³⁵	Langsu (Luxi)	1709.31	TBL
77821	v.	to hold	1846	429348	hold (a pen)	pã³³ (fã³³kuɑ̱̃²¹)	Bai (Jianchuan)	1709.48	TBL
13102	v.	to hold	1810	429317	hold (a pen)	tə³³ zø⁵³	Muya	1709.15	TBL
79353	v.	to hold	1847	429349	hold (a pen)	khɯ⁵⁵tshi²¹	Tujia	1709.49	TBL
46663	v.	to hold	1829	429333	hold (a pen)	tsa̱p⁵⁵	Bola (Luxi)	1709.32	TBL
37561	v.	to hold	1824	429329	hold (a pen)	m̥ʐəʔ⁵⁵	Achang (Longchuan)	1709.28	TBL
9260	v.	to hold	1808	429315	hold (a pen)	kɯ⁵⁵ndʒe¹³	Queyu (Xinlong)	1709.13	TBL
16633	v.	to hold	1812	429318	hold (a pen)	zĩ³⁵	Xumi	1709.17	TBL
50133	v.	to hold	1831	429334	hold (a pen)	tsɔ̱⁵³	Nusu (Central)	1709.34	TBL
50134	v.	to hold	1831	429355	hold (a pen)	tʂɯ³¹	Nusu (Central)	1709.34	TBL
18500	v.	to hold	1813	429319	hold (a pen)	de³³te⁵³	Lyuzu	1709.18	TBL
18501	v.	to hold	1813	429353	hold (a pen)	khe³³tʂu⁵³	Lyuzu	1709.18	TBL
52117	v.	to hold	1832	429335	hold (a pen)	zi²¹	Yi (Xide)	1709.35	TBL
20354	v.	to hold	1814	429320	hold (a pen)	tʃum³³	Jingpho	1709.19	TBL
20355	v.	to hold	1814	429354	hold (a pen)	mă³¹nat⁵⁵	Jingpho	1709.19	TBL
85949	v.	to hold	1851	429309	hold (a pen)	tsuŋ	Motuo Menba	1709.07	TBL
54021	v.	to hold	1833	429336	hold (a pen)	tsa³³	Yi (Weishan)	1709.36	TBL
87878	v.	to hold	1852	429310	hold (a pen)	ȵə quəʴ	Qiang (Mawo)	1709.08	TBL
22469	v.	to hold	1815	429305	hold (a pen)	tɕu¹³	Tibetan (Lhasa)	1709.02	TBL
22470	v.	to hold	1815	429351	hold (a pen)	tsĩ¹³	Tibetan (Lhasa)	1709.02	TBL
55876	v.	to hold	1834	429337	hold (a pen)	tɕɑ̱³³tɑ³³	Yi (Nanhua)	1709.37	TBL
84232	v.	to hold	1850	429308	hold (a pen)	zɔŋ³⁵	Cuona Menba	1709.06	TBL
25877	v.	to hold	1817	429322	hold (a pen)	ɕi³¹ʈhiŋ³⁵	Nung	1709.21	TBL
89747	v.	to hold	1853	429311	hold (a pen)	tə⁵⁵tsi¹³	Pumi (Lanping)	1709.09	TBL
24352	v.	to hold	1816	429321	hold (a pen)	tɛn⁵³	Dulong	1709.20	TBL
57808	v.	to hold	1835	429338	hold (a pen)	dʐɔ⁵⁵	Yi (Wuding)	1709.38	TBL
59630	v.	to hold	1836	429339	hold (a pen)	tsɑ⁴⁴	Yi (Sani)	1709.39	TBL
27310	v.	to hold	1818	429323	hold (a pen)	ɑ³¹tio⁵⁵ɹo⁵³	Darang [Taraon]	1709.22	TBL
61408	v.	to hold	1837	429307	hold (a pen)	ndzən	Tibetan (Xiahe)	1709.04	TBL
68682	v.	to hold	1841	429343	hold (a pen)	tɕɑ³⁵	Lahu (Lancang)	1709.43	TBL
63236	v.	to hold	1838	429340	hold (a pen)	ze³¹	Lisu	1709.40	TBL
32057	v.	to hold	1821	429326	hold (a pen)	ɑ⁵⁵tio⁵⁵	Yidu	1709.25	TBL
65031	v.	to hold	1839	429341	hold (a pen)	ba̱³¹the³¹	Hani (Lüchun)	1709.41	TBL
5453	v.	to hold	1806	429313	hold (a pen)	(pər) kɐ ndʐət	rGyalrong (Maerkang)	1709.11	TBL
#
33384		to hunt	1822	407364	hunt	ɑ¹mɑi³lok⁴	Burmese (Written)	1230.26	TBL
66408		to hunt	1840	407380	hunt	ʃɔ³¹lɛ³¹	Hani (Mojiang)	1230.42	TBL
1380		to hunt	1804	407339	hunt	khji ra rgjag	Tibetan (Written)	1230.01	TBL
35281		to hunt	1823	407365	hunt	ɑ⁵³mɛ⁵⁵lɑiʔ⁴	Burmese (Rangoon)	1230.27	TBL
68203		to hunt	1841	407381	hunt	ɕɑ¹¹bɔ⁵⁴	Lahu (Lancang)	1230.43	TBL
3280		to hunt	1805	407348	hunt	gue³⁵py⁵⁵	Pumi (Jiulong)	1230.10	TBL
44378		to hunt	1828	407369	hunt	ʃɔ̆³⁵pak³¹	Langsu (Luxi)	1230.31	TBL
37117		to hunt	1824	407366	hunt	tɕhet⁵⁵tauʔ⁵⁵	Achang (Longchuan)	1230.28	TBL
70032		to hunt	1842	407382	hunt	ɣɯ⁴²tha⁵⁵pə⁴²	Jinuo	1230.44	TBL
38867		to hunt	1825	407367	hunt	ʂɔ³¹pɤk⁵⁵	Achang (Xiandao)	1230.29	TBL
71890		to hunt	1843	407383	hunt	khɯ³³ʂɚ²¹	Naxi	1230.45	TBL
6944		to hunt	1807	407350	hunt	rŋa və	Daofu	1230.12	TBL
73711		to hunt	1844	407384	hunt	hĩ⁵⁵qha⁵³	Namuyi	1230.46	TBL
42580		to hunt	1827	407368	hunt	ʃŏ²¹pik²¹	Atsi [Zaiwa]	1230.30	TBL
75491		to hunt	1845	407385	hunt	sɛ³³li³²³tsɿ³¹	Gazhuo	1230.47	TBL
10675		to hunt	1809	407352	hunt	tʂhɪ⁵⁵phɪ⁵⁵	Zhaba (Daofu County)	1230.14	TBL
83791		to hunt	1850	407344	hunt	ri³⁵daʔ⁵⁵ja³⁵	Cuona Menba	1230.06	TBL
77289		to hunt	1846	407386	hunt	tɕi̱²¹su̱²¹	Bai (Jianchuan)	1230.48	TBL
12605		to hunt	1810	407353	hunt	ni³³ŋguæ⁵³	Muya	1230.15	TBL
46194		to hunt	1829	407370	hunt	ʃă³⁵pak³¹	Bola (Luxi)	1230.32	TBL
79064		to hunt	1847	407387	hunt	si²¹tɕie⁵³	Tujia	1230.49	TBL
14436		to hunt	1811	407354	hunt	khu⁵⁵ɬɑ̃⁵⁵	Guiqiong	1230.16	TBL
40658		to hunt	1826	407341	hunt	ŋø⁵⁵jeʔ²³¹	Tibetan (Batang)	1230.03	TBL
80628		to hunt	1848	407343	hunt	rə dak wdæ	Tibetan (Alike)	1230.05	TBL
47966		to hunt	1830	407371	hunt	ʃo⁵⁵pəː³¹	Leqi (Luxi)	1230.33	TBL
57284		to hunt	1835	407376	hunt	ʂv̩³³ŋkhɑ̱⁵⁵	Yi (Wuding)	1230.38	TBL
16152		to hunt	1812	407355	hunt	guæ⁵⁵ ʁuɛ⁵³	Xumi	1230.17	TBL
82174		to hunt	1849	407388	hunt	kha⁵⁵	Karen	1230.50	TBL
49693		to hunt	1831	407372	hunt	ʂa⁵⁵kho̱⁵³	Nusu (Central)	1230.34	TBL
18027		to hunt	1813	407356	hunt	mu³³nbæ⁵³ mu³¹	Lyuzu	1230.18	TBL
51589		to hunt	1832	407373	hunt	khɯ³³si³³	Yi (Xide)	1230.35	TBL
19877		to hunt	1814	407357	hunt	ʃan³¹kap³¹	Jingpho	1230.19	TBL
85581		to hunt	1851	407345	hunt	ŋon ga de	Motuo Menba	1230.07	TBL
8818		to hunt	1808	407351	hunt	tɕha³³rɛ⁵⁵	Queyu (Xinlong)	1230.13	TBL
53513		to hunt	1833	407374	hunt	ku²¹dʑi²¹dᴇ²¹	Yi (Weishan)	1230.36	TBL
87369		to hunt	1852	407346	hunt	phu khʂu qhuʴ	Qiang (Mawo)	1230.08	TBL
21914		to hunt	1815	407340	hunt	ri¹³ta⁵²ca¹³²	Tibetan (Lhasa)	1230.02	TBL
89270		to hunt	1853	407347	hunt	tʃhə⁵⁵xiɛ⁵⁵	Pumi (Lanping)	1230.09	TBL
23879		to hunt	1816	407358	hunt	ɕɑ⁵⁵kuɑ·n⁵³	Dulong	1230.20	TBL
55391		to hunt	1834	407375	hunt	ȵi̱⁵⁵ʂɿ̄⁵⁵dæ²¹	Yi (Nanhua)	1230.37	TBL
25607		to hunt	1817	407359	hunt	ɕɑ⁵⁵sɑn³¹u³¹	Nung	1230.21	TBL
59164		to hunt	1836	407377	hunt	ɬæ⁴⁴tɬɪ³³	Yi (Sani)	1230.39	TBL
27085		to hunt	1818	407360	hunt	tɑ³¹bɹeŋ⁵⁵mɑ³¹lɯu⁵³	Darang [Taraon]	1230.22	TBL
60972		to hunt	1837	407342	hunt	rə dax da	Tibetan (Xiahe)	1230.04	TBL
28515		to hunt	1819	407361	hunt	ɕin⁵⁵tɑŋ⁵⁵khil³⁵	Kaman [Miju]	1230.23	TBL
4973		to hunt	1806	407349	hunt	tɐ rwɐk kɑ pɑ	rGyalrong (Maerkang)	1230.11	TBL
62764		to hunt	1838	407378	hunt	xuɑ³¹gɑ̱³¹	Lisu	1230.40	TBL
30121		to hunt	1820	407362	hunt	men	Bokar	1230.24	TBL
64582		to hunt	1839	407379	hunt	sa³¹le³¹	Hani (Lüchun)	1230.41	TBL
31846		to hunt	1821	407363	hunt	(jɑŋ⁵⁵bɹeŋ⁵⁵) o⁵³	Yidu	1230.25	TBL
#
33769	v.	to kill	1822	424238	kill (a person)	tθɑt⁴	Burmese (Written)	1602.26	TBL
33770	v.	to kill	1822	424270	kill / slaughter (an animal)	pɔ²	Burmese (Written)	1602.26	TBL
1784	v.	to kill	1804	424213	kill	bkroŋ	Tibetan (Written)	1602.01	TBL
1785	v.	to kill	1804	424263	kill	gsod	Tibetan (Written)	1602.01	TBL
35666	v.	to kill	1823	424239	kill (a person)	tθɑʔ⁴	Burmese (Rangoon)	1602.27	TBL
35667	v.	to kill	1823	424271	kill / slaughter (an animal)	pɔ²²	Burmese (Rangoon)	1602.27	TBL
68575	v.	to kill	1841	424255	kill	ti⁵³	Lahu (Lancang)	1602.43	TBL
3534	v.	to kill	1805	424222	kill	sə⁵⁵	Pumi (Jiulong)	1602.10	TBL
37459	v.	to kill	1824	424240	kill	sat⁵⁵	Achang (Longchuan)	1602.28	TBL
70395	v.	to kill	1842	424256	kill	sɛ⁵⁵	Jinuo	1602.44	TBL
5346	v.	to kill	1806	424223	kill	kɑ sɑt	rGyalrong (Maerkang)	1602.11	TBL
44719	v.	to kill	1828	424243	kill	sɛ̱ʔ⁵⁵	Langsu (Luxi)	1602.31	TBL
39166	v.	to kill	1825	424241	kill	sat⁵⁵ phut⁵⁵	Achang (Xiandao)	1602.29	TBL
66755	v.	to kill	1840	424254	kill	si̱³¹	Hani (Mojiang)	1602.42	TBL
7322	v.	to kill	1807	424224	kill (a person)	shɛ	Daofu	1602.12	TBL
7323	v.	to kill	1807	424266	kill / slaughter (an animal)	ntɕə	Daofu	1602.12	TBL
72241	v.	to kill	1843	424257	kill	sy⁵⁵	Naxi	1602.45	TBL
41051	v.	to kill	1826	424215	kill	tʂũ⁵⁵	Tibetan (Batang)	1602.03	TBL
41052	v.	to kill	1826	424264	kill	sɛʔ⁵³	Tibetan (Batang)	1602.03	TBL
42949	v.	to kill	1827	424242	kill	sat²¹	Atsi [Zaiwa]	1602.30	TBL
75792	v.	to kill	1845	424259	kill	si⁵³	Gazhuo	1602.47	TBL
11060	v.	to kill	1809	424226	kill	kʌ³³ she⁵⁵	Zhaba (Daofu County)	1602.14	TBL
