ID	GLOSS	CONCEPTICON_ID	CONCEPTICON_GLOSS
444199	forehead	123	FOREHEAD
446618	flow	2003	FLOW
442559	participate	Ø	-
446606	female (adolescent stage), unmarried young woman	1551	FEMALE
443431	itch, be itchy	148	ITCH
443831	ablative marker (from)	Ø	-
446011	nose	1221	NOSE
441652	help, assist	1897	HELP
441550	boil	792	BOIL (OF LIQUID)
447523	tomorrow	1329	TOMORROW
443645	bore, to make a hole	1501	BORE
443994	lull, hush, soothe	Ø	-
446958	moan, cry	1839	CRY
444236	lift, elevate	501	LIFT
442377	bandage, to wrap up	Ø	-
447901	support, care	253	CARE FOR
444022	salty	1091	SALTY
447634	urine	1142	URINE
445220	bride or groom	1266	BRIDE
447928	weed, hoe	284	HOE
446531	evaginate (as skin), curl up	Ø	-
442614	backslide, slide	Ø	-
445500	aunt (father's sister)	1272	AUNT
443978	house	1252	HOUSE
442515	meet, contact	1831	MEET
447207	fart	1159	FART
443183	mat	195	MAT
446652	heart	1223	HEART
517791	regret	1875	REGRET
445036	difficult, hard	584	DIFFICULT
446770	snatch away, confiscate	Ø	-
444401	appear, emerge, come out	1076	EMERGE, APPEAR
441924	grope	Ø	-
443618	bee	665	BEE
444944	mortar	Ø	-
446925	fret	Ø	-
442636	taste, to test for taste	21	TASTE (SOMETHING)
442689	adhere	Ø	-
443756	guest, visitor	1782	GUEST
444815	pound	354	POUND
445585	mop, rub, wipe	1449	RUB
446088	neck	1333	NECK
446682	lick, lap	319	LICK
444971	squeeze, milk	1414	SQUEEZE
445013	hold in the fist	1473	FIST
447470	wild goat	2475	MALE GOAT
447395	believe	Ø	-
442094	blanket	806	BLANKET
444226	joint, junction	999	JOINT
442646	testicle	Ø	-
444677	ahead	Ø	-
447288	produce (fruits)	Ø	-
444285	roof a house	408	MEN'S HOUSE
447794	change, exchange	1264	CHANGE
517773	all	98	ALL
445709	trait, behavior	Ø	-
443910	eat, consume	1336	EAT
442226	give	1447	GIVE
447681	collapse, fall over	Ø	-
446119	bone	1394	BONE
442077	association, band, kind	844	KIND (THING)
444576	clf. for seed, unit (for money)	Ø	-
443131	erect, post	Ø	-
445891	mouth, beak, lip, tip (e.g. of a pen)	674	MOUTH
447577	respect, revere	385	RESPECT (SOMEBODY)
444157	close	2063	CLOSE (EYES)
445900	place, room	723	PLACE (POSITION)
447505	hanbit, manner, way	488	MANNER
441627	expect, hope	1092	HOPE
443538	skillful, be adroit	Ø	-
447069	old, ancient	565	OLD (OF MAN)
443298	apparel, dress, cloth	474	DRESS
447968	decrease, shrink, descend	54	SHRINK
444688	boil, heat	793	BOIL (OF SKIN)
444690	boil, heat	2492	BOIL (SOMETHING)
444462	lid, cover	2319	LID (COVER, CAP)
442582	who	1235	WHO
444300	seeds, crops	748	SOW SEEDS
445417	chief, ruler	Ø	-
446335	loud	377	LOUD
517756	loud	Ø	-
442788	coil, circle	1467	CIRCLE
444412	confront, to question	Ø	-
442772	care, take care, supervise	Ø	-
441615	elephant	1290	ELEPHANT
444732	elephant	2495	ELEPHANT TUSK
442603	sit	1416	SIT
444340	strong, be tough	785	STRONG
447431	fan, to winnow	1971	FAN (OBJECT)
445395	pumpkin	864	PUMPKIN
446130	brave	3	BRAVE
443285	word, matter, affair	1599	WORD
441517	banyan tree	346	BANYAN
445868	banyan tree	Ø	-
442726	bake, roast	183	BAKE
447040	far away, remote	229	MOVE AWAY
444128	barren, childless	Ø	-
446250	horse	615	HORSE
441904	egg	744	EGG
443450	know, be able	1410	KNOW (SOMETHING)
446546	debt	1914	DEBT
442260	male	1553	MALE
446069	urge, stimulate	Ø	-
441522	booth, barn	Ø	-
445239	charcoal	1188	CHARCOAL
444661	clever, wise, transparent, clear	1310	CLEVER
443500	rise, stand up	568	RISE (MOVE UPWARDS)
445103	mango	2398	MANGO
446434	appear, be visible	1868	VISIBLE
442699	age, year	1789	AGE
444954	red	156	RED
441660	lame, limp	320	LAME
442411	cease, end, stop	1928	CEASE
447829	lift something up or hang something down (with the hand)	Ø	-
441605	container, basket	1539	BASKET
448134	sew, stitch	1457	SEW
443628	bind, tie	1917	TIE
442031	thatch	279	THATCH
445813	listen, hark, obedient	1608	LISTEN
445150	sneeze	1621	SNEEZE
445052	hunt game	2467	GAME
445663	slippery, slick	Ø	-
445309	fire	Ø	-
445628	press, press down, sit upon	1913	PRESS
443324	caress, touch (with hand), grope	1892	TOUCH
444162	collapse, fall down	215	LIE DOWN
447918	tears	Ø	-
443441	kill	1417	KILL
446423	among	Ø	-
445785	five	493	FIVE
442510	meddle, pick at	371	PICK UP
448103	grow	479	GROW
447979	fall (e.g. leaves)	1280	FALL
445934	widower	1981	WIDOWER
442491	hoe	Ø	-
443382	flies	Ø	-
442342	actual, real	Ø	-
445084	horny, be obsessed with sex	Ø	-
445929	smell good, be fragrant	376	FRAGRANT
441632	feed by putting a handful into the mouth	Ø	-
447675	bachelor	Ø	-
441504	add, attach	Ø	-
447178	clear or cut (jungle, forest)	989	CLEAR
443897	dwell, live	363	DWELL (LIVE, RESIDE)
441693	nest	539	NEST
443266	worthy, be expedient	Ø	-
447376	armpit	1886	ARMPIT
445276	divorce (husband to wife)	1134	DIVORCE
447096	song	1096	SONG
444455	lack, deficient, in need of	2329	LACK (NOT HAVE)
445071	hate, abhor	1607	HATE
447104	thorn	124	THORN
446054	soft	1856	SOFT
443040	surround	Ø	-
446392	steal	713	STEAL
446276	late, take long (time)	477	LATE
446814	flip over, translate, turn over	Ø	-
447717	hill, mountain	614	HILL
446295	opposite side	885	OPPOSITE
446711	not	1240	NOT
446137	conceive, be pregnant	1087	CONCEIVE
446664	idol	1945	IDOL
446270	land, country	626	LAND
445764	fair skin, white	1335	WHITE
441681	mouse, bamboo rat	1491	MOUSE
442309	thin	1400	THIN (SLIM)
445875	face	1560	FACE
444567	firm, be strong	Ø	-
447666	visit, change (place)	1377	VISIT
443530	sinew, strength	202	STRENGTH
441811	word	Ø	-
445028	craze, thirst, be thirsty	848	THIRST
443173	kind, sort	2336	OF THIS KIND (SUCH)
447399	carry (by two or more people)	700	CARRY
443836	argue, challenge, vie with	1340	WITH
444670	wrap, pack	1113	WRAP
442531	nail	502	NAIL (TOOL)
441928	gulp down, swallow	897	SWALLOW
445849	silver	759	SILVER
447910	sweet	717	SWEET
441618	equal, similar	1570	EQUAL
445024	cover, protect	761	COVER
446689	lift, raise, turn up	1317	RAISE
442879	hand	1277	HAND
444743	forge, make	288	FORGE
441711	pluck, pull out	2325	PULL OUT
443863	crab	2348	CRAB
448029	occasion, at the time of	374	ONE TIME
443422	iron, steel, metal	621	IRON
442357	aim, to aspire, to intend	22	INTEND
445143	scold, quarrel	299	SCOLD
445117	peel off, skin	763	SKIN
447946	uncle (father's sister's husband)	1327	UNCLE
446554	dig, delve, hoe	1418	DIG
445704	tender, soft, young	563	YOUNG (OF WOMAN)
446998	sharp, pointed	1396	SHARP
441554	brinjal, eggplant	Ø	-
442155	come out, emerge, protrude	Ø	-
448000	thunderbolt	Ø	-
444028	scream, cry out, call out	1107	GO OUT
445380	person, man	516	PERSON (CLASSIFIER)
442539	nibble, bite, gnaw	1403	BITE
441493	arm	1673	ARM
446502	happy, be celebrating	1495	HAPPY
447762	worthy, acceptable	Ø	-
446048	snot	Ø	-
441403	penis; stinger (of bee)	1222	PENIS
445486	use	2072	USE (VERB)
441952	jab, stab	1434	STAB
445821	long for	373	LONG AGO
442598	short	1645	SHORT
444485	short	Ø	-
445655	short, lower in position	Ø	-
442051	palate, uvula (inside the throat)	540	PALATE
443372	fat, grease	323	FAT (ORGANIC SUBSTANCE)
441812	wrestle	Ø	-
441987	other	197	OTHER
447306	skin	2373	SKIN (OF FRUIT)
441829	black (color)	163	BLACK
446592	more than ten, over ten	Ø	-
442044	authentic, true	1657	TRUE
442165	connect, to join	1743	JOIN
441774	talk to	Ø	-
446890	choose, select	1750	CHOOSE
446430	and, with	1577	AND
446239	heavy, weigh	1210	HEAVY
442102	blast, explode	Ø	-
447697	fall, drop (from height)	2234	FALL (OF SNOW AND RAIN)
441727	pour down	355	CUT DOWN
444752	hot	1286	HOT
445127	preserve, secure	1997	PRESERVE
445793	get, attain	694	GET
444881	wash	1453	WASH
443343	comb	1475	COMB
446867	yard	736	YARD
444862	ten	1515	TEN
517808	ten	Ø	-
441563	bunch or cluster (of flowers)	1966	BUNCH
447552	paralyze	Ø	-
445439	fume, smoke	778	SMOKE (EXHAUST)
447129	ashes	Ø	-
442364	amputate, cut, cross	1432	CUT
447078	round, circular	1395	ROUND
442024	suffice, be enough	1881	ENOUGH
445716	two	1498	TWO
443351	deep	1593	DEEP
446454	big, large	1202	BIG
446040	smell, to sniff	1586	SMELL (PERCEIVE)
443762	hammer, pound	1481	HAMMER
445450	few, little, less	1242	FEW
444386	bad, broken	1292	BAD
443676	cough	879	COUGH
444713	chop, slice	155	CHOP
441642	hang, hang up	357	HANG UP
446840	warm, hot	1232	WARM
444665	wear pants	Ø	-
445963	comfort, console, solace	Ø	-
444189	earth worm	2158	EARTH (WET SUBSTANCE)
443165	flat, level	1633	FLAT
446441	attract, persuade	Ø	-
447594	sell	1571	SELL
443597	admit, enclose	2022	ADMIT
447757	shine, light, bright	708	SHINE
442549	old	566	OLD (OF WOMAN)
442745	between, among	689	BETWEEN
441866	method, way	Ø	-
443271	sour, acid	1906	SOUR
443915	older sibling	405	OLDER SIBLING
445166	tooth, teeth	1380	TOOTH
445725	you (pron)	1213	YOU
444145	borrow	1823	BORROW
444524	vulva, vagina	1837	VULVA
446824	visit, walk about	Ø	-
445547	disdain, be sick of	1847	SICK
446232	hail	609	HAIL
445522	child, infant	1304	CHILD (YOUNG HUMAN)
442653	time, occasion	892	TIME
445346	hill, mound	Ø	-
447641	very, exceedingly	1311	VERY
443226	startle, alarm	Ø	-
517784	descendant	Ø	-
441487	bark, cover, shell	1204	BARK
442807	crooked, curved	297	CROOKED
446496	cart	122	CART
444539	ask, send on an errand	1828	ASK (REQUEST)
444653	sugar cane	146	SUGAR CANE
447369	also, too	Ø	-
446717	only, alone	1580	ONLY
446289	odor, smell	1587	SMELL (STINK)
448069	needle	1382	NEEDLE (FOR SEWING)
445979	filthy, dirty	1230	DIRTY
444820	precious	Ø	-
445991	kiss	Ø	-
444216	grip, clasp	Ø	-
441579	cheek	1730	CHEEK
445912	ripe, well cooked	178	RIPE
441648	heap, to gather	Ø	-
447030	cut off, cut out the flesh or skin	2613	SKIN (HUMAN)
446805	tongue	1205	TONGUE
443794	phlegm	Ø	-
447857	moon, month	1313	MOON
446145	corpse, dead body	767	CORPSE
444543	child	1801	CHILD (DESCENDANT)
442867	fry	991	FRY
442184	dip	Ø	-
446931	green, alive	1425	GREEN
445388	stupid	1518	STUPID
447316	sky, heaven	1732	SKY
446947	head lice, bacteria	Ø	-
441638	fold (e.g. a sheet)	1470	FOLD
442326	do something while doing something else	Ø	-
444259	move	765	MOVE
446829	vomit	1278	VOMIT
446643	head	1256	HEAD
443940	fowl, chicken	265	FOWL
446366	six	1703	SIX
447478	itch, tickle	Ø	-
441568	busy, be disordered	Ø	-
443605	assemble, gather	7	GATHER
443303	arrow	977	ARROW
446597	farm, field	201	FARM
446985	roll, twist (e.g. fiber into a rope)	827	ROLL
443872	cry out (in fear or in pain)	1783	PAIN
446903	detain, tie	Ø	-
446576	earth, ground, world	1228	EARTH (SOIL)
444905	animal, flesh, meat	619	ANIMAL
442608	size	2528	SIZE (OF PERSON)
443407	hearthstone	Ø	-
445921	see	1409	SEE
446978	punish, torture	1952	TORTURE
441669	lie (face down)	1411	LIE (REST)
444506	tell, inform, teach	1711	TELL
447216	guard, watch	1940	GUARD
445354	interrogative particle	Ø	-
446302	overnight, spend the night	Ø	-
443799	"pillow (""head pillow)"	1044	PILLOW
442668	liquid, water	58	LIQUID
445199	bamboo	1927	BAMBOO
446104	bamboo	2160	BAMBOO HAT
444059	star	1430	STAR
444641	stick	1295	STICK
443987	in, to, on, etc	1460	IN
442180	die, perish	1494	DIE
447936	wing	1257	WING
442793	complete	Ø	-
447463	hundred	1634	HUNDRED
447298	river, stream, creek	666	RIVER
444603	millet, rice paddy	931	MILLET
443635	bitter	887	BITTER
442847	fellowship, associate, befriend	Ø	-
445063	unhusked or unpounded rice or millet	Ø	-
441835	brass, bell	2246	BELL
442542	now	1376	NOW
446507	center, middle	491	CENTER
447739	oily, greasy	955	GREASY
447610	spread, hang things in the sun	38	SPREAD OUT
446884	bear (a child), give birth	1820	BEAR
446008	mouse	Ø	-
447530	mouse	Ø	-
443313	blood	946	BLOOD
442496	hone, sharpen	251	SHARPEN (SOMETHING)
442844	entrance, mouth	1701	RIVER MOUTH
447767	air, wind	27	AIR
447671	arrive, return back, go home	1387	ARRIVE
446416	alarmed, afraid	Ø	-
445365	name	1405	NAME
441790	tired, exhausted	1757	TIRED
444208	fox	1312	FOX
445529	comfortable, pleasant	Ø	-
442426	do, make, work	813	DO
444739	fight, struggle	1423	FIGHT
441941	healthy, well	1364	HEALTHY
445430	peel off (skin), pare, shave (hair)	231	SHAVE
445552	ears	Ø	-
444850	slave	812	SLAVE
445204	beautiful, pretty	1427	BEAUTIFUL
443399	ginger	2500	GINGER
442887	hold	1448	HOLD
442286	plague	Ø	-
443876	cut, sever	2155	CUT (WITH SCISSORS)
447746	redeem, ransom, save	Ø	-
444759	husband	1200	HUSBAND
447238	husband	Ø	-
443464	liver	1224	LIVER
442321	wade, walk on	1443	WALK
441846	calm, quiet	258	CALM
444845	sing	1261	SING
445017	come	1446	COME
447191	drill, bore	Ø	-
443335	clean	704	CLEAN
445562	female	2260	FEMALE (OF PERSON)
441718	pot	1462	POT
443956	pot	Ø	-
444281	rest	168	REST
443559	commence, start	Ø	-
444915	cold	1287	COLD
442861	leg, foot	1297	LEG
443776	one (number)	1493	ONE
444078	stutter	1866	STUTTER
442062	accuse	1814	ACCUSE
443101	bury, inter	1719	BURY
445098	look for, search	1468	LOOK FOR
445970	dip, dye, submerge	157	DYE
444135	become, change into	1990	BECOME
446409	anxious, tired, weary	1996	GET TIRED
442967	nine	1483	NINE
443199	mange, rash	Ø	-
443485	fresh, new	243	FRESH
447337	time, times (preceding a numeral)	418	FOR A LONG TIME
447781	brain	1583	BRAIN
446670	inhabit, occupy	Ø	-
444771	lateral, side	682	SIDE
446760	shoulder	1482	SHOULDER
444570	go	695	GO
442296	round, be spherical	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)
444619	rainy season	453	RAINY SEASON
443051	bolt, negate	2007	BOLT (OF LIGHTNING)
441431	want, crave, like	1784	WANT
442574	promise, avow	1675	PROMISE
444789	long (length)	1203	LONG
446220	grill, bake, burn	2102	BURN
446584	enter	749	ENTER
443178	loosen, undercut, undo	1933	LOOSEN
445477	pinch, squeeze	378	PINCH
444196	feed, support, supply	739	FEED
442948	lobster, prawn	2397	LOBSTER
447727	lump, clod, solid thing	738	THING
442271	mix, mingle	2017	MIX
442940	knee	1371	KNEE
447387	beer	1639	BEER
442277	mushroom	641	MUSHROOM
443280	acrid, spicy (hot)	544	SPICY
442475	gauge, measure	1506	MEASURE
445410	rot, fester	Ø	-
443516	shake, shudder	1909	SHAKE
444305	short, shrink	Ø	-
441766	stump, base	831	BASE
517768	twin	Ø	-
442721	climb, ascend	1102	CLIMB
444276	strike, pound (with fist)	353	STRIKE
443047	tiger	846	TIGER
442591	scold	Ø	-
447645	white anthill	1873	ANTHILL
446726	pick fruit, pluck	Ø	-
444115	yellow	1424	YELLOW
441964	lift with hand, to support	1183	PALM OF HAND
441819	yam	410	YAM
442923	I, me	1209	I
444416	cook	1100	COOK (SOMETHING)
443251	valley, vale	921	VALLEY
444432	daylight, noon	2490	NOON
446225	grind, crush	1033	GRIND
442160	conceive, carry (close to body)	412	CARRY IN HAND
445044	dry	1398	DRY
446169	dry	1786	DRY UP
443026	squint	Ø	-
443707	deer	1936	DEER
446893	comb, brush	2070	COMB (VERB)
445338	hawk	307	HAWK
447438	fingers, toes	Ø	-
447272	neighbor, area	Ø	-
446255	inheritance, bequeathment	Ø	-
443006	shoot	1172	SHOOT
442661	waist	1681	WAIST
446199	quick, fast	1631	FAST
441931	hammer, pelt, strike	2133	STRIKE OR BEAT
441747	round, circle	Ø	-
441733	reach	Ø	-
444899	wear, put on (as blanket)	976	WEAR
442148	cast, throw	211	CAST
444440	flour, bread	1594	FLOUR
444986	attract	Ø	-
444040	sound, voice	1363	VOICE
444168	decorate	1739	DECORATE
445592	mother	1216	MOTHER
446261	intestines, bowels	1991	INTESTINES
443887	dog	2009	DOG
443749	fume	Ø	-
443363	dead, die	1625	DEAD
443716	ditch	2002	DITCH
443686	cover, lid	Ø	-
444445	generation, era	Ø	-
621446	stab, prick, pierce	398	PIERCE
446536	dance	1879	DANCE
442834	elbow	981	ELBOW
444766	invite	1611	INVITE
447625	journey, road	2393	JOURNEY
445640	rib	801	RIB
445690	soft, flexible	1691	FLEXIBLE
444327	stay, spend the night	Ø	-
447498	light (not heavy)	250	LIGHT (COLOR)
446566	disappear, lose	485	DISAPPEAR
446282	line, border, boundary	1048	LINE
442003	rear, back	2323	BACK (PART)
446739	popular, prominent	Ø	-
447997	language, speech	1307	LANGUAGE
442304	spring, to sprint	849	SPRING (OF WATER)
442387	block	Ø	-
444893	wealth, money	1559	MONEY
444292	salt	1274	SALT
445942	wound	1109	WOUND
442803	curl (e.g. hair)	Ø	-
446876	axe, adze	677	AXE
447227	hit, beat, strike	1433	HIT
445733	ask	Ø	-
444179	dispute over something	Ø	-
446898	cup	476	CUP
444518	throw	Ø	-
443190	reveal, proclaim	Ø	-
442732	barren, bald	1125	BALD
446071	work, job	984	WORK (LABOUR)
445678	smile, laugh	1451	SMILE
445247	cloud	1489	CLOUD
442893	hole	Ø	-
443029	stalk, trunk	344	TREE TRUNK
445456	spider	843	SPIDER
447020	before, ancient time	1882	BEFORE
446377	snake	730	SNAKE
442392	body	Ø	-
445958	breast	1402	BREAST
443546	snare, trap	1170	TRAP (CATCH)
443906	easy, simple	686	EASY
446559	direction, side, towards	Ø	-
448021	spotted, striped	Ø	-
445359	maize	506	MAIZE
442481	grandchild, nephew	1617	GRANDCHILD
446478	bridge	1011	BRIDGE
445330	hair (body)	189	BODY HAIR
443329	carve, chip	228	CARVE
444370	trample, walk on	2450	FOOT OR WALK
448061	good, nice	1035	GOOD
446400	suitable, harmonious	Ø	-
444532	womb, uterus	804	WOMB
443056	trough, box	205	TROUGH
442016	stand, stop	1442	STAND
444140	blind	1653	BLIND
441752	slap	Ø	-
441894	draw, pull	1911	DRAW (WATER)
445281	dream	1920	DREAM (SOMETHING)
445632	print, footprint	318	FOOTPRINT
444782	lemon	Ø	-
444393	blow	175	BLOW (OF WIND)
447149	bird	937	BIRD
445492	approach, come near	1778	APPROACH
447360	addicted to, be habituated, be accustomed to	Ø	-
444379	wet, rain continously	1726	WET
442992	return	142	RETURN HOME
444193	exact	1466	EXACT
444468	north, upper part, higher up position	1598	NORTH
447984	famine	199	FAMINE
447495	leak	Ø	-
446081	forget	1523	FORGET
447203	fair (as skin), white	Ø	-
441537	beans	Ø	-
447514	monkey	1350	MONKEY
443724	drum	908	DRUM
445257	cost, price	242	COST
444964	scoop	Ø	-
447905	sweat	125	SWEAT (SUBSTANCE)
445620	painful, sick	1129	PAINFUL
446632	four	1500	FOUR
448051	work	1086	WORK (ACTIVITY)
442766	call, shout	1084	CALL
441738	cooked rice	1191	COOKED RICE
444554	clear, legible	Ø	-
447822	grave, tomb, cemetery	1773	GRAVE
447135	really bad	Ø	-
442267	matter, be serious	2150	MATTER
442431	beat a drum, to play music	642	MUSIC
446917	explain	1626	EXPLAIN
446785	stone, rock	857	STONE
447248	ice, frost	617	ICE
446001	leaf	628	LEAF
442977	pair	1888	PAIR
441913	entertain, feed, provide hospitality	Ø	-
445608	near	Ø	-
443459	layers	Ø	-
445186	yawn	1028	YAWN
448033	weep, cry	Ø	-
445984	graze, rub, touch	Ø	-
447849	marrow	1835	MARROW
443567	three	492	THREE
448043	white	Ø	-
448123	necklace, beads	1961	NECKLACE
443963	govern, to rule	382	GOVERN
442459	fireplace, hearth	185	FIREPLACE
445855	smooth, slick, glossy	1234	SMOOTH
444317	saliva, spittle	1503	SALIVA
447776	arrive, reach (as a destination)	2212	ARRIVE (OF AN EVENT)
444696	buffalo	934	BUFFALO
445515	buffalo	2516	WATER BUFFALO
444334	mix, mingle, stir	696	STIR
517797	bend, stoop	2004	BEND
445671	smell	2124	SMELL
441856	charm, witchcraft	Ø	-
446005	useful	Ø	-
447754	run, flee	1519	RUN
442528	muscle	1004	MUSCLE
446774	spleen	1744	SPLEEN
447005	wild, frantic	2241	WILD CAT
446187	enemy, battle	1358	ENEMY
