rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
543731	ciŋ-mo	want	v.	SK-TBLUP	2110	Darma	95
543730	ciŋ-mo	need	v.	SK-TBLUP	2110	Darma	94
543729	ciŋ-mo	burn	vt.	SK-TBLUP	2110	Darma	93
543728	cini	sugar		SK-TBLUP	2110	Darma	92
543727	cim-lən-ta-mo	hold	v.	SK-TBLUP	2110	Darma	91
543726	cim	house		SK-TBLUP	2110	Darma	90
543725	cil-cil da-nu	mica		SK-TBLUP	2110	Darma	89
543724	cil	kite		SK-TBLUP	2110	Darma	88
543723	cib-mo	fasten	v.	SK-TBLUP	2110	Darma	87
543722	cib-la	fist		SK-TBLUP	2110	Darma	86
543721	ci-ɕiŋ	fodder		SK-TBLUP	2110	Darma	85
543720	ci-mo	squeeze, wring	v.	SK-TBLUP	2110	Darma	84
543719	ci-cɛndu	side (right)		SK-TBLUP	2110	Darma	83
543718	cɛr-ga-nu	crooked		SK-TBLUP	2110	Darma	82
543717	cɛŋ-jo	younger sister's husband		SK-TBLUP	2110	Darma	81
543716	cɛm-tsa	goat (virgin)		SK-TBLUP	2110	Darma	80
543715	ce-ra-mo	long for	v.	SK-TBLUP	2110	Darma	79
543714	ce-mo	cut (cloth)	v.	SK-TBLUP	2110	Darma	78
543713	ce-mo	bark	v.	SK-TBLUP	2110	Darma	77
543712	ce-jəŋ	bowl (for pulses)		SK-TBLUP	2110	Darma	76
543711	ce	flower		SK-TBLUP	2110	Darma	75
543710	caŋ-ko, jaŋ-go	lizard (wild)		SK-TBLUP	2110	Darma	74
543709	bɯr-mo	fall (a branch)	v.	SK-TBLUP	2110	Darma	73
543708	bɯr-mo	drop	v.	SK-TBLUP	2110	Darma	72
543707	bɯl-nu, pər-nu	broad		SK-TBLUP	2110	Darma	71
543706	bɯl-nu	fat		SK-TBLUP	2110	Darma	70
543705	bɯjɯm	grain-store		SK-TBLUP	2110	Darma	69
543704	bɯja-tsəmɛ, hrithi-ɕya	wife		SK-TBLUP	2110	Darma	68
543703	bəyəŋ	nest		SK-TBLUP	2110	Darma	67
543702	bərdino	year		SK-TBLUP	2110	Darma	66
543701	bər-tsi	sheep (castrated)		SK-TBLUP	2110	Darma	65
543700	bənda-gunda	utensils		SK-TBLUP	2110	Darma	64
543699	bəna	throat		SK-TBLUP	2110	Darma	63
543698	bəna	neck		SK-TBLUP	2110	Darma	62
543697	bəŋ-tsɯm-mo	occupy	v.	SK-TBLUP	2110	Darma	61
543696	bəŋ-ro	verandah		SK-TBLUP	2110	Darma	60
543695	bən-muk-ca	noon		SK-TBLUP	2110	Darma	59
543694	bəŋ-gar	alloy		SK-TBLUP	2110	Darma	58
543693	bəŋ	place		SK-TBLUP	2110	Darma	57
543692	bəlma	yeast		SK-TBLUP	2110	Darma	56
543691	bəli-ɕi-mo	braid		SK-TBLUP	2110	Darma	55
543690	bəli-da-mo	sacrifice	v.	SK-TBLUP	2110	Darma	54
543689	bəgwan	god		SK-TBLUP	2110	Darma	53
543688	byoli-ɕya	bride		SK-TBLUP	2110	Darma	52
543687	byaŋ-ro, malo	Tibet		SK-TBLUP	2110	Darma	51
543686	byã-bu	fly (insect)		SK-TBLUP	2110	Darma	50
543685	buo	porcupine		SK-TBLUP	2110	Darma	49
543684	buŋ-nu	long, tall		SK-TBLUP	2110	Darma	48
543683	budru	inside		SK-TBLUP	2110	Darma	47
543682	bu-mo	carry on back	v.	SK-TBLUP	2110	Darma	46
543681	bu	insect		SK-TBLUP	2110	Darma	45
543680	briŋ-ɕi-ni	earthquake		SK-TBLUP	2110	Darma	44
543679	bɚ-ti	dew		SK-TBLUP	2110	Darma	43
543677	bɔŋ-buŋ	bell		SK-TBLUP	2110	Darma	41
543678	boŋ-ju	donkey		SK-TBLUP	2110	Darma	42
543676	bɔkrɔ	flute		SK-TBLUP	2110	Darma	40
543675	bɔk-cu	socks		SK-TBLUP	2110	Darma	39
543674	bo-la	thumb		SK-TBLUP	2110	Darma	38
543673	bɔ-da-mo	swim	v.	SK-TBLUP	2110	Darma	37
543672	bɔ̃-pha-ro	buttocks		SK-TBLUP	2110	Darma	36
543671	blis	resin (of pine)		SK-TBLUP	2110	Darma	35
543670	bir mi	all		SK-TBLUP	2110	Darma	34
543669	billa	cat (female)		SK-TBLUP	2110	Darma	33
543667	bɛna	bright (light)		SK-TBLUP	2110	Darma	31
543668	bero	under		SK-TBLUP	2110	Darma	32
543666	bela-ɕiŋ	bamboo		SK-TBLUP	2110	Darma	30
543665	begun	brinjal		SK-TBLUP	2110	Darma	29
543664	bɛ-ra-ga-mo	sing	v.	SK-TBLUP	2110	Darma	28
543663	bẽ-ti	lizard (house)		SK-TBLUP	2110	Darma	27
543662	bɛ	skin		SK-TBLUP	2110	Darma	26
543661	bathi	ladle (for pulse)		SK-TBLUP	2110	Darma	25
543660	basu	smell		SK-TBLUP	2110	Darma	24
543659	balo-ɕyano	infant		SK-TBLUP	2110	Darma	23
543658	baguca	marriage		SK-TBLUP	2110	Darma	22
543657	ba-mo	fold (cloth)	v.	SK-TBLUP	2110	Darma	21
543656	ba	father		SK-TBLUP	2110	Darma	20
543655	ata	husband's elder brother's wife; son's wife's mother; daughter's husband's mother; wife's elder brother's wife		SK-TBLUP	2110	Darma	19
543654	aŋ-khula	goose-berry		SK-TBLUP	2110	Darma	18
543653	amõ	mango		SK-TBLUP	2110	Darma	17
543652	alo	potato		SK-TBLUP	2110	Darma	16
543651	ala-nu	lie		SK-TBLUP	2110	Darma	15
543650	akpo, akple	lips		SK-TBLUP	2110	Darma	14
543649	ahe-nu	high		SK-TBLUP	2110	Darma	13
543648	a-la-mo	lie	v.	SK-TBLUP	2110	Darma	12
543647	ərsi	mirror		SK-TBLUP	2110	Darma	11
543646	əŋkura	jar		SK-TBLUP	2110	Darma	10
543645	əm-mo	lift	vt.	SK-TBLUP	2110	Darma	9
543644	əm	path		SK-TBLUP	2110	Darma	8
543643	ələŋ-wəna-su	till then		SK-TBLUP	2110	Darma	7
543642	əllya	only		SK-TBLUP	2110	Darma	6
543641	əlipɛ, əlibɛ	some		SK-TBLUP	2110	Darma	5
543640	əlipɛ mi	a few		SK-TBLUP	2110	Darma	4
543639	əitag-tso	at once		SK-TBLUP	2110	Darma	3
543638	əhind	above		SK-TBLUP	2110	Darma	2
543637	əhi-nu	up		SK-TBLUP	2110	Darma	1
