# Wordlist

# DATA
ID	IPA	SOURCE	TOWEROFBABEL	SUBGROUP	WOLD	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	POS	NOTE	SCAID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	IELEX	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	COGID	TOKENS
11451	kɤ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	kv33	二	two(176)	Function word	-	1324	two(91)	-	Ega		k ɤ ₃₃	two (183)	Two (198)	6248	two	782	k ɤ ₃₃
11452	ku₂₂	Wang2006a, 798	two(2)	Bai	13.02	two	ku22	二	two(176)	Function word	-	1324	two(91)	-	Enqi		k u ₂₂	two (183)	Two (198)	6248	two	782	k u ₂₂
11453	kɔ₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kɔ33	二	two(176)	Function word	-	1324	two(91)	-	Eryuan		k ɔ ₃₃	two (183)	Two (198)	6248	two / 二	782	k ɔ ₃₃
11454	koŋ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	koŋ33	二	two(176)	Function word	-	1323	two(91)	-	Gongxing		k o ŋ ₃₃	two (183)	Two (198)	6248	two	782	k o ŋ ₃₃
11455	kɔ̃u₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kɔ̃u33	二	two(176)	Function word	-	1328	two(91)	-	Heqi		k ɔ̃ u ₃₃	two (183)	Two (198)	6248	two / 二	782	k ɔ̃ u ₃₃
11456	kõ₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kõ33	二	two(176)	Function word	-	1324	two(91)	-	Jianchuan		k õ ₃₃	two (183)	Two (198)	6248	two / 二	782	k õ ₃₃
11457	koŋ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	koŋ33	二	two(176)	Function word	-	1323	two(91)	-	Jinman		k o ŋ ₃₃	two (183)	Two (198)	6248	two	782	k o ŋ ₃₃
11458	kõ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	kõ33	二	two(176)	Function word	-	1324	two(91)	-	Jinxing		k õ ₃₃	two (183)	Two (198)	6248	two	782	k õ ₃₃
11459	kɤ₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kɤ33	二	two(176)	Function word	-	1324	two(91)	-	Luobenzhuo		k ɤ ₃₃	two (183)	Two (198)	6248	two / 二	782	k ɤ ₃₃
11460	koŋ₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	koŋ33	二	two(176)	Function word	-	1323	two(91)	-	Mazhelong		k o ŋ ₃₃	two (183)	Two (198)	6248	two	782	k o ŋ ₃₃
11461	ko₃₃	Allen2007, 451	two(2)	Bai	13.02	two	ko33	二	two(176)	Function word	-	1324	two(91)	-	Qiliqiao		k o ₃₃	two (183)	Two (198)	6248	two / 二	782	k o ₃₃
11462	kɔu₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kɔu33	二	two(176)	Function word	-	1328	two(91)	-	Xiangyun		k ɔ u ₃₃	two (183)	Two (198)	6248	two / 二	782	k ɔ u ₃₃
11463	kɔ₃₃	Allen2007, 451	two(2)	Bai	13.02	two	kɔ33	二	two(176)	Function word	-	1324	two(91)	-	Yunlong		k ɔ ₃₃	two (183)	Two (198)	6248	two / 二	782	k ɔ ₃₃
11464	kou₃₃	Wang2006a, 798	two(2)	Bai	13.02	two	kou33	二	two(176)	Function word	-	1328	two(91)	-	Zhoucheng		k o u ₃₃	two (183)	Two (198)	6248	two	782	k o u ₃₃
11465	-	-	two(2)	Bodic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Cone_Tibetan		-	two (183)	Two (198)	6248	-	0	-
11466	-	-	two(2)	Bodic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Lhasa_Tibetan		-	two (183)	Two (198)	6248	-	0	-
11467	gɲis	-	two(2)	Bodic	13.02	two	gɲis	二	two(176)	Function word	-	0	two(91)	二	Old_Tibetan		-	two (183)	Two (198)	6248	two	783	g ɲ i s
11468	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Achang_Lianghe		-	two (183)	Two (198)	6248	-	0	-
11469	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Achang_Longchuan		-	two (183)	Two (198)	6248	-	0	-
11470	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Achang_Luxi		-	two (183)	Two (198)	6248	-	0	-
11471	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Atsi		-	two (183)	Two (198)	6248	-	0	-
11472	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Bola		-	two (183)	Two (198)	6248	-	0	-
11473	hnac	-	two(2)	Burmish	13.02	two	hnac	二	two(176)	Function word	-	0	two(91)	二	Burmese		-	two (183)	Two (198)	6248	two	783	ʰn a c
11474	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Hpun		-	two (183)	Two (198)	6248	-	0	-
11475	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Lashi		-	two (183)	Two (198)	6248	-	0	-
11476	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Maru		-	two (183)	Two (198)	6248	-	0	-
11477	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Old_Burmese		-	two (183)	Two (198)	6248	-	0	-
11478	-	-	two(2)	Burmish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Xiandau		-	two (183)	Two (198)	6248	-	0	-
11479	-	-	two(2)	Kiranti	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Dumi		-	two (183)	Two (198)	6248	-	0	-
11480	sakpu	-	two(2)	Kiranti	13.02	two	sakpu	二	two(176)	Function word	-	0	two(91)	二	Khaling		-	two (183)	Two (198)	6248	two	784	s a k p u
11481	ni	-	two(2)	Kiranti	13.02	two	ni	二	two(176)	Function word	-	0	two(91)	二	Limbu		-	two (183)	Two (198)	6248	two	783	n i
11482	-	-	two(2)	Kiranti	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Wambule		-	two (183)	Two (198)	6248	-	0	-
11483	-	-	two(2)	Kiranti	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Yakkha		-	two (183)	Two (198)	6248	-	0	-
11484	-	-	two(2)	Kiranti	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Yamphu		-	two (183)	Two (198)	6248	-	0	-
11485	-	-	two(2)	Nungish	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Dulong		-	two (183)	Two (198)	6248	-	0	-
11486	-	-	two(2)	SAL	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Jingpo		-	two (183)	Two (198)	6248	-	0	-
11487	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Beijing		-	two (183)	Two (198)	6248	-	0	-
11488	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Caijia		-	two (183)	Two (198)	6248	-	0	-
11489	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Changsha		-	two (183)	Two (198)	6248	-	0	-
11490	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Ganzhou		-	two (183)	Two (198)	6248	-	0	-
11491	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Guangzhou		-	two (183)	Two (198)	6248	-	0	-
11492	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Meixian		-	two (183)	Two (198)	6248	-	0	-
11493	*ni[j]-s	-	two(2)	Sinitic	13.02	two	*ni[j]-s	二	two(176)	Function word	-	0	two(91)	二	Old_Chinese		-	two (183)	Two (198)	6248	Two	785	n i j ◦ s
11494	-	-	two(2)	Sinitic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Xiamen		-	two (183)	Two (198)	6248	-	0	-
11495	-	-	two(2)	rGyalrongic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Guiqiong		-	two (183)	Two (198)	6248	-	0	-
11496	ʁnɯz	-	two(2)	rGyalrongic	13.02	two	ʁnɯz	二	two(176)	Function word	-	0	two(91)	二	Japhug		-	two (183)	Two (198)	6248	two	783	ʁ n ɯ z
11497	-	-	two(2)	rGyalrongic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Khroskyabs_Wobzi		-	two (183)	Two (198)	6248	-	0	-
11498	-	-	two(2)	rGyalrongic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Muya		-	two (183)	Two (198)	6248	-	0	-
11499	-	-	two(2)	rGyalrongic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Stau		-	two (183)	Two (198)	6248	-	0	-
11500	njɨɨ²	-	two(2)	rGyalrongic	13.02	two	njɨɨ²	二	two(176)	Function word	-	0	two(91)	二	Tangut		-	two (183)	Two (198)	6248	two	783	n j ɨɨ ²
11501	-	-	two(2)	rGyalrongic	13.02	two	-	二	two(176)	Function word	-	0	two(91)	-	Zbu		-	two (183)	Two (198)	6248	-	0	-
#
11608	uen₃₅	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	uen35	-	warm (of weather)(179)	Adjective	-	1354	warm (hot)(93)	-	Dashi		- u e n ₃₅	warm (186)	warm (138)	5485	lukewarm	786	u e n ₃₅
11609	-	-	warm(90)	Bai	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Zhaozhuang		-	warm (186)	warm (138)	5485	-	0	-
11610	ʔuɛ̃₅₅	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	ʔuɛ̃55	-	warm (of weather)(179)	Adjective	-	1355	warm (hot)(93)	-	Ega		ʔ u ɛ̃ ₅₅	warm (186)	warm (138)	5485	lukewarm	786	ʔ u ɛ̃ ₅₅
11611	ʔuɛ₂₄	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	ʔuE24	-	warm (of weather)(179)	Adjective	-	1355	warm (hot)(93)	-	Enqi		ʔ u ɛ ₂₄	warm (186)	warm (138)	5485	lukewarm	786	ʔ u ɛ ₂₄
11612	we₃₅ɤɤ₄₄	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	we35vɤ44	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Eryuan		w e ₃₅ ɤɤ ₄₄	warm (186)	warm (138)	5485	warm / 暖和	786	w e ₃₅ ɤɤ ₄₄
11613	uen₂₂	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	uen22	-	warm (of weather)(179)	Adjective	-	1354	warm (hot)(93)	-	Gongxing		- u e n ₂₂	warm (186)	warm (138)	5485	lukewarm	786	u e n ₂₂
11614	wẽ₅₅	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	wẽ55	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Heqi		w ẽ ₅₅ - -	warm (186)	warm (138)	5485	warm / 暖和	786	w ẽ ₅₅
11615	wẽ₅₅ɤɤ₄₄	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	wẽ55vɤ44	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Jianchuan		w ẽ ₅₅ ɤɤ ₄₄	warm (186)	warm (138)	5485	warm / 暖和	786	w ẽ ₅₅ ɤɤ ₄₄
11616	uẽ₂₂	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	uẽ22	-	warm (of weather)(179)	Adjective	-	1361	warm (hot)(93)	-	Jinman		u ẽ ₂₂	warm (186)	warm (138)	5485	lukewarm	786	u ẽ ₂₂
11617	ʔuen₅₅	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	ʔuen55	-	warm (of weather)(179)	Adjective	-	1354	warm (hot)(93)	-	Jinxing		ʔ u e n ₅₅	warm (186)	warm (138)	5485	lukewarm	786	ʔ u e n ₅₅
11618	wẽ₅₅	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	wẽ55	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Luobenzhuo		w ẽ ₅₅ - -	warm (186)	warm (138)	5485	warm / 暖和	786	w ẽ ₅₅
11619	men₃₃tʰen₃₃	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	(men33tʰen33)	-	warm (of weather)(179)	Adjective	-	1365	warm (hot)(93)	-	Mazhelong		m e n ₃₃ tʰ e n ₃₃	warm (186)	warm (138)	5485	lukewarm	786	m e n ₃₃ tʰ e n ₃₃
11620	we₃₅	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	we35	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Qiliqiao		w e ₃₅ - -	warm (186)	warm (138)	5485	warm / 暖和	786	w e ₃₅
11621	wẽ₃₅	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	wẽ35	-	warm (of weather)(179)	Adjective	-	1357	warm (hot)(93)	-	Xiangyun		w ẽ ₃₅ - -	warm (186)	warm (138)	5485	warm / 暖和	786	w ẽ ₃₅
11622	wɛ₄₄na₃₁	Allen2007, 435	warm(90)	Bai	15851	warm (hot)	wɛ44na31	-	warm (of weather)(179)	Adjective	-	1369	warm (hot)(93)	-	Yunlong		w ɛ ₄₄ n a ₃₁	warm (186)	warm (138)	5485	warm / 暖和	786	w ɛ ₄₄ n a ₃₁
11623	uɛ₃₅	Wang2006a, 1064	warm(90)	Bai	15851	warm (hot)	uɛ35	-	warm (of weather)(179)	Adjective	-	1361	warm (hot)(93)	-	Zhoucheng		u ɛ ₃₅	warm (186)	warm (138)	5485	lukewarm	786	u ɛ ₃₅
11624	-	-	warm(90)	Bodic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Cone_Tibetan		-	warm (186)	warm (138)	5485	-	0	-
11625	-	-	warm(90)	Bodic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Lhasa_Tibetan		-	warm (186)	warm (138)	5485	-	0	-
11626	tsʰa-	-	warm(90)	Bodic	15851	warm (hot)	tsʰa-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Old_Tibetan		-	warm (186)	warm (138)	5485	hot	788	tsʰ a ◦
11627	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Achang_Lianghe		-	warm (186)	warm (138)	5485	-	0	-
11628	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Achang_Longchuan		-	warm (186)	warm (138)	5485	-	0	-
11629	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Achang_Luxi		-	warm (186)	warm (138)	5485	-	0	-
11630	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Atsi		-	warm (186)	warm (138)	5485	-	0	-
11631	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Bola		-	warm (186)	warm (138)	5485	-	0	-
11632	pu	-	warm(90)	Burmish	15851	warm (hot)	pu	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Burmese		-	warm (186)	warm (138)	5485	hot	789	p u
11633	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Hpun		-	warm (186)	warm (138)	5485	-	0	-
11634	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Lashi		-	warm (186)	warm (138)	5485	-	0	-
11635	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Maru		-	warm (186)	warm (138)	5485	-	0	-
11636	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Old_Burmese		-	warm (186)	warm (138)	5485	-	0	-
11637	-	-	warm(90)	Burmish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Xiandau		-	warm (186)	warm (138)	5485	-	0	-
11638	-	-	warm(90)	Kiranti	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Dumi		-	warm (186)	warm (138)	5485	-	0	-
11639	ɦakpɛ	-	warm(90)	Kiranti	15851	warm (hot)	ɦakpɛ	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Khaling		-	warm (186)	warm (138)	5485	hot	790	ɦ a k p ɛ
11640	sɛ:kt-	-	warm(90)	Kiranti	15851	warm (hot)	sɛ:kt-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Limbu		-	warm (186)	warm (138)	5485	hot	789	s ɛ: k t ◦
11641	-	-	warm(90)	Kiranti	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Wambule		-	warm (186)	warm (138)	5485	-	0	-
11642	-	-	warm(90)	Kiranti	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Yakkha		-	warm (186)	warm (138)	5485	-	0	-
11643	-	-	warm(90)	Kiranti	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Yamphu		-	warm (186)	warm (138)	5485	-	0	-
11644	-	-	warm(90)	Nungish	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Dulong		-	warm (186)	warm (138)	5485	-	0	-
11645	-	-	warm(90)	SAL	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Jingpo		-	warm (186)	warm (138)	5485	-	0	-
11646	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Beijing		-	warm (186)	warm (138)	5485	-	0	-
11647	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Caijia		-	warm (186)	warm (138)	5485	-	0	-
11648	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Changsha		-	warm (186)	warm (138)	5485	-	0	-
11649	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Ganzhou		-	warm (186)	warm (138)	5485	-	0	-
11650	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Guangzhou		-	warm (186)	warm (138)	5485	-	0	-
11651	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Meixian		-	warm (186)	warm (138)	5485	-	0	-
11652	*ʔˤun	-	warm(90)	Sinitic	15851	warm (hot)	*ʔˤun	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	温	Old_Chinese		-	warm (186)	warm (138)	5485	warm, gentle	791	ʔˤ u n
11653	-	-	warm(90)	Sinitic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Xiamen		-	warm (186)	warm (138)	5485	-	0	-
11654	-	-	warm(90)	rGyalrongic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Guiqiong		-	warm (186)	warm (138)	5485	-	0	-
11655	sɤɕke	-	warm(90)	rGyalrongic	15851	warm (hot)	sɤɕke	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Japhug		-	warm (186)	warm (138)	5485	hot	787	s ɤ ɕ k e
11656	-	-	warm(90)	rGyalrongic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Khroskyabs_Wobzi		-	warm (186)	warm (138)	5485	-	0	-
11657	-	-	warm(90)	rGyalrongic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Muya		-	warm (186)	warm (138)	5485	-	0	-
11658	-	-	warm(90)	rGyalrongic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Stau		-	warm (186)	warm (138)	5485	-	0	-
11659	tsja¹	-	warm(90)	rGyalrongic	15851	warm (hot)	tsja¹	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	熱	Tangut		-	warm (186)	warm (138)	5485	hot	788	ts j a ¹
11660	-	-	warm(90)	rGyalrongic	15851	warm (hot)	-	-	warm (of weather)(179)	Adjective	-	0	warm (hot)(93)	-	Zbu		-	warm (186)	warm (138)	5485	-	0	-
#
11767	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Dashi		-	we (189)	we (185)	5455	-	0	-
11768	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Zhaozhuang		-	we (189)	we (185)	5455	-	0	-
11769	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Ega		-	we (189)	we (185)	5455	-	0	-
11770	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Enqi		-	we (189)	we (185)	5455	-	0	-
11771	ŋa₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	ŋa55	我们	we(182)	Function word	-	1375	we(95)	-	Eryuan		ŋ a ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	ŋ a ₅₅
11772	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Gongxing		-	we (189)	we (185)	5455	-	0	-
11773	ŋa₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	ŋa55	我们	we(182)	Function word	-	1375	we(95)	-	Heqi		ŋ a ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	ŋ a ₅₅
11774	jã₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	jã55	我们	we(182)	Function word	-	1377	we(95)	-	Jianchuan		j ã ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	j ã ₅₅
11775	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Jinman		-	we (189)	we (185)	5455	-	0	-
11776	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Jinxing		-	we (189)	we (185)	5455	-	0	-
11777	mĩʔ₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	mĩʔ55	我们	we(182)	Function word	-	1379	we(95)	-	Luobenzhuo		m ĩ ʔ ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	m ĩ ʔ ₅₅
11778	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Mazhelong		-	we (189)	we (185)	5455	-	0	-
11779	ŋa₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	ŋa55	我们	we(182)	Function word	-	1375	we(95)	-	Qiliqiao		ŋ a ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	ŋ a ₅₅
11780	ŋa₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	ŋa55	我们	we(182)	Function word	-	1375	we(95)	-	Xiangyun		ŋ a ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	ŋ a ₅₅
11781	ɲa₅₅	Allen2007, 475	we(1)	Bai	2.94	we [first person plural]	ɲa55	我们	we(182)	Function word	-	1375	we(95)	-	Yunlong		ɲ a ₅₅	we (189)	we (185)	5455	we(1 p.p.) / 我们	792	ɲ a ₅₅
11782	-	-	we(1)	Bai	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Zhoucheng		-	we (189)	we (185)	5455	-	0	-
11783	-	-	we(1)	Bodic	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Cone_Tibetan		-	we (189)	we (185)	5455	-	0	-
11784	-	-	we(1)	Bodic	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Lhasa_Tibetan		-	we (189)	we (185)	5455	-	0	-
11785	kʰo.na	-	we(1)	Bodic	2.94	we [first person plural]	kʰo.na	我们	we(182)	Function word	-	0	we(95)	我	Old_Tibetan		-	we (189)	we (185)	5455	we	796	kʰ o n a
11786	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Achang_Lianghe		-	we (189)	we (185)	5455	-	0	-
11787	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Achang_Longchuan		-	we (189)	we (185)	5455	-	0	-
11788	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Achang_Luxi		-	we (189)	we (185)	5455	-	0	-
11789	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Atsi		-	we (189)	we (185)	5455	-	0	-
11790	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Bola		-	we (189)	we (185)	5455	-	0	-
11791	dui³	-	we(1)	Burmish	2.94	we [first person plural]	dui³	我们	we(182)	Function word	-	0	we(95)	我	Burmese		-	we (189)	we (185)	5455	we	795	d u i ³
11792	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Hpun		-	we (189)	we (185)	5455	-	0	-
11793	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Lashi		-	we (189)	we (185)	5455	-	0	-
11794	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Maru		-	we (189)	we (185)	5455	-	0	-
11795	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Old_Burmese		-	we (189)	we (185)	5455	-	0	-
11796	-	-	we(1)	Burmish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Xiandau		-	we (189)	we (185)	5455	-	0	-
11797	-	-	we(1)	Kiranti	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Dumi		-	we (189)	we (185)	5455	-	0	-
11798	ʔik	-	we(1)	Kiranti	2.94	we [first person plural]	ʔik	我们	we(182)	Function word	-	0	we(95)	我	Khaling		-	we (189)	we (185)	5455	we	798	ʔ i k
11799	ani	-	we(1)	Kiranti	2.94	we [first person plural]	ani	我们	we(182)	Function word	-	0	we(95)	我	Limbu		-	we (189)	we (185)	5455	we	797	a n i
11800	-	-	we(1)	Kiranti	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Wambule		-	we (189)	we (185)	5455	-	0	-
11801	-	-	we(1)	Kiranti	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Yakkha		-	we (189)	we (185)	5455	-	0	-
11802	-	-	we(1)	Kiranti	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Yamphu		-	we (189)	we (185)	5455	-	0	-
11803	-	-	we(1)	Nungish	2.94	we [first person plural]	-	我们	we(182)	Function word	-	0	we(95)	-	Dulong		-	we (189)	we (185)	5455	-	0	-
