# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	CONCEPTID	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	ID_IN_SOURCE	IELEX	IPA	LGID	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	RGEN	SCAID	SOURCE	SRCABBR	SRCID	SUBGROUP	SWADESH_1952	SWADESH_1955	TAXON_NAME_IN_SOURCE	TOKENS	TOWEROFBABEL	WOLD
21991						0	the blood	95	Tibetan_Xiahe		tɕhaχ	blood		59874		tɕhaχ	1837								n	351625	0	STEDT/TBL	TBL	0129.04	Tibetan			Tibetan (Xiahe)	tɕh a χ		
22239						0	the blood	95	Kaman_Miju		ɑ³¹ɹui³⁵	blood		27494		ɑ³¹ɹui³⁵	1819								n	351644	0	STEDT/TBL	TBL	0129.23	Deng			Kaman [Miju]	ɑ ³¹ ◦ ɹ u i ³⁵		
22795						0	the blood	95	Karen		a³¹θui³¹	blood		81144		a³¹θui³¹	1849								n	351671	0	STEDT/TBL	TBL	0129.50	Karenic			Karen	a ³¹ ◦ θ u i ³¹		
23115						0	the blood	95	Lisu		si³¹	blood		61644		si³¹	1838								n	351661	0	STEDT/TBL	TBL	0129.40	Central Loloish			Lisu	s i ³¹		
23168						0	the blood	95	Bokar		u jiː	blood		28952		u jiː	1820								n	351645	0	STEDT/TBL	TBL	0129.24	Western Tani			Bokar	u _ j iː		
23462						0	the blood	95	Nusu_Central		sui⁵⁵	blood		48594		sui⁵⁵	1831								n	351655	0	STEDT/TBL	TBL	0129.34	Northern Loloish			Nusu (Central)	s u i ⁵⁵		
23806						0	the blood	95	Yidu		i⁵⁵ɹu⁵⁵	blood		30852		i⁵⁵ɹu⁵⁵	1821								n	351646	0	STEDT/TBL	TBL	0129.25	Deng			Yidu	i ⁵⁵ ◦ ɹ u ⁵⁵		
24124						0	the blood	95	Tibetan_Alike		cçhak	blood		79556		cçhak	1848		!						n	351626	0	STEDT/TBL	TBL	0129.05	Tibetan			Tibetan (Alike)	cçh a k		
24343						0	the blood	95	Hani_Lüchun		si̱³¹	blood		63479		si̱³¹	1839								n	351662	0	STEDT/TBL	TBL	0129.41	Southern Loloish			Hani (Lüchun)	s i̱ ³¹		
24828						0	the blood	95	Xumi		sæ⁵³	blood		15020		sæ⁵³	1812								n	351638	0	STEDT/TBL	TBL	0129.17	Qiangic			Xumi	s æ ⁵³		
25115						0	the blood	95	Muya		sa⁵³	blood		11425		sa⁵³	1810								n	351636	0	STEDT/TBL	TBL	0129.15	Qiangic			Muya	s a ⁵³		
25471						0	the blood	95	Guiqiong		tsə⁵⁵	blood		13356		tsə⁵⁵	1811								n	351637	0	STEDT/TBL	TBL	0129.16	Qiangic			Guiqiong	ts ə ⁵⁵		
25590						0	the blood	95	Hani_Mojiang		ʃl³¹	blood		65270		ʃl³¹	1840								n	351663	0	STEDT/TBL	TBL	0129.42	Southern Loloish			Hani (Mojiang)	ʃ l ³¹		
#
15456						0	the body hair (hair or fur)	96	Cuona_Menba		pu⁵³	hair / down		82838		pu⁵³	1850								n	358873	0	STEDT/TBL	TBL	0266.06	Bodic			Cuona Menba	p u ⁵³		
15761						0	the body hair (hair or fur)	96	Yi_Xide		ȵe³³	hair / down		50533		ȵe³³	1832								n	358902	0	STEDT/TBL	TBL	0266.35	Northern Loloish			Yi (Xide)	ȵ e ³³		
15982						0	the body hair (hair or fur)	96	Lahu_Lancang		ɔ³¹mv³³	hair / down		67239		ɔ³¹mv³³	1841		!						n	358910	0	STEDT/TBL	TBL	0266.43	Central Loloish			Lahu (Lancang)	ɔ ³¹ ◦ m v ³³		
16151						0	the body hair (hair or fur)	96	Tibetan_Written		spu	hair / down		332		spu	1804		!						n	358868	0	STEDT/TBL	TBL	0266.01	Tibetan			Tibetan (Written)	s p u		
16397						0	the body hair (hair or fur)	96	Pumi_Jiulong		mɛi³⁵	hair / down		2323		mɛi³⁵	1805								n	358877	0	STEDT/TBL	TBL	0266.10	Qiangic			Pumi (Jiulong)	m ɛ i ³⁵		
16398						0	the body hair (hair or fur)	96	Pumi_Jiulong		mã³⁵	hair / down		2324		mã³⁵	1805								n	358918	0	STEDT/TBL	TBL	0266.10	Qiangic			Pumi (Jiulong)	m ã ∼ ³⁵		
16538						0	the body hair (hair or fur)	96	Jingpho		mun³³	hair / down		18886		mun³³	1814								n	358886	0	STEDT/TBL	TBL	0266.19	Jingpho			Jingpho	m u n ³³		
16657						0	the body hair (hair or fur)	96	Motuo_Menba		pu	hair / down		84635		pu	1851								n	358874	0	STEDT/TBL	TBL	0266.07	Bodic			Motuo Menba	p u		
17089						0	the body hair (hair or fur)	96	Yi_Weishan		tɕhy⁵⁵	hair / down		52519		tɕhy⁵⁵	1833								n	358903	0	STEDT/TBL	TBL	0266.36	Northern Loloish			Yi (Weishan)	tɕh y ⁵⁵		
17200						0	the body hair (hair or fur)	96	Jinuo		a⁴⁴mɯ⁴⁴	hair / down		69066		a⁴⁴mɯ⁴⁴	1842								n	358911	0	STEDT/TBL	TBL	0266.44	Central Loloish			Jinuo	a ⁴⁴ ◦ m ɯ ⁴⁴		
17457						0	the body hair (hair or fur)	96	Lyuzu		dʐu̵³⁵	hair / down		17036		dʐu̵³⁵	1813								n	358885	0	STEDT/TBL	TBL	0266.18	Qiangic			Lyuzu	dʐ u̵ ³⁵		
17518						0	the body hair (hair or fur)	96	Xumi		sũ⁵³	hair / down		15169		sũ⁵³	1812								n	358884	0	STEDT/TBL	TBL	0266.17	Qiangic			Xumi	s ũ ∼ ⁵³		
17519						0	the body hair (hair or fur)	96	rGyalrong_Maerkang		tɑ rȵᴇ	hair / down		3991		tɑ rȵᴇ	1806		!						n	358878	0	STEDT/TBL	TBL	0266.11	rGyalrong			rGyalrong (Maerkang)	t ɑ _ r ȵ ᴇ		
17829						0	the body hair (hair or fur)	96	Tibetan_Lhasa		pu⁵⁵	hair / down		20796		pu⁵⁵	1815								n	358869	0	STEDT/TBL	TBL	0266.02	Tibetan			Tibetan (Lhasa)	p u ⁵⁵		
17836						0	the body hair (hair or fur)	96	Qiang_Mawo		xu pɑ	hair / down		86341		xu pɑ	1852								n	358875	0	STEDT/TBL	TBL	0266.08	Qiangic			Qiang (Mawo)	x u _ p ɑ		
18124						0	the body hair (hair or fur)	96	Hani_Lüchun		xɔ³³	hair / down		63625		xɔ³³	1839								n	358908	0	STEDT/TBL	TBL	0266.41	Southern Loloish			Hani (Lüchun)	x ɔ ³³		
18369						0	the body hair (hair or fur)	96	Yi_Nanhua		mə³³	hair / down		54416		mə³³	1834								n	358904	0	STEDT/TBL	TBL	0266.37	Northern Loloish			Yi (Nanhua)	m ə ³³		
18442						0	the body hair (hair or fur)	96	Naxi		fv̩³³	hair / down		70899		fv̩³³	1843								n	358912	0	STEDT/TBL	TBL	0266.45	Naxi			Naxi	f v̩ ³³		
18741						0	the body hair (hair or fur)	96	Daofu		spə	hair / down		5867		spə	1807		!						n	358879	0	STEDT/TBL	TBL	0266.12	rGyalrongic			Daofu	s p ə		
18742						0	the body hair (hair or fur)	96	Daofu		spə spa	hair / down		5868		spə spa	1807		!						n	358919	0	STEDT/TBL	TBL	0266.12	rGyalrongic			Daofu	s p ə _ s p a		
19085						0	the body hair (hair or fur)	96	Pumi_Lanping		ma⁵⁵	hair / down		88277		ma⁵⁵	1853								n	358876	0	STEDT/TBL	TBL	0266.09	Qiangic			Pumi (Lanping)	m a ⁵⁵		
19452						0	the body hair (hair or fur)	96	Tibetan_Batang		pᴜ⁵³	hair / down		39647		pᴜ⁵³	1826								n	358870	0	STEDT/TBL	TBL	0266.03	Tibetan			Tibetan (Batang)	p ᴜ ⁵³		
19626						0	the body hair (hair or fur)	96	Yi_Wuding		mv̩¹¹	hair / down		56262		mv̩¹¹	1835								n	358905	0	STEDT/TBL	TBL	0266.38	Northern Loloish			Yi (Wuding)	m v̩ ¹¹		
19627						0	the body hair (hair or fur)	96	Yi_Wuding		ɕi̱²	hair / down		56263		ɕi̱²	1835								n	358920	0	STEDT/TBL	TBL	0266.38	Northern Loloish			Yi (Wuding)	ɕ i̱ ²		
19689						0	the body hair (hair or fur)	96	Namuyi		ʔhũ³¹	hair / down		72735		ʔhũ³¹	1844		!						n	358913	0	STEDT/TBL	TBL	0266.46	Qiangic			Namuyi	ʔ h ũ ∼ ³¹		
19690						0	the body hair (hair or fur)	96	Namuyi		hũ³¹	hair / down		72736		hũ³¹	1844								n	358921	0	STEDT/TBL	TBL	0266.46	Qiangic			Namuyi	h ũ ∼ ³¹		
19691						0	the body hair (hair or fur)	96	Namuyi		(bu⁵⁵) su⁵³	hair / down (of yak)		72737		(bu⁵⁵) su⁵³	1844		!						n	358922	0	STEDT/TBL	TBL	0266.46	Qiangic			Namuyi	( b u ⁵⁵ ) _ s u ⁵³		
20103						0	the body hair (hair or fur)	96	Queyu_Xinlong		m̥e¹³rie⁵⁵	hair / down		7827		m̥e¹³rie⁵⁵	1808								n	358880	0	STEDT/TBL	TBL	0266.13	Qiangic			Queyu (Xinlong)	m̥ e ¹³ ◦ r i e ⁵⁵		
20439						0	the body hair (hair or fur)	96	Nung		min⁵⁵	hair / down		24730		min⁵⁵	1817								n	358888	0	STEDT/TBL	TBL	0266.21	Nungic			Nung	m i n ⁵⁵		
20893						0	the body hair (hair or fur)	96	Gazhuo		ȵo³⁵	hair / down		74560		ȵo³⁵	1845								n	358914	0	STEDT/TBL	TBL	0266.47	Northern Loloish			Gazhuo	ȵ o ³⁵		
20911						0	the body hair (hair or fur)	96	Yi_Sani		qɤ⁵⁵	hair / down		58197		qɤ⁵⁵	1836								n	358906	0	STEDT/TBL	TBL	0266.39	Central Loloish			Yi (Sani)	q ɤ ⁵⁵		
21313						0	the body hair (hair or fur)	96	Zhaba_Daofu_County		shu¹³	hair / down		9656		shu¹³	1809								n	358881	0	STEDT/TBL	TBL	0266.14	Qiangic			Zhaba (Daofu County)	sh u ¹³		
21435						0	the body hair (hair or fur)	96	Darang_Taraon		m̩⁵⁵	hair / down		26211		m̩⁵⁵	1818								n	358889	0	STEDT/TBL	TBL	0266.22	Deng			Darang [Taraon]	m̩ ⁵⁵		
22028						0	the body hair (hair or fur)	96	Bokar		a mɯ	hair / down		29104		a mɯ	1820								n	358891	0	STEDT/TBL	TBL	0266.24	Western Tani			Bokar	a _ m ɯ		
22328						0	the body hair (hair or fur)	96	Kaman_Miju		bɯl³⁵	hair / down		27632		bɯl³⁵	1819								n	358890	0	STEDT/TBL	TBL	0266.23	Deng			Kaman [Miju]	b ɯ l ³⁵		
22552						0	the body hair (hair or fur)	96	Muya		mo²⁴	hair / down		11576		mo²⁴	1810								n	358882	0	STEDT/TBL	TBL	0266.15	Qiangic			Muya	m o ²⁴		
22944						0	the body hair (hair or fur)	96	Guiqiong		tshɔ̃³¹	hair / down		13502		tshɔ̃³¹	1811								n	358883	0	STEDT/TBL	TBL	0266.16	Qiangic			Guiqiong	tsh ɔ̃ ∼ ³¹		
23152						0	the body hair (hair or fur)	96	Bai_Jianchuan		mɑ⁴²	hair / down		76251		mɑ⁴²	1846								n	358915	0	STEDT/TBL	TBL	0266.48	Bai			Bai (Jianchuan)	m ɑ ⁴²		
23209						0	the body hair (hair or fur)	96	Lisu		e⁵⁵mɯ⁵⁵	hair / down		61784		e⁵⁵mɯ⁵⁵	1838								n	358907	0	STEDT/TBL	TBL	0266.40	Central Loloish			Lisu	e ⁵⁵ ◦ m ɯ ⁵⁵		
23233						0	the body hair (hair or fur)	96	Tujia		si³⁵ka⁵⁵	hair / down		78209		si³⁵ka⁵⁵	1847								n	358916	0	STEDT/TBL	TBL	0266.49	Tujia			Tujia	s i ³⁵ ◦ k a ⁵⁵		
24033						0	the body hair (hair or fur)	96	Nusu_Central		m̥e⁵³	hair / down		48734		m̥e⁵³	1831								n	358901	0	STEDT/TBL	TBL	0266.34	Northern Loloish			Nusu (Central)	m̥ e ⁵³		
24530						0	the body hair (hair or fur)	96	Yidu		mɑ³¹bu⁵³	hair / down		30989		mɑ³¹bu⁵³	1821								n	358892	0	STEDT/TBL	TBL	0266.25	Deng			Yidu	m ɑ ³¹ ◦ b u ⁵³		
25227						0	the body hair (hair or fur)	96	Dulong		mɯn⁵⁵	hair / down		22888		mɯn⁵⁵	1816								n	358887	0	STEDT/TBL	TBL	0266.20	Nungic			Dulong	m ɯ n ⁵⁵		
25537						0	the body hair (hair or fur)	96	Tibetan_Xiahe		χwə	hair / down		60017		χwə	1837								n	358871	0	STEDT/TBL	TBL	0266.04	Tibetan			Tibetan (Xiahe)	χ w ə		
25602						0	the body hair (hair or fur)	96	Karen		a³¹tshu³¹	hair / down		81281		a³¹tshu³¹	1849								n	358917	0	STEDT/TBL	TBL	0266.50	Karenic			Karen	a ³¹ ◦ tsh u ³¹		
25662						0	the body hair (hair or fur)	96	Hani_Mojiang		tʃha³¹xo³³	hair / down		65421		tʃha³¹xo³³	1840								n	358909	0	STEDT/TBL	TBL	0266.42	Southern Loloish			Hani (Mojiang)	tʃh a ³¹ ◦ x o ³³		
#
902	bone (15)	k u a ⁴⁴ - - - -			骨头	220	the bone	97	Dashi		kua44	bone	-		bone (18)	kua₄₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Dashi	k u a ⁴⁴	bone(38)	4.16
904	bone (15)	q u a ⁴⁴ - - - -			骨头	220	the bone	97	Ega		qua44	bone	-		bone (18)	qua₄₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Ega	q u a ⁴⁴	bone(38)	4.16
905	bone (15)	q u a ⁵⁵ - - - -			骨头	220	the bone	97	Enqi		qua55	bone	-		bone (18)	qua₅₅			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Enqi	q u a ⁵⁵	bone(38)	4.16
906	bone (15)	k u a ⁴⁴ t - ɯ ²¹			骨头	220	the bone	97	Eryuan		kua44tɯ21	bone / 骨头	-		bone (18)	kua₄₄tɯ₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Eryuan	k u a ⁴⁴ t ɯ ²¹	bone(38)	4.16
907	bone (15)	q u a ²⁴ - - - -			骨头	220	the bone	97	Gongxing		qua24	bone	-		bone (18)	qua₂₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Gongxing	q u a ²⁴	bone(38)	4.16
908	bone (15)	k u a ⁴⁴ t - ɯ ²¹			骨头	220	the bone	97	Heqi		kua44tɯ21	bone / 骨头	-		bone (18)	kua₄₄tɯ₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Heqi	k u a ⁴⁴ t ɯ ²¹	bone(38)	4.16
909	bone (15)	k u a ⁴⁴ t - ɯ ²¹			骨头	220	the bone	97	Jianchuan		kua44tɯ21	bone / 骨头	-		bone (18)	kua₄₄tɯ₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Jianchuan	k u a ⁴⁴ t ɯ ²¹	bone(38)	4.16
910	bone (15)	q u a ⁵⁵ - - - -			骨头	220	the bone	97	Jinman		qua55	bone	-		bone (18)	qua₅₅			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Jinman	q u a ⁵⁵	bone(38)	4.16
911	bone (15)	k u ɑ ⁴⁴ - - - -			骨头	220	the bone	97	Jinxing		kuɑ44	bone	-		bone (18)	kuɑ₄₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Jinxing	k u ɑ ⁴⁴	bone(38)	4.16
912	bone (15)	q u a ⁵⁵ t͡s - ɛ ⁴⁴			骨头	220	the bone	97	Luobenzhuo		qua55tsɛ44	bone / 骨头	-		bone (18)	qua₅₅t͡sɛ₄₄			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Luobenzhuo	q u a ⁵⁵ t͡s ɛ ⁴⁴	bone(38)	4.16
913	bone (15)	k u a ⁴⁴ - - - -			骨头	220	the bone	97	Mazhelong		kua44	bone	-		bone (18)	kua₄₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Mazhelong	k u a ⁴⁴	bone(38)	4.16
914	bone (15)	k u a ⁴⁴ t - ɯ ²¹			骨头	220	the bone	97	Qiliqiao		kua44tɯ21	bone / 骨头	-		bone (18)	kua₄₄tɯ₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Qiliqiao	k u a ⁴⁴ t ɯ ²¹	bone(38)	4.16
915	bone (15)	k u a ⁴⁴ t o u ²¹			骨头	220	the bone	97	Xiangyun		kua44tou21	bone / 骨头	-		bone (18)	kua₄₄tou₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Xiangyun	k u a ⁴⁴ t o u ²¹	bone(38)	4.16
916	bone (15)	k u a ⁴⁴ t - ɯ ²¹			骨头	220	the bone	97	Yunlong		kua44tɯ21	bone / 骨头	-		bone (18)	kua₄₄tɯ₂₁			-	5983					Noun		97	Allen2007, 144			Bai	bone(18)	bone(10)	Yunlong	k u a ⁴⁴ t ɯ ²¹	bone(38)	4.16
917	bone (15)	k u a ⁴⁴ - - - -			骨头	220	the bone	97	Zhoucheng		kua44	bone	-		bone (18)	kua₄₄			-	5983					Noun		97	Wang2006a, 133			Bai	bone(18)	bone(10)	Zhoucheng	k u a ⁴⁴	bone(38)	4.16
920	bone (15)	-			骨头	221	the bone	97	Old_Tibetan		rus	bone	骨		bone (18)	rus			-	5983					Noun		0	-			Bodic	bone(18)	bone(10)	Old_Tibetan	r u s	bone(38)	4.16
933	bone (15)	-			骨头	223	the bone	97	Khaling		solo	bone	骨		bone (18)	solo			-	5983					Noun		0	-			Kiranti	bone(18)	bone(10)	Khaling	s o l o	bone(38)	4.16
934	bone (15)	-			骨头	221	the bone	97	Limbu		yɛt	bone	骨		bone (18)	yɛt			-	5983					Noun		0	-			Kiranti	bone(18)	bone(10)	Limbu	y ɛ t	bone(38)	4.16
946	bone (15)	-			骨头	222	the bone	97	Old_Chinese		*kˤut	bone	骨		bone (18)	*kˤut			-	5983					Noun		0	-			Sinitic	bone(18)	bone(10)	Old_Chinese	kˤ u t	bone(38)	4.16
949	bone (15)	-			骨头	221	the bone	97	Japhug		ɕɤrɯ	bone	骨		bone (18)	ɕɤrɯ			-	5983					Noun		0	-			rGyalrongic	bone(18)	bone(10)	Japhug	ɕ ɤ r ɯ	bone(38)	4.16
953	bone (15)	-			骨头	221	the bone	97	Tangut		rjɨr¹	bone	骨		bone (18)	rjɨr¹			-	5983					Noun		0	-			rGyalrongic	bone(18)	bone(10)	Tangut	r j ɨ r ¹	bone(38)	4.16
13064						0	the bone	97	Guzhang			骨頭	骨頭			kuɑ⁴¹ ta				5983							0							Guzhang			
13464						0	the bone	97	Ganzhou		kuʔ5 thəw2	bone (17)				kuʔ⁶tʰəw³				5983							0							Ganzhou	k u ʔ ⁶ tʰ ə w ³		
13811						0	the bone	97	Jixi				骨頭			kuɤʔ³² tˈi⁴⁴				5983							0							Jixi			
14591						0	the bone	97	Dancun				骨			kut⁵⁵				5983							0							Dancun			
14981						0	the bone	97	Tibetan_Written		rus pa	bone		162		rus pa	1804								n	351825	0	STEDT/TBL	TBL	0133.01	Tibetan			Tibetan (Written)	r u s _ p a		
15203						0	the bone	97	Lyuzu		əʴ³³khuo⁵³	bone		16891		əʴ³³khuo⁵³	1813								n	351842	0	STEDT/TBL	TBL	0133.18	Qiangic			Lyuzu	əʴ ³³ ◦ kh u o ⁵³		
15672						0	the bone	97	Yi_Xide		vu²¹du³³	bone		50385		vu²¹du³³	1832								n	351859	0	STEDT/TBL	TBL	0133.35	Northern Loloish			Yi (Xide)	v u ²¹ ◦ d u ³³		
15675						0	the bone	97	Bokar		loŋ poŋ	bone		28956		loŋ poŋ	1820								n	351848	0	STEDT/TBL	TBL	0133.24	Western Tani			Bokar	l o ŋ _ p o ŋ		
15730						0	the bone	97	Nung		ʂɑ³¹kho⁵⁵	bone		24595		ʂɑ³¹kho⁵⁵	1817								n	351845	0	STEDT/TBL	TBL	0133.21	Nungic			Nung	ʂ ɑ ³¹ ◦ kh o ⁵⁵		
15896						0	the bone	97	Lahu_Lancang		ɔ³¹mv²¹ku³³	bone		67100		ɔ³¹mv²¹ku³³	1841		!						n	351867	0	STEDT/TBL	TBL	0133.43	Central Loloish			Lahu (Lancang)	ɔ ³¹ ◦ m v ²¹ ◦ k u ³³		
16286						0	the bone	97	Pumi_Jiulong		ʐɑ¹¹qɑ⁵⁵	bone		2184		ʐɑ¹¹qɑ⁵⁵	1805								n	351834	0	STEDT/TBL	TBL	0133.10	Qiangic			Pumi (Jiulong)	ʐ ɑ ¹¹ ◦ q ɑ ⁵⁵		
16577						0	the bone	97	Motuo_Menba		khaŋ	bone		84483		khaŋ	1851								n	351831	0	STEDT/TBL	TBL	0133.07	Bodic			Motuo Menba	kh a ŋ		
16606						0	the bone	97	Tibetan_Alike		rə pæ	bone		79560		rə pæ	1848								n	351829	0	STEDT/TBL	TBL	0133.05	Tibetan			Tibetan (Alike)	r ə _ p æ		
16818						0	the bone	97	Yi_Weishan		ʔvu̪²¹dɑ⁵⁵dzɿ³³	bone		52381		ʔvu̪²¹dɑ⁵⁵dzɿ³³	1833								n	351860	0	STEDT/TBL	TBL	0133.36	Northern Loloish			Yi (Weishan)	ʔ v u̪ ²¹ ◦ d ɑ ⁵⁵ ◦ dz ɿ ³³		
17103						0	the bone	97	Jinuo		ʃə⁴⁴ɣɤ⁴⁴	bone		68929		ʃə⁴⁴ɣɤ⁴⁴	1842								n	351868	0	STEDT/TBL	TBL	0133.44	Central Loloish			Jinuo	ʃ ə ⁴⁴ ◦ ɣ ɤ ⁴⁴		
17417						0	the bone	97	rGyalrong_Maerkang		ʃɐ |rə	bone		3851		ʃɐ rə	1806		!						n	351835	0	STEDT/TBL	TBL	0133.11	rGyalrong			rGyalrong (Maerkang)	ʃ ɐ _ r ə		
17724						0	the bone	97	Tibetan_Lhasa		ry⁵⁵ko⁵²	bone		20631		ry⁵⁵ko⁵²	1815								n	351875	0	STEDT/TBL	TBL	0133.02	Tibetan			Tibetan (Lhasa)	r y ⁵⁵ ◦ k o ⁵²		
17744						0	the bone	97	Qiang_Mawo		əʴ pɑtʂ	bone		86193		əʴ pɑtʂ	1852								n	351832	0	STEDT/TBL	TBL	0133.08	Qiangic			Qiang (Mawo)	əʴ _ p ɑ tʂ		
17999						0	the bone	97	Cuona_Menba		ru³⁵ko⁵³	bone		82705		ru³⁵ko⁵³	1850								n	351830	0	STEDT/TBL	TBL	0133.06	Bodic			Cuona Menba	r u ³⁵ ◦ k o ⁵³		
18262						0	the bone	97	Yi_Nanhua		ɤɯ²¹gɑ²¹	bone		54276		ɤɯ²¹gɑ²¹	1834								n	351861	0	STEDT/TBL	TBL	0133.37	Northern Loloish			Yi (Nanhua)	ɤ ɯ ²¹ ◦ g ɑ ²¹		
18338						0	the bone	97	Naxi		so³³lo³³	bone		70757		so³³lo³³	1843								n	351877	0	STEDT/TBL	TBL	0133.45	Naxi			Naxi	s o ³³ ◦ l o ³³		
18648						0	the bone	97	Daofu		rə ra	bone		5708		rə ra	1807								n	351836	0	STEDT/TBL	TBL	0133.12	rGyalrongic			Daofu	r ə _ r a		
18841						0	the bone	97	Jingpho		n³¹|ʒa³³	bone		18749		n³¹|ʒa³³	1814		!						n	351843	0	STEDT/TBL	TBL	0133.19	Jingpho			Jingpho	n ³¹ ◦ ʒ a ³³		
19000						0	the bone	97	Pumi_Lanping		ʐɑ⁵⁵qɑ¹³	bone		88137		ʐɑ⁵⁵qɑ¹³	1853								n	351833	0	STEDT/TBL	TBL	0133.09	Qiangic			Pumi (Lanping)	ʐ ɑ ⁵⁵ ◦ q ɑ ¹³		
19096						0	the bone	97	Dulong		ɑŋ⁵⁵ɹɯ⁵⁵	bone		22752		ɑŋ⁵⁵ɹɯ⁵⁵	1816								n	351844	0	STEDT/TBL	TBL	0133.20	Nungic			Dulong	ɑ ŋ ⁵⁵ ◦ ɹ ɯ ⁵⁵		
19336						0	the bone	97	Tibetan_Batang		ʐᴜ¹³pa⁵³	bone		39494		ʐᴜ¹³pa⁵³	1826								n	351827	0	STEDT/TBL	TBL	0133.03	Tibetan			Tibetan (Batang)	ʐ ᴜ ¹³ ◦ p a ⁵³		
19528						0	the bone	97	Yi_Wuding		xɯ¹¹ɤɯ³³	bone		56127		xɯ¹¹ɤɯ³³	1835		!						n	351862	0	STEDT/TBL	TBL	0133.38	Northern Loloish			Yi (Wuding)	x ɯ ¹¹ ◦ ɤ ɯ ³³		
19582						0	the bone	97	Namuyi		ʂa⁵⁵qa⁵⁵	bone		72589		ʂa⁵⁵qa⁵⁵	1844								n	351870	0	STEDT/TBL	TBL	0133.46	Qiangic			Namuyi	ʂ a ⁵⁵ ◦ q a ⁵⁵		
20012						0	the bone	97	Queyu_Xinlong		ʃə⁵⁵|rə⁵⁵	bone		7686		ʃə⁵⁵|rə⁵⁵	1808		!						n	351837	0	STEDT/TBL	TBL	0133.13	Qiangic			Queyu (Xinlong)	ʃ ə ⁵⁵ ◦ r ə ⁵⁵		
20372						0	the bone	97	Xumi		ɕæ⁵⁵|əʴ³³	bone		15024		ɕæ⁵⁵|əʴ³³	1812								n	351841	0	STEDT/TBL	TBL	0133.17	Qiangic			Xumi	ɕ æ ⁵⁵ ◦ əʴ ³³		
20815						0	the bone	97	Gazhuo		v³¹kɯ³⁵	bone		74424		v³¹kɯ³⁵	1845								n	351871	0	STEDT/TBL	TBL	0133.47	Northern Loloish			Gazhuo	v ³¹ ◦ k ɯ ³⁵		
20831						0	the bone	97	Yi_Sani		ɣɯ¹¹pv̩³³	bone		58063		ɣɯ¹¹pv̩³³	1836								n	351863	0	STEDT/TBL	TBL	0133.39	Central Loloish			Yi (Sani)	ɣ ɯ ¹¹ ◦ p v̩ ³³		
20949						0	the bone	97	Tibetan_Lhasa		ry¹³pə⁵⁵	bone		20630		ry¹³pə⁵⁵	1815								n	351826	0	STEDT/TBL	TBL	0133.02	Tibetan			Tibetan (Lhasa)	r y ¹³ ◦ p ə ⁵⁵		
21040						0	the bone	97	Karen		a³¹xɯ̱i⁵⁵	bone		81148		a³¹xɯ̱i⁵⁵	1849								n	351874	0	STEDT/TBL	TBL	0133.50	Karenic			Karen	a ³¹ ◦ x ɯ̱ i ⁵⁵		
21160						0	the bone	97	Lisu		o̱³¹to̱³³	bone		61648		o̱³¹to̱³³	1838								n	351864	0	STEDT/TBL	TBL	0133.40	Central Loloish			Lisu	o̱ ³¹ ◦ t o̱ ³³		
21209						0	the bone	97	Zhaba_Daofu_County		xə⁵⁵|ʐə⁵⁵	bone		9507		xə⁵⁵|ʐə⁵⁵	1809		!						n	351838	0	STEDT/TBL	TBL	0133.14	Qiangic			Zhaba (Daofu County)	x ə ⁵⁵ ◦ ʐ ə ⁵⁵		
21210						0	the bone	97	Zhaba_Daofu_County		ɕə⁵⁵|ʐə⁵⁵	bone		9508		ɕə⁵⁵|ʐə⁵⁵	1809		!						n	351876	0	STEDT/TBL	TBL	0133.14	Qiangic			Zhaba (Daofu County)	ɕ ə ⁵⁵ ◦ ʐ ə ⁵⁵		
21339						0	the bone	97	Darang_Taraon		ɹɯ³¹boŋ³⁵	bone		26078		ɹɯ³¹boŋ³⁵	1818								n	351846	0	STEDT/TBL	TBL	0133.22	Deng			Darang [Taraon]	ɹ ɯ ³¹ ◦ b o ŋ ³⁵		
