# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	CONCEPTID	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	ID_IN_SOURCE	IELEX	IPA	LGID	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	RGEN	SCAID	SOURCE	SRCABBR	SRCID	SUBGROUP	SWADESH_1952	SWADESH_1955	TAXON_NAME_IN_SOURCE	TOKENS	TOWEROFBABEL	WOLD
24449						0	the salt	179	Naxi		tshe³³	salt		70680		tshe³³	1843								n	348152	0	STEDT/TBL	TBL	0061.45	Naxi			Naxi	tsh e ³³		
24765						0	the salt	179	Motuo_Menba		ʔin tɕa	salt		84409		ʔin tɕa	1851								n	348114	0	STEDT/TBL	TBL	0061.07	Bodic			Motuo Menba	ʔ i n _ tɕ a		
24776						0	the salt	179	Xumi		tshɛ⁵³	salt		14948		tshɛ⁵³	1812								n	348124	0	STEDT/TBL	TBL	0061.17	Qiangic			Xumi	tsh ɛ ⁵³		
25179						0	the salt	179	Karen		i⁵⁵tθa̱³¹	salt		81076		i⁵⁵tθa̱³¹	1849								n	348157	0	STEDT/TBL	TBL	0061.50	Karenic			Karen	i ⁵⁵ ◦ tθ a̱ ³¹		
25223						0	the salt	179	Queyu_Xinlong		tɕhi⁵⁵	salt		7612		tɕhi⁵⁵	1808		!						n	348120	0	STEDT/TBL	TBL	0061.13	Qiangic			Queyu (Xinlong)	tɕ h i ⁵⁵		
25326						0	the salt	179	Nusu_Central		tsha⁵⁵	salt		48526		tsha⁵⁵	1831								n	348141	0	STEDT/TBL	TBL	0061.34	Northern Loloish			Nusu (Central)	tsh a ⁵⁵		
25541						0	the salt	179	Hani_Mojiang		tsha³¹tɤ³¹	salt		65200		tsha³¹tɤ³¹	1840								n	348149	0	STEDT/TBL	TBL	0061.42	Southern Loloish			Hani (Mojiang)	tsh a ³¹ ◦ t ɤ ³¹		
25554						0	the salt	179	Nung		sɿ³¹lɑŋ⁵⁵	salt		24523		sɿ³¹lɑŋ⁵⁵	1817								n	348128	0	STEDT/TBL	TBL	0061.21	Nungic			Nung	s ɿ ³¹ ◦ l ɑ ŋ ⁵⁵		
#
8270	sand (121)	-			沙子	0	the sand	180	Zhaozhuang		-	-	-		sand (133)	sɔ⁵⁵			-	3305					Noun		0	-			Bai	sand(126)	sand(70)	Zhaozhuang	s ɔ ⁵⁵	sand(103)	1215
8271	sand (121)	ɕ i o ⁵⁵ m i ²²			沙子	453	the sand	180	Ega		ɕio55mi22	sand	-		sand (133)	ɕio₅₅mi₂₂			-	3305					Noun		973	Wang2006a, 44			Bai	sand(126)	sand(70)	Ega	ɕ i o ⁵⁵ m i ²²	sand(103)	1215
8272	sand (121)	ɕ i o ²⁴ - - -			沙子	453	the sand	180	Enqi		ɕio24	sand	-		sand (133)	ɕio₂₄			-	3305					Noun		974	Wang2006a, 44			Bai	sand(126)	sand(70)	Enqi	ɕ i o ²⁴	sand(103)	1215
8274	sand (121)	s a o ⁵⁵ - - -			沙子	453	the sand	180	Gongxing		sao55	sand	-		sand (133)	sao₅₅			-	3305					Noun		974	Wang2006a, 44			Bai	sand(126)	sand(70)	Gongxing	s a o ⁵⁵	sand(103)	1215
8277	sand (121)	ɕ i o ⁵⁵ - - -			沙子	453	the sand	180	Jinman		ɕio55	sand	-		sand (133)	ɕio₅₅			-	3305					Noun		974	Wang2006a, 44			Bai	sand(126)	sand(70)	Jinman	ɕ i o ⁵⁵	sand(103)	1215
8278	sand (121)	s o u ⁵⁵ - - -			沙子	453	the sand	180	Jinxing		sou55	sand	-		sand (133)	sou₅₅			-	3305					Noun		974	Wang2006a, 44			Bai	sand(126)	sand(70)	Jinxing	s o u ⁵⁵	sand(103)	1215
8280	sand (121)	s a - ⁵⁵ - - -			沙子	453	the sand	180	Mazhelong		sa55	sand	-		sand (133)	sa₅₅			-	3305					Noun		978	Wang2006a, 44			Bai	sand(126)	sand(70)	Mazhelong	s a ⁵⁵	sand(103)	1215
8284	sand (121)	s o - ⁵⁵ - - -			沙子	453	the sand	180	Zhoucheng		so55	sand	-		sand (133)	so₅₅			-	3305					Noun		978	Wang2006a, 44			Bai	sand(126)	sand(70)	Zhoucheng	s o ⁵⁵	sand(103)	1215
8287	sand (121)	-			沙子	456	the sand	180	Old_Tibetan		bʲe.ma	sand	沙		sand (133)	bʲe.ma			-	3305					Noun		0	-			Bodic	sand(126)	sand(70)	Old_Tibetan	bʲ e m a	sand(103)	1215
8300	sand (121)	-			沙子	457	the sand	180	Khaling		sekhre	sand	沙		sand (133)	sekhre			-	3305					Noun		0	-			Kiranti	sand(126)	sand(70)	Khaling	s e kʰ r e	sand(103)	1215
8313	sand (121)	-			沙子	458	the sand	180	Old_Chinese		*[s]ˤraj	sand	沙		sand (133)	*[s]ˤraj			-	3305					Noun		0	-			Sinitic	sand(126)	sand(70)	Old_Chinese	sˤ r a j	sand(103)	1215
8316	sand (121)	-			沙子	454	the sand	180	Japhug		qambɯt	sand	沙		sand (133)	qambɯt			-	3305					Noun		0	-			rGyalrongic	sand(126)	sand(70)	Japhug	q a m b ɯ t	sand(103)	1215
8320	sand (121)	-			沙子	454	the sand	180	Tangut		bẹ¹	sand	沙		sand (133)	bẹ¹			-	3305					Noun		0	-			rGyalrongic	sand(126)	sand(70)	Tangut	b ẹ ¹	sand(103)	1215
13128						0	the sand	180	Guzhang			沙子	沙子			so⁵⁵ tsa				3305							0							Guzhang			
13369						0	the sand	180	Ganzhou		sa1	sand (129)				sa²				3305							0							Ganzhou	s a ²		
13875						0	the sand	180	Jixi				沙			so³¹				3305							0							Jixi			
14655						0	the sand	180	Dancun				沙			ça³⁵				3305							0							Dancun			
14826						0	the sand	180	Dancun				沙			ça²¹											0							Dancun			
14897						0	the sand	180	Tibetan_Written		bje ma	sand		55		bje ma	1804								n	347221	0	STEDT/TBL	TBL	0044.01	Tibetan			Tibetan (Written)	b j e _ m a		
14975						0	the sand	180	Jingpho		tsai³¹pʒu³¹	sand		18659		tsai³¹pʒu³¹	1814		!						n	347239	0	STEDT/TBL	TBL	0044.19	Jingpho			Jingpho	ts a i ³¹ ◦ p ʒ u ³¹		
15144						0	the sand	180	Lyuzu		xuo³³ʂa⁵³	sand		16802		xuo³³ʂa⁵³	1813								n	347238	0	STEDT/TBL	TBL	0044.18	Qiangic			Lyuzu	x u o ³³ ◦ ʂ a ⁵³		
15600						0	the sand	180	Yi_Xide		m̥u³⁴ʂɿ³³	sand		50288		m̥u³⁴ʂɿ³³	1832								n	347255	0	STEDT/TBL	TBL	0044.35	Northern Loloish			Yi (Xide)	m̥ u ³⁴ ◦ ʂ ɿ ³³		
16213						0	the sand	180	Pumi_Jiulong		bi³⁵tʃɑ⁵⁵	sand		2093		bi³⁵tʃɑ⁵⁵	1805								n	347230	0	STEDT/TBL	TBL	0044.10	Qiangic			Pumi (Jiulong)	b i ³⁵ ◦ tʃ ɑ ⁵⁵		
16512						0	the sand	180	Motuo_Menba		be tsa	sand		84390		be tsa	1851								n	347227	0	STEDT/TBL	TBL	0044.07	Bodic			Motuo Menba	b e _ ts a		
16921						0	the sand	180	Yi_Weishan		ʔn̩²¹gɯ⁵⁵ʂɑ³³	sand		52290		ʔn̩²¹gɯ⁵⁵ʂɑ³³	1833								n	347256	0	STEDT/TBL	TBL	0044.36	Northern Loloish			Yi (Weishan)	ʔ n̩ ²¹ ◦ g ɯ ⁵⁵ ◦ ʂ ɑ ³³		
17043						0	the sand	180	Jinuo		mɤ³¹ɕi³³	sand		68839		mɤ³¹ɕi³³	1842								n	347264	0	STEDT/TBL	TBL	0044.44	Central Loloish			Jinuo	m ɤ ³¹ ◦ ɕ i ³³		
17358						0	the sand	180	rGyalrong_Maerkang		kə wᴇk	sand		3761		kə wᴇk	1806								n	347231	0	STEDT/TBL	TBL	0044.11	rGyalrong			rGyalrong (Maerkang)	k ə _ w ᴇ k		
17786						0	the sand	180	Yi_Sani		lu⁴⁴sz̩¹¹	sand		57974		lu⁴⁴sz̩¹¹	1836		!						n	347259	0	STEDT/TBL	TBL	0044.39	Central Loloish			Yi (Sani)	l u ⁴⁴ ◦ s z̩ ¹¹		
18201						0	the sand	180	Yi_Nanhua		lu̱³³sɑ³³le³³	sand		54184		lu̱³³sɑ³³le³³	1834								n	347257	0	STEDT/TBL	TBL	0044.37	Northern Loloish			Yi (Nanhua)	l u̱ ³³ ◦ s ɑ ³³ ◦ l e ³³		
18263						0	the sand	180	Naxi		ʂə²¹	sand		70661		ʂə²¹	1843								n	347265	0	STEDT/TBL	TBL	0044.45	Naxi			Naxi	ʂ ə ²¹		
18593						0	the sand	180	Daofu		bji ma	sand		5613		bji ma	1807								n	347232	0	STEDT/TBL	TBL	0044.12	rGyalrongic			Daofu	b j i _ m a		
18934						0	the sand	180	Pumi_Lanping		ʂɑ¹³pɛ¹³	sand		88043		ʂɑ¹³pɛ¹³	1853								n	347229	0	STEDT/TBL	TBL	0044.09	Qiangic			Pumi (Lanping)	ʂ ɑ ¹³ ◦ p ɛ ¹³		
19038						0	the sand	180	Dulong		ɑ⁵⁵pi⁵⁵	sand		22655		ɑ⁵⁵pi⁵⁵	1816								n	347240	0	STEDT/TBL	TBL	0044.20	Nungic			Dulong	ɑ ⁵⁵ ◦ p i ⁵⁵		
19264						0	the sand	180	Tibetan_Batang		ɕɪ¹³ma⁵⁵	sand		39400		ɕɪ¹³ma⁵⁵	1826								n	347223	0	STEDT/TBL	TBL	0044.03	Tibetan			Tibetan (Batang)	ɕ ɪ ¹³ ◦ m a ⁵⁵		
19457						0	the sand	180	Yi_Wuding		xɔ¹¹ȵi¹¹	sand		56038		xɔ¹¹ȵi¹¹	1835								n	347258	0	STEDT/TBL	TBL	0044.38	Northern Loloish			Yi (Wuding)	x ɔ ¹¹ ◦ ȵ i ¹¹		
19514						0	the sand	180	Namuyi		lu⁵⁵zi³¹	sand		72497		lu⁵⁵zi³¹	1844								n	347266	0	STEDT/TBL	TBL	0044.46	Qiangic			Namuyi	l u ⁵⁵ ◦ z i ³¹		
19608						0	the sand	180	Cuona_Menba		tɕe³⁵ma⁵³	sand		82616		tɕe³⁵ma⁵³	1850								n	347226	0	STEDT/TBL	TBL	0044.06	Bodic			Cuona Menba	tɕ e ³⁵ ◦ m a ⁵³		
19937						0	the sand	180	Queyu_Xinlong		ɕi¹³ma⁵⁵	sand		7594		ɕi¹³ma⁵⁵	1808								n	347233	0	STEDT/TBL	TBL	0044.13	Qiangic			Queyu (Xinlong)	ɕ i ¹³ ◦ m a ⁵⁵		
20309						0	the sand	180	Nung		ɑ³¹tʂhɿ⁵⁵	sand		24505		ɑ³¹tʂhɿ⁵⁵	1817								n	347241	0	STEDT/TBL	TBL	0044.21	Nungic			Nung	ɑ ³¹ ◦ tʂh ɿ ⁵⁵		
20528						0	the sand	180	Tibetan_Lhasa		tɕhe¹³ma⁵⁵	sand		20527		tɕhe¹³ma⁵⁵	1815								n	347222	0	STEDT/TBL	TBL	0044.02	Tibetan			Tibetan (Lhasa)	tɕh e ¹³ ◦ m a ⁵⁵		
20531						0	the sand	180	Darang_Taraon		tɑ³¹pi⁵⁵	sand		25989		tɑ³¹pi⁵⁵	1818								n	347242	0	STEDT/TBL	TBL	0044.22	Deng			Darang [Taraon]	t ɑ ³¹ ◦ p i ⁵⁵		
20671						0	the sand	180	Qiang_Mawo		ʂɑs	sand		86097		ʂɑs	1852								n	347228	0	STEDT/TBL	TBL	0044.08	Qiangic			Qiang (Mawo)	ʂ ɑ s		
20751						0	the sand	180	Gazhuo		sɛ³¹m³³	sand		74334		sɛ³¹m³³	1845		!						n	347267	0	STEDT/TBL	TBL	0044.47	Northern Loloish			Gazhuo	s ɛ ³¹ ◦ m ³³		
21142						0	the sand	180	Zhaba_Daofu_County		tsi³³ma⁵⁵	sand		9408		tsi³³ma⁵⁵	1809								n	347234	0	STEDT/TBL	TBL	0044.14	Qiangic			Zhaba (Daofu County)	ts i ³³ ◦ m a ⁵⁵		
21229						0	the sand	180	Tibetan_Xiahe		ɕe ma	sand		59784		ɕe ma	1837								n	347224	0	STEDT/TBL	TBL	0044.04	Tibetan			Tibetan (Xiahe)	ɕ e _ m a		
21816						0	the sand	180	Bai_Jianchuan		so⁵⁵tsɿ³³	sand		76016		so⁵⁵tsɿ³³	1846								n	347268	0	STEDT/TBL	TBL	0044.48	Bai			Bai (Jianchuan)	s o ⁵⁵ ◦ ts ɿ ³³		
22190						0	the sand	180	Kaman_Miju		kɑ³¹ɕiŋ³⁵	sand		27409		kɑ³¹ɕiŋ³⁵	1819								n	347243	0	STEDT/TBL	TBL	0044.23	Deng			Kaman [Miju]	k ɑ ³¹ ◦ ɕ i ŋ ³⁵		
22395						0	the sand	180	Muya		tɕə⁵⁵mæ⁵³	sand		11336		tɕə⁵⁵mæ⁵³	1810								n	347235	0	STEDT/TBL	TBL	0044.15	Qiangic			Muya	tɕ ə ⁵⁵ ◦ m æ ⁵³		
23042						0	the sand	180	Lisu		khɯ³¹tɕi³³hɯ³¹	sand		61558		khɯ³¹tɕi³³hɯ³¹	1838								n	347260	0	STEDT/TBL	TBL	0044.40	Central Loloish			Lisu	kh ɯ ³¹ ◦ tɕ i ³³ ◦ h ɯ ³¹		
23085						0	the sand	180	Tujia		sa⁵⁵tsi⁵⁵	sand		77986		sa⁵⁵tsi⁵⁵	1847								n	347269	0	STEDT/TBL	TBL	0044.49	Tujia			Tujia	s a ⁵⁵ ◦ ts i ⁵⁵		
23103						0	the sand	180	Bokar		dʑe mə	sand		28860		dʑe mə	1820								n	347244	0	STEDT/TBL	TBL	0044.24	Western Tani			Bokar	dʑ e _ m ə		
23618						0	the sand	180	Guiqiong		dʑu̵³¹mu̵⁵⁵	sand		13268		dʑu̵³¹mu̵⁵⁵	1811								n	347236	0	STEDT/TBL	TBL	0044.16	Qiangic			Guiqiong	dʑ u̵ ³¹ ◦ m u̵ ⁵⁵		
23831						0	the sand	180	Lahu_Lancang		ɕɑi⁵³ɕi¹¹	sand		67010		ɕɑi⁵³ɕi¹¹	1841								n	347263	0	STEDT/TBL	TBL	0044.43	Central Loloish			Lahu (Lancang)	ɕ ɑ i ⁵³ ◦ ɕ i ¹¹		
24069						0	the sand	180	Tibetan_Alike		wɕe mæ	sand		79470		wɕe mæ	1848		!						n	347225	0	STEDT/TBL	TBL	0044.05	Tibetan			Tibetan (Alike)	w ɕ e _ m æ		
24276						0	the sand	180	Hani_Lüchun		xa⁵⁵tshe⁵⁵	sand		63393		xa⁵⁵tshe⁵⁵	1839								n	347261	0	STEDT/TBL	TBL	0044.41	Southern Loloish			Hani (Lüchun)	x a ⁵⁵ ◦ tsh e ⁵⁵		
24380						0	the sand	180	Yidu		ɑ⁵⁵pi⁵⁵	sand		30767		ɑ⁵⁵pi⁵⁵	1821								n	347245	0	STEDT/TBL	TBL	0044.25	Deng			Yidu	ɑ ⁵⁵ ◦ p i ⁵⁵		
24761						0	the sand	180	Xumi		mĩ³⁵	sand		14931		mĩ³⁵	1812								n	347237	0	STEDT/TBL	TBL	0044.17	Qiangic			Xumi	m ĩ ∼ ³⁵		
24810						0	the sand	180	Nusu_Central		mɯi³³a³³	sand		48509		mɯi³³a³³	1831		!						n	347254	0	STEDT/TBL	TBL	0044.34	Northern Loloish			Nusu (Central)	m ɯ i ³³ ◦ a ³³		
25169						0	the sand	180	Karen		me̱⁵⁵	sand		81059		me̱⁵⁵	1849								n	347270	0	STEDT/TBL	TBL	0044.50	Karenic			Karen	m e̱ ⁵⁵		
25531						0	the sand	180	Hani_Mojiang		mu⁵⁵tʃhɛ⁵⁵	sand		65183		mu⁵⁵tʃhɛ⁵⁵	1840								n	347262	0	STEDT/TBL	TBL	0044.42	Southern Loloish			Hani (Mojiang)	m u ⁵⁵ ◦ tʃh ɛ ⁵⁵		
#
12775						0	the sea	181	Zhaozhuang			海				kɔ²¹				6154							0							Zhaozhuang	k ɔ ₂₁		
13129						0	the sea	181	Guzhang			海	海			xɑ⁴¹				6154							0							Guzhang			
13372						0	the sea	181	Ganzhou		ta4 hæ3	sea (132)				ta⁵hæ⁴				6154							0							Ganzhou	t a ⁵ h æ ⁴		
13876						0	the sea	181	Jixi				海			xa²¹³				6154							0							Jixi			
14656						0	the sea	181	Dancun				海			hoi⁵⁵				6154							0							Dancun			
15023						0	the sea	181	Tibetan_Written		rgja mtsho	sea		42		rgja mtsho	1804		!						n	346602	0	STEDT/TBL	TBL	0032.01	Tibetan			Tibetan (Written)	r g j a _ m tsh o		
15135						0	the sea	181	Lyuzu		tha³³jæ̃⁵³dʑæ⁵³ntshu⁵³	sea		16788		tha³³jæ̃⁵³dʑæ⁵³ntshu⁵³	1813		!						n	346619	0	STEDT/TBL	TBL	0032.18	Qiangic			Lyuzu	th a ³³ ◦ j æ̃ ∼ ⁵³ ◦ dʑ æ ⁵³ ◦ n tsh u ⁵³		
15320						0	the sea	181	Cuona_Menba		tsho⁵³ta⁵³	sea		82604		tsho⁵³ta⁵³	1850								n	346607	0	STEDT/TBL	TBL	0032.06	Bodic			Cuona Menba	tsh o ⁵³ ◦ t a ⁵³		
15830						0	the sea	181	Lahu_Lancang		lɑ³⁵ ɕɑ⁵⁴ɣɯ³¹	sea		66998		lɑ³⁵ ɕɑ⁵⁴ɣɯ³¹	1841								n	346644	0	STEDT/TBL	TBL	0032.43	Central Loloish			Lahu (Lancang)	l ɑ ³⁵ _ ɕ ɑ ⁵⁴ ◦ ɣ ɯ ³¹		
16204						0	the sea	181	Pumi_Jiulong		xuə⁵⁵tɕə⁵⁵	sea		2081		xuə⁵⁵tɕə⁵⁵	1805								n	346611	0	STEDT/TBL	TBL	0032.10	Qiangic			Pumi (Jiulong)	x u ə ⁵⁵ ◦ tɕ ə ⁵⁵		
16350						0	the sea	181	Jingpho		pa̱ŋ³³lai³³	sea		18647		pa̱ŋ³³lai³³	1814								n	346620	0	STEDT/TBL	TBL	0032.19	Jingpho			Jingpho	p a̱ ŋ ³³ ◦ l a i ³³		
16983						0	the sea	181	Tibetan_Batang		dʑa¹³tshᴜ⁵³	sea		39388		dʑa¹³tshᴜ⁵³	1826								n	346604	0	STEDT/TBL	TBL	0032.03	Tibetan			Tibetan (Batang)	dʑ a ¹³ ◦ tsh ᴜ ⁵³		
17086						0	the sea	181	Jinuo		lə³¹mɔ⁴⁴	sea		68827		lə³¹mɔ⁴⁴	1842								n	346645	0	STEDT/TBL	TBL	0032.44	Central Loloish			Jinuo	l ə ³¹ ◦ m ɔ ⁴⁴		
17228						0	the sea	181	Gazhuo		fv³³ma³³	sea		74322		fv³³ma³³	1845								n	346648	0	STEDT/TBL	TBL	0032.47	Northern Loloish			Gazhuo	f v ³³ ◦ m a ³³		
17353						0	the sea	181	rGyalrong_Maerkang		rɟjɐ mtsho	sea		3748		rɟjɐ mtsho	1806		!						n	346612	0	STEDT/TBL	TBL	0032.11	rGyalrong			rGyalrong (Maerkang)	r ɟ j ɐ _ m tsh o		
17619						0	the sea	181	Tibetan_Lhasa		ca¹³tsho⁵³	sea		20510		ca¹³tsho⁵³	1815								n	346603	0	STEDT/TBL	TBL	0032.02	Tibetan			Tibetan (Lhasa)	c a ¹³ ◦ tsh o ⁵³		
17655						0	the sea	181	Qiang_Mawo		ʂu bɹɛ	sea		86084		ʂu bɹɛ	1852								n	346609	0	STEDT/TBL	TBL	0032.08	Qiangic			Qiang (Mawo)	ʂ u _ b ɹ ɛ		
18195						0	the sea	181	Yi_Nanhua		bə³³mo³³ʑæ²¹	sea		54171		bə³³mo³³ʑæ²¹	1834								n	346638	0	STEDT/TBL	TBL	0032.37	Northern Loloish			Yi (Nanhua)	b ə ³³ ◦ m o ³³ ◦ ʑ æ ²¹		
18257						0	the sea	181	Naxi		xɯ⁵⁵	sea		70648		xɯ⁵⁵	1843								n	346646	0	STEDT/TBL	TBL	0032.45	Naxi			Naxi	x ɯ ⁵⁵		
18588						0	the sea	181	Daofu		mtshu	sea		5601		mtshu	1807		!						n	346613	0	STEDT/TBL	TBL	0032.12	rGyalrongic			Daofu	m tsh u		
18796						0	the sea	181	Karen		pɔ̱³¹lɛ̱³¹	sea		81047		pɔ̱³¹lɛ̱³¹	1849								n	346651	0	STEDT/TBL	TBL	0032.50	Karenic			Karen	p ɔ̱ ³¹ ◦ l ɛ̱ ³¹		
19031						0	the sea	181	Dulong		su⁵⁵	sea		22643		su⁵⁵	1816								n	346621	0	STEDT/TBL	TBL	0032.20	Nungic			Dulong	s u ⁵⁵		
19353						0	the sea	181	Yi_Xide		ʂu̱³³	sea		50276		ʂu̱³³	1832								n	346636	0	STEDT/TBL	TBL	0032.35	Northern Loloish			Yi (Xide)	ʂ u̱ ³³		
19928						0	the sea	181	Queyu_Xinlong		rdʑa¹³mtshy⁵⁵	sea		7582		rdʑa¹³mtshy⁵⁵	1808		!						n	346614	0	STEDT/TBL	TBL	0032.13	Qiangic			Queyu (Xinlong)	r dʑ a ¹³ ◦ m ts h y ⁵⁵		
20302						0	the sea	181	Nung		sɑ⁵⁵dom⁵⁵	sea		24493		sɑ⁵⁵dom⁵⁵	1817								n	346622	0	STEDT/TBL	TBL	0032.21	Nungic			Nung	s ɑ ⁵⁵ ◦ d o m ⁵⁵		
20530						0	the sea	181	Yi_Wuding		xɤ¹¹	sea		56026		xɤ¹¹	1835								n	346639	0	STEDT/TBL	TBL	0032.38	Northern Loloish			Yi (Wuding)	x ɤ ¹¹		
20759						0	the sea	181	Yi_Sani		χæ³³	sea		57962		χæ³³	1836								n	346640	0	STEDT/TBL	TBL	0032.39	Central Loloish			Yi (Sani)	χ æ ³³		
20841						0	the sea	181	Namuyi		xi³⁵ da⁵⁵dʐɿ³¹	sea		72485		xi³⁵ da⁵⁵dʐɿ³¹	1844								n	346647	0	STEDT/TBL	TBL	0032.46	Qiangic			Namuyi	x i ³⁵ _ d a ⁵⁵ ◦ dʐ ɿ ³¹		
21057						0	the sea	181	Bokar		ɕi tə	sea		28847		ɕi tə	1820								n	346625	0	STEDT/TBL	TBL	0032.24	Western Tani			Bokar	ɕ i _ t ə		
21137						0	the sea	181	Zhaba_Daofu_County		ɟja⁵⁵mtshu⁵⁵	sea		9396		ɟja⁵⁵mtshu⁵⁵	1809		!						n	346615	0	STEDT/TBL	TBL	0032.14	Qiangic			Zhaba (Daofu County)	ɟ j a ⁵⁵ ◦ m tsh u ⁵⁵		
21575						0	the sea	181	Darang_Taraon		tɯ³¹ɹɯi⁵³dɯ³¹ɹɯŋ⁵⁵	sea		25977		tɯ³¹ɹɯi⁵³dɯ³¹ɹɯŋ⁵⁵	1818								n	346623	0	STEDT/TBL	TBL	0032.22	Deng			Darang [Taraon]	t ɯ ³¹ ◦ ɹ ɯ i ⁵³ ◦ d ɯ ³¹ ◦ ɹ ɯ ŋ ⁵⁵		
21805						0	the sea	181	Bai_Jianchuan		to̱²¹ko⁴²	sea		76004		to̱²¹ko⁴²	1846								n	346649	0	STEDT/TBL	TBL	0032.48	Bai			Bai (Jianchuan)	t o̱ ²¹ ◦ k o ⁴²		
22182						0	the sea	181	Kaman_Miju		xɑ³¹wɑ̆i³⁵	sea		27396		xɑ³¹wɑ̆i³⁵	1819								n	346624	0	STEDT/TBL	TBL	0032.23	Deng			Kaman [Miju]	x ɑ ³¹ ◦ w ɑ̆ i ³⁵		
22778						0	the sea	181	Xumi		ɦu⁵³duɛ³³	sea		14919		ɦu⁵³duɛ³³	1812								n	346618	0	STEDT/TBL	TBL	0032.17	Qiangic			Xumi	ɦ u ⁵³ ◦ d u ɛ ³³		
23034						0	the sea	181	Lisu		lu³¹be⁵³	sea		61546		lu³¹be⁵³	1838								n	346641	0	STEDT/TBL	TBL	0032.40	Central Loloish			Lisu	l u ³¹ ◦ b e ⁵³		
23074						0	the sea	181	Tujia		xai⁵³	sea		77974		xai⁵³	1847								n	346650	0	STEDT/TBL	TBL	0032.49	Tujia			Tujia	x a i ⁵³		
23252						0	the sea	181	Muya		thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	sea		11323		thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	1810								n	346616	0	STEDT/TBL	TBL	0032.15	Qiangic			Muya	th æ ⁵⁵ ◦ j i ⁵⁵ ◦ dʑ æ̃ ∼ ³³ ◦ tsh u ə ⁵³		
23444						0	the sea	181	Pumi_Lanping		xɯ⁵⁵ta¹³	sea		88031		xɯ⁵⁵ta¹³	1853								n	346610	0	STEDT/TBL	TBL	0032.09	Qiangic			Pumi (Lanping)	x ɯ ⁵⁵ ◦ t a ¹³		
23610						0	the sea	181	Guiqiong		thə⁵⁵je⁵⁵dʑa³⁵ntshu̵⁵⁵	sea		13255		thə⁵⁵je⁵⁵dʑa³⁵ntshu̵⁵⁵	1811		!						n	346617	0	STEDT/TBL	TBL	0032.16	Qiangic			Guiqiong	th ə ⁵⁵ ◦ j e ⁵⁵ ◦ dʑ a ³⁵ ◦ n tsh u̵ ⁵⁵		
24063						0	the sea	181	Tibetan_Alike		rdʑam tsho	sea		79457		rdʑam tsho	1848		!						n	346606	0	STEDT/TBL	TBL	0032.05	Tibetan			Tibetan (Alike)	r dʑ a m _ tsh o		
24267						0	the sea	181	Hani_Lüchun		lɔ³³ma³³	sea		63381		lɔ³³ma³³	1839								n	346642	0	STEDT/TBL	TBL	0032.41	Southern Loloish			Hani (Lüchun)	l ɔ ³³ ◦ m a ³³		
24375						0	the sea	181	Yidu		tu⁵⁵wi⁵⁵	sea		30755		tu⁵⁵wi⁵⁵	1821								n	346626	0	STEDT/TBL	TBL	0032.25	Deng			Yidu	t u ⁵⁵ ◦ w i ⁵⁵		
24508						0	the sea	181	Tibetan_Xiahe		dʑam tsho	sea		59772		dʑam tsho	1837								n	346605	0	STEDT/TBL	TBL	0032.04	Tibetan			Tibetan (Xiahe)	dʑ a m _ tsh o		
24630						0	the sea	181	Motuo_Menba		dʑam tsho	sea		84377		dʑam tsho	1851								n	346608	0	STEDT/TBL	TBL	0032.07	Bodic			Motuo Menba	dʑ a m _ tsh o		
25308						0	the sea	181	Nusu_Central		sua³³	sea		48497		sua³³	1831								n	346635	0	STEDT/TBL	TBL	0032.34	Northern Loloish			Nusu (Central)	s u a ³³		
25524						0	the sea	181	Hani_Mojiang		xæ³¹	sea		65171		xæ³¹	1840								n	346643	0	STEDT/TBL	TBL	0032.42	Southern Loloish			Hani (Mojiang)	x æ ³¹		
#
8481	-	- - - - t͡ʂ o ŋ - - ³³			种子	459	the seed	182	Dashi		tʂoŋ33	seed	-		seed (138)	t͡ʂoŋ₃₃			-	3361					Noun		984	Wang2006a, 405			Bai	seed(131)	seed(73)	Dashi	t͡ʂ o ŋ ³³	seed(69)	8311
8483	-	- - - - t͡ɕ u - - - ²²			种子	459	the seed	182	Ega		tɕu22	seed	-		seed (138)	t͡ɕu₂₂			-	3361					Noun		985	Wang2006a, 405			Bai	seed(131)	seed(73)	Ega	t͡ɕ u ²²	seed(69)	8311
8484	-	- - - - t͡ɕ o - - - ²²			种子	459	the seed	182	Enqi		tɕo22	seed	-		seed (138)	t͡ɕo₂₂			-	3361					Noun		985	Wang2006a, 405			Bai	seed(131)	seed(73)	Enqi	t͡ɕ o ²²	seed(69)	8311
8485	-	- - - - t͡s ɤ - - - ³³			种子	459	the seed	182	Eryuan		tsɤ33	seed / 种子	-		seed (138)	t͡sɤ₃₃			-	3361					Noun		985	Allen2007, 114			Bai	seed(131)	seed(73)	Eryuan	t͡s ɤ ³³	seed(69)	8311
